episode,mission,number,x_position,y_position
3,3,0,-448,-1088
3,3,1,-512,-1088
3,3,2,-192,-1088
3,3,3,-256,-1088
3,3,4,-384,-1280
3,3,5,-448,-1280
3,3,6,-128,-832
3,3,7,-128,-896
3,3,8,-576,-896
3,3,9,-576,-832
3,3,10,-256,-768
3,3,11,-256,-832
3,3,12,-288,-704
3,3,13,-448,-768
3,3,14,-416,-704
3,3,15,-448,-832
3,3,16,-320,-1088
3,3,17,-384,-1088
3,3,18,-256,-1280
3,3,19,-320,-1280
3,3,20,-512,-1280
3,3,21,-576,-1280
3,3,22,-128,-1280
3,3,23,-192,-1280
3,3,24,-576,-1024
3,3,25,-128,-1024
3,3,26,-288,-640
3,3,27,-416,-640
3,3,28,-552,-832
3,3,29,-488,-832
3,3,30,-216,-832
3,3,31,-152,-832
3,3,32,-552,-816
3,3,33,-592,-816
3,3,34,-640,-704
3,3,35,-464,-704
3,3,36,-464,-816
3,3,37,-488,-816
3,3,38,-216,-816
3,3,39,-240,-816
3,3,40,-240,-704
3,3,41,-128,-704
3,3,42,-128,-816
3,3,43,-152,-816
3,3,44,-128,-784
3,3,45,-128,-720
3,3,46,-112,-720
3,3,47,-112,-704
3,3,48,0,-704
3,3,49,64,-704
3,3,50,96,-704
3,3,51,96,-832
3,3,52,-112,-832
3,3,53,-592,-832
3,3,54,-768,-832
3,3,55,-768,-704
3,3,56,0,-648
3,3,57,64,-648
3,3,58,-112,-784
3,3,59,1216,0
3,3,60,1216,-32
3,3,61,1216,-160
3,3,62,1216,-192
3,3,63,1472,-192
3,3,64,1472,-384
3,3,65,1248,-32
3,3,66,1248,-160
3,3,67,1280,-32
3,3,68,1280,-160
3,3,69,1408,-160
3,3,70,1408,-32
3,3,71,1440,-32
3,3,72,1472,-32
3,3,73,1472,-160
3,3,74,1440,-160
3,3,75,1024,-32
3,3,76,1024,128
3,3,77,1024,192
3,3,78,1472,192
3,3,79,1024,-384
3,3,80,1024,-320
3,3,81,1024,-160
3,3,82,1600,-192
3,3,83,1664,-192
3,3,84,1728,-288
3,3,85,1600,-288
3,3,86,1856,-128
3,3,87,1664,0
3,3,88,1600,0
3,3,89,1600,96
3,3,90,1664,96
3,3,91,1664,192
3,3,92,1856,192
3,3,93,1472,0
3,3,94,960,-160
3,3,95,1000,-32
3,3,96,832,-832
3,3,97,896,-832
3,3,98,896,-1024
3,3,99,832,-1024
3,3,100,768,-1152
3,3,101,384,-1152
3,3,102,640,-448
3,3,103,640,-384
3,3,104,544,-384
3,3,105,544,-320
3,3,106,640,-320
3,3,107,640,-256
3,3,108,608,-256
3,3,109,608,-192
3,3,110,640,-192
3,3,111,640,-128
3,3,112,608,-128
3,3,113,608,-64
3,3,114,640,-64
3,3,115,768,-64
3,3,116,800,-64
3,3,117,800,-128
3,3,118,768,-128
3,3,119,768,-192
3,3,120,800,-192
3,3,121,800,-256
3,3,122,768,-256
3,3,123,768,-320
3,3,124,800,-320
3,3,125,800,-384
3,3,126,768,-384
3,3,127,768,-448
3,3,128,608,64
3,3,129,640,64
3,3,130,640,0
3,3,131,608,0
3,3,132,768,0
3,3,133,792,0
3,3,134,864,64
3,3,135,928,-32
3,3,136,768,64
3,3,137,792,64
3,3,138,640,128
3,3,139,576,128
3,3,140,768,128
3,3,141,800,128
3,3,142,864,224
3,3,143,864,352
3,3,144,512,192
3,3,145,512,224
3,3,146,512,352
3,3,147,512,384
3,3,148,576,448
3,3,149,768,448
3,3,150,384,352
3,3,151,384,224
3,3,152,896,-160
3,3,153,-544,-512
3,3,154,-640,-416
3,3,155,-64,-416
3,3,156,-160,-512
3,3,157,-640,-160
3,3,158,-544,-64
3,3,159,-160,-64
3,3,160,-64,-160
3,3,161,-288,-512
3,3,162,-416,-512
3,3,163,-512,128
3,3,164,-472,128
3,3,165,-448,128
3,3,166,-384,192
3,3,167,-320,192
3,3,168,-256,128
3,3,169,-232,128
3,3,170,-192,128
3,3,171,-512,64
3,3,172,-192,64
3,3,173,-128,64
3,3,174,-64,64
3,3,175,0,64
3,3,176,64,64
3,3,177,64,0
3,3,178,0,0
3,3,179,-64,0
3,3,180,-128,0
3,3,181,-192,0
3,3,182,-704,64
3,3,183,-640,64
3,3,184,-576,64
3,3,185,-512,0
3,3,186,-576,0
3,3,187,-640,0
3,3,188,-704,0
3,3,189,-768,0
3,3,190,-768,64
3,3,191,1344,1344
3,3,192,1408,1152
3,3,193,1024,1408
3,3,194,1216,960
3,3,195,1216,896
3,3,196,1088,896
3,3,197,1088,1088
3,3,198,896,1088
3,3,199,864,600
