episode,mission,number,x_position,y_position
3,4,0,576,776
3,4,1,768,704
3,4,2,768,256
3,4,3,640,128
3,4,4,-616,664
3,4,5,-520,760
3,4,6,128,896
3,4,7,80,896
3,4,8,-16,896
3,4,9,-64,896
3,4,10,-128,960
3,4,11,-128,1088
3,4,12,-64,1152
3,4,13,128,1152
3,4,14,192,1088
3,4,15,192,960
3,4,16,0,1152
3,4,17,0,1176
3,4,18,64,1176
3,4,19,64,1152
3,4,20,-192,704
3,4,21,-192,576
3,4,22,64,640
3,4,23,80,768
3,4,24,-16,768
3,4,25,0,640
3,4,26,-496,760
3,4,27,-448,776
3,4,28,-368,824
3,4,29,-304,760
3,4,30,-272,744
3,4,31,-256,424
3,4,32,-272,384
3,4,33,-168,576
3,4,34,-64,640
3,4,35,-168,704
3,4,36,-64,768
3,4,37,-24,640
3,4,38,-40,768
3,4,39,104,768
3,4,40,128,768
3,4,41,128,640
3,4,42,88,640
3,4,43,256,576
3,4,44,232,576
3,4,45,232,704
3,4,46,256,704
3,4,47,-512,808
3,4,48,-448,832
3,4,49,-304,816
3,4,50,-248,800
3,4,51,-208,336
3,4,52,-464,192
3,4,53,-464,96
3,4,54,80,872
3,4,55,-16,872
3,4,56,-448,592
3,4,57,-512,672
3,4,58,-320,448
3,4,59,-368,376
3,4,60,-360,376
3,4,61,-352,384
3,4,62,-352,392
3,4,63,-360,400
3,4,64,-368,400
3,4,65,-376,392
3,4,66,-376,384
3,4,67,-392,600
3,4,68,-384,600
3,4,69,-376,608
3,4,70,-376,616
3,4,71,-384,624
3,4,72,-392,624
3,4,73,-400,616
3,4,74,-400,608
3,4,75,-616,256
3,4,76,-304,320
3,4,77,-304,256
3,4,78,-288,256
3,4,79,-192,256
3,4,80,-192,160
3,4,81,-288,160
3,4,82,-304,160
3,4,83,-296,256
3,4,84,-296,160
3,4,85,576,128
3,4,86,256,616
3,4,87,256,664
3,4,88,768,448
3,4,89,768,384
3,4,90,504,344
3,4,91,600,712
3,4,92,472,352
3,4,93,568,720
3,4,94,704,320
3,4,95,640,320
3,4,96,640,256
3,4,97,704,256
3,4,98,720,480
3,4,99,680,416
3,4,100,688,632
3,4,101,384,384
3,4,102,792,448
3,4,103,792,384
3,4,104,800,448
3,4,105,800,384
3,4,106,824,448
3,4,107,1024,560
3,4,108,1024,496
3,4,109,1024,336
3,4,110,1024,272
3,4,111,824,384
3,4,112,1048,496
3,4,113,1048,336
3,4,114,1112,560
3,4,115,1160,512
3,4,116,1256,416
3,4,117,1112,272
3,4,118,448,776
3,4,119,512,776
3,4,120,768,576
3,4,121,768,512
3,4,122,768,320
3,4,123,936,272
3,4,124,936,560
3,4,125,368,320
3,4,126,352,304
3,4,127,248,200
3,4,128,128,320
3,4,129,232,424
3,4,130,248,440
3,4,131,280,776
3,4,132,400,776
3,4,133,280,800
3,4,134,400,800
3,4,135,280,904
3,4,136,400,904
3,4,137,304,384
3,4,138,384,616
3,4,139,504,192
3,4,140,312,376
3,4,141,296,360
3,4,142,288,368
3,4,143,192,0
3,4,144,168,0
3,4,145,160,0
3,4,146,136,0
3,4,147,256,-16
3,4,148,384,-64
3,4,149,480,-384
3,4,150,328,-696
3,4,151,184,-776
3,4,152,64,-728
3,4,153,-136,-728
3,4,154,-240,-840
3,4,155,-384,-824
3,4,156,-576,-648
3,4,157,-704,-552
3,4,158,-952,-440
3,4,159,-616,-440
3,4,160,-576,-520
3,4,161,-384,-520
3,4,162,-256,-552
3,4,163,-240,-456
3,4,164,-176,-440
3,4,165,-192,-344
3,4,166,-256,-248
3,4,167,-256,-192
3,4,168,-168,48
3,4,169,-120,88
3,4,170,-72,88
3,4,171,136,64
3,4,172,160,64
3,4,173,168,64
3,4,174,192,64
3,4,175,-56,-64
3,4,176,256,448
3,4,177,-136,-352
3,4,178,-136,-256
3,4,179,264,-592
3,4,180,184,-592
3,4,181,128,-536
3,4,182,128,-456
3,4,183,64,512
3,4,184,64,480
3,4,185,64,448
3,4,186,64,416
3,4,187,64,384
3,4,188,64,352
3,4,189,64,320
3,4,190,64,288
3,4,191,64,256
3,4,192,0,256
3,4,193,0,288
3,4,194,0,320
3,4,195,0,352
3,4,196,0,384
3,4,197,0,416
3,4,198,0,448
3,4,199,0,480
3,4,200,0,512
3,4,201,64,536
3,4,202,0,536
3,4,203,0,-728
3,4,204,-72,-728
3,4,205,-384,-648
3,4,206,-768,-552
3,4,207,-1344,-880
3,4,208,-1088,-832
3,4,209,-408,-520
3,4,210,-552,-520
3,4,211,-552,-648
3,4,212,-408,-648
3,4,213,-552,-200
3,4,214,-408,-200
3,4,215,-408,-968
3,4,216,-552,-968
3,4,217,184,-400
3,4,218,264,-400
3,4,219,320,-456
3,4,220,320,-536
3,4,221,-64,-208
3,4,222,8,-352
3,4,223,-64,-400
3,4,224,472,664
3,4,225,624,528
3,4,226,256,512
3,4,227,64,192
3,4,228,256,192
3,4,229,256,0
3,4,230,192,128
3,4,231,0,128
3,4,232,56,0
3,4,233,56,-64
3,4,234,0,64
3,4,235,0,-64
3,4,236,-256,-704
3,4,237,-224,-704
3,4,238,-208,-544
3,4,239,-1344,-1040
3,4,240,-1408,-1264
3,4,241,-1248,-1216
3,4,242,-1408,-1424
3,4,243,-1248,-1472
3,4,244,-1088,-1088
3,4,245,-1088,-1152
3,4,246,-1088,-1600
3,4,247,-832,-1464
3,4,248,-832,-1728
3,4,249,-832,-1272
3,4,250,-960,-1152
3,4,251,-1432,-1424
3,4,252,-1432,-1824
3,4,253,-1616,-1184
3,4,254,-1552,-1184
3,4,255,-1552,-1120
3,4,256,-1536,-800
3,4,257,-1536,-736
3,4,258,-1600,-736
3,4,259,-1984,-320
3,4,260,-1368,-320
3,4,261,-1368,-880
3,4,262,-1368,-1040
3,4,263,-1432,-1264
3,4,264,-1472,-1040
3,4,265,-1472,-1024
3,4,266,-1472,-896
3,4,267,-1472,-880
3,4,268,-1480,-1024
3,4,269,-1480,-896
3,4,270,-1608,-1528
3,4,271,-1608,-1512
3,4,272,-1616,-1512
3,4,273,-1616,-1448
3,4,274,-1608,-1448
3,4,275,-1504,-1344
3,4,276,-1512,-1344
3,4,277,-1512,-1280
3,4,278,-1504,-1280
3,4,279,-1600,-800
3,4,280,-1536,-880
3,4,281,-1536,-1040
3,4,282,-1616,-1120
3,4,283,-1504,-1264
3,4,284,-1568,-1264
3,4,285,-1568,-1360
3,4,286,-1504,-1360
3,4,287,-1608,-1432
3,4,288,-1672,-1432
3,4,289,-1672,-1528
3,4,290,-1536,-1536
3,4,291,-1472,-1536
3,4,292,-1472,-1472
3,4,293,-1536,-1472
3,4,294,-1984,-1824
3,4,295,-1792,-1440
3,4,296,-1800,-1440
3,4,297,-1800,-1376
3,4,298,-1792,-1376
3,4,299,-1792,-1360
3,4,300,-1856,-1360
3,4,301,-1856,-1456
3,4,302,-1792,-1456
3,4,303,-1728,-848
3,4,304,-1728,-784
3,4,305,-1792,-784
3,4,306,-1792,-848
3,4,307,-1728,-1232
3,4,308,-1728,-1216
3,4,309,-1736,-1216
3,4,310,-1736,-1152
3,4,311,-1728,-1152
3,4,312,-1728,-1136
3,4,313,-1792,-1136
3,4,314,-1792,-1232
3,4,315,-808,-1272
3,4,316,-808,-1464
3,4,317,-688,-1152
3,4,318,-512,-1328
3,4,319,-512,-1344
3,4,320,-512,-1408
3,4,321,-512,-1424
3,4,322,-688,-1600
3,4,323,-384,-1408
3,4,324,320,-1408
3,4,325,-512,-1824
3,4,326,320,-1824
3,4,327,320,-2144
3,4,328,-576,-2144
3,4,329,320,-2368
3,4,330,320,-2624
3,4,331,320,-1664
3,4,332,-512,-1664
3,4,333,-576,-2368
3,4,334,-576,-2624
3,4,335,-768,-1728
3,4,336,-576,-2192
3,4,337,-576,-2320
3,4,338,-512,-1712
3,4,339,-512,-1776
3,4,340,-800,-1760
3,4,341,-544,-1744
3,4,342,-656,-2256
3,4,343,-640,-2624
3,4,344,-896,-2048
3,4,345,-896,-1984
3,4,346,-1088,-1664
3,4,347,-608,-2592
3,4,348,-864,-2016
3,4,349,-1056,-1632
3,4,350,-1056,-1120
3,4,351,-736,-520
3,4,352,-544,-1376
3,4,353,320,-1920
3,4,354,336,-1920
3,4,355,336,-2048
3,4,356,320,-2048
3,4,357,344,-2048
3,4,358,344,-1920
3,4,359,368,-1920
3,4,360,368,-2048
3,4,361,712,-2048
3,4,362,320,-2064
3,4,363,320,-1904
3,4,364,320,-1440
3,4,365,320,-1504
3,4,366,320,-1568
3,4,367,320,-1632
3,4,368,288,-1536
3,4,369,344,-1440
3,4,370,344,-1504
3,4,371,352,-1504
3,4,372,352,-1440
3,4,373,344,-1568
3,4,374,344,-1632
3,4,375,352,-1568
3,4,376,352,-1632
3,4,377,376,-1568
3,4,378,376,-1632
3,4,379,376,-1504
