episode,mission,number,x_position,y_position
1,2,0,128,-96
1,2,1,128,-320
1,2,2,640,-96
1,2,3,640,576
1,2,4,640,336
1,2,5,-128,-320
1,2,6,-128,-96
1,2,7,-360,-96
1,2,8,-680,128
1,2,9,-704,304
1,2,10,-640,704
1,2,11,-128,760
1,2,12,128,760
1,2,13,640,704
1,2,14,-176,192
1,2,15,-64,192
1,2,16,192,0
1,2,17,-192,0
1,2,18,-704,464
1,2,19,-832,192
1,2,20,-832,160
1,2,21,-832,128
1,2,22,-736,128
1,2,23,-736,-160
1,2,24,-960,160
1,2,25,-960,192
1,2,26,-864,-64
1,2,27,-1088,-64
1,2,28,-1152,32
1,2,29,-1152,128
1,2,30,-1344,32
1,2,31,-1024,288
1,2,32,-1024,160
1,2,33,-960,288
1,2,34,-1024,384
1,2,35,-1088,-192
1,2,36,-1216,-192
1,2,37,-1408,-192
1,2,38,-1408,-88
1,2,39,-1296,-64
1,2,40,-1408,-64
1,2,41,-1408,32
1,2,42,-1664,32
1,2,43,-1664,288
1,2,44,-1472,288
1,2,45,-1472,368
1,2,46,-1216,368
1,2,47,-1216,288
1,2,48,-1472,-320
1,2,49,-1472,-512
1,2,50,-1216,-552
1,2,51,-1344,-552
1,2,52,-1856,-256
1,2,53,-2048,-256
1,2,54,-1856,-320
1,2,55,-1920,-576
1,2,56,-1792,-576
1,2,57,-1920,-512
1,2,58,-2048,-512
1,2,59,-1792,-384
1,2,60,-1600,-384
1,2,61,-1600,-320
1,2,62,-1664,-512
1,2,63,-1664,-608
1,2,64,-1344,-608
1,2,65,-1344,-768
1,2,66,-1216,-448
1,2,67,-1024,-448
1,2,68,-1024,-128
1,2,69,-896,-128
1,2,70,-896,-576
1,2,71,-1088,-576
1,2,72,-1088,-704
1,2,73,-864,-704
1,2,74,-1216,-768
1,2,75,-512,-832
1,2,76,-1152,-832
1,2,77,-1152,-896
1,2,78,-1472,-896
1,2,79,-1472,-768
1,2,80,-1728,-768
1,2,81,-1728,-704
