episode,mission,number,x_position,y_position
1,4,0,1408,1264
1,4,1,1424,1280
1,4,2,1792,336
1,4,3,1776,320
1,4,4,1424,320
1,4,5,1408,336
1,4,6,1776,1280
1,4,7,1792,1264
1,4,8,1792,1216
1,4,9,1840,1216
1,4,10,1856,1216
1,4,11,1600,320
1,4,12,1472,320
1,4,13,1408,896
1,4,14,1408,928
1,4,15,1792,1088
1,4,16,1408,688
1,4,17,1408,704
1,4,18,1152,960
1,4,19,1152,864
1,4,20,1184,864
1,4,21,1216,896
1,4,22,1216,704
1,4,23,1184,736
1,4,24,832,448
1,4,25,832,320
1,4,26,1408,512
1,4,27,1408,528
1,4,28,1408,384
1,4,29,1408,1056
1,4,30,1408,1088
1,4,31,1408,1216
1,4,32,736,1376
1,4,33,992,1376
1,4,34,928,1248
1,4,35,736,1248
1,4,36,664,1152
1,4,37,424,1152
1,4,38,424,1184
1,4,39,352,1384
1,4,40,424,1440
1,4,41,424,1472
1,4,42,664,1472
1,4,43,664,1440
1,4,44,352,1240
1,4,45,152,1384
1,4,46,1312,1280
1,4,47,1376,1216
1,4,48,1344,384
1,4,49,1280,288
1,4,50,960,192
1,4,51,600,192
1,4,52,576,192
1,4,53,320,192
1,4,54,704,1472
1,4,55,704,1600
1,4,56,512,960
1,4,57,576,768
1,4,58,128,1216
1,4,59,320,1152
1,4,60,-256,1152
1,4,61,-64,1216
1,4,62,-544,736
1,4,63,-448,960
1,4,64,-448,384
1,4,65,-544,608
1,4,66,-64,128
1,4,67,-256,192
1,4,68,128,128
1,4,69,-32,1216
1,4,70,-32,1240
1,4,71,96,1240
1,4,72,96,1216
1,4,73,-64,1272
1,4,74,0,1384
1,4,75,0,1408
1,4,76,-32,128
1,4,77,96,128
1,4,78,96,104
1,4,79,128,64
1,4,80,128,0
1,4,81,-64,0
1,4,82,-64,64
1,4,83,-32,104
1,4,84,128,1408
1,4,85,664,1184
1,4,86,320,1824
1,4,87,552,1824
1,4,88,0,1688
1,4,89,64,1792
1,4,90,192,1824
1,4,91,192,1600
1,4,92,128,1536
1,4,93,128,1472
1,4,94,0,1472
1,4,95,640,1664
1,4,96,192,0
1,4,97,320,128
1,4,98,384,-256
1,4,99,224,-256
1,4,100,192,-64
1,4,101,192,-224
1,4,102,-64,-64
1,4,103,-64,-192
1,4,104,128,-64
1,4,105,-576,608
1,4,106,-576,736
1,4,107,-576,832
1,4,108,-608,896
1,4,109,-768,832
1,4,110,-736,896
1,4,111,-736,928
1,4,112,-608,928
1,4,113,-576,512
1,4,114,-608,480
1,4,115,-736,480
1,4,116,-768,512
1,4,117,-608,448
1,4,118,-576,400
1,4,119,-576,344
1,4,120,-256,128
1,4,121,-736,448
1,4,122,-768,400
1,4,123,-768,320
1,4,124,-832,192
1,4,125,-832,0
1,4,126,-192,24
1,4,127,-192,-320
1,4,128,-272,-440
1,4,129,-368,-480
1,4,130,-640,-480
1,4,131,-752,-448
1,4,132,-808,-352
1,4,133,-608,1024
1,4,134,-512,1024
1,4,135,-1152,1024
1,4,136,-1152,1216
1,4,137,-736,1024
1,4,138,-872,1024
1,4,139,-920,1024
1,4,140,-320,1408
1,4,141,-384,1408
1,4,142,-384,1536
1,4,143,-576,1536
1,4,144,-32,1408
1,4,145,-160,1408
1,4,146,-576,2048
1,4,147,-32,2048
1,4,148,-64,928
1,4,149,-128,896
1,4,150,-192,832
1,4,151,-224,768
1,4,152,-128,856
1,4,153,-224,576
1,4,154,-192,512
1,4,155,-152,512
1,4,156,-128,448
1,4,157,-64,416
1,4,158,128,416
1,4,159,192,448
1,4,160,192,488
1,4,161,256,512
1,4,162,288,576
1,4,163,288,768
1,4,164,256,832
1,4,165,216,832
1,4,166,192,896
1,4,167,128,928
1,4,168,-192,768
1,4,169,-64,896
1,4,170,128,896
1,4,171,256,768
1,4,172,256,576
1,4,173,128,448
1,4,174,-64,448
1,4,175,-192,576
1,4,176,576,576
1,4,177,576,344
1,4,178,640,448
1,4,179,640,640
1,4,180,960,960
1,4,181,-720,-320
1,4,182,-576,-320
1,4,183,-520,-168
1,4,184,-560,-112
1,4,185,-448,-64
1,4,186,-416,-120
1,4,187,-392,-192
1,4,188,-384,-256
1,4,189,-320,-240
1,4,190,-320,24
1,4,191,-488,-224
1,4,192,-480,-288
1,4,193,-448,1728
1,4,194,-384,1728
1,4,195,-448,1600
1,4,196,-256,1600
1,4,197,-1216,1408
1,4,198,-1216,1344
1,4,199,-1216,1216
1,4,200,-1216,1088
1,4,201,-1256,1088
1,4,202,-1256,1016
1,4,203,-1216,1016
1,4,204,-1216,992
1,4,205,-1216,856
1,4,206,-1216,832
1,4,207,-1408,832
1,4,208,-1472,896
1,4,209,-1472,1344
1,4,210,-944,992
1,4,211,-944,864
1,4,212,-912,864
1,4,213,-912,992
1,4,214,-768,992
1,4,215,-768,896
1,4,216,-832,896
1,4,217,-832,768
1,4,218,-896,768
1,4,219,-1024,856
1,4,220,-1024,768
1,4,221,-896,736
1,4,222,-800,736
1,4,223,-1000,-352
1,4,224,-1000,-416
1,4,225,-800,-416
1,4,226,-800,-608
1,4,227,-896,-608
1,4,228,-896,-512
1,4,229,-1120,-512
1,4,230,-1120,-416
1,4,231,-1152,-416
1,4,232,-1152,-512
1,4,233,-1472,-512
1,4,234,-1472,-288
1,4,235,-1408,-288
1,4,236,-1408,-128
1,4,237,-1280,-128
1,4,238,-1312,-32
1,4,239,-1184,-32
1,4,240,-1184,-192
1,4,241,-1312,-192
1,4,242,-1312,-384
1,4,243,-1376,-384
1,4,244,-1376,-416
1,4,245,-1248,-416
1,4,246,-1248,-384
1,4,247,-1280,-384
1,4,248,-1280,-224
1,4,249,-1184,-224
1,4,250,-1184,-304
1,4,251,-1120,-304
1,4,252,-1120,-208
1,4,253,-1152,-208
1,4,254,-1152,0
1,4,255,-1056,-128
1,4,256,-960,-128
1,4,257,-960,-24
1,4,258,-960,0
1,4,259,-1024,192
1,4,260,-1000,-192
1,4,261,-1000,-224
1,4,262,-840,-192
1,4,263,-840,-24
1,4,264,-896,192
1,4,265,-840,0
1,4,266,-1312,0
1,4,267,-1280,-96
1,4,268,-1472,-96
1,4,269,-1472,0
1,4,270,-1408,0
1,4,271,-1408,96
1,4,272,-1280,96
1,4,273,-1280,128
1,4,274,-1472,128
1,4,275,-1472,320
1,4,276,-1344,320
1,4,277,-1344,224
1,4,278,-1376,224
1,4,279,-1376,192
1,4,280,-1280,192
1,4,281,-1280,352
1,4,282,-1472,352
1,4,283,-1472,512
1,4,284,-1344,512
1,4,285,-1344,448
1,4,286,-1216,448
1,4,287,-1216,192
1,4,288,-1152,192
1,4,289,-1184,128
1,4,290,-1184,96
1,4,291,-1152,96
1,4,292,-1152,128
1,4,293,-832,384
1,4,294,-800,512
1,4,295,-832,576
1,4,296,-960,384
1,4,297,-992,512
1,4,298,-960,576
1,4,299,-800,608
1,4,300,-960,608
1,4,301,-960,672
1,4,302,-1056,672
1,4,303,-1056,768
1,4,304,-1056,832
1,4,305,-1152,800
1,4,306,-1152,832
1,4,307,-1280,800
1,4,308,-1280,640
1,4,309,-1152,704
1,4,310,-1216,704
1,4,311,-1216,544
1,4,312,-1408,544
1,4,313,-1408,704
1,4,314,-1472,704
1,4,315,-1472,800
1,4,316,-1312,800
1,4,317,-1312,640
1,4,318,-1152,320
1,4,319,-1152,640
1,4,320,-1056,608
1,4,321,-1056,320
1,4,322,-192,736
1,4,323,-192,608
1,4,324,-32,896
1,4,325,96,896
1,4,326,256,736
1,4,327,280,736
1,4,328,280,608
1,4,329,256,608
1,4,330,96,448
1,4,331,-32,448
1,4,332,608,-384
1,4,333,608,-256
1,4,334,-1160,1344
1,4,335,-1160,1216
1,4,336,-1152,1280
1,4,337,-640,-256
1,4,338,-640,-288
1,4,339,-720,-288
1,4,340,-352,24
1,4,341,-352,-56
1,4,342,-808,-224
1,4,343,-808,-128
1,4,344,-584,-128
1,4,345,-432,-56
1,4,346,-856,1024
1,4,347,-784,1536
1,4,348,-768,1536
1,4,349,-736,1520
1,4,350,-384,1152
1,4,351,-384,1216
1,4,352,-384,1376
1,4,353,-384,1344
1,4,354,-480,1504
1,4,355,-608,1520
1,4,356,-32,424
1,4,357,-32,440
1,4,358,96,440
1,4,359,96,424
1,4,360,264,736
1,4,361,264,608
1,4,362,-32,904
1,4,363,-32,920
1,4,364,96,920
1,4,365,96,904
1,4,366,-216,736
1,4,367,-200,736
1,4,368,-200,608
1,4,369,-216,608
1,4,370,128,816
1,4,371,128,768
1,4,372,176,768
1,4,373,176,816
1,4,374,1344,1088
1,4,375,1152,1280
1,4,376,1232,944
1,4,377,704,1856
1,4,378,704,1984
1,4,379,1728,1984
1,4,380,1600,1472
1,4,381,1336,1472
1,4,382,1128,1472
1,4,383,1056,1472
1,4,384,800,1472
1,4,385,552,1688
1,4,386,320,1688
1,4,387,616,1688
1,4,388,832,128
1,4,389,1152,128
1,4,390,928,320
1,4,391,1280,672
1,4,392,1312,544
1,4,393,1280,128
1,4,394,1328,1040
1,4,395,-736,1552
1,4,396,-608,1552
1,4,397,-864,1088
1,4,398,1728,1792
1,4,399,1728,1664
1,4,400,1600,1664
1,4,401,1600,1856
1,4,402,1600,1792
1,4,403,800,1440
1,4,404,1056,1440
1,4,405,1280,-320
1,4,406,1280,-576
1,4,407,608,-576
1,4,408,1280,-448
1,4,409,608,-512
1,4,410,144,-576
1,4,411,-64,-544
1,4,412,-64,-384
1,4,413,-32,-384
1,4,414,1432,-320
1,4,415,1520,-296
1,4,416,1552,-160
1,4,417,1440,-104
1,4,418,1392,-8
1,4,419,1736,192
1,4,420,1800,-64
1,4,421,1712,-336
1,4,422,1552,-424
1,4,423,1384,-448
1,4,424,1408,136
1,4,425,1464,192
1,4,426,1472,192
1,4,427,1472,256
1,4,428,1600,256
1,4,429,1600,192
1,4,430,1576,-232
1,4,431,1776,-240
1,4,432,144,-424
1,4,433,-32,-224
1,4,434,128,-224
1,4,435,96,-224
1,4,436,96,-320
1,4,437,-32,-320
1,4,438,96,-384
1,4,439,1152,320
1,4,440,1344,512
1,4,441,512,128
1,4,442,512,16
1,4,443,704,-64
1,4,444,1392,1040
1,4,445,1392,944
1,4,446,1392,672
1,4,447,1392,544
1,4,448,120,-384
1,4,449,1984,896
1,4,450,1872,896
1,4,451,1984,1088
1,4,452,1984,1072
1,4,453,1872,1072
1,4,454,1872,1088
1,4,455,352,128
1,4,456,352,160
1,4,457,480,160
1,4,458,480,128
1,4,459,616,1824
1,4,460,640,1856
1,4,461,-608,1952
1,4,462,-600,1952
1,4,463,-584,1952
1,4,464,-576,1952
1,4,465,-576,1824
1,4,466,-584,1824
1,4,467,-600,1824
1,4,468,-608,1824
1,4,469,-608,1664
1,4,470,-672,1600
1,4,471,-1216,1600
1,4,472,-1280,1664
1,4,473,-1280,1832
1,4,474,-1280,1944
1,4,475,-1280,2112
1,4,476,-1216,2176
1,4,477,-672,2176
1,4,478,-608,2112
1,4,479,-1024,1824
1,4,480,-1024,1792
1,4,481,-704,1792
1,4,482,-704,1824
1,4,483,-1024,1984
1,4,484,-1024,1952
1,4,485,-704,1952
1,4,486,-704,1984
1,4,487,-928,1952
1,4,488,-896,1952
1,4,489,-864,1952
1,4,490,-832,1952
1,4,491,-800,1952
1,4,492,-768,1952
1,4,493,-736,1952
1,4,494,-736,1824
1,4,495,-768,1824
1,4,496,-800,1824
1,4,497,-832,1824
1,4,498,-864,1824
1,4,499,-896,1824
1,4,500,-928,1824
1,4,501,-1216,1952
1,4,502,-1216,1824
1,4,503,-960,1600
1,4,504,-1312,1944
1,4,505,-1312,1832
1,4,506,-1152,1440
1,4,507,-1216,1440
1,4,508,-1280,1440
1,4,509,-1344,1440
1,4,510,-1344,1408
1,4,511,-1440,1408
1,4,512,-1440,1472
1,4,513,-1440,1536
1,4,514,-1344,1536
1,4,515,-1280,1536
1,4,516,-1216,1536
1,4,517,-1152,1536
1,4,518,-1056,1600
1,4,519,-1152,1544
1,4,520,-960,1536
1,4,521,-1432,1856
1,4,522,-1456,1856
1,4,523,-1456,1920
1,4,524,-1432,1920
1,4,525,-1472,1856
1,4,526,-1504,1952
1,4,527,-1472,1920
1,4,528,-1504,1824
1,4,529,-1568,1824
1,4,530,-1600,1856
1,4,531,-1600,1920
1,4,532,-1568,1952
1,4,533,-1432,1984
1,4,534,-1312,1984
1,4,535,-1312,1792
1,4,536,-1432,1792
1,4,537,-1040,1560
1,4,538,-976,1560
1,4,539,-840,-224
1,4,540,-824,-224
1,4,541,-824,-352
1,4,542,-840,-352
1,4,543,2112,1088
1,4,544,1856,1088
1,4,545,1312,1448
1,4,546,1152,1448
1,4,547,1024,448
1,4,548,1152,736
1,4,549,1152,576
1,4,550,640,704
1,4,551,640,832
1,4,552,768,960
1,4,553,-320,1344
1,4,554,-160,1216
1,4,555,-1120,1544
1,4,556,-1056,1544
1,4,557,-1056,1560
1,4,558,1400,152
1,4,559,1448,200
1,4,560,-480,24
1,4,561,-656,-48
1,4,562,-720,-224
1,4,563,-968,1024
1,4,564,-1016,1024
1,4,565,-968,1088
1,4,566,-920,1088
1,4,567,-1016,1088
1,4,568,-1440,1872
1,4,569,-1440,1904
1,4,570,-1448,1872
1,4,571,-1448,1904
1,4,572,2112,1216
1,4,573,1840,1088
1,4,574,1696,448
1,4,575,1504,448
1,4,576,1504,1184
1,4,577,1696,1184
1,4,578,128,976
1,4,579,272,912
1,4,580,336,768
1,4,581,336,576
1,4,582,272,432
1,4,583,128,368
1,4,584,-64,368
1,4,585,-208,432
1,4,586,-272,576
1,4,587,-272,768
1,4,588,-208,912
1,4,589,-64,976
1,4,590,-152,832
1,4,591,-128,488
1,4,592,192,856
1,4,593,216,512
1,4,594,512,384
1,4,595,600,320
1,4,596,-784,1560
1,4,597,-960,1560
1,4,598,-1160,1016
1,4,599,-1016,1016
1,4,600,1736,1792
1,4,601,1608,1656
1,4,602,1736,1656
1,4,603,1856,1792
1,4,604,1856,1536
1,4,605,1608,1536
1,4,606,1280,152
1,4,607,1152,152
1,4,608,176,-224
1,4,609,176,-64
1,4,610,688,-64
1,4,611,592,-256
1,4,612,1472,304
1,4,613,1600,304
1,4,614,704,320
1,4,615,704,448
1,4,616,680,320
1,4,617,856,320
1,4,618,2120,1184
1,4,619,2120,1120
1,4,620,2112,1184
1,4,621,2112,1120
1,4,622,1024,576
1,4,623,768,832
1,4,624,168,-424
1,4,625,168,-576
1,4,626,1576,-256
1,4,627,1776,-264
1,4,628,1600,1640
1,4,629,-944,1560
1,4,630,-944,1536
1,4,631,-960,1408
1,4,632,-960,1392
1,4,633,-944,1392
1,4,634,-944,1424
1,4,635,-1152,1408
1,4,636,-1160,1408
1,4,637,-1024,1408
1,4,638,-976,1576
1,4,639,-1040,1576
1,4,640,-1056,1576
1,4,641,-960,1576
1,4,642,-960,1424
1,4,643,-1456,1408
1,4,644,-1328,1408
1,4,645,-360,1216
1,4,646,-360,1344
1,4,647,-32,1728
1,4,648,-856,-224
1,4,649,-856,-352
1,4,650,-976,-352
1,4,651,-976,-224
1,4,652,-128,1728
1,4,653,-128,1792
1,4,654,-192,1792
1,4,655,-192,1856
1,4,656,-128,1920
1,4,657,-320,1920
1,4,658,-128,1856
1,4,659,-128,1600
1,4,660,-192,1600
1,4,661,-320,1728
1,4,662,-192,1728
1,4,663,-448,1664
1,4,664,-384,1664
1,4,665,-256,1792
1,4,666,-384,1792
1,4,667,-384,1920
1,4,668,-448,1920
1,4,669,-256,1664
1,4,670,-320,1664
1,4,671,-320,1856
1,4,672,-256,1856
1,4,673,-192,919
1,4,674,-444,963
1,4,675,-384,1024
1,4,676,-192,424
1,4,677,-350,192
1,4,678,-1344,352
1,4,679,-1216,352
1,4,680,-1472,192
1,4,681,-1376,320
1,4,682,-1256,1024
1,4,683,-1256,832
1,4,684,-1472,1024
1,4,685,-1312,544
1,4,686,-1408,800
1,4,687,-1216,640
1,4,688,-1216,800
1,4,689,-1160,1024
1,4,690,-832,992
1,4,691,-832,856
1,4,692,-1056,192
1,4,693,-1056,736
1,4,694,-192,170
1,4,695,-720,-457
1,4,696,-640,-41
1,4,697,-494,18
1,4,698,-840,-416
1,4,699,-840,-608
1,4,700,-1120,-224
1,4,701,-896,-192
1,4,702,-1184,-96
1,4,703,-1472,-32
1,4,704,-1280,-192
1,4,705,-1408,-192
1,4,706,-1472,-384
1,4,707,-1184,-512
1,4,708,-1216,1664
1,4,709,-960,1544
1,4,710,-1152,1088
1,4,711,-960,1088
1,4,712,-960,1024
1,4,713,-1256,1408
1,4,714,-192,1664
1,4,715,-576,1664
1,4,716,-192,1216
1,4,717,-192,1173
1,4,718,-192,1408
1,4,719,-1024,2176
