episode,mission,number,x_position,y_position
3,6,0,4216,-416
3,6,1,2240,-3400
3,6,2,-664,-3400
3,6,3,-2568,-512
3,6,4,-728,3392
3,6,5,2096,3392
3,6,6,-1384,-760
3,6,7,-1280,-1448
3,6,8,-344,-1600
3,6,9,264,-1792
3,6,10,768,-1792
3,6,11,1800,-2000
3,6,12,2216,-936
3,6,13,1920,-640
3,6,14,1920,-320
3,6,15,2416,-320
3,6,16,2416,352
3,6,17,1824,1264
3,6,18,688,1264
3,6,19,-1032,1264
3,6,20,-1344,576
3,6,21,-408,128
3,6,22,-408,-384
3,6,23,-1024,-512
3,6,24,64,-2176
3,6,25,64,-2368
3,6,26,128,-2536
3,6,27,136,-2552
3,6,28,40,-2664
3,6,29,40,-2816
3,6,30,256,-2880
3,6,31,448,-2752
3,6,32,360,-2536
3,6,33,216,-2536
3,6,34,208,-2520
3,6,35,136,-2344
3,6,36,136,-2176
3,6,37,448,-1792
3,6,38,1480,-3072
3,6,39,1728,-3072
3,6,40,1792,-2816
3,6,41,1760,-2832
3,6,42,1704,-3056
3,6,43,1504,-3056
3,6,44,1440,-2832
3,6,45,1408,-2816
3,6,46,960,-1408
3,6,47,1408,-1408
3,6,48,1408,-1344
3,6,49,1392,-1328
3,6,50,1456,-1264
3,6,51,1472,-1280
3,6,52,1536,-1280
3,6,53,1536,-832
3,6,54,1728,-832
3,6,55,1920,-608
3,6,56,1856,-320
3,6,57,1440,-480
3,6,58,1408,-512
3,6,59,1408,-696
3,6,60,960,-640
3,6,61,768,-832
3,6,62,816,-1280
3,6,63,640,-1280
3,6,64,448,-1472
3,6,65,960,-1616
3,6,66,1520,-1256
3,6,67,1456,-1256
3,6,68,1520,-1000
3,6,69,1520,-920
3,6,70,1520,-840
3,6,71,1440,-696
3,6,72,1440,-528
3,6,73,1464,-504
3,6,74,1592,-376
3,6,75,1616,-352
3,6,76,1648,-352
3,6,77,1856,-352
3,6,78,1888,-352
3,6,79,1888,-384
3,6,80,1888,-608
3,6,81,1888,-640
3,6,82,1816,-712
3,6,83,1720,-808
3,6,84,1552,-808
3,6,85,1520,-808
3,6,86,1528,-640
3,6,87,1528,-720
3,6,88,1544,-736
3,6,89,1624,-736
3,6,90,1720,-736
3,6,91,1720,-640
3,6,92,1816,-640
3,6,93,1816,-544
3,6,94,1720,-544
3,6,95,1720,-448
3,6,96,1624,-448
3,6,97,1624,-640
3,6,98,1920,-384
3,6,99,1648,-320
3,6,100,1600,-320
3,6,101,1568,-352
3,6,102,832,-832
3,6,103,960,-704
3,6,104,1408,-728
3,6,105,1096,-704
3,6,106,1496,-720
3,6,107,1512,-736
3,6,108,1328,-920
3,6,109,1312,-904
3,6,110,1080,-1136
3,6,111,896,-1320
3,6,112,1096,-1152
3,6,113,1032,-1216
3,6,114,912,-1336
3,6,115,968,-1280
3,6,116,1384,-1328
3,6,117,1384,-1392
3,6,118,1304,-1392
3,6,119,1216,-1392
3,6,120,1128,-1392
3,6,121,1048,-1392
3,6,122,960,-1392
3,6,123,944,-1392
3,6,124,944,-1432
3,6,125,944,-1512
3,6,126,944,-1608
3,6,127,752,-1776
3,6,128,464,-1776
3,6,129,464,-1488
3,6,130,624,-1616
3,6,131,752,-1616
3,6,132,752,-1496
3,6,133,728,-1488
3,6,134,624,-1488
3,6,135,784,-1464
3,6,136,656,-1296
3,6,137,832,-1296
3,6,138,832,-896
3,6,139,832,-1056
3,6,140,832,-1024
3,6,141,832,-992
3,6,142,832,-960
3,6,143,832,-928
3,6,144,920,-880
3,6,145,896,-880
3,6,146,896,-896
3,6,147,896,-928
3,6,148,896,-960
3,6,149,896,-992
3,6,150,896,-1024
3,6,151,896,-1056
3,6,152,896,-1072
3,6,153,920,-1072
3,6,154,920,-904
3,6,155,1352,-704
3,6,156,1096,-808
3,6,157,552,-592
3,6,158,360,-592
3,6,159,232,-400
3,6,160,360,-208
3,6,161,552,-208
3,6,162,688,-408
3,6,163,744,-368
3,6,164,592,-144
3,6,165,296,-144
3,6,166,128,-400
3,6,167,296,-656
3,6,168,552,-656
3,6,169,64,-1024
3,6,170,320,-1280
3,6,171,384,-1088
3,6,172,256,-960
3,6,173,104,-1032
3,6,174,256,-984
3,6,175,360,-1088
3,6,176,312,-1240
3,6,177,904,-168
3,6,178,1112,-376
3,6,179,960,-424
3,6,180,856,-320
3,6,181,896,-128
3,6,182,832,-320
3,6,183,960,-448
3,6,184,1152,-384
3,6,185,2944,-768
3,6,186,3392,-768
3,6,187,3520,-480
3,6,188,3392,-192
3,6,189,2936,-192
3,6,190,2816,-480
3,6,191,2944,-448
3,6,192,3008,-448
3,6,193,3008,-512
3,6,194,2944,-512
3,6,195,2944,-704
3,6,196,3136,-704
3,6,197,3136,-576
3,6,198,3200,-576
3,6,199,3200,-704
3,6,200,3392,-704
3,6,201,3392,-512
3,6,202,3328,-512
3,6,203,3328,-448
3,6,204,3392,-448
3,6,205,3392,-256
3,6,206,3200,-256
3,6,207,3200,-384
3,6,208,3136,-384
3,6,209,3136,-256
3,6,210,2944,-256
3,6,211,3320,-448
3,6,212,3320,-512
3,6,213,3320,-520
3,6,214,3384,-520
3,6,215,3384,-696
3,6,216,3208,-696
3,6,217,3208,-568
3,6,218,3320,-440
3,6,219,3384,-440
3,6,220,3384,-264
3,6,221,3208,-264
3,6,222,3208,-392
3,6,223,3128,-392
3,6,224,3128,-336
3,6,225,2992,-264
3,6,226,3056,-264
3,6,227,2952,-440
3,6,228,2952,-304
3,6,229,3016,-440
3,6,230,3016,-520
3,6,231,2952,-520
3,6,232,2952,-656
3,6,233,3128,-696
3,6,234,2992,-696
3,6,235,3128,-568
3,6,236,3216,-568
3,6,237,3224,-568
3,6,238,3224,-520
3,6,239,3216,-512
3,6,240,3216,-392
3,6,241,3296,-392
3,6,242,3296,-448
3,6,243,3304,-448
3,6,244,3304,-384
3,6,245,3216,-384
3,6,246,2952,-696
3,6,247,2992,-656
3,6,248,2952,-264
3,6,249,2992,-304
3,6,250,3128,-264
3,6,251,3056,-336
3,6,252,-344,-384
3,6,253,-344,-896
3,6,254,-408,-864
3,6,255,-408,-896
3,6,256,-344,-1088
3,6,257,-408,-1088
3,6,258,-408,-1600
3,6,259,-408,-1120
3,6,260,-576,-768
3,6,261,-576,-1448
3,6,262,-576,-1216
3,6,263,-472,-896
3,6,264,-472,-1088
3,6,265,-536,-1088
3,6,266,-536,-896
3,6,267,-960,-896
3,6,268,-1088,-1024
3,6,269,-960,-1152
3,6,270,-896,-1088
3,6,271,-896,-960
3,6,272,2368,640
3,6,273,2560,640
3,6,274,2624,704
3,6,275,2624,832
3,6,276,2560,896
3,6,277,2432,896
3,6,278,2368,832
3,6,279,2432,832
3,6,280,2560,832
3,6,281,2560,704
3,6,282,2432,704
3,6,283,1984,0
3,6,284,2048,0
3,6,285,2112,128
3,6,286,2112,184
3,6,287,1984,64
3,6,288,1792,0
3,6,289,1856,0
3,6,290,1856,64
3,6,291,1728,184
3,6,292,1728,128
3,6,293,1848,512
3,6,294,1792,512
3,6,295,1728,384
3,6,296,1728,328
3,6,297,2112,328
3,6,298,2112,384
3,6,299,2048,512
3,6,300,1992,512
3,6,301,1848,328
3,6,302,1992,328
3,6,303,1856,184
3,6,304,1984,184
3,6,305,1856,96
3,6,306,1984,96
3,6,307,1856,128
3,6,308,1984,128
3,6,309,1856,160
3,6,310,1984,160
3,6,311,1856,192
3,6,312,1792,192
3,6,313,1736,192
3,6,314,1736,256
3,6,315,1736,320
3,6,316,1856,320
3,6,317,1856,504
3,6,318,1984,504
3,6,319,1984,320
3,6,320,2104,320
3,6,321,2104,256
3,6,322,2104,192
3,6,323,2048,192
3,6,324,1984,192
3,6,325,1792,256
3,6,326,2048,256
3,6,327,208,784
3,6,328,1560,536
3,6,329,1088,64
3,6,330,1440,416
3,6,331,984,-40
3,6,332,1056,96
3,6,333,1008,144
3,6,334,1008,208
3,6,335,960,256
3,6,336,960,416
3,6,337,1360,496
3,6,338,1408,448
3,6,339,1296,496
3,6,340,1248,544
3,6,341,1088,544
3,6,342,976,144
3,6,343,920,88
3,6,344,984,24
3,6,345,1360,528
3,6,346,1416,584
3,6,347,1480,520
3,6,348,912,112
3,6,349,848,176
3,6,350,928,256
3,6,351,1248,576
3,6,352,1328,656
3,6,353,1392,592
3,6,354,1000,456
3,6,355,1048,504
3,6,356,1168,560
3,6,357,1056,560
3,6,358,944,448
3,6,359,944,336
3,6,360,888,280
3,6,361,800,368
3,6,362,728,440
3,6,363,648,520
3,6,364,592,576
3,6,365,536,632
3,6,366,472,696
3,6,367,400,768
3,6,368,320,848
3,6,369,464,992
3,6,370,616,840
3,6,371,680,776
3,6,372,736,720
3,6,373,792,664
3,6,374,872,584
3,6,375,944,512
3,6,376,656,1184
3,6,377,736,1104
3,6,378,808,1032
3,6,379,928,912
3,6,380,984,856
3,6,381,1064,776
3,6,382,512,1040
3,6,383,1024,528
3,6,384,992,560
3,6,385,920,632
3,6,386,840,712
3,6,387,976,480
3,6,388,664,888
3,6,389,728,824
3,6,390,872,968
3,6,391,784,768
3,6,392,1136,704
3,6,393,1224,616
3,6,394,944,928
3,6,395,992,976
3,6,396,1048,920
3,6,397,1000,872
3,6,398,640,512
3,6,399,640,448
3,6,400,576,448
3,6,401,576,512
3,6,402,664,2720
3,6,403,576,2624
3,6,404,960,2720
3,6,405,1048,2624
3,6,406,696,2496
3,6,407,832,2560
3,6,408,560,1480
3,6,409,448,2368
3,6,410,576,2368
3,6,411,576,2496
3,6,412,448,2496
3,6,413,456,2376
3,6,414,456,2488
3,6,415,512,2488
3,6,416,568,2488
3,6,417,568,2432
3,6,418,568,2376
3,6,419,512,2432
3,6,420,-448,832
3,6,421,-832,832
3,6,422,-1088,960
3,6,423,-1088,576
3,6,424,-832,704
3,6,425,-448,704
3,6,426,-256,64
3,6,427,80,256
3,6,428,-72,400
3,6,429,-336,768
3,6,430,-144,1088
3,6,431,8,1088
3,6,432,8,1216
3,6,433,-248,1216
3,6,434,-1344,128
3,6,435,-1216,128
3,6,436,-408,224
3,6,437,-1280,128
3,6,438,-1280,192
3,6,439,-1216,256
3,6,440,-1056,256
3,6,441,-1024,192
3,6,442,-1192,192
3,6,443,-1216,168
3,6,444,-1024,288
3,6,445,-1024,320
3,6,446,-960,320
3,6,447,-960,256
3,6,448,-32,1184
3,6,449,-64,1152
3,6,450,-32,1120
3,6,451,-160,1104
3,6,452,-352,784
3,6,453,-368,768
3,6,454,-352,752
3,6,455,-88,384
3,6,456,-88,368
3,6,457,-232,368
3,6,458,-240,384
3,6,459,-440,720
3,6,460,-832,720
3,6,461,-832,816
3,6,462,-456,816
3,6,463,-432,808
3,6,464,-424,824
3,6,465,-224,1200
3,6,466,-848,816
3,6,467,-1064,920
3,6,468,-1064,616
3,6,469,-1064,768
3,6,470,-848,720
3,6,471,-1088,64
3,6,472,-1208,-8
3,6,473,-1208,-200
3,6,474,-1088,-256
3,6,475,-960,-192
3,6,476,-1024,-192
3,6,477,-1024,0
3,6,478,-960,0
3,6,479,-1152,0
3,6,480,-1152,-192
3,6,481,-1088,320
3,6,482,-1216,320
3,6,483,-1216,384
3,6,484,-1088,384
3,6,485,-1024,384
3,6,486,-960,384
3,6,487,-1112,384
3,6,488,-1128,384
3,6,489,-1176,424
3,6,490,-1176,280
3,6,491,-1128,320
3,6,492,-1112,320
3,6,493,32,256
3,6,494,-232,104
3,6,495,-1064,832
3,6,496,-1088,1600
3,6,497,-960,1408
3,6,498,-928,1728
3,6,499,-696,1600
3,6,500,-760,1600
3,6,501,-928,1704
3,6,502,-1064,1600
3,6,503,-960,1472
3,6,504,448,2688
3,6,505,320,2688
3,6,506,320,2560
3,6,507,448,2560
3,6,508,-448,2688
3,6,509,-640,2624
3,6,510,-640,2496
3,6,511,-448,2432
3,6,512,-384,2496
3,6,513,-408,2496
3,6,514,-576,2496
3,6,515,-576,2624
3,6,516,-408,2624
3,6,517,-384,2624
3,6,518,960,2688
3,6,519,696,2688
3,6,520,1728,1472
3,6,521,1792,1536
3,6,522,1792,1664
3,6,523,2240,1664
3,6,524,2240,1536
