episode,mission,number,x_position,y_position
2,2,0,1024,1792
2,2,1,1024,1920
2,2,2,1600,1664
2,2,3,1472,1664
2,2,4,1728,1920
2,2,5,1728,1792
2,2,6,1728,2240
2,2,7,1728,2112
2,2,8,1472,2368
2,2,9,1600,2368
2,2,10,1024,2112
2,2,11,1024,2240
2,2,12,1152,2368
2,2,13,1280,2368
2,2,14,2720,1792
2,2,15,2624,1792
2,2,16,2432,1640
2,2,17,2432,1600
2,2,18,1440,2752
2,2,19,1472,2752
2,2,20,1280,2752
2,2,21,1312,2752
2,2,22,1312,2784
2,2,23,1440,2784
2,2,24,1280,2784
2,2,25,1280,2880
2,2,26,1472,2784
2,2,27,1472,2880
2,2,28,1472,1408
2,2,29,1440,1408
2,2,30,1440,1376
2,2,31,1472,1376
2,2,32,1280,1408
2,2,33,1280,1664
2,2,34,1312,1408
2,2,35,1280,1376
2,2,36,1312,1376
2,2,37,1472,1208
2,2,38,1280,1208
2,2,39,1472,1352
2,2,40,1280,1352
2,2,41,1472,1504
2,2,42,1504,1504
2,2,43,1504,1440
2,2,44,1472,1440
2,2,45,1472,952
2,2,46,1528,896
2,2,47,1280,952
2,2,48,1224,896
2,2,49,1280,648
2,2,50,1224,704
2,2,51,1528,704
2,2,52,1472,648
2,2,53,1920,960
2,2,54,1856,960
2,2,55,2432,1472
2,2,56,2624,1440
2,2,57,2624,1304
2,2,58,2176,-192
2,2,59,2304,-128
2,2,60,2560,-320
2,2,61,2432,-320
2,2,62,2368,-384
2,2,63,1664,128
2,2,64,1728,192
2,2,65,1536,128
2,2,66,832,160
2,2,67,832,-96
2,2,68,480,-192
2,2,69,448,-144
2,2,70,448,304
2,2,71,464,320
2,2,72,2368,-448
2,2,73,1664,-448
2,2,74,1664,-464
2,2,75,1600,-464
2,2,76,1600,-448
2,2,77,1088,-448
2,2,78,1088,-464
2,2,79,960,-464
2,2,80,960,-448
2,2,81,1376,-240
2,2,82,1376,-256
2,2,83,1248,-240
2,2,84,1248,-256
2,2,85,736,-240
2,2,86,736,-256
2,2,87,608,-256
2,2,88,608,-240
2,2,89,384,-448
2,2,90,384,-464
2,2,91,320,-464
2,2,92,320,-448
2,2,93,16,-448
2,2,94,-128,-448
2,2,95,-128,280
2,2,96,16,280
2,2,97,192,280
2,2,98,192,536
2,2,99,832,1280
2,2,100,1088,1232
2,2,101,896,1088
2,2,102,832,1088
2,2,103,1088,896
2,2,104,968,704
2,2,105,896,768
2,2,106,448,384
2,2,107,384,352
2,2,108,384,64
2,2,109,216,64
2,2,110,1216,2880
2,2,111,1216,2560
2,2,112,768,2560
2,2,113,768,2176
2,2,114,1984,2176
