episode,mission,seg_count,first_seg
1,7,4,0
1,7,1,4
1,7,1,5
1,7,3,6
1,7,1,9
1,7,4,10
1,7,4,14
1,7,3,18
1,7,1,21
1,7,3,22
1,7,1,25
1,7,1,26
1,7,1,27
1,7,2,28
1,7,2,30
1,7,2,32
1,7,4,34
1,7,2,38
1,7,1,40
1,7,5,41
1,7,3,46
1,7,2,49
1,7,1,51
1,7,3,52
1,7,2,55
1,7,1,57
1,7,1,58
1,7,1,59
1,7,4,60
1,7,4,64
1,7,4,68
1,7,4,72
1,7,4,76
1,7,4,80
1,7,3,84
1,7,7,87
1,7,2,94
1,7,5,96
1,7,4,101
1,7,4,105
1,7,3,109
1,7,4,112
1,7,7,116
1,7,2,123
1,7,4,125
1,7,3,129
1,7,4,132
1,7,4,136
1,7,5,140
1,7,4,145
1,7,5,149
1,7,3,154
1,7,2,157
1,7,5,159
1,7,1,164
1,7,1,165
1,7,4,166
1,7,2,170
1,7,4,172
1,7,4,176
1,7,1,180
1,7,1,181
1,7,4,182
1,7,4,186
1,7,4,190
1,7,1,194
1,7,4,195
1,7,4,199
1,7,3,203
1,7,4,206
1,7,4,210
1,7,4,214
1,7,4,218
1,7,4,222
1,7,4,226
1,7,3,230
1,7,2,233
1,7,2,235
1,7,4,237
1,7,2,241
1,7,2,243
1,7,4,245
1,7,2,249
1,7,4,251
1,7,4,255
1,7,1,259
1,7,3,260
1,7,4,263
1,7,2,267
1,7,4,269
1,7,1,273
1,7,4,274
1,7,3,278
1,7,2,281
1,7,2,283
1,7,2,285
1,7,2,287
1,7,3,289
1,7,3,292
1,7,3,295
1,7,2,298
1,7,4,300
1,7,4,304
1,7,10,308
1,7,3,318
1,7,2,321
1,7,1,323
1,7,1,324
1,7,4,325
1,7,3,329
1,7,11,332
1,7,4,343
1,7,3,347
1,7,4,350
1,7,3,354
1,7,3,357
1,7,1,360
1,7,4,361
1,7,4,365
1,7,3,369
1,7,1,372
1,7,1,373
1,7,1,374
1,7,1,375
1,7,4,376
1,7,1,380
1,7,4,381
1,7,2,385
1,7,4,387
1,7,2,391
1,7,1,393
1,7,2,394
1,7,2,396
1,7,2,398
1,7,3,400
1,7,1,403
1,7,4,404
1,7,4,408
1,7,4,412
1,7,4,416
1,7,4,420
1,7,4,424
1,7,3,428
1,7,8,431
1,7,4,439
1,7,2,443
1,7,5,445
1,7,4,450
1,7,3,454
1,7,1,457
1,7,4,458
1,7,3,462
1,7,1,465
1,7,2,466
1,7,1,468
1,7,1,469
1,7,1,470
1,7,5,471
1,7,1,476
1,7,1,477
1,7,4,478
1,7,3,482
1,7,3,485
1,7,2,488
1,7,1,490
1,7,1,491
1,7,1,492
1,7,1,493
1,7,4,494
1,7,5,498
1,7,2,503
1,7,4,505
1,7,4,509
1,7,3,513
1,7,4,516
1,7,5,520
1,7,4,525
1,7,2,529
1,7,4,531
1,7,3,535
1,7,3,538
1,7,6,541
1,7,3,547
1,7,4,550
1,7,6,554
1,7,3,560
1,7,3,563
1,7,3,566
1,7,2,569
1,7,4,571
1,7,1,575
1,7,3,576
1,7,6,579
1,7,2,585
1,7,5,587
1,7,3,592
1,7,2,595
1,7,4,597
1,7,2,601
1,7,3,603
1,7,2,606
1,7,2,608
1,7,3,610
1,7,4,613
1,7,2,617
1,7,4,619
1,7,1,623
1,7,1,624
1,7,5,625
1,7,2,630
1,7,4,632
1,7,7,636
1,7,1,643
1,7,1,644
1,7,5,645
1,7,3,650
1,7,4,653
1,7,4,657
1,7,4,661
1,7,5,665
1,7,2,670
1,7,4,672
1,7,2,676
1,7,3,678
1,7,1,681
1,7,1,682
1,7,1,683
1,7,3,684
1,7,1,687
1,7,3,688
1,7,1,691
1,7,2,692
1,7,5,694
1,7,4,699
1,7,6,703
1,7,4,709
1,7,4,713
1,7,4,717
1,7,3,721
1,7,4,724
1,7,4,728
1,7,4,732
1,7,4,736
1,7,4,740
1,7,2,744
1,7,3,746
1,7,3,749
1,7,4,752
1,7,2,756
1,7,5,758
1,7,4,763
1,7,1,767
1,7,4,768
1,7,2,772
1,7,5,774
1,7,3,779
1,7,4,782
1,7,1,786
1,7,4,787
1,7,2,791
1,7,1,793
1,7,1,794
1,7,5,795
1,7,3,800
1,7,4,803
1,7,5,807
1,7,2,812
1,7,1,814
1,7,4,815
1,7,2,819
1,7,4,821
1,7,6,825
1,7,3,831
1,7,3,834
1,7,5,837
1,7,3,842
1,7,3,845
1,7,2,848
1,7,1,850
1,7,4,851
1,7,4,855
1,7,2,859
1,7,4,861
1,7,3,865
1,7,6,868
1,7,2,874
1,7,1,876
1,7,4,877
1,7,1,881
1,7,4,882
1,7,2,886
1,7,2,888
1,7,2,890
1,7,2,892
1,7,2,894
1,7,2,896
1,7,2,898
1,7,3,900
1,7,2,903
1,7,4,905
1,7,1,909
1,7,1,910
1,7,1,911
1,7,1,912
1,7,1,913
1,7,1,914
1,7,8,915
1,7,1,923
1,7,2,924
1,7,5,926
1,7,2,931
1,7,4,933
1,7,2,937
1,7,5,939
1,7,2,944
1,7,1,946
1,7,5,947
1,7,4,952
1,7,1,956
1,7,1,957
1,7,1,958
1,7,1,959
1,7,6,960
1,7,4,966
1,7,4,970
1,7,2,974
1,7,4,976
1,7,4,980
1,7,3,984
1,7,1,987
1,7,1,988
1,7,4,989
1,7,2,993
1,7,6,995
1,7,2,1001
1,7,4,1003
1,7,4,1007
1,7,2,1011
1,7,4,1013
1,7,4,1017
1,7,3,1021
1,7,3,1024
1,7,3,1027
1,7,2,1030
1,7,1,1032
1,7,1,1033
1,7,4,1034
1,7,4,1038
1,7,4,1042
1,7,4,1046
1,7,1,1050
1,7,1,1051
1,7,2,1052
1,7,4,1054
1,7,4,1058
1,7,5,1062
1,7,1,1067
1,7,1,1068
1,7,5,1069
1,7,3,1074
1,7,3,1077
1,7,2,1080
1,7,4,1082
1,7,3,1086
1,7,3,1089
1,7,2,1092
1,7,4,1094
1,7,3,1098
1,7,3,1101
1,7,2,1104
1,7,4,1106
1,7,2,1110
1,7,4,1112
1,7,3,1116
1,7,2,1119
1,7,3,1121
1,7,2,1124
1,7,2,1126
1,7,2,1128
1,7,3,1130
1,7,3,1133
1,7,3,1136
1,7,1,1139
1,7,2,1140
1,7,2,1142
1,7,2,1144
1,7,4,1146
1,7,2,1150
1,7,2,1152
1,7,1,1154
1,7,2,1155
1,7,8,1157
1,7,3,1165
1,7,3,1168
1,7,5,1171
1,7,4,1176
1,7,4,1180
1,7,4,1184
1,7,1,1188
1,7,1,1189
1,7,1,1190
1,7,3,1191
1,7,1,1194
1,7,4,1195
1,7,2,1199
1,7,1,1201
1,7,1,1202
1,7,1,1203
1,7,1,1204
1,7,2,1205
1,7,2,1207
1,7,1,1209
1,7,2,1210
1,7,1,1212
1,7,5,1213
1,7,3,1218
1,7,2,1221
1,7,4,1223
1,7,4,1227
1,7,3,1231
1,7,1,1234
1,7,1,1235
1,7,2,1236
1,7,1,1238
1,7,2,1239
1,7,2,1241
1,7,3,1243
1,7,3,1246
1,7,1,1249
1,7,3,1250
1,7,1,1253
1,7,1,1254
1,7,1,1255
1,7,1,1256
1,7,4,1257
1,7,4,1261
1,7,4,1265
1,7,4,1269
1,7,4,1273
1,7,6,1277
1,7,5,1283
1,7,5,1288
1,7,6,1293
1,7,1,1299
1,7,4,1300
1,7,1,1304
1,7,3,1305
1,7,8,1308
1,7,1,1316
1,7,5,1317
1,7,4,1322
1,7,4,1326
1,7,3,1330
1,7,1,1333
1,7,4,1334
1,7,4,1338
1,7,1,1342
1,7,1,1343
1,7,1,1344
1,7,4,1345
1,7,1,1349
1,7,4,1350
1,7,4,1354
1,7,4,1358
1,7,5,1362
1,7,1,1367
1,7,3,1368
