episode,mission,seg_count,first_seg
2,1,5,0
2,1,3,5
2,1,2,8
2,1,4,10
2,1,1,14
2,1,3,15
2,1,2,18
2,1,2,20
2,1,1,22
2,1,4,23
2,1,2,27
2,1,4,29
2,1,1,33
2,1,7,34
2,1,6,41
2,1,2,47
2,1,6,49
2,1,2,55
2,1,4,57
2,1,1,61
2,1,1,62
2,1,5,63
2,1,2,68
2,1,5,70
2,1,3,75
2,1,4,78
2,1,2,82
2,1,4,84
2,1,2,88
2,1,3,90
2,1,3,93
2,1,3,96
2,1,2,99
2,1,3,101
2,1,1,104
2,1,4,105
2,1,4,109
2,1,4,113
2,1,8,117
2,1,1,125
2,1,4,126
2,1,4,130
2,1,2,134
2,1,4,136
2,1,4,140
2,1,4,144
2,1,5,148
2,1,3,153
2,1,2,156
2,1,4,158
2,1,2,162
2,1,4,164
2,1,4,168
2,1,4,172
2,1,3,176
2,1,2,179
2,1,4,181
2,1,8,185
2,1,4,193
2,1,4,197
2,1,4,201
2,1,4,205
2,1,4,209
2,1,4,213
2,1,3,217
2,1,2,220
2,1,2,222
2,1,4,224
2,1,3,228
2,1,4,231
2,1,5,235
2,1,2,240
2,1,5,242
2,1,3,247
2,1,4,250
2,1,3,254
2,1,2,257
2,1,5,259
2,1,4,264
2,1,1,268
2,1,1,269
2,1,4,270
2,1,4,274
2,1,4,278
2,1,3,282
2,1,4,285
2,1,5,289
2,1,3,294
2,1,3,297
2,1,2,300
2,1,4,302
2,1,2,306
2,1,3,308
2,1,4,311
2,1,4,315
2,1,3,319
2,1,3,322
2,1,2,325
2,1,4,327
2,1,4,331
2,1,1,335
2,1,4,336
2,1,4,340
2,1,4,344
2,1,4,348
2,1,4,352
2,1,4,356
2,1,4,360
2,1,3,364
2,1,4,367
2,1,4,371
2,1,4,375
2,1,4,379
2,1,4,383
2,1,4,387
2,1,4,391
2,1,1,395
2,1,4,396
2,1,7,400
2,1,4,407
2,1,3,411
2,1,4,414
2,1,4,418
2,1,4,422
2,1,4,426
2,1,4,430
2,1,4,434
2,1,4,438
2,1,1,442
2,1,2,443
2,1,3,445
2,1,2,448
2,1,4,450
2,1,3,454
2,1,3,457
2,1,4,460
2,1,6,464
2,1,4,470
2,1,4,474
2,1,6,478
2,1,3,484
2,1,3,487
2,1,3,490
2,1,4,493
2,1,3,497
2,1,4,500
2,1,5,504
2,1,1,509
2,1,4,510
2,1,3,514
2,1,4,517
2,1,4,521
2,1,5,525
2,1,3,530
2,1,1,533
2,1,8,534
2,1,3,542
2,1,4,545
2,1,3,549
2,1,4,552
2,1,1,556
2,1,5,557
2,1,1,562
2,1,1,563
2,1,1,564
2,1,2,565
2,1,3,567
2,1,1,570
2,1,3,571
2,1,1,574
2,1,3,575
2,1,3,578
2,1,3,581
2,1,2,584
2,1,1,586
2,1,1,587
2,1,2,588
2,1,1,590
2,1,4,591
2,1,2,595
