episode,mission,seg_count,first_seg
3,7,3,0
3,7,2,3
3,7,4,5
3,7,1,9
3,7,3,10
3,7,3,13
3,7,4,16
3,7,2,20
3,7,4,22
3,7,4,26
3,7,6,30
3,7,2,36
3,7,3,38
3,7,1,41
3,7,1,42
3,7,4,43
3,7,4,47
3,7,1,51
3,7,4,52
3,7,1,56
3,7,4,57
3,7,4,61
3,7,6,65
3,7,4,71
3,7,4,75
3,7,2,79
3,7,4,81
3,7,2,85
3,7,3,87
3,7,4,90
3,7,4,94
3,7,3,98
3,7,2,101
3,7,6,103
3,7,4,109
3,7,5,113
3,7,4,118
3,7,4,122
3,7,3,126
3,7,1,129
3,7,2,130
3,7,6,132
3,7,1,138
3,7,1,139
3,7,4,140
3,7,3,144
3,7,1,147
3,7,5,148
3,7,4,153
3,7,1,157
3,7,1,158
3,7,1,159
3,7,3,160
3,7,1,163
3,7,1,164
3,7,3,165
3,7,4,168
3,7,4,172
3,7,1,176
3,7,4,177
3,7,1,181
3,7,4,182
3,7,4,186
3,7,1,190
3,7,2,191
3,7,3,193
3,7,1,196
3,7,1,197
3,7,3,198
3,7,1,201
3,7,4,202
3,7,1,206
3,7,4,207
3,7,1,211
3,7,3,212
3,7,1,215
3,7,1,216
3,7,3,217
3,7,1,220
3,7,1,221
3,7,1,222
3,7,4,223
3,7,3,227
3,7,1,230
3,7,10,231
3,7,8,241
3,7,6,249
3,7,4,255
3,7,4,259
3,7,4,263
3,7,4,267
3,7,4,271
3,7,4,275
3,7,3,279
3,7,3,282
3,7,1,285
3,7,1,286
3,7,4,287
3,7,4,291
3,7,4,295
3,7,4,299
3,7,4,303
3,7,6,307
3,7,3,313
3,7,2,316
3,7,2,318
3,7,1,320
3,7,1,321
3,7,1,322
3,7,1,323
3,7,1,324
3,7,1,325
3,7,1,326
3,7,1,327
3,7,1,328
3,7,1,329
3,7,1,330
3,7,1,331
3,7,4,332
3,7,4,336
3,7,1,340
3,7,1,341
3,7,1,342
3,7,4,343
3,7,4,347
3,7,2,351
3,7,1,353
3,7,4,354
3,7,1,358
3,7,1,359
3,7,1,360
3,7,3,361
3,7,1,364
3,7,1,365
3,7,4,366
3,7,1,370
3,7,2,371
3,7,1,373
3,7,1,374
3,7,1,375
3,7,5,376
3,7,2,381
3,7,1,383
3,7,3,384
3,7,3,387
3,7,4,390
3,7,4,394
3,7,4,398
3,7,5,402
3,7,5,407
3,7,3,412
3,7,2,415
3,7,3,417
3,7,1,420
3,7,4,421
3,7,3,425
3,7,4,428
3,7,1,432
3,7,1,433
3,7,5,434
3,7,3,439
3,7,1,442
3,7,1,443
3,7,4,444
3,7,3,448
3,7,1,451
3,7,3,452
3,7,4,455
3,7,3,459
3,7,2,462
3,7,3,464
3,7,1,467
3,7,3,468
3,7,2,471
3,7,5,473
3,7,2,478
3,7,2,480
3,7,4,482
3,7,7,486
3,7,12,493
3,7,3,505
3,7,4,508
3,7,4,512
3,7,4,516
3,7,3,520
3,7,3,523
3,7,3,526
3,7,3,529
3,7,4,532
3,7,1,536
3,7,4,537
3,7,3,541
3,7,3,544
3,7,4,547
3,7,1,551
3,7,2,552
3,7,2,554
3,7,2,556
3,7,2,558
3,7,4,560
