episode,mission,seg_count,first_seg
3,3,1,0
3,3,3,1
3,3,4,4
3,3,2,8
3,3,4,10
3,3,7,14
3,3,4,21
3,3,3,25
3,3,5,28
3,3,2,33
3,3,4,35
3,3,4,39
3,3,5,43
3,3,4,48
3,3,4,52
3,3,4,56
3,3,4,60
3,3,4,64
3,3,2,68
3,3,4,70
3,3,7,74
3,3,3,81
3,3,3,84
3,3,11,87
3,3,7,98
3,3,4,105
3,3,4,109
3,3,8,113
3,3,1,121
3,3,4,122
3,3,4,126
3,3,2,130
3,3,4,132
3,3,4,136
3,3,4,140
3,3,4,144
3,3,4,148
3,3,4,152
3,3,4,156
3,3,6,160
3,3,5,166
3,3,4,171
3,3,1,175
3,3,1,176
3,3,4,177
3,3,4,181
3,3,2,185
3,3,2,187
3,3,4,189
3,3,7,193
3,3,1,200
3,3,1,201
3,3,6,202
3,3,2,208
3,3,3,210
3,3,1,213
3,3,2,214
3,3,1,216
3,3,6,217
3,3,3,223
3,3,3,226
3,3,6,229
3,3,1,235
3,3,4,236
3,3,2,240
3,3,1,242
3,3,5,243
3,3,9,248
3,3,2,257
3,3,5,259
3,3,3,264
3,3,4,267
3,3,4,271
3,3,4,275
3,3,2,279
3,3,6,281
3,3,3,287
3,3,1,290
3,3,3,291
3,3,5,294
3,3,2,299
3,3,4,301
3,3,2,305
3,3,7,307
3,3,5,314
3,3,2,319
3,3,4,321
3,3,3,325
3,3,6,328
3,3,2,334
3,3,1,336
3,3,5,337
3,3,2,342
3,3,2,344
3,3,9,346
3,3,2,355
3,3,2,357
3,3,4,359
3,3,2,363
3,3,4,365
3,3,2,369
3,3,4,371
3,3,2,375
3,3,3,377
3,3,3,380
3,3,3,383
3,3,8,386
3,3,4,394
3,3,2,398
3,3,1,400
3,3,4,401
3,3,1,405
3,3,3,406
3,3,2,409
3,3,3,411
3,3,1,414
3,3,3,415
3,3,3,418
3,3,1,421
3,3,8,422
3,3,6,430
3,3,4,436
3,3,2,440
3,3,3,442
3,3,1,445
3,3,3,446
3,3,12,449
3,3,5,461
3,3,3,466
3,3,4,469
3,3,3,473
3,3,4,476
3,3,4,480
3,3,4,484
3,3,4,488
3,3,4,492
3,3,3,496
3,3,8,499
3,3,3,507
3,3,8,510
3,3,1,518
3,3,5,519
3,3,1,524
3,3,3,525
3,3,4,528
3,3,2,532
3,3,4,534
3,3,3,538
3,3,2,541
3,3,1,543
3,3,3,544
3,3,2,547
3,3,1,549
3,3,3,550
3,3,2,553
3,3,1,555
3,3,3,556
3,3,1,559
3,3,3,560
3,3,4,563
3,3,3,567
3,3,2,570
3,3,1,572
3,3,4,573
3,3,3,577
3,3,4,580
3,3,4,584
3,3,4,588
3,3,4,592
3,3,4,596
3,3,4,600
3,3,4,604
3,3,3,608
3,3,3,611
3,3,2,614
3,3,4,616
3,3,4,620
3,3,3,624
3,3,3,627
3,3,4,630
3,3,1,634
3,3,3,635
3,3,3,638
3,3,1,641
3,3,7,642
3,3,4,649
3,3,3,653
3,3,4,656
3,3,3,660
3,3,4,663
3,3,4,667
3,3,4,671
3,3,4,675
3,3,4,679
3,3,1,683
3,3,5,684
3,3,2,689
3,3,4,691
3,3,3,695
3,3,2,698
3,3,4,700
3,3,2,704
3,3,4,706
3,3,4,710
3,3,2,714
3,3,1,716
3,3,2,717
3,3,1,719
3,3,1,720
3,3,3,721
3,3,1,724
3,3,3,725
3,3,8,728
3,3,5,736
3,3,6,741
3,3,7,747
3,3,4,754
3,3,4,758
3,3,4,762
3,3,1,766
3,3,2,767
3,3,4,769
3,3,5,773
3,3,2,778
3,3,4,780
3,3,3,784
3,3,4,787
3,3,4,791
3,3,4,795
3,3,4,799
3,3,3,803
3,3,2,806
3,3,6,808
3,3,3,814
3,3,4,817
3,3,4,821
3,3,4,825
3,3,2,829
3,3,3,831
3,3,4,834
3,3,3,838
3,3,4,841
3,3,3,845
3,3,4,848
3,3,2,852
3,3,3,854
3,3,2,857
3,3,1,859
3,3,3,860
3,3,2,863
3,3,7,865
3,3,1,872
3,3,3,873
3,3,4,876
3,3,4,880
3,3,4,884
3,3,1,888
3,3,3,889
3,3,3,892
3,3,3,895
3,3,4,898
3,3,4,902
3,3,4,906
3,3,2,910
3,3,1,912
3,3,4,913
3,3,4,917
3,3,6,921
3,3,6,927
3,3,4,933
3,3,4,937
3,3,4,941
3,3,1,945
3,3,4,946
3,3,3,950
3,3,4,953
3,3,1,957
3,3,2,958
3,3,2,960
3,3,2,962
3,3,4,964
3,3,4,968
3,3,3,972
3,3,3,975
3,3,6,978
3,3,3,984
3,3,5,987
3,3,3,992
3,3,3,995
3,3,1,998
3,3,2,999
3,3,3,1001
3,3,1,1004
3,3,4,1005
3,3,2,1009
3,3,2,1011
3,3,1,1013
3,3,4,1014
3,3,5,1018
3,3,1,1023
3,3,1,1024
3,3,1,1025
3,3,4,1026
3,3,4,1030
3,3,4,1034
3,3,2,1038
3,3,4,1040
3,3,4,1044
3,3,4,1048
3,3,3,1052
3,3,4,1055
3,3,3,1059
3,3,4,1062
3,3,4,1066
3,3,2,1070
3,3,3,1072
3,3,4,1075
3,3,3,1079
3,3,4,1082
3,3,2,1086
3,3,4,1088
3,3,5,1092
3,3,1,1097
3,3,6,1098
3,3,3,1104
3,3,3,1107
3,3,7,1110
3,3,2,1117
3,3,4,1119
3,3,2,1123
3,3,2,1125
3,3,5,1127
3,3,4,1132
3,3,5,1136
3,3,2,1141
3,3,1,1143
3,3,6,1144
3,3,1,1150
3,3,2,1151
3,3,5,1153
3,3,2,1158
3,3,1,1160
3,3,3,1161
3,3,1,1164
3,3,2,1165
3,3,4,1167
3,3,4,1171
3,3,4,1175
3,3,5,1179
3,3,6,1184
3,3,3,1190
3,3,5,1193
3,3,3,1198
3,3,3,1201
3,3,2,1204
3,3,1,1206
3,3,2,1207
3,3,1,1209
3,3,5,1210
3,3,3,1215
3,3,2,1218
3,3,3,1220
3,3,3,1223
3,3,2,1226
3,3,4,1228
3,3,5,1232
3,3,3,1237
3,3,3,1240
3,3,4,1243
3,3,3,1247
3,3,3,1250
3,3,2,1253
3,3,5,1255
3,3,1,1260
3,3,2,1261
3,3,3,1263
3,3,3,1266
3,3,3,1269
3,3,3,1272
3,3,4,1275
3,3,4,1279
3,3,4,1283
3,3,4,1287
3,3,2,1291
3,3,1,1293
3,3,4,1294
3,3,4,1298
3,3,4,1302
3,3,3,1306
3,3,3,1309
3,3,4,1312
3,3,4,1316
3,3,4,1320
3,3,2,1324
3,3,4,1326
3,3,4,1330
3,3,3,1334
3,3,4,1337
3,3,3,1341
3,3,3,1344
3,3,2,1347
3,3,4,1349
3,3,5,1353
3,3,4,1358
3,3,4,1362
3,3,7,1366
3,3,1,1373
3,3,5,1374
3,3,2,1379
3,3,3,1381
3,3,3,1384
3,3,1,1387
3,3,1,1388
3,3,3,1389
3,3,3,1392
3,3,1,1395
3,3,2,1396
3,3,7,1398
3,3,5,1405
3,3,2,1410
3,3,1,1412
3,3,8,1413
3,3,1,1421
3,3,1,1422
3,3,2,1423
3,3,1,1425
3,3,2,1426
3,3,1,1428
3,3,1,1429
3,3,1,1430
3,3,8,1431
3,3,4,1439
3,3,4,1443
3,3,4,1447
3,3,4,1451
3,3,2,1455
3,3,3,1457
3,3,2,1460
3,3,5,1462
3,3,7,1467
3,3,4,1474
