episode,mission,seg_count,first_seg
1,3,8,0
1,3,3,8
1,3,3,11
1,3,1,14
1,3,4,15
1,3,3,19
1,3,4,22
1,3,6,26
1,3,4,32
1,3,4,36
1,3,2,40
1,3,4,42
1,3,2,46
1,3,1,48
1,3,1,49
1,3,4,50
1,3,2,54
1,3,4,56
1,3,4,60
1,3,4,64
1,3,4,68
1,3,1,72
1,3,2,73
1,3,4,75
1,3,4,79
1,3,4,83
1,3,2,87
1,3,2,89
1,3,5,91
1,3,5,96
1,3,1,101
1,3,4,102
1,3,1,106
1,3,3,107
1,3,4,110
1,3,4,114
1,3,4,118
1,3,4,122
1,3,1,126
1,3,1,127
1,3,4,128
1,3,1,132
1,3,1,133
1,3,3,134
1,3,1,137
1,3,2,138
1,3,4,140
1,3,4,144
1,3,1,148
1,3,2,149
1,3,4,151
1,3,2,155
1,3,2,157
1,3,3,159
1,3,4,162
1,3,4,166
1,3,2,170
1,3,4,172
1,3,4,176
1,3,3,180
1,3,3,183
1,3,3,186
1,3,4,189
1,3,4,193
1,3,2,197
1,3,4,199
1,3,4,203
1,3,2,207
1,3,4,209
1,3,3,213
1,3,2,216
1,3,4,218
1,3,1,222
1,3,6,223
1,3,1,229
1,3,5,230
1,3,2,235
1,3,2,237
1,3,3,239
1,3,4,242
1,3,4,246
1,3,3,250
1,3,1,253
1,3,1,254
1,3,1,255
1,3,4,256
1,3,2,260
1,3,3,262
1,3,4,265
1,3,4,269
1,3,1,273
1,3,4,274
1,3,1,278
1,3,3,279
1,3,2,282
1,3,2,284
1,3,12,286
1,3,4,298
1,3,4,302
1,3,4,306
1,3,3,310
1,3,2,313
1,3,1,315
1,3,4,316
1,3,4,320
1,3,4,324
1,3,3,328
1,3,3,331
1,3,3,334
1,3,1,337
1,3,4,338
1,3,10,342
1,3,3,352
1,3,2,355
1,3,4,357
1,3,1,361
1,3,1,362
1,3,1,363
1,3,4,364
1,3,4,368
1,3,1,372
1,3,4,373
1,3,3,377
1,3,2,380
1,3,1,382
1,3,1,383
1,3,4,384
1,3,4,388
1,3,1,392
1,3,4,393
1,3,1,397
1,3,2,398
1,3,4,400
1,3,1,404
1,3,2,405
1,3,3,407
1,3,4,410
1,3,1,414
1,3,1,415
1,3,4,416
1,3,3,420
1,3,5,423
1,3,4,428
1,3,2,432
1,3,2,434
1,3,3,436
1,3,7,439
1,3,4,446
1,3,3,450
1,3,4,453
1,3,3,457
1,3,4,460
1,3,4,464
1,3,5,468
1,3,4,473
1,3,8,477
1,3,1,485
1,3,1,486
1,3,2,487
1,3,6,489
1,3,1,495
1,3,5,496
1,3,4,501
1,3,4,505
1,3,3,509
1,3,3,512
1,3,4,515
1,3,4,519
1,3,4,523
1,3,3,527
1,3,4,530
1,3,3,534
1,3,4,537
1,3,3,541
1,3,3,544
1,3,2,547
1,3,4,549
1,3,3,553
1,3,3,556
1,3,7,559
1,3,4,566
1,3,4,570
1,3,4,574
1,3,3,578
1,3,8,581
1,3,3,589
1,3,1,592
1,3,1,593
1,3,2,594
1,3,1,596
1,3,6,597
1,3,3,603
1,3,2,606
1,3,3,608
1,3,3,611
1,3,4,614
1,3,4,618
1,3,6,622
1,3,2,628
1,3,3,630
1,3,3,633
1,3,4,636
1,3,3,640
1,3,1,643
1,3,4,644
1,3,3,648
1,3,4,651
1,3,2,655
1,3,2,657
1,3,2,659
1,3,4,661
1,3,4,665
1,3,2,669
1,3,1,671
1,3,4,672
1,3,4,676
1,3,4,680
1,3,4,684
1,3,4,688
1,3,3,692
1,3,5,695
1,3,5,700
1,3,8,705
1,3,2,713
1,3,3,715
1,3,8,718
1,3,4,726
1,3,6,730
1,3,4,736
1,3,1,740
1,3,4,741
1,3,6,745
1,3,1,751
1,3,4,752
1,3,9,756
1,3,3,765
1,3,6,768
1,3,8,774
1,3,1,782
1,3,3,783
1,3,3,786
1,3,3,789
1,3,4,792
1,3,4,796
1,3,3,800
1,3,2,803
1,3,1,805
1,3,2,806
1,3,2,808
1,3,4,810
1,3,2,814
1,3,1,816
1,3,5,817
1,3,2,822
1,3,3,824
1,3,3,827
1,3,4,830
1,3,4,834
1,3,6,838
1,3,4,844
1,3,3,848
1,3,1,851
1,3,3,852
1,3,4,855
1,3,3,859
1,3,4,862
1,3,4,866
1,3,4,870
1,3,4,874
1,3,4,878
1,3,1,882
1,3,4,883
1,3,3,887
1,3,4,890
1,3,4,894
1,3,4,898
1,3,3,902
1,3,2,905
1,3,4,907
1,3,3,911
1,3,2,914
1,3,1,916
1,3,4,917
1,3,4,921
1,3,2,925
1,3,2,927
1,3,3,929
1,3,4,932
1,3,4,936
1,3,4,940
1,3,4,944
1,3,4,948
1,3,3,952
1,3,1,955
1,3,2,956
1,3,2,958
1,3,1,960
1,3,4,961
1,3,4,965
1,3,1,969
1,3,2,970
1,3,4,972
1,3,3,976
1,3,2,979
1,3,2,981
1,3,4,983
1,3,4,987
1,3,1,991
1,3,4,992
1,3,4,996
1,3,3,1000
1,3,1,1003
1,3,4,1004
1,3,4,1008
1,3,2,1012
1,3,1,1014
1,3,4,1015
1,3,5,1019
1,3,4,1024
1,3,6,1028
1,3,4,1034
1,3,4,1038
1,3,4,1042
1,3,1,1046
1,3,2,1047
1,3,2,1049
1,3,2,1051
1,3,1,1053
1,3,2,1054
1,3,1,1056
1,3,2,1057
1,3,4,1059
1,3,3,1063
1,3,2,1066
1,3,4,1068
1,3,4,1072
1,3,4,1076
1,3,4,1080
1,3,4,1084
1,3,4,1088
1,3,4,1092
1,3,4,1096
1,3,4,1100
1,3,4,1104
1,3,4,1108
1,3,4,1112
1,3,4,1116
1,3,4,1120
1,3,4,1124
1,3,4,1128
1,3,4,1132
1,3,4,1136
1,3,6,1140
1,3,2,1146
1,3,1,1148
1,3,4,1149
1,3,4,1153
1,3,1,1157
1,3,5,1158
1,3,2,1163
1,3,3,1165
1,3,1,1168
1,3,1,1169
1,3,1,1170
1,3,1,1171
1,3,1,1172
1,3,1,1173
1,3,6,1174
1,3,2,1180
1,3,1,1182
1,3,1,1183
1,3,1,1184
1,3,1,1185
1,3,6,1186
1,3,5,1192
1,3,1,1197
1,3,1,1198
1,3,1,1199
1,3,1,1200
1,3,1,1201
1,3,8,1202
1,3,4,1210
1,3,1,1214
1,3,1,1215
1,3,3,1216
1,3,3,1219
1,3,3,1222
1,3,1,1225
1,3,2,1226
1,3,6,1228
1,3,1,1234
1,3,2,1235
1,3,3,1237
1,3,1,1240
1,3,5,1241
1,3,3,1246
1,3,2,1249
1,3,1,1251
1,3,1,1252
1,3,12,1253
1,3,2,1265
1,3,2,1267
1,3,3,1269
1,3,3,1272
1,3,2,1275
1,3,3,1277
1,3,4,1280
1,3,4,1284
1,3,4,1288
1,3,4,1292
1,3,4,1296
1,3,4,1300
1,3,4,1304
1,3,4,1308
1,3,2,1312
1,3,3,1314
1,3,1,1317
1,3,5,1318
1,3,4,1323
1,3,4,1327
1,3,1,1331
1,3,4,1332
1,3,4,1336
1,3,4,1340
1,3,4,1344
1,3,4,1348
1,3,4,1352
1,3,5,1356
1,3,5,1361
1,3,4,1366
1,3,4,1370
1,3,1,1374
1,3,1,1375
1,3,3,1376
1,3,1,1379
1,3,5,1380
1,3,3,1385
1,3,2,1388
1,3,2,1390
1,3,2,1392
1,3,3,1394
1,3,1,1397
1,3,4,1398
1,3,4,1402
1,3,1,1406
1,3,3,1407
1,3,1,1410
1,3,3,1411
1,3,4,1414
1,3,1,1418
1,3,2,1419
1,3,2,1421
1,3,3,1423
1,3,4,1426
1,3,1,1430
1,3,3,1431
1,3,2,1434
1,3,4,1436
1,3,2,1440
1,3,2,1442
1,3,1,1444
