episode,mission,seg_count,first_seg
1,4,10,0
1,4,3,10
1,4,4,13
1,4,5,17
1,4,4,22
1,4,4,26
1,4,1,30
1,4,2,31
1,4,4,33
1,4,1,37
1,4,1,38
1,4,6,39
1,4,4,45
1,4,4,49
1,4,3,53
1,4,4,56
1,4,1,60
1,4,3,61
1,4,4,64
1,4,3,68
1,4,3,71
1,4,3,74
1,4,3,77
1,4,4,80
1,4,5,84
1,4,4,89
1,4,3,93
1,4,3,96
1,4,3,99
1,4,4,102
1,4,4,106
1,4,3,110
1,4,3,113
1,4,1,116
1,4,3,117
1,4,10,120
1,4,3,130
1,4,1,133
1,4,6,134
1,4,1,140
1,4,4,141
1,4,4,145
1,4,2,149
1,4,4,151
1,4,1,155
1,4,5,156
1,4,5,161
1,4,3,166
1,4,3,169
1,4,1,172
1,4,1,173
1,4,5,174
1,4,4,179
1,4,1,183
1,4,1,184
1,4,4,185
1,4,4,189
1,4,2,193
1,4,4,195
1,4,1,199
1,4,5,200
1,4,2,205
1,4,4,207
1,4,4,211
1,4,3,215
1,4,3,218
1,4,4,221
1,4,2,225
1,4,5,227
1,4,8,232
1,4,2,240
1,4,2,242
1,4,5,244
1,4,2,249
1,4,2,251
1,4,1,253
1,4,4,254
1,4,3,258
1,4,3,261
1,4,3,264
1,4,3,267
1,4,2,270
1,4,4,272
1,4,3,276
1,4,1,279
1,4,3,280
1,4,3,283
1,4,2,286
1,4,2,288
1,4,4,290
1,4,4,294
1,4,1,298
1,4,6,299
1,4,3,305
1,4,1,308
1,4,4,309
1,4,4,313
1,4,4,317
1,4,7,321
1,4,4,328
1,4,4,332
1,4,3,336
1,4,2,339
1,4,6,341
1,4,5,347
1,4,5,352
1,4,4,357
1,4,8,361
1,4,3,369
1,4,4,372
1,4,3,376
1,4,7,379
1,4,5,386
1,4,7,391
1,4,4,398
1,4,2,402
1,4,3,404
1,4,1,407
1,4,4,408
1,4,2,412
1,4,3,414
1,4,1,417
1,4,3,418
1,4,1,421
1,4,4,422
1,4,1,426
1,4,5,427
1,4,3,432
1,4,3,435
1,4,2,438
1,4,3,440
1,4,3,443
1,4,2,446
1,4,1,448
1,4,5,449
1,4,3,454
1,4,2,457
1,4,3,459
1,4,2,462
1,4,3,464
1,4,4,467
1,4,3,471
1,4,4,474
1,4,7,478
1,4,8,485
1,4,4,493
1,4,4,497
1,4,3,501
1,4,3,504
1,4,2,507
1,4,4,509
1,4,8,513
1,4,4,521
1,4,4,525
1,4,4,529
1,4,4,533
1,4,4,537
1,4,4,541
1,4,1,545
1,4,4,546
1,4,4,550
1,4,4,554
1,4,4,558
1,4,1,562
1,4,4,563
1,4,2,567
1,4,5,569
1,4,3,574
1,4,2,577
1,4,4,579
1,4,2,583
1,4,4,585
1,4,2,589
1,4,2,591
1,4,3,593
1,4,4,596
1,4,2,600
1,4,2,602
1,4,4,604
1,4,4,608
1,4,4,612
1,4,4,616
1,4,1,620
1,4,3,621
1,4,5,624
1,4,14,629
1,4,7,643
1,4,3,650
1,4,4,653
1,4,4,657
1,4,4,661
1,4,4,665
1,4,5,669
1,4,4,674
1,4,4,678
1,4,3,682
1,4,4,685
1,4,3,689
1,4,4,692
1,4,2,696
1,4,2,698
1,4,4,700
1,4,1,704
1,4,4,705
1,4,1,709
1,4,1,710
1,4,4,711
1,4,2,715
1,4,2,717
1,4,3,719
1,4,2,722
1,4,4,724
1,4,2,728
1,4,4,730
1,4,4,734
1,4,4,738
1,4,1,742
1,4,1,743
1,4,2,744
1,4,3,746
1,4,1,749
1,4,3,750
1,4,3,753
1,4,2,756
1,4,3,758
1,4,7,761
1,4,3,768
1,4,2,771
1,4,4,773
1,4,3,777
1,4,1,780
1,4,3,781
1,4,4,784
1,4,3,788
1,4,1,791
1,4,1,792
1,4,2,793
1,4,1,795
1,4,1,796
1,4,3,797
1,4,3,800
1,4,5,803
1,4,5,808
1,4,5,813
1,4,6,818
1,4,4,824
1,4,1,828
1,4,1,829
1,4,6,830
1,4,1,836
1,4,4,837
1,4,5,841
1,4,4,846
1,4,1,850
1,4,6,851
1,4,3,857
1,4,2,860
1,4,1,862
1,4,3,863
1,4,4,866
1,4,6,870
1,4,3,876
1,4,4,879
1,4,4,883
1,4,1,887
1,4,4,888
1,4,3,892
1,4,3,895
1,4,1,898
1,4,3,899
1,4,2,902
1,4,4,904
1,4,1,908
