episode,mission,seg_count,first_seg
1,5,4,0
1,5,2,4
1,5,4,6
1,5,4,10
1,5,4,14
1,5,4,18
1,5,1,22
1,5,2,23
1,5,4,25
1,5,4,29
1,5,3,33
1,5,1,36
1,5,4,37
1,5,3,41
1,5,2,44
1,5,3,46
1,5,3,49
1,5,4,52
1,5,2,56
1,5,4,58
1,5,5,62
1,5,5,67
1,5,3,72
1,5,4,75
1,5,1,79
1,5,3,80
1,5,6,83
1,5,6,89
1,5,4,95
1,5,2,99
1,5,4,101
1,5,3,105
1,5,4,108
1,5,4,112
1,5,4,116
1,5,2,120
1,5,1,122
1,5,6,123
1,5,5,129
1,5,1,134
1,5,6,135
1,5,2,141
1,5,2,143
1,5,4,145
1,5,4,149
1,5,4,153
1,5,4,157
1,5,1,161
1,5,4,162
1,5,2,166
1,5,4,168
1,5,3,172
1,5,6,175
1,5,3,181
1,5,5,184
1,5,1,189
1,5,2,190
1,5,1,192
1,5,4,193
1,5,4,197
1,5,4,201
1,5,5,205
1,5,5,210
1,5,1,215
1,5,3,216
1,5,3,219
1,5,1,222
1,5,4,223
1,5,3,227
1,5,4,230
1,5,1,234
1,5,1,235
1,5,5,236
1,5,2,241
1,5,1,243
1,5,6,244
1,5,3,250
1,5,1,253
1,5,4,254
1,5,3,258
1,5,1,261
1,5,6,262
1,5,4,268
1,5,4,272
1,5,4,276
1,5,2,280
1,5,2,282
1,5,4,284
1,5,4,288
1,5,4,292
1,5,4,296
1,5,2,300
1,5,2,302
1,5,4,304
1,5,4,308
1,5,4,312
1,5,4,316
1,5,5,320
1,5,4,325
1,5,4,329
1,5,4,333
1,5,4,337
1,5,4,341
1,5,4,345
1,5,2,349
1,5,4,351
1,5,4,355
1,5,2,359
1,5,1,361
1,5,1,362
1,5,1,363
1,5,1,364
1,5,1,365
1,5,1,366
1,5,1,367
1,5,4,368
1,5,4,372
1,5,2,376
1,5,4,378
1,5,2,382
1,5,2,384
1,5,4,386
1,5,2,390
1,5,4,392
1,5,2,396
1,5,2,398
1,5,2,400
1,5,5,402
1,5,3,407
1,5,1,410
1,5,4,411
1,5,4,415
1,5,2,419
1,5,3,421
1,5,1,424
1,5,5,425
1,5,3,430
1,5,1,433
1,5,7,434
1,5,4,441
1,5,1,445
1,5,4,446
1,5,5,450
1,5,1,455
1,5,2,456
1,5,3,458
1,5,5,461
1,5,2,466
1,5,1,468
1,5,2,469
1,5,4,471
1,5,4,475
1,5,4,479
1,5,4,483
1,5,3,487
1,5,4,490
1,5,1,494
1,5,2,495
1,5,3,497
1,5,3,500
1,5,4,503
1,5,4,507
1,5,3,511
1,5,4,514
1,5,6,518
1,5,2,524
1,5,4,526
1,5,3,530
1,5,3,533
1,5,6,536
1,5,3,542
1,5,6,545
1,5,3,551
1,5,4,554
1,5,4,558
1,5,4,562
1,5,4,566
1,5,1,570
1,5,3,571
1,5,4,574
1,5,4,578
1,5,4,582
1,5,4,586
