episode,mission,seg_count,first_seg
2,4,3,0
2,4,4,3
2,4,1,7
2,4,1,8
2,4,4,9
2,4,2,13
2,4,3,15
2,4,2,18
2,4,1,20
2,4,4,21
2,4,4,25
2,4,3,29
2,4,3,32
2,4,2,35
2,4,4,37
2,4,4,41
2,4,4,45
2,4,2,49
2,4,2,51
2,4,4,53
2,4,4,57
2,4,2,61
2,4,2,63
2,4,2,65
2,4,4,67
2,4,3,71
2,4,2,74
2,4,2,76
2,4,4,78
2,4,3,82
2,4,2,85
2,4,4,87
2,4,2,91
2,4,4,93
2,4,1,97
2,4,2,98
2,4,2,100
2,4,4,102
2,4,4,106
2,4,3,110
2,4,2,113
2,4,6,115
2,4,4,121
2,4,4,125
2,4,2,129
2,4,1,131
2,4,4,132
2,4,5,136
2,4,4,141
2,4,2,145
2,4,4,147
2,4,2,151
2,4,4,153
2,4,4,157
2,4,4,161
2,4,4,165
2,4,4,169
2,4,6,173
2,4,1,179
2,4,4,180
2,4,4,184
2,4,4,188
2,4,1,192
2,4,4,193
2,4,4,197
2,4,4,201
2,4,4,205
2,4,4,209
2,4,7,213
2,4,2,220
2,4,4,222
2,4,4,226
2,4,4,230
2,4,9,234
2,4,4,243
2,4,2,247
2,4,4,249
2,4,3,253
2,4,4,256
2,4,4,260
2,4,3,264
2,4,4,267
2,4,4,271
2,4,3,275
2,4,4,278
2,4,4,282
2,4,4,286
2,4,4,290
2,4,5,294
2,4,4,299
2,4,4,303
2,4,3,307
2,4,4,310
2,4,5,314
2,4,4,319
2,4,4,323
2,4,2,327
2,4,4,329
2,4,4,333
2,4,2,337
2,4,4,339
2,4,4,343
2,4,2,347
2,4,2,349
2,4,2,351
2,4,4,353
2,4,3,357
2,4,4,360
2,4,4,364
2,4,3,368
2,4,3,371
2,4,4,374
2,4,8,378
2,4,2,386
2,4,4,388
2,4,4,392
2,4,4,396
2,4,4,400
2,4,2,404
2,4,1,406
2,4,2,407
2,4,3,409
2,4,4,412
2,4,2,416
2,4,3,418
2,4,2,421
2,4,3,423
2,4,3,426
2,4,2,429
2,4,2,431
2,4,3,433
2,4,3,436
2,4,2,439
2,4,3,441
2,4,2,444
2,4,2,446
2,4,3,448
2,4,3,451
2,4,4,454
2,4,1,458
2,4,6,459
2,4,4,465
2,4,3,469
2,4,1,472
2,4,7,473
2,4,2,480
2,4,1,482
2,4,2,483
2,4,4,485
2,4,3,489
2,4,4,492
2,4,4,496
2,4,4,500
2,4,2,504
2,4,5,506
2,4,1,511
2,4,6,512
2,4,2,518
2,4,1,520
2,4,4,521
2,4,1,525
2,4,4,526
2,4,4,530
2,4,4,534
2,4,1,538
2,4,4,539
2,4,4,543
2,4,4,547
2,4,2,551
2,4,2,553
2,4,4,555
2,4,4,559
2,4,4,563
2,4,4,567
2,4,4,571
2,4,1,575
2,4,4,576
2,4,1,580
2,4,3,581
2,4,4,584
2,4,8,588
2,4,1,596
2,4,1,597
2,4,1,598
2,4,2,599
2,4,3,601
2,4,1,604
2,4,3,605
2,4,4,608
2,4,2,612
2,4,3,614
2,4,4,617
2,4,1,621
2,4,8,622
2,4,1,630
2,4,1,631
2,4,4,632
2,4,4,636
2,4,4,640
2,4,1,644
2,4,4,645
2,4,4,649
2,4,4,653
2,4,4,657
2,4,4,661
2,4,4,665
2,4,2,669
2,4,2,671
2,4,1,673
2,4,1,674
2,4,1,675
2,4,1,676
2,4,10,677
2,4,4,687
2,4,1,691
2,4,2,692
2,4,1,694
2,4,1,695
2,4,4,696
2,4,5,700
2,4,1,705
2,4,6,706
2,4,1,712
2,4,4,713
2,4,2,717
2,4,1,719
2,4,1,720
2,4,1,721
2,4,6,722
2,4,3,728
2,4,3,731
2,4,3,734
2,4,1,737
2,4,1,738
2,4,2,739
2,4,3,741
2,4,4,744
2,4,4,748
2,4,4,752
2,4,4,756
2,4,1,760
2,4,2,761
2,4,2,763
2,4,4,765
2,4,3,769
2,4,4,772
2,4,4,776
2,4,5,780
2,4,2,785
2,4,3,787
2,4,4,790
2,4,2,794
2,4,3,796
2,4,4,799
2,4,6,803
2,4,1,809
2,4,1,810
2,4,3,811
2,4,2,814
2,4,4,816
2,4,2,820
2,4,3,822
2,4,1,825
2,4,4,826
2,4,6,830
2,4,1,836
2,4,2,837
2,4,2,839
2,4,3,841
2,4,4,844
2,4,3,848
2,4,3,851
2,4,2,854
2,4,4,856
2,4,4,860
2,4,5,864
2,4,4,869
2,4,5,873
2,4,4,878
2,4,4,882
2,4,4,886
2,4,2,890
