episode,mission,seg_count,first_seg
2,2,6,0
2,2,3,6
2,2,5,9
2,2,6,14
2,2,3,20
2,2,3,23
2,2,3,26
2,2,4,29
2,2,5,33
2,2,4,38
2,2,4,42
2,2,3,46
2,2,3,49
2,2,2,52
2,2,4,54
2,2,6,58
2,2,4,64
2,2,4,68
2,2,3,72
2,2,5,75
2,2,2,80
2,2,5,82
2,2,4,87
2,2,2,91
2,2,6,93
2,2,2,99
2,2,3,101
2,2,4,104
2,2,3,108
2,2,6,111
2,2,4,117
2,2,3,121
2,2,3,124
2,2,3,127
2,2,3,130
2,2,1,133
2,2,2,134
2,2,3,136
2,2,2,139
2,2,6,141
2,2,4,147
2,2,2,151
2,2,4,153
2,2,2,157
2,2,4,159
2,2,3,163
2,2,2,166
2,2,3,168
2,2,5,171
2,2,3,176
2,2,3,179
2,2,4,182
2,2,4,186
2,2,3,190
2,2,3,193
2,2,3,196
2,2,2,199
2,2,4,201
2,2,2,205
2,2,3,207
2,2,3,210
2,2,2,213
2,2,3,215
2,2,3,218
2,2,1,221
2,2,5,222
2,2,4,227
2,2,5,231
2,2,1,236
2,2,4,237
2,2,3,241
2,2,4,244
2,2,3,248
2,2,4,251
2,2,4,255
2,2,3,259
2,2,2,262
2,2,1,264
2,2,2,265
2,2,3,267
2,2,6,270
2,2,5,276
2,2,4,281
2,2,3,285
2,2,3,288
2,2,4,291
2,2,4,295
2,2,2,299
2,2,4,301
2,2,4,305
2,2,1,309
2,2,4,310
2,2,3,314
2,2,4,317
2,2,6,321
2,2,4,327
2,2,3,331
2,2,1,334
2,2,4,335
2,2,3,339
2,2,1,342
2,2,4,343
2,2,1,347
2,2,1,348
2,2,3,349
2,2,1,352
2,2,4,353
2,2,1,357
2,2,4,358
2,2,3,362
2,2,1,365
2,2,3,366
2,2,2,369
2,2,2,371
2,2,2,373
2,2,1,375
2,2,1,376
2,2,4,377
2,2,1,381
2,2,4,382
2,2,5,386
2,2,4,391
2,2,3,395
2,2,3,398
2,2,3,401
2,2,3,404
2,2,3,407
2,2,2,410
2,2,8,412
2,2,4,420
2,2,3,424
2,2,3,427
2,2,4,430
2,2,2,434
2,2,4,436
2,2,3,440
2,2,2,443
2,2,4,445
2,2,2,449
2,2,3,451
2,2,4,454
2,2,2,458
2,2,3,460
2,2,4,463
2,2,2,467
2,2,5,469
2,2,2,474
2,2,7,476
2,2,3,483
2,2,5,486
2,2,3,491
2,2,5,494
2,2,3,499
2,2,4,502
2,2,2,506
2,2,3,508
2,2,4,511
2,2,2,515
2,2,3,517
2,2,4,520
2,2,2,524
2,2,3,526
2,2,4,529
2,2,2,533
2,2,5,535
2,2,4,540
2,2,4,544
2,2,2,548
2,2,4,550
2,2,1,554
2,2,4,555
2,2,2,559
2,2,3,561
2,2,4,564
2,2,2,568
2,2,3,570
2,2,4,573
2,2,2,577
2,2,3,579
2,2,4,582
2,2,2,586
2,2,5,588
2,2,2,593
2,2,3,595
2,2,2,598
2,2,4,600
2,2,5,604
2,2,5,609
2,2,4,614
2,2,5,618
2,2,3,623
2,2,5,626
2,2,8,631
2,2,4,639
2,2,3,643
2,2,4,646
2,2,5,650
2,2,4,655
2,2,5,659
2,2,4,664
2,2,1,668
2,2,4,669
2,2,1,673
2,2,4,674
2,2,4,678
2,2,4,682
2,2,2,686
2,2,4,688
2,2,4,692
2,2,3,696
2,2,6,699
2,2,4,705
2,2,4,709
2,2,4,713
2,2,4,717
