episode,mission,seg_count,first_seg
2,5,5,0
2,5,4,5
2,5,4,9
2,5,4,13
2,5,4,17
2,5,4,21
2,5,3,25
2,5,5,28
2,5,4,33
2,5,3,37
2,5,3,40
2,5,4,43
2,5,3,47
2,5,5,50
2,5,1,55
2,5,4,56
2,5,4,60
2,5,4,64
2,5,2,68
2,5,1,70
2,5,4,71
2,5,1,75
2,5,1,76
2,5,4,77
2,5,4,81
2,5,3,85
2,5,2,88
2,5,4,90
2,5,4,94
2,5,4,98
2,5,1,102
2,5,4,103
2,5,2,107
2,5,2,109
2,5,4,111
2,5,2,115
2,5,4,117
2,5,2,121
2,5,1,123
2,5,1,124
2,5,1,125
2,5,2,126
2,5,4,128
2,5,4,132
2,5,4,136
2,5,4,140
2,5,4,144
2,5,3,148
2,5,4,151
2,5,4,155
2,5,4,159
2,5,3,163
2,5,4,166
2,5,1,170
2,5,4,171
2,5,4,175
2,5,4,179
2,5,4,183
2,5,4,187
2,5,4,191
2,5,5,195
2,5,4,200
2,5,4,204
2,5,4,208
2,5,5,212
2,5,4,217
2,5,4,221
2,5,1,225
2,5,7,226
2,5,2,233
2,5,3,235
2,5,4,238
2,5,1,242
2,5,4,243
2,5,1,247
2,5,3,248
2,5,1,251
2,5,1,252
2,5,1,253
2,5,3,254
2,5,1,257
2,5,3,258
2,5,2,261
2,5,3,263
2,5,4,266
2,5,3,270
2,5,4,273
2,5,1,277
2,5,7,278
2,5,3,285
2,5,4,288
2,5,4,292
2,5,3,296
2,5,6,299
2,5,4,305
2,5,4,309
2,5,5,313
2,5,4,318
2,5,4,322
2,5,3,326
2,5,3,329
2,5,3,332
2,5,3,335
2,5,4,338
2,5,4,342
2,5,4,346
2,5,8,350
2,5,4,358
2,5,4,362
2,5,4,366
2,5,4,370
2,5,4,374
2,5,4,378
2,5,4,382
2,5,3,386
2,5,3,389
2,5,3,392
2,5,2,395
2,5,9,397
2,5,2,406
2,5,3,408
2,5,2,411
2,5,4,413
2,5,2,417
2,5,1,419
2,5,1,420
2,5,1,421
2,5,1,422
2,5,4,423
2,5,6,427
2,5,2,433
2,5,4,435
2,5,4,439
2,5,4,443
2,5,2,447
2,5,2,449
2,5,1,451
2,5,1,452
2,5,4,453
2,5,3,457
2,5,2,460
2,5,1,462
2,5,4,463
2,5,3,467
2,5,1,470
2,5,1,471
2,5,4,472
2,5,1,476
2,5,3,477
2,5,4,480
2,5,4,484
2,5,4,488
2,5,4,492
2,5,1,496
2,5,5,497
2,5,3,502
2,5,2,505
2,5,1,507
2,5,1,508
2,5,7,509
2,5,3,516
2,5,3,519
2,5,4,522
2,5,3,526
2,5,2,529
2,5,2,531
2,5,3,533
2,5,3,536
2,5,4,539
2,5,3,543
2,5,4,546
2,5,2,550
2,5,4,552
2,5,3,556
2,5,8,559
2,5,2,567
2,5,2,569
2,5,5,571
2,5,2,576
2,5,5,578
2,5,1,583
2,5,1,584
2,5,1,585
2,5,3,586
2,5,1,589
2,5,1,590
2,5,3,591
2,5,2,594
2,5,4,596
2,5,2,600
2,5,1,602
2,5,1,603
2,5,2,604
2,5,4,606
2,5,3,610
2,5,2,613
2,5,4,615
2,5,1,619
2,5,4,620
2,5,3,624
2,5,1,627
2,5,2,628
2,5,3,630
2,5,5,633
2,5,4,638
2,5,2,642
2,5,4,644
2,5,1,648
2,5,5,649
2,5,1,654
2,5,8,655
2,5,5,663
2,5,1,668
2,5,4,669
2,5,4,673
2,5,4,677
2,5,4,681
2,5,4,685
2,5,3,689
2,5,4,692
2,5,4,696
2,5,4,700
2,5,2,704
2,5,4,706
2,5,2,710
2,5,3,712
2,5,2,715
2,5,3,717
2,5,1,720
2,5,2,721
2,5,1,723
2,5,3,724
2,5,4,727
2,5,2,731
2,5,3,733
2,5,3,736
2,5,4,739
2,5,5,743
2,5,4,748
2,5,1,752
2,5,4,753
2,5,1,757
2,5,3,758
2,5,4,761
2,5,4,765
2,5,1,769
2,5,1,770
2,5,2,771
2,5,2,773
2,5,4,775
2,5,6,779
2,5,4,785
2,5,2,789
2,5,1,791
2,5,4,792
2,5,1,796
2,5,4,797
2,5,1,801
2,5,1,802
2,5,4,803
2,5,1,807
2,5,1,808
2,5,2,809
2,5,2,811
2,5,1,813
2,5,2,814
2,5,1,816
2,5,3,817
2,5,4,820
2,5,1,824
2,5,2,825
2,5,1,827
2,5,2,828
2,5,1,830
2,5,1,831
2,5,2,832
2,5,6,834
2,5,1,840
2,5,1,841
2,5,1,842
2,5,2,843
2,5,1,845
2,5,3,846
2,5,1,849
2,5,1,850
2,5,1,851
2,5,1,852
2,5,1,853
2,5,1,854
2,5,2,855
2,5,5,857
2,5,2,862
2,5,7,864
2,5,4,871
2,5,3,875
2,5,3,878
2,5,1,881
2,5,1,882
2,5,1,883
2,5,1,884
2,5,1,885
2,5,3,886
2,5,1,889
2,5,1,890
2,5,8,891
2,5,4,899
2,5,4,903
2,5,4,907
2,5,5,911
2,5,2,916
2,5,4,918
2,5,4,922
2,5,4,926
2,5,3,930
2,5,2,933
2,5,3,935
2,5,4,938
2,5,3,942
2,5,3,945
2,5,2,948
2,5,4,950
2,5,3,954
2,5,3,957
2,5,2,960
2,5,2,962
2,5,2,964
2,5,4,966
2,5,2,970
2,5,3,972
2,5,3,975
2,5,2,978
2,5,3,980
2,5,4,983
2,5,2,987
2,5,4,989
2,5,4,993
2,5,3,997
2,5,3,1000
2,5,2,1003
2,5,2,1005
2,5,3,1007
2,5,2,1010
2,5,3,1012
2,5,3,1015
