episode,mission,seg_count,first_seg
3,9,3,0
3,9,3,3
3,9,4,6
3,9,3,10
3,9,4,13
3,9,2,17
3,9,1,19
3,9,1,20
3,9,1,21
3,9,1,22
3,9,4,23
3,9,1,27
3,9,1,28
3,9,4,29
3,9,4,33
3,9,2,37
3,9,2,39
3,9,1,41
3,9,1,42
3,9,4,43
3,9,1,47
3,9,1,48
3,9,4,49
3,9,6,53
3,9,4,59
3,9,2,63
3,9,3,65
3,9,4,68
3,9,4,72
3,9,5,76
3,9,2,81
3,9,3,83
3,9,4,86
3,9,1,90
3,9,1,91
3,9,3,92
3,9,4,95
3,9,4,99
3,9,3,103
3,9,4,106
3,9,4,110
3,9,4,114
3,9,3,118
3,9,2,121
3,9,1,123
3,9,4,124
3,9,4,128
3,9,1,132
3,9,1,133
3,9,3,134
3,9,6,137
3,9,2,143
3,9,1,145
3,9,3,146
3,9,3,149
3,9,4,152
3,9,2,156
3,9,4,158
3,9,4,162
3,9,3,166
3,9,1,169
3,9,4,170
3,9,2,174
3,9,6,176
3,9,3,182
3,9,2,185
3,9,3,187
3,9,3,190
3,9,2,193
3,9,4,195
3,9,3,199
3,9,1,202
3,9,3,203
3,9,3,206
3,9,1,209
3,9,3,210
3,9,3,213
3,9,1,216
3,9,3,217
3,9,3,220
3,9,1,223
3,9,2,224
3,9,2,226
3,9,2,228
3,9,3,230
3,9,3,233
3,9,4,236
3,9,4,240
3,9,2,244
3,9,4,246
3,9,2,250
3,9,4,252
3,9,4,256
3,9,4,260
3,9,3,264
3,9,3,267
3,9,4,270
3,9,1,274
3,9,5,275
3,9,2,280
3,9,3,282
3,9,2,285
3,9,3,287
3,9,3,290
3,9,1,293
3,9,4,294
3,9,2,298
3,9,3,300
3,9,2,303
3,9,3,305
3,9,3,308
3,9,3,311
3,9,4,314
3,9,3,318
3,9,5,321
3,9,3,326
3,9,3,329
3,9,3,332
3,9,3,335
3,9,3,338
3,9,4,341
3,9,2,345
3,9,4,347
3,9,2,351
3,9,3,353
3,9,3,356
3,9,3,359
3,9,5,362
3,9,2,367
3,9,3,369
3,9,5,372
3,9,3,377
3,9,3,380
3,9,2,383
3,9,3,385
3,9,2,388
3,9,3,390
3,9,5,393
3,9,3,398
3,9,3,401
3,9,5,404
3,9,3,409
3,9,3,412
3,9,3,415
3,9,3,418
3,9,3,421
3,9,4,424
3,9,4,428
3,9,4,432
3,9,4,436
3,9,3,440
3,9,4,443
3,9,3,447
3,9,4,450
3,9,2,454
3,9,4,456
3,9,4,460
3,9,4,464
3,9,4,468
3,9,2,472
3,9,4,474
3,9,6,478
3,9,4,484
3,9,4,488
3,9,1,492
3,9,1,493
3,9,3,494
3,9,3,497
3,9,2,500
3,9,4,502
3,9,5,506
3,9,4,511
3,9,3,515
3,9,3,518
3,9,3,521
3,9,4,524
3,9,4,528
3,9,2,532
3,9,4,534
3,9,4,538
3,9,4,542
3,9,3,546
3,9,4,549
3,9,4,553
3,9,3,557
3,9,4,560
3,9,3,564
3,9,4,567
3,9,2,571
3,9,2,573
3,9,4,575
3,9,2,579
3,9,3,581
3,9,1,584
3,9,4,585
3,9,4,589
3,9,4,593
3,9,2,597
3,9,5,599
3,9,8,604
3,9,3,612
3,9,1,615
3,9,4,616
3,9,4,620
3,9,2,624
3,9,1,626
3,9,4,627
3,9,4,631
3,9,1,635
3,9,2,636
3,9,4,638
3,9,4,642
3,9,3,646
