episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
3,1,0,88,FLOOR6_2,F_SKY1,255,0,2
3,1,0,88,FLOOR6_2,F_SKY1,255,0,0
3,1,0,80,FLAT5_4,FLOOR6_1,144,0,0
3,1,8,80,FLAT5_4,FLOOR6_1,144,0,0
3,1,-8,64,FLOOR6_2,FLAT3,160,0,0
3,1,0,128,FLAT5_4,FLAT3,160,0,0
3,1,0,0,FLAT5_4,FLAT10,144,1,0
3,1,-40,88,BLOOD3,F_SKY1,255,5,0
3,1,-40,120,FLAT10,F_SKY1,176,0,0
3,1,-24,120,FLAT1,F_SKY1,176,0,0
3,1,-8,120,MFLR8_1,F_SKY1,176,0,0
3,1,104,104,FLAT5_3,FLAT10,144,0,10
3,1,-16,64,FLAT1,FLAT3,176,0,0
3,1,-8,-8,FLAT1,FLAT20,176,0,0
3,1,-40,88,BLOOD3,F_SKY1,255,5,0
3,1,0,88,FLOOR6_2,F_SKY1,255,0,3
3,1,0,88,FLOOR6_2,F_SKY1,255,0,4
3,1,0,88,FLOOR6_2,F_SKY1,255,0,5
3,1,0,88,FLOOR6_2,F_SKY1,255,0,6
3,1,0,88,FLOOR6_2,F_SKY1,255,0,7
3,1,0,88,FLAT5_4,FLAT3,160,0,0
3,1,0,128,FLOOR6_2,FLAT3,160,0,0
3,1,0,0,FLOOR6_2,FLAT10,160,0,0
3,1,0,72,FLOOR6_2,FLAT3,160,0,0
3,1,0,0,FLOOR6_2,FLAT10,160,0,0
3,1,0,72,FLOOR6_2,FLAT3,160,9,0
3,1,0,0,FLOOR6_2,FLAT3,160,0,0
3,1,0,88,FLAT3,F_SKY1,160,0,0
3,1,0,64,GATE4,GATE4,255,0,0
3,1,72,72,FLAT20,FLAT3,160,0,8
3,1,-128,64,SFLR6_1,F_SKY1,176,0,9
3,1,-8,56,SFLR6_1,F_SKY1,176,0,0
3,1,-8,192,SFLR6_1,F_SKY1,176,0,0
3,1,-8,128,SFLR6_1,F_SKY1,176,0,0
3,1,-8,128,SFLR6_1,F_SKY1,176,0,0
3,1,0,80,FLAT5_4,FLOOR6_1,144,0,0
3,1,0,0,FLAT5_4,FLAT5_5,144,0,1
3,1,0,128,FLAT5_4,FLOOR6_1,144,0,0
3,1,-24,88,FLOOR6_2,F_SKY1,255,0,0
