episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
2,7,48,264,BLOOD3,FLAT5_3,255,5,0
2,7,72,264,MFLR8_3,FLAT5_3,160,0,0
2,7,64,200,MFLR8_4,FLAT5_3,160,0,0
2,7,136,184,FLOOR1_6,FLOOR1_6,255,8,0
2,7,184,384,FLOOR0_6,CEIL3_3,160,0,0
2,7,264,384,FLOOR5_3,CEIL3_3,160,0,0
2,7,192,256,FLOOR0_6,CEIL3_3,160,0,0
2,7,184,256,FLOOR0_6,CEIL3_3,160,0,0
2,7,184,256,FLOOR0_6,CEIL3_3,160,0,0
2,7,184,184,FLOOR0_6,FLAT23,160,0,0
2,7,64,152,FLAT22,FLAT22,224,4,0
2,7,72,144,FLAT14,FLAT18,144,0,0
2,7,72,144,FLAT14,FLAT18,144,0,0
2,7,216,384,STEP2,CEIL3_3,160,0,0
2,7,200,384,STEP2,CEIL3_3,160,0,0
2,7,248,384,STEP2,CEIL3_3,160,0,0
2,7,232,384,STEP2,CEIL3_3,160,0,0
2,7,184,256,FLOOR0_6,CEIL3_3,160,0,0
2,7,184,184,FLOOR0_6,FLAT23,160,0,0
2,7,72,200,MFLR8_4,FLAT5_3,208,0,0
2,7,72,200,MFLR8_4,FLAT5_3,176,0,0
2,7,72,200,MFLR8_4,FLAT5_3,176,0,0
2,7,88,232,FLOOR1_6,FLOOR1_6,255,0,0
2,7,120,152,FLOOR1_6,FLOOR1_6,255,0,0
2,7,120,152,FLOOR1_6,FLOOR1_6,255,0,0
2,7,72,200,CEIL3_5,CEIL3_3,144,0,0
2,7,72,200,CEIL3_5,CEIL3_3,144,0,0
2,7,72,200,CEIL3_5,CEIL3_3,144,0,0
2,7,72,72,CEIL3_5,FLAT20,144,0,5
2,7,24,200,NUKAGE3,CEIL3_3,144,16,0
2,7,24,200,NUKAGE3,CEIL3_3,144,16,0
2,7,24,200,NUKAGE3,CEIL3_3,144,16,6
2,7,72,168,CEIL3_5,CEIL3_3,144,0,0
2,7,72,168,CEIL3_5,CEIL3_3,144,0,0
2,7,72,72,CEIL3_5,FLAT1,144,0,0
2,7,56,128,FLOOR0_3,FLOOR0_1,112,0,0
2,7,48,112,FLOOR0_6,FLAT4,144,0,0
2,7,72,136,CEIL3_5,CEIL3_3,144,0,0
2,7,72,136,CEIL3_5,CEIL3_3,144,0,0
2,7,72,72,CEIL3_5,FLAT23,144,0,0
2,7,64,200,MFLR8_4,FLAT5_3,208,0,0
2,7,136,184,FLOOR1_6,FLOOR1_6,255,8,0
2,7,80,176,FLAT5_2,FLAT5_2,176,0,0
