episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
2,1,-64,232,FLOOR5_2,CEIL3_5,176,0,0
2,1,-64,232,FLOOR5_2,CEIL3_5,176,0,17
2,1,-56,200,FLOOR5_1,CEIL3_5,144,0,0
2,1,0,64,FLOOR5_2,CEIL3_5,112,9,0
2,1,0,64,GATE3,GATE3,208,0,9
2,1,-56,200,FLOOR5_1,CEIL3_5,144,9,0
2,1,-56,-56,FLOOR5_1,CEIL3_5,144,0,16
2,1,0,384,FLOOR5_2,CEIL3_5,160,0,0
2,1,0,384,FLOOR5_2,CEIL3_5,192,0,0
2,1,-56,-56,FLOOR5_1,CEIL3_5,144,0,16
2,1,0,192,FLOOR5_2,CEIL3_5,224,0,0
2,1,0,128,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,232,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,64,GATE1,GATE1,208,0,3
2,1,-64,232,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,112,FLOOR5_2,F_SKY1,240,0,0
2,1,-64,72,FLOOR5_2,CEIL3_5,160,0,0
2,1,0,256,FLOOR5_2,FLOOR1_6,255,5,0
2,1,64,128,FLOOR1_6,FLOOR1_6,255,0,0
2,1,64,128,FLOOR1_6,FLOOR1_6,255,0,0
2,1,0,256,FLOOR5_2,CEIL3_5,192,0,0
2,1,-56,200,GATE2,GATE2,208,0,13
2,1,-64,64,FLOOR5_2,CEIL3_5,160,0,0
2,1,-56,176,FLOOR6_1,FLOOR6_1,240,7,0
2,1,0,128,FLOOR5_2,CEIL3_5,144,0,0
2,1,128,128,GATE3,GATE3,208,0,10
2,1,32,104,CEIL5_1,MFLR8_1,224,0,0
2,1,-64,136,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,40,FLOOR5_2,CEIL3_5,160,0,0
2,1,32,104,CEIL5_1,MFLR8_1,224,0,0
2,1,-64,64,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,8,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,8,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,-64,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,64,FLOOR5_2,CEIL3_5,160,0,0
2,1,64,64,FLOOR5_2,CEIL3_5,160,0,20
2,1,-64,0,GATE1,GATE1,208,0,8
2,1,8,72,FLOOR4_8,FLOOR4_8,240,0,0
2,1,-64,192,FLOOR5_2,CEIL3_5,144,0,0
2,1,128,192,FLOOR5_2,CEIL3_5,144,0,5
2,1,-64,232,FLOOR5_2,CEIL3_5,176,0,0
2,1,-64,40,FLOOR5_2,CEIL3_5,160,0,0
2,1,-64,8,GATE2,GATE2,208,0,6
2,1,-64,64,FLOOR5_2,CEIL3_5,144,0,0
2,1,-64,-64,FLOOR5_2,CEIL3_5,144,0,19
2,1,-64,64,GATE3,GATE3,144,0,12
2,1,-88,232,BLOOD3,CEIL3_5,176,7,0
2,1,-64,232,FLOOR3_3,CEIL3_6,240,0,18
2,1,32,104,CEIL5_1,MFLR8_1,224,0,0
2,1,-88,232,BLOOD3,CEIL3_5,176,7,0
2,1,-64,232,FLOOR3_3,CEIL3_6,240,0,0
2,1,-64,232,FLOOR5_2,CEIL3_5,176,0,1
2,1,-64,232,FLOOR5_2,CEIL3_5,208,9,0
2,1,-64,232,GATE3,CEIL3_5,208,0,11
2,1,-64,232,GATE3,GATE3,208,0,0
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,0
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,999
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,0
2,1,64,192,FLAT10,CEIL3_5,144,0,0
2,1,0,128,FLAT5,CEIL3_5,128,0,0
2,1,128,128,GATE1,GATE1,255,8,14
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,2
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,0
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,999
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,0
2,1,0,192,FLOOR5_2,CEIL3_5,128,0,999
2,1,0,64,FLAT5,CEIL3_5,128,0,0
2,1,48,112,FLOOR4_8,FLOOR4_8,240,0,0
2,1,0,8,FLOOR6_1,F_SKY1,128,0,0
2,1,0,128,FLOOR6_1,F_SKY1,128,0,0
2,1,0,128,FLAT5,CEIL3_5,128,0,0
2,1,0,128,GATE3,GATE3,192,0,7
2,1,40,192,FLOOR4_8,CEIL3_5,160,5,0
2,1,40,192,FLOOR4_8,CEIL3_5,160,5,0
2,1,0,128,FLOOR5_2,CEIL3_5,160,0,0
2,1,8,128,FLOOR7_1,CEIL3_5,192,0,0
2,1,8,72,GATE1,GATE1,240,0,4
2,1,0,128,FLOOR5_2,CEIL3_5,128,0,0
2,1,32,88,MFLR8_1,MFLR8_1,128,0,0
2,1,-88,192,BLOOD3,CEIL3_5,160,5,0
2,1,40,192,FLOOR4_8,CEIL3_5,160,5,0
2,1,-88,24,BLOOD3,CEIL3_5,160,5,0
2,1,-88,-88,BLOOD3,FLAT23,160,5,0
2,1,-64,48,FLOOR5_2,CEIL3_5,144,0,0
2,1,-64,48,GATE3,GATE3,208,0,15
