episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
1,5,-216,-16,FLOOR7_1,F_SKY1,255,0,0
1,5,-208,-16,FLAT5_4,F_SKY1,255,0,0
1,5,-200,-16,FLAT5_4,F_SKY1,255,0,0
1,5,-192,-16,FLAT5_4,F_SKY1,255,9,0
1,5,-216,-128,FLOOR7_1,F_SKY1,144,0,0
1,5,-184,-56,FLOOR7_1,CEIL3_5,144,9,0
1,5,-184,-184,FLOOR7_1,CEIL3_5,144,0,0
1,5,-184,-56,FLOOR7_1,CEIL3_5,144,9,0
1,5,-184,-184,FLOOR7_1,CEIL3_5,144,0,0
1,5,-184,-56,FLOOR7_1,CEIL3_5,144,0,0
1,5,-184,-184,FLOOR7_1,CEIL3_5,144,0,0
1,5,-152,-64,FLAT5_4,FLAT5_4,144,0,0
1,5,0,96,STEP1,CEIL3_1,128,0,3
1,5,0,96,FLOOR3_3,CEIL3_1,128,0,0
1,5,0,96,FLOOR3_3,CEIL3_1,144,0,0
1,5,0,0,FLOOR3_3,FLAT23,144,0,0
1,5,-120,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-112,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-104,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-208,72,NUKAGE3,CEIL3_5,128,7,0
1,5,72,144,FLOOR4_8,TLITE6_5,255,2,1
1,5,-192,-72,FLOOR7_1,TLITE6_4,208,8,0
1,5,-32,72,FLAT5_4,CEIL3_5,128,0,0
1,5,-160,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-152,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-144,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-136,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-128,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,0,72,FLOOR3_3,CEIL3_1,112,0,10
1,5,-176,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-168,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-176,-48,FLOOR3_3,CEIL3_1,128,0,0
1,5,-176,-176,FLOOR3_3,FLAT5_4,128,0,4
1,5,-16,0,NUKAGE3,CEIL3_5,112,7,0
1,5,-152,-64,FLAT5_4,FLAT5_4,144,0,0
1,5,72,144,FLOOR4_8,TLITE6_5,255,2,1
1,5,-32,72,FLAT5_4,CEIL3_5,128,0,0
1,5,-176,72,FLOOR3_3,CEIL3_1,144,0,0
1,5,-168,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-176,-48,FLOOR3_3,CEIL3_1,128,0,0
1,5,-176,-176,FLOOR3_3,FLAT5_4,128,0,4
1,5,-160,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-152,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-144,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-136,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-128,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-120,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,-112,72,FLOOR3_3,CEIL3_1,128,0,0
1,5,0,72,FLOOR3_3,CEIL3_1,112,0,10
1,5,-8,72,FLOOR5_4,FLOOR6_2,128,9,0
1,5,-8,-8,FLOOR5_4,FLAT5_4,128,0,0
1,5,-8,72,FLOOR5_4,FLOOR6_2,128,0,0
1,5,-8,-8,FLOOR5_4,FLOOR5_1,128,0,0
