episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
2,2,-16,192,NUKAGE3,FLAT5_3,176,7,0
2,2,-16,192,NUKAGE3,FLAT5_3,176,7,2
2,2,64,136,MFLR8_2,FLAT10,128,0,16
2,2,64,192,MFLR8_2,FLAT5_3,176,0,0
2,2,72,160,FLOOR0_5,FLAT5_4,176,0,0
2,2,72,160,FLOOR0_5,FLAT5_4,176,0,0
2,2,72,72,FLOOR0_5,FLAT23,176,0,0
2,2,64,160,FLOOR3_3,FLOOR0_1,255,0,0
2,2,64,144,FLOOR3_3,FLAT23,255,0,0
2,2,64,136,FLOOR3_3,CEIL5_2,176,0,0
2,2,64,136,FLOOR3_3,FLAT23,176,0,0
2,2,64,64,FLOOR3_3,FLAT23,176,0,0
2,2,80,160,FLOOR3_3,FLAT5_4,176,0,0
2,2,88,144,FLAT5_4,FLAT5_4,224,1,0
2,2,-16,192,NUKAGE3,FLAT5_3,176,7,0
2,2,-16,64,NUKAGE3,CEIL3_1,160,7,0
2,2,64,168,MFLR8_3,FLAT5_3,176,0,0
2,2,72,192,MFLR8_2,FLAT5_3,176,0,0
2,2,96,128,FLOOR7_1,TLITE6_5,176,0,0
2,2,72,176,MFLR8_4,FLAT5_3,176,0,0
2,2,72,144,MFLR8_4,FLAT10,176,0,0
2,2,64,160,MFLR8_2,FLAT10,128,0,16
2,2,64,192,MFLR8_2,FLAT5_3,176,0,0
2,2,64,160,MFLR8_2,FLAT10,128,0,16
2,2,64,192,MFLR8_2,FLAT5_3,176,0,0
2,2,64,320,FLAT5_5,CEIL1_1,176,0,0
2,2,64,160,MFLR8_2,FLAT23,80,9,42
2,2,80,160,FLOOR1_1,FLAT2,255,0,0
2,2,64,160,MFLR8_2,FLAT10,112,0,0
2,2,64,160,MFLR8_2,FLAT23,255,0,0
2,2,64,64,MFLR8_2,FLAT23,255,0,3
2,2,64,168,MFLR8_3,FLAT5_3,144,0,0
2,2,48,160,FLOOR4_8,FLOOR4_8,160,0,0
2,2,48,160,FLOOR4_8,FLOOR4_8,255,1,0
2,2,64,168,MFLR8_3,FLAT5_3,144,0,0
2,2,80,160,FLOOR7_1,FLOOR7_1,160,0,0
2,2,72,160,FLAT5_5,FLOOR7_1,176,0,0
2,2,64,160,MFLR8_2,FLAT23,255,0,0
2,2,64,64,MFLR8_2,FLAT23,255,0,3
2,2,64,168,MFLR8_3,FLAT5_3,144,0,0
2,2,64,168,MFLR8_3,FLAT5_3,255,1,0
2,2,64,168,MFLR8_3,FLAT5_3,144,0,0
2,2,64,168,MFLR8_3,FLAT5_3,255,1,0
2,2,64,168,MFLR8_3,FLAT5_3,255,1,0
2,2,64,168,MFLR8_3,FLAT5_3,144,0,0
2,2,152,224,FLAT3,FLOOR4_8,208,9,7
2,2,64,160,MFLR8_2,FLAT10,128,0,16
2,2,64,192,MFLR8_2,FLAT5_3,176,0,0
2,2,64,192,MFLR8_2,FLAT10,128,0,16
2,2,64,192,MFLR8_2,FLAT5_3,176,0,0
2,2,64,192,MFLR8_2,FLAT5_3,176,0,0
2,2,64,136,FLOOR5_1,FLOOR5_1,128,0,23
2,2,80,232,FLOOR0_5,FLAT4,144,0,0
2,2,-16,232,CEIL5_1,FLAT4,144,0,0
2,2,48,136,FLOOR5_1,FLOOR5_1,128,0,23
2,2,0,136,FLOOR5_1,FLOOR5_1,128,0,23
2,2,-32,136,FLOOR5_1,FLOOR5_1,128,0,23
2,2,64,192,MFLR8_2,FLAT5_3,128,0,0
2,2,56,160,FLOOR5_4,CEIL3_3,176,0,0
2,2,56,160,FLOOR5_4,CEIL3_3,255,0,0
2,2,-16,48,FLAT9,FLAT3,112,9,0
2,2,0,136,FLOOR5_1,FLOOR5_1,144,0,23
2,2,80,232,FLOOR0_5,FLAT4,144,0,0
2,2,-32,136,FLOOR5_1,FLOOR5_1,144,0,23
2,2,64,136,FLOOR5_1,FLOOR5_1,160,0,23
