episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
1,7,48,248,FLAT5_4,MFLR8_1,128,0,0
1,7,48,160,FLAT5_4,CEIL3_5,128,0,0
1,7,48,48,FLAT5_4,FLAT20,128,0,0
1,7,0,248,NUKAGE3,MFLR8_1,144,7,0
1,7,64,120,FLAT20,FLAT20,144,0,0
1,7,48,248,FLAT5_4,MFLR8_1,144,0,0
1,7,72,248,FLAT5_5,MFLR8_1,144,0,0
1,7,48,160,FLAT5_4,CEIL3_5,128,0,0
1,7,24,120,FLAT14,CEIL3_5,160,0,0
1,7,32,120,FLAT14,CEIL3_5,160,0,0
1,7,40,120,FLAT14,CEIL3_5,160,0,0
1,7,48,144,FLAT14,TLITE6_1,176,0,0
1,7,56,144,FLAT14,TLITE6_1,192,0,0
1,7,0,72,FLAT5_4,CEIL3_5,144,0,0
1,7,24,56,FLAT20,FLAT20,160,0,0
1,7,8,120,FLAT14,CEIL3_5,160,0,0
1,7,16,120,FLAT14,CEIL3_5,160,0,0
1,7,24,56,FLAT20,FLAT20,160,0,0
1,7,-32,200,FLOOR7_1,F_SKY1,192,0,0
1,7,-32,72,FLOOR7_1,F_SKY1,128,0,0
1,7,0,144,FLAT5_4,FLOOR5_1,128,0,0
1,7,32,112,FLAT20,FLAT20,128,0,0
1,7,32,136,CEIL5_1,CEIL5_1,128,0,0
1,7,144,272,STEP2,CEIL5_1,176,0,1
1,7,0,72,FLAT5_4,CEIL3_5,112,0,0
1,7,32,56,FLAT20,FLAT20,112,0,0
1,7,16,208,CEIL5_1,TLITE6_5,255,8,0
1,7,144,256,FLAT14,FLAT18,255,0,0
1,7,8,80,FLAT5_4,CEIL3_5,112,0,0
1,7,8,144,FLAT14,CEIL5_1,192,0,0
1,7,16,144,FLAT14,CEIL5_1,192,0,0
1,7,24,144,FLAT14,CEIL5_1,192,0,0
1,7,32,144,FLAT14,CEIL5_1,192,0,0
1,7,0,144,FLAT5_4,FLOOR5_1,224,0,0
1,7,0,88,FLAT5_4,TLITE6_5,255,2,0
1,7,128,256,STEP2,CEIL5_1,112,0,2
1,7,128,256,CEIL5_1,TLITE6_5,255,8,0
1,7,264,272,CEIL5_1,TLITE6_5,80,8,0
1,7,0,72,FLAT5_4,CEIL3_5,144,0,0
1,7,0,0,FLAT5_4,FLAT20,144,0,0
1,7,0,72,FLAT5_4,CEIL3_5,112,0,0
1,7,0,0,FLAT5_4,FLAT20,112,0,0
1,7,40,144,FLAT14,CEIL5_1,192,0,0
1,7,48,144,FLAT14,CEIL5_1,192,0,0
1,7,0,200,FLAT5_4,FLOOR4_8,128,0,0
1,7,0,144,FLAT5_4,CEIL3_5,128,0,0
1,7,88,120,FLAT20,FLAT20,192,0,0
1,7,144,256,FLAT14,FLAT18,112,0,0
1,7,0,72,FLAT5_4,CEIL3_5,255,0,0
1,7,0,144,FLAT5_4,CEIL3_5,128,0,0
1,7,88,120,FLAT20,FLAT20,192,0,0
1,7,0,200,FLAT5_4,FLOOR4_8,128,0,0
1,7,0,72,FLAT5_4,CEIL3_5,255,0,0
1,7,0,136,FLAT5_4,CEIL3_5,144,0,0
1,7,8,136,FLAT14,CEIL3_5,144,0,0
1,7,16,136,FLAT14,CEIL3_5,144,0,0
1,7,24,136,FLAT14,CEIL3_5,144,0,0
1,7,32,136,FLAT14,CEIL3_5,144,0,0
1,7,40,136,FLAT14,CEIL3_5,144,0,0
1,7,48,136,FLAT14,CEIL3_5,144,0,0
1,7,0,128,FLAT5_4,CEIL3_5,144,0,0
1,7,0,72,FLAT5_4,CEIL3_5,255,0,0
1,7,0,0,FLAT5_4,FLAT20,144,0,0
1,7,0,72,FLAT5_4,CEIL3_5,255,0,0
1,7,0,120,FLAT5_4,CEIL3_5,144,0,0
1,7,0,0,FLAT5_4,CEIL3_5,144,0,11
1,7,64,120,FLAT20,FLAT20,144,0,0
1,7,48,120,FLAT5_4,MFLR8_1,128,0,0
1,7,48,120,FLAT5_4,MFLR8_1,128,0,0
1,7,48,48,FLAT5_4,FLAT20,128,0,12
1,7,152,248,STEP1,CEIL5_1,96,0,9
1,7,8,248,FLAT5_4,MFLR8_1,144,9,0
1,7,8,8,FLAT5_4,FLAT20,144,0,5
1,7,152,280,CEIL5_1,TLITE6_5,255,8,0
1,7,-24,248,NUKAGE3,FLOOR5_1,128,7,0
1,7,176,216,FLAT20,FLAT20,128,0,0
1,7,32,248,FLAT5_5,FLOOR5_1,128,0,0
1,7,0,248,FLAT5_4,FLOOR5_1,128,0,0
1,7,0,72,FLAT5_4,CEIL3_5,128,0,0
1,7,0,0,FLAT5_4,FLAT20,144,0,0
1,7,56,184,FLAT5_4,CEIL3_5,144,0,0
1,7,56,128,FLAT5_4,CEIL3_5,96,0,0
1,7,80,112,FLAT20,FLAT20,144,0,0
1,7,40,144,CEIL5_2,CEIL3_5,144,0,0
1,7,48,144,CEIL5_2,CEIL3_5,144,0,0
1,7,56,128,FLAT5_4,CEIL3_5,255,0,0
1,7,56,128,FLAT5_4,CEIL3_5,144,0,0
1,7,56,128,FLAT5_4,CEIL3_5,144,0,0
1,7,0,128,FLAT5_4,CEIL3_5,128,0,0
1,7,0,0,FLAT5_4,FLAT20,128,0,0
1,7,8,144,CEIL5_2,CEIL3_5,144,0,0
1,7,16,144,CEIL5_2,CEIL3_5,144,0,0
