episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
1,1,-80,216,NUKAGE3,F_SKY1,255,7,0
1,1,-56,216,FLOOR7_1,F_SKY1,255,0,0
1,1,0,0,FLOOR4_8,CEIL5_1,255,0,4
1,1,8,192,FLAT5_5,FLAT5_5,255,0,0
1,1,0,0,FLOOR4_8,FLAT20,144,0,3
1,1,8,192,FLAT5_5,FLAT5_5,255,0,0
1,1,-136,-40,FLOOR5_1,CEIL5_2,128,0,0
1,1,-120,16,FLOOR5_1,CEIL5_2,128,0,0
1,1,-104,16,FLOOR5_1,CEIL5_2,128,0,0
1,1,-88,16,FLOOR5_1,CEIL5_2,128,0,0
1,1,-72,16,FLOOR5_1,CEIL5_2,128,0,0
1,1,-56,24,FLOOR7_1,F_SKY1,255,0,0
1,1,-56,64,FLOOR7_1,F_SKY1,255,0,0
1,1,-56,16,FLOOR7_1,CEIL5_2,176,0,0
1,1,32,88,FLOOR4_8,CEIL5_1,255,0,5
1,1,0,224,FLOOR4_8,CEIL3_5,128,0,0
1,1,0,224,FLOOR4_8,CEIL3_5,255,0,0
1,1,0,96,FLOOR4_8,TLITE6_5,255,0,0
1,1,0,224,FLOOR4_8,CEIL3_5,255,0,0
1,1,0,96,FLOOR4_8,TLITE6_5,255,0,0
1,1,8,152,FLAT14,TLITE6_5,255,0,0
1,1,32,88,FLAT18,CEIL5_1,255,0,0
1,1,0,72,FLOOR4_8,CEIL3_5,160,0,0
1,1,32,88,FLAT18,CEIL5_1,255,0,0
1,1,0,144,FLOOR4_8,CEIL3_5,144,0,0
1,1,0,88,FLOOR4_8,TLITE6_4,255,0,0
1,1,0,0,FLOOR4_8,FLAT20,208,0,0
1,1,-16,200,FLAT14,CEIL3_5,224,0,0
1,1,-8,120,FLAT14,CEIL3_5,192,0,0
1,1,0,72,FLOOR4_8,CEIL3_5,144,0,0
1,1,0,72,FLOOR4_8,CEIL3_5,255,1,0
1,1,-8,120,FLOOR4_8,CEIL3_5,128,0,0
1,1,-8,224,FLOOR4_8,FLOOR7_2,128,0,0
1,1,8,224,FLOOR4_8,FLOOR7_2,144,0,0
1,1,24,224,FLOOR4_8,FLOOR7_2,144,0,0
1,1,40,184,STEP2,TLITE6_1,255,8,0
1,1,40,184,STEP2,TLITE6_1,255,8,0
1,1,40,224,FLOOR4_8,FLOOR7_2,144,0,0
1,1,56,224,FLOOR4_8,FLOOR7_2,144,0,0
1,1,72,224,FLOOR4_8,FLOOR7_2,144,0,0
1,1,0,128,FLOOR7_1,F_SKY1,224,0,0
1,1,104,264,FLOOR4_8,FLOOR7_2,192,0,0
1,1,0,264,FLOOR7_1,F_SKY1,255,0,0
1,1,136,240,FLAT20,FLAT20,255,0,0
1,1,128,264,FLOOR1_1,FLOOR7_2,192,0,0
1,1,136,240,FLAT20,FLAT20,255,0,0
1,1,136,240,FLAT20,FLAT20,255,0,0
1,1,104,192,FLOOR4_8,FLOOR7_2,176,0,0
1,1,88,224,FLOOR4_8,FLOOR7_2,144,0,0
1,1,-24,176,FLOOR5_2,CEIL3_5,144,0,0
1,1,-16,72,FLOOR4_8,CEIL3_5,160,0,0
1,1,-48,176,NUKAGE3,CEIL3_5,144,7,0
1,1,-24,176,FLOOR5_2,CEIL3_5,144,0,0
1,1,-48,176,NUKAGE3,CEIL3_5,192,7,0
1,1,-48,104,FLOOR4_8,FLOOR6_2,128,0,0
1,1,96,176,FLOOR4_8,CEIL3_5,160,0,1
1,1,-24,176,FLOOR5_2,CEIL3_5,192,0,0
1,1,-48,176,NUKAGE3,CEIL3_5,192,7,0
1,1,104,184,FLOOR4_8,FLOOR6_2,128,0,0
1,1,16,152,FLAT14,TLITE6_5,255,0,0
1,1,24,152,FLAT14,TLITE6_5,255,0,0
1,1,-8,72,FLOOR4_8,CEIL3_5,160,0,0
1,1,0,136,FLAT20,FLAT20,192,0,0
1,1,-56,24,FLOOR7_1,F_SKY1,255,0,0
1,1,-24,104,FLOOR5_2,TLITE6_5,255,12,0
1,1,-24,48,FLOOR5_2,CEIL3_5,128,0,0
1,1,-24,72,FLOOR5_2,CEIL3_5,255,0,0
1,1,-24,56,FLOOR5_2,FLAT23,255,0,0
1,1,-24,48,FLOOR5_2,CEIL3_5,255,0,0
1,1,-24,-24,FLOOR5_2,FLAT20,255,0,0
1,1,-24,88,FLOOR5_2,TLITE6_5,255,0,0
1,1,-24,72,FLOOR5_2,FLAT23,255,0,0
1,1,-24,48,FLOOR5_2,CEIL3_5,255,0,0
1,1,-104,48,FLOOR5_1,CEIL5_2,128,0,0
1,1,-88,48,FLOOR5_1,CEIL5_2,128,0,0
1,1,-72,48,FLOOR5_1,CEIL5_2,128,0,0
1,1,-56,48,FLOOR5_1,CEIL5_2,128,0,0
1,1,-40,48,FLOOR5_1,CEIL5_2,128,0,0
1,1,-24,48,FLOOR5_2,CEIL5_2,128,0,0
1,1,-136,-24,FLOOR5_1,TLITE6_6,255,0,0
1,1,-136,-40,FLOOR5_1,CEIL5_2,128,0,0
1,1,-120,48,FLOOR5_1,CEIL5_2,128,0,0
1,1,-24,48,FLOOR5_2,CEIL3_5,128,0,0
1,1,-24,-24,FLOOR5_2,FLAT5_5,144,9,0
1,1,-24,48,FLOOR5_2,CEIL3_5,128,0,0
1,1,-24,-24,FLOOR5_2,FLAT20,128,0,0
1,1,-48,32,FLOOR4_8,TLITE6_6,255,9,0
1,1,104,184,FLOOR4_8,FLOOR6_2,128,9,2
