episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
3,4,-16,112,SFLR6_4,FLAT10,176,0,0
3,4,-8,112,SFLR6_1,FLAT10,176,0,0
3,4,-16,0,SFLR6_4,CEIL3_2,160,0,0
3,4,-16,0,SFLR6_4,CEIL3_2,160,0,0
3,4,-8,112,SFLR6_1,FLAT10,176,0,0
3,4,0,104,FLOOR7_1,FLAT10,176,0,0
3,4,72,168,SFLR6_1,MFLR8_2,160,0,0
3,4,0,104,FLOOR7_1,FLAT10,176,0,0
3,4,0,0,FLOOR7_1,FLAT5,176,0,0
3,4,-16,0,SFLR6_4,CEIL3_2,160,0,0
3,4,-8,112,SFLR6_1,FLAT10,176,0,0
3,4,-8,112,SFLR6_1,FLAT10,176,0,0
3,4,-16,0,SFLR6_4,CEIL3_2,160,0,0
3,4,8,80,FLOOR7_1,CEIL3_2,144,0,0
3,4,0,96,FLOOR7_1,CEIL3_2,144,0,0
3,4,16,88,STEP2,CEIL3_2,144,0,0
3,4,24,96,STEP2,CEIL3_2,144,0,0
3,4,32,104,STEP2,CEIL3_2,144,0,0
3,4,0,128,FLOOR7_1,CEIL3_2,160,0,0
3,4,8,80,FLOOR7_1,CEIL3_2,160,0,0
3,4,40,112,STEP2,CEIL3_2,144,0,0
3,4,48,120,STEP2,CEIL3_2,144,0,0
3,4,56,128,STEP2,CEIL3_2,144,0,0
3,4,64,136,STEP2,CEIL3_2,144,0,0
3,4,72,176,SFLR6_1,F_SKY1,160,0,0
3,4,72,144,STEP2,CEIL3_2,144,0,0
3,4,80,152,FLOOR5_2,CEIL3_4,144,0,0
3,4,40,168,BLOOD3,FLOOR5_1,192,5,0
3,4,48,168,FLOOR3_3,FLOOR5_1,192,0,0
3,4,48,48,FLOOR3_3,FLAT23,192,0,13
3,4,48,168,FLOOR3_3,FLAT8,192,0,0
3,4,64,168,FLAT5,FLOOR5_1,192,0,0
3,4,64,64,FLAT5,FLAT23,192,0,14
3,4,0,128,FLOOR0_5,CEIL3_5,176,0,0
3,4,8,80,FLOOR3_3,CEIL3_3,176,0,0
3,4,8,80,FLOOR3_3,CEIL3_3,176,0,0
3,4,8,8,FLOOR3_3,FLAT23,176,0,0
3,4,-8,120,BLOOD3,FLOOR6_1,176,5,0
3,4,0,120,FLOOR6_2,FLOOR6_1,176,0,0
3,4,-8,120,BLOOD3,FLOOR6_1,176,5,0
3,4,8,104,GATE1,GATE1,224,0,18
3,4,-8,104,FLOOR6_1,FLOOR6_2,192,0,0
3,4,24,56,DEM1_5,DEM1_5,128,0,0
3,4,-8,120,BLOOD3,FLOOR6_1,176,5,0
3,4,0,96,FLOOR7_1,CEIL3_2,144,0,0
3,4,-8,104,FLOOR6_1,FLOOR6_2,192,0,0
3,4,24,56,DEM1_5,DEM1_5,128,0,0
3,4,24,56,DEM1_5,DEM1_5,128,0,0
3,4,80,152,FLOOR5_3,CEIL3_3,144,0,0
3,4,80,152,FLOOR5_2,CEIL3_3,144,0,0
3,4,80,80,FLOOR7_1,FLAT23,144,0,0
3,4,24,152,FLOOR3_3,CEIL3_2,176,0,0
3,4,48,64,FLAT14,FLAT14,176,0,0
3,4,24,152,FLOOR3_3,CEIL3_2,128,0,0
3,4,24,152,FLOOR3_3,CEIL3_2,128,0,0
3,4,24,152,FLOOR3_3,CEIL3_2,128,0,0
3,4,16,240,FLOOR4_1,CEIL3_4,208,0,0
3,4,48,64,FLAT14,FLAT14,176,0,0
3,4,24,152,FLOOR1_1,CEIL4_3,208,0,0
3,4,24,88,GATE4,GATE4,208,0,0
3,4,40,112,STEP2,FLAT1,128,0,0
3,4,40,112,STEP2,FLAT1,128,0,0
3,4,40,40,FLAT23,FLAT23,128,0,0
3,4,80,208,FLOOR6_1,TLITE6_5,160,7,0
3,4,88,200,FLOOR6_1,FLOOR6_1,192,0,0
3,4,88,200,FLOOR6_1,FLOOR6_1,192,0,0
3,4,16,112,FLOOR4_1,FLAT8,160,0,0
3,4,96,192,FLOOR0_2,TLITE6_5,208,0,0
3,4,96,112,FLOOR0_2,FLAT8,160,0,0
3,4,24,152,FLOOR3_3,CEIL3_4,208,0,0
3,4,24,24,FLOOR3_3,FLAT23,144,0,0
3,4,48,168,FLOOR3_3,FLAT8,192,0,0
3,4,48,168,FLOOR3_3,FLOOR5_1,192,0,0
3,4,64,64,FLOOR7_1,FLAT23,192,0,16
3,4,40,168,BLOOD3,FLOOR5_1,192,5,0
3,4,48,48,FLOOR3_3,FLAT23,192,0,15
3,4,48,168,FLAT5,FLAT8,192,0,0
3,4,64,64,FLAT5,FLAT23,192,0,0
3,4,96,192,FLOOR0_2,FLAT8,208,0,0
3,4,160,192,FLOOR0_2,FLAT8,208,0,12
3,4,104,176,FLAT1,CEIL3_5,208,0,0
3,4,16,112,FLOOR4_1,FLAT8,160,0,0
3,4,96,112,FLOOR0_2,FLAT8,160,0,0
3,4,104,176,FLAT18,FLAT9,208,0,0
3,4,104,104,FLAT18,FLAT23,208,0,9
3,4,32,240,FLOOR7_1,CEIL3_4,208,0,0
3,4,48,240,FLOOR7_1,CEIL3_4,208,0,0
3,4,64,240,FLOOR7_1,CEIL3_4,208,0,0
3,4,80,240,FLOOR7_1,CEIL3_4,208,0,0
3,4,0,96,FLOOR0_5,CEIL3_5,128,0,0
3,4,0,0,FLOOR0_5,DEM1_5,128,0,2
3,4,0,96,FLOOR0_5,CEIL3_5,128,9,0
3,4,0,96,GATE1,GATE1,176,0,1
3,4,24,48,DEM1_5,DEM1_5,128,0,0
3,4,72,472,SFLR6_1,F_SKY1,160,0,0
3,4,16,160,FLOOR6_1,SFLR6_4,208,0,5
3,4,72,472,SFLR6_1,F_SKY1,160,0,0
3,4,72,168,SFLR6_1,MFLR8_2,160,0,0
3,4,8,136,FLOOR6_2,FLOOR6_2,144,9,17
3,4,64,136,LAVA4,FLOOR6_2,144,16,0
3,4,64,176,FLOOR5_4,CEIL3_4,208,0,0
3,4,72,144,FLOOR5_4,CEIL3_4,208,0,0
3,4,72,72,FLOOR5_4,FLAT23,208,0,0
3,4,64,192,FLOOR5_4,TLITE6_4,160,0,0
3,4,64,64,FLOOR5_4,FLAT23,160,0,0
3,4,24,152,BLOOD3,SFLR6_4,224,0,0
3,4,40,152,FLOOR1_6,SFLR6_4,224,0,0
3,4,64,192,FLOOR5_2,CEIL3_2,128,0,0
3,4,64,192,FLOOR5_2,CEIL3_2,192,0,0
3,4,88,112,FLAT1,CEIL3_2,160,0,0
3,4,64,192,FLOOR5_2,CEIL3_2,192,0,0
3,4,80,184,FLOOR7_1,TLITE6_5,160,0,0
3,4,80,176,FLOOR7_1,TLITE6_5,160,0,0
3,4,80,80,FLOOR7_1,TLITE6_5,160,0,6
3,4,56,312,FLOOR6_1,TLITE6_5,208,7,0
3,4,88,216,FLOOR6_1,TLITE6_5,208,7,0
3,4,80,184,FLOOR7_1,TLITE6_5,160,0,0
3,4,64,192,FLOOR5_4,CEIL5_2,160,7,0
3,4,64,64,FLOOR5_4,FLAT23,160,0,0
3,4,48,168,FLOOR3_3,FLAT8,192,0,0
3,4,64,136,FLOOR3_3,FLOOR5_1,192,0,0
3,4,64,176,FLOOR3_3,FLOOR5_1,160,0,0
3,4,64,64,FLOOR3_3,FLAT23,192,0,0
3,4,48,48,FLOOR3_3,FLAT23,192,0,16
3,4,64,176,FLOOR3_3,FLOOR5_1,160,9,0
3,4,64,64,FLOOR3_3,FLAT23,160,0,0
3,4,64,136,FLAT5,FLAT8,192,0,0
3,4,64,64,FLAT5,FLAT23,192,0,15
3,4,16,160,FLOOR6_1,SFLR6_4,208,0,4
3,4,48,168,FLOOR3_3,FLAT8,192,0,0
3,4,80,104,FLAT10,FLAT10,192,0,0
3,4,48,48,FLOOR3_3,FLAT23,192,0,14
3,4,64,176,FLOOR5_4,FLAT3,160,0,0
3,4,64,64,FLOOR5_4,FLAT23,160,0,0
3,4,64,176,FLOOR5_4,TLITE6_4,160,0,0
3,4,64,64,FLOOR5_4,FLAT23,160,0,0
3,4,64,176,FLOOR6_1,FLOOR1_7,160,7,0
3,4,64,176,FLOOR6_2,FLAT9,160,0,0
3,4,72,136,FLOOR5_2,CEIL3_2,128,0,0
3,4,56,176,FWATER4,FLAT9,160,0,0
3,4,64,176,FLOOR6_2,FLOOR1_7,160,0,0
3,4,64,64,FLOOR6_2,FLAT23,160,0,8
3,4,64,136,FLOOR5_2,CEIL3_2,128,0,0
3,4,64,136,FLOOR5_2,CEIL3_2,192,0,0
3,4,64,136,FLOOR5_2,CEIL3_2,192,0,0
3,4,64,176,FLOOR5_2,FLAT9,160,0,0
3,4,64,64,FLOOR5_2,FLAT23,160,0,11
3,4,64,64,FLOOR5_2,FLAT23,160,0,10
3,4,64,136,FLOOR0_3,CEIL3_5,160,0,0
3,4,64,160,FLOOR0_3,CEIL3_5,160,0,0
3,4,72,136,FLOOR5_2,CEIL3_2,128,0,0
3,4,72,136,FLOOR5_2,CEIL3_5,160,0,0
3,4,72,72,FLOOR5_2,FLAT23,128,0,3
