episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
3,7,-72,256,BLOOD3,FLOOR1_6,208,5,0
3,7,-72,256,BLOOD3,FLOOR1_6,208,5,0
3,7,-72,256,BLOOD3,FLOOR1_6,208,5,8
3,7,0,256,FLAT10,FLOOR1_6,160,0,0
3,7,8,136,FLOOR6_2,FLOOR7_1,160,0,0
3,7,8,256,FLAT10,FLOOR1_6,160,0,0
3,7,256,256,FLAT10,FLOOR1_6,160,0,2
3,7,16,144,FLOOR6_1,CEIL5_2,176,0,0
3,7,0,256,FLAT10,FLOOR1_6,160,0,0
3,7,0,104,FLAT10,FLOOR3_3,128,0,0
3,7,0,104,GATE3,GATE3,176,0,15
3,7,0,104,FLAT10,FLOOR3_3,144,0,0
3,7,0,0,FLAT10,FLAT1,128,0,24
3,7,0,192,FLAT10,FLOOR3_3,128,0,0
3,7,72,184,FLAT10,FLOOR1_6,255,0,0
3,7,0,128,FLAT10,FLOOR1_6,128,0,0
3,7,-24,256,BLOOD3,CEIL4_2,176,5,0
3,7,72,184,FLAT10,FLOOR1_6,255,0,0
3,7,0,256,FLAT10,FLOOR1_6,144,0,0
3,7,0,128,FLAT10,FLOOR1_6,128,0,0
3,7,0,0,FLAT10,FLAT8,112,0,2
3,7,0,128,FLAT10,FLOOR1_6,128,0,0
3,7,0,128,FLAT10,FLOOR1_6,128,0,0
3,7,0,0,FLAT10,FLAT8,112,0,2
3,7,-8,256,FLAT10,CEIL4_2,144,0,0
3,7,0,96,FLAT10,FLOOR1_6,128,0,0
3,7,8,104,FLOOR6_2,FLOOR7_1,144,0,0
3,7,0,256,FLAT10,CEIL4_2,176,0,0
3,7,0,104,FLAT10,FLOOR3_3,128,0,0
3,7,0,104,GATE1,GATE1,176,0,11
3,7,0,104,FLAT10,FLOOR3_3,144,0,0
3,7,0,0,FLAT10,FLAT1,128,0,24
3,7,0,256,FLOOR7_1,CEIL4_2,144,0,0
3,7,8,72,FLAT10,FLOOR3_3,128,0,0
3,7,-8,256,FLAT10,CEIL4_2,144,0,0
3,7,0,256,FLAT10,FLOOR3_3,144,0,0
3,7,8,136,FLAT10,FLOOR1_6,128,0,0
3,7,8,136,FLAT10,FLOOR1_6,128,0,0
3,7,8,72,FLAT10,FLOOR3_3,128,0,0
3,7,8,136,FLAT10,FLOOR1_6,112,0,0
3,7,8,104,FLAT10,FLOOR3_3,112,0,0
3,7,8,104,FLAT10,FLOOR3_3,112,0,0
3,7,8,8,FLAT10,FLOOR3_3,112,0,23
3,7,-56,256,FLAT10,FLOOR1_6,192,0,0
3,7,-40,256,FLAT10,FLOOR1_6,192,0,0
3,7,-24,256,FLAT10,FLOOR1_6,192,0,0
3,7,-24,256,BLOOD3,FLOOR3_3,176,5,0
3,7,0,256,CEIL5_1,FLOOR3_3,176,0,3
3,7,0,256,FLAT10,FLOOR3_3,144,0,0
3,7,-24,256,BLOOD3,CEIL4_2,176,5,0
3,7,0,104,FLAT10,FLOOR3_3,128,0,0
3,7,0,104,GATE3,GATE3,176,0,21
3,7,0,104,FLAT10,FLOOR3_3,144,0,0
3,7,0,0,FLAT10,FLAT1,128,0,24
3,7,0,256,FLAT10,FLOOR1_6,144,0,0
3,7,0,96,FLAT10,FLOOR1_6,128,0,0
3,7,0,256,FLOOR6_2,CEIL4_2,176,0,0
3,7,-64,256,BLOOD3,FLOOR1_6,176,5,0
3,7,0,256,FLAT10,FLOOR1_6,144,0,0
3,7,-48,256,BLOOD3,FLOOR1_6,160,0,0
3,7,-32,256,BLOOD3,FLOOR1_6,160,0,0
3,7,-16,256,BLOOD3,FLOOR1_6,160,0,0
3,7,-96,-24,BLOOD3,FLOOR1_6,192,5,0
3,7,-88,96,FLAT10,FLOOR1_6,192,0,0
3,7,-96,-24,BLOOD3,FLOOR1_6,192,5,0
3,7,-96,-24,BLOOD3,FLOOR1_6,192,5,0
3,7,-88,8,GATE2,GATE2,192,0,0
3,7,-64,256,BLOOD3,FLOOR1_6,176,5,0
3,7,-48,256,BLOOD3,FLOOR1_6,160,0,0
3,7,-32,256,BLOOD3,FLOOR1_6,160,0,0
3,7,-16,256,BLOOD3,FLOOR1_6,160,0,0
3,7,-64,256,BLOOD3,FLOOR1_6,176,5,9
3,7,-88,96,FLAT10,FLOOR1_6,192,0,0
3,7,-96,-24,BLOOD3,FLOOR1_6,192,5,0
3,7,0,192,FLAT10,FLOOR1_6,144,0,0
3,7,24,192,FLOOR7_1,FLOOR1_6,144,0,0
3,7,-96,192,BLOOD3,FLOOR1_6,192,5,0
3,7,48,192,FLOOR5_2,FLOOR1_6,144,0,0
3,7,48,192,FLOOR5_2,FLOOR1_6,144,0,0
3,7,-96,-24,BLOOD3,FLOOR1_6,192,5,0
3,7,-88,96,FLAT10,FLOOR1_6,192,9,0
3,7,-24,128,BLOOD3,FLOOR1_6,192,5,0
3,7,0,128,FLAT10,FLOOR1_6,144,0,0
3,7,-24,128,BLOOD3,FLOOR1_6,192,5,0
3,7,0,128,FLAT10,FLOOR1_6,144,9,0
3,7,-24,256,BLOOD3,FLOOR3_3,176,5,0
3,7,0,128,FLAT10,FLOOR1_6,144,0,0
3,7,0,96,FLAT10,FLOOR3_3,144,0,0
3,7,0,0,FLAT10,FLOOR3_3,128,0,4
3,7,0,0,FLAT10,FLOOR3_3,128,0,4
3,7,0,0,FLAT10,FLOOR3_3,128,0,4
3,7,-24,128,BLOOD3,FLOOR1_6,192,5,0
3,7,-24,128,BLOOD3,FLOOR1_6,192,5,0
3,7,0,0,FLAT10,FLOOR3_3,128,0,4
3,7,-24,128,BLOOD3,FLOOR1_6,192,5,0
3,7,0,128,GATE1,GATE1,176,0,10
3,7,0,96,FLAT10,FLOOR3_3,144,0,0
3,7,0,72,FLAT10,FLOOR3_3,144,0,0
3,7,0,96,FLAT10,FLOOR3_3,96,9,0
3,7,0,0,FLAT10,FLAT1,112,0,1
3,7,-16,128,BLOOD3,FLOOR1_6,176,5,0
3,7,0,128,GATE2,GATE2,176,0,12
3,7,0,104,FLAT10,FLOOR1_6,144,0,0
3,7,-24,256,BLOOD3,FLOOR3_3,176,5,0
3,7,-24,256,BLOOD3,FLOOR3_3,176,5,0
3,7,-8,120,FLAT10,CEIL4_2,144,0,0
3,7,-24,104,BLOOD3,FLOOR3_3,176,5,0
3,7,0,72,FLAT10,FLOOR3_3,144,0,0
3,7,0,176,FLOOR6_1,FLOOR3_3,208,8,22
3,7,0,72,FLAT10,FLOOR3_3,144,0,0
3,7,0,72,FLAT10,FLOOR3_3,144,0,0
3,7,0,0,FLAT10,FLAT1,112,0,1
3,7,0,104,FLAT10,FLOOR3_3,128,0,0
3,7,0,104,GATE2,GATE2,176,0,13
3,7,0,104,FLAT10,FLOOR3_3,144,0,0
3,7,0,0,FLAT10,FLAT1,128,0,24
3,7,-88,8,FLAT10,FLOOR1_6,192,0,0
3,7,-88,8,GATE2,GATE2,192,0,0
3,7,-72,128,BLOOD3,CEIL5_2,192,5,0
3,7,-24,128,FLAT10,CEIL5_2,128,9,0
