episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
1,3,144,216,FLOOR7_1,FLOOR7_2,224,0,0
1,3,144,200,FLOOR7_1,FLAT23,224,0,0
1,3,144,144,FLOOR7_1,FLAT20,144,0,0
1,3,144,272,FLOOR7_1,CEIL5_1,128,0,0
1,3,144,216,FLOOR7_1,CEIL5_1,144,0,0
1,3,144,216,FLOOR7_1,TLITE6_5,255,0,0
1,3,144,256,FLOOR7_1,FLAT23,128,0,0
1,3,48,264,FLOOR7_1,FLOOR7_2,128,0,0
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,999
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,0
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,999
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,0
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,999
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,0
1,3,136,264,FLOOR7_1,FLOOR7_2,144,0,0
1,3,48,136,FLOOR7_1,TLITE6_5,255,1,0
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,14
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,0
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,999
1,3,48,264,FLAT5_4,FLOOR7_2,128,0,0
1,3,48,208,FLOOR7_1,TLITE6_5,255,8,0
1,3,176,208,FLOOR7_2,FLOOR7_2,255,0,0
1,3,48,208,FLOOR7_1,TLITE6_5,255,8,0
1,3,176,208,FLOOR7_2,FLOOR7_2,255,0,0
1,3,96,224,FLOOR0_3,TLITE6_5,176,1,0
1,3,96,176,FLOOR0_3,CEIL3_5,128,0,0
1,3,96,176,FLOOR0_3,CEIL3_5,160,0,13
1,3,96,224,FLOOR0_3,CEIL3_5,160,0,13
1,3,104,176,FLAT5_5,TLITE6_1,255,0,13
1,3,96,176,FLOOR0_3,TLITE6_5,160,8,0
1,3,96,96,FLOOR0_3,CEIL3_5,96,0,11
1,3,64,136,FLOOR7_1,CEIL3_5,208,0,0
1,3,64,192,FLOOR7_1,CEIL3_5,144,0,0
1,3,64,64,FLOOR7_1,FLOOR4_8,144,0,51
1,3,64,64,FLOOR7_1,FLOOR4_8,144,0,51
1,3,64,192,FLOOR7_1,TLITE6_6,208,0,0
1,3,64,136,FLOOR7_1,FLOOR7_2,144,0,0
1,3,64,128,FLOOR7_1,FLOOR7_2,208,0,0
1,3,96,176,FLOOR0_3,CEIL3_5,160,0,0
1,3,-32,256,NUKAGE3,F_SKY1,255,16,0
1,3,192,256,FLOOR7_1,F_SKY1,255,9,17
1,3,192,256,FLOOR7_1,F_SKY1,255,0,0
1,3,64,176,FLOOR7_1,FLAT23,208,0,0
1,3,64,136,FLOOR7_1,CEIL3_5,176,0,0
1,3,64,136,FLOOR7_1,CEIL3_5,176,0,0
1,3,64,64,FLOOR7_1,FLAT20,176,0,0
1,3,-32,256,NUKAGE3,F_SKY1,255,16,0
1,3,88,256,FLOOR0_1,F_SKY1,255,0,0
1,3,-32,256,NUKAGE3,F_SKY1,255,7,16
1,3,-32,256,FLOOR0_1,F_SKY1,255,0,16
1,3,96,176,FLOOR0_3,CEIL3_5,128,0,0
1,3,64,64,FLOOR7_1,CEIL3_5,144,9,12
1,3,64,192,FLOOR7_1,CEIL4_3,144,0,0
1,3,64,64,FLOOR7_1,FLAT20,144,0,48
1,3,64,192,FLOOR7_1,TLITE6_5,208,1,0
