episode,mission,floor_height,ceiling_height,sector_floor,sector_ceil,light_level,special,tag
2,6,72,288,FLAT4,FLAT14,192,9,0
2,6,48,176,FLAT4,CEIL4_3,144,0,0
2,6,48,144,FLAT4,CEIL4_3,112,0,0
2,6,48,48,FLAT4,FLAT23,128,0,18
2,6,48,144,FLAT4,CEIL4_3,112,0,0
2,6,48,48,FLAT4,FLAT23,128,0,18
2,6,56,232,FLOOR0_7,CEIL3_5,160,0,0
2,6,48,136,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,144,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,152,FLOOR0_7,CEIL3_5,160,0,0
2,6,56,56,FLOOR0_7,FLAT23,160,0,15
2,6,64,144,FLOOR0_7,CEIL3_5,128,0,0
2,6,48,136,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,128,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,128,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,56,FLOOR0_7,FLAT23,128,0,0
2,6,56,184,FLOOR5_4,TLITE6_4,160,9,0
2,6,56,128,FLOOR5_4,TLITE6_4,160,0,0
2,6,56,128,FLOOR5_4,TLITE6_4,160,0,0
2,6,56,128,FLOOR5_4,TLITE6_4,160,0,0
2,6,56,56,FLAT8,FLAT23,160,0,17
2,6,56,128,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,120,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,184,FLOOR5_4,TLITE6_4,160,0,14
2,6,56,120,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,56,FLOOR0_7,FLAT20,128,0,19
2,6,56,152,FLOOR0_7,CEIL3_5,160,0,0
2,6,56,56,FLOOR0_7,FLAT23,160,0,15
2,6,48,144,FLAT4,CEIL4_3,112,0,0
2,6,48,48,FLAT4,FLAT23,128,0,18
2,6,48,144,FLAT4,CEIL4_3,112,0,0
2,6,48,48,FLAT4,FLAT23,128,0,18
2,6,80,152,FLOOR1_1,CEIL4_3,160,0,7
2,6,80,152,FLAT14,FLAT14,144,0,0
2,6,-16,152,SFLR6_4,FLOOR1_7,192,0,0
2,6,-16,80,SFLR6_4,FLOOR1_7,192,0,0
2,6,0,96,FLAT3,FLAT2,160,0,0
2,6,72,200,FLAT4,FLAT14,144,0,0
2,6,80,152,FLAT14,FLAT14,144,0,0
2,6,80,80,FLAT14,FLAT20,144,0,0
2,6,72,144,FLOOR0_7,CEIL3_5,128,0,0
2,6,72,144,FLOOR0_7,CEIL3_5,128,0,0
2,6,72,72,FLOOR0_7,FLAT1,144,0,0
2,6,64,144,FLOOR0_6,FLAT2,160,0,0
2,6,72,72,FLOOR0_6,FLAT23,160,0,9
2,6,40,120,STEP1,FLAT2,160,0,0
2,6,48,120,STEP1,FLAT2,160,0,0
2,6,56,144,STEP1,FLAT2,160,0,0
2,6,0,72,FLAT3,FLAT2,160,9,0
2,6,0,72,FLAT3,FLAT2,160,0,0
2,6,0,0,FLAT3,FLAT23,160,0,0
2,6,8,88,STEP1,FLAT2,160,0,0
2,6,16,88,STEP1,FLAT2,160,0,0
2,6,24,104,STEP1,FLAT2,160,0,0
2,6,32,104,STEP1,FLAT2,160,0,0
2,6,-24,104,NUKAGE3,F_SKY1,176,7,0
2,6,0,104,FLAT5,F_SKY1,176,0,1
2,6,-24,72,NUKAGE3,FLOOR5_1,176,7,0
2,6,0,72,FLAT8,FLOOR5_1,176,0,0
2,6,-24,-24,NUKAGE3,FLOOR4_8,176,7,4
2,6,0,96,FLOOR1_6,FLOOR1_7,208,0,0
2,6,24,104,FLOOR0_1,F_SKY1,192,0,0
2,6,-24,104,NUKAGE3,F_SKY1,176,7,0
2,6,0,104,FLOOR0_1,F_SKY1,176,0,0
2,6,-24,104,NUKAGE3,F_SKY1,192,7,3
2,6,56,152,FLOOR0_7,CEIL3_5,160,0,0
2,6,56,56,FLOOR0_7,FLAT23,160,0,15
2,6,48,136,MFLR8_1,CEIL3_5,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,208,12,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,208,1,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,208,12,0
2,6,40,168,FLAT1_2,FLOOR0_2,128,0,0
2,6,56,120,FLOOR0_7,CEIL3_1,160,0,0
2,6,48,120,FLOOR0_7,CEIL3_5,128,0,0
2,6,56,56,FLOOR0_7,FLAT23,128,0,0
2,6,40,136,MFLR8_1,CEIL3_5,128,0,0
2,6,40,168,FLAT1_2,FLOOR0_2,208,1,0
2,6,0,72,FLOOR0_3,FLAT18,192,0,0
2,6,0,72,FLAT9,FLAT2,144,0,0
2,6,0,0,FLAT9,FLAT23,160,0,0
2,6,0,80,FLAT9,CEIL3_4,144,0,0
2,6,0,72,FLAT9,CEIL3_4,144,0,0
2,6,0,72,FLAT9,CEIL3_4,144,0,0
2,6,0,0,FLAT9,FLAT23,144,0,0
2,6,8,96,MFLR8_1,CEIL3_5,128,0,0
2,6,8,80,FLAT9,CEIL3_5,128,0,0
2,6,8,80,FLAT9,CEIL3_4,144,0,0
2,6,8,8,FLAT9,FLAT23,128,0,22
2,6,16,136,MFLR8_1,CEIL3_5,128,0,0
2,6,24,136,MFLR8_1,CEIL3_5,128,0,0
2,6,32,136,MFLR8_1,CEIL3_5,128,0,0
2,6,-16,72,FLAT5_2,CEIL1_1,176,0,0
2,6,0,72,FLAT5_2,CEIL1_1,160,0,0
2,6,0,72,FLAT5_2,CEIL1_1,128,0,0
2,6,0,72,FLAT5_2,CEIL1_1,96,0,0
2,6,0,72,FLAT5_2,CEIL1_1,160,3,0
2,6,0,72,FLAT5_2,CEIL1_1,255,0,0
2,6,0,72,FLAT5_2,CEIL1_1,96,0,0
2,6,0,0,FLAT5_2,FLAT10,96,0,13
2,6,0,72,FLAT5_2,CEIL1_1,96,0,0
2,6,0,0,FLAT5_2,FLAT10,96,0,12
2,6,0,72,FLAT5_2,CEIL1_1,96,0,0
2,6,0,72,FLAT5_2,CEIL1_1,160,2,0
2,6,0,72,FLAT5_2,CEIL1_1,255,0,0
2,6,0,72,FLAT5_2,CEIL1_1,160,3,0
2,6,0,72,FLAT5_8,FLAT1_1,160,3,0
2,6,0,0,FLAT5_8,FLAT23,160,3,6
2,6,0,72,FLAT5_8,FLAT1_1,96,0,0
2,6,0,72,FLAT9,FLAT2,144,0,0
2,6,0,0,FLAT9,FLAT23,144,0,0
2,6,0,0,FLAT9,FLAT23,160,0,0
2,6,-8,64,COMP01,TLITE6_1,192,0,0
2,6,16,56,CONS1_7,TLITE6_1,224,0,0
2,6,0,56,FLAT23,TLITE6_1,192,0,0
2,6,0,64,FLAT23,TLITE6_1,192,0,0
2,6,0,72,FLOOR0_3,FLAT18,192,0,0
2,6,16,56,CONS1_7,TLITE6_1,224,0,0
2,6,0,72,FLAT5_2,CEIL1_1,144,0,0
2,6,0,72,FLAT5_2,CEIL1_1,112,0,0
2,6,-16,72,FLAT5_2,CEIL1_1,176,0,0
2,6,0,0,FLOOR0_3,FLAT23,192,0,16
2,6,0,72,FLAT5_8,FLAT1_1,96,0,0
2,6,0,72,FLAT5_8,FLAT1_1,160,3,0
2,6,0,72,FLAT5_8,FLAT1_1,96,0,0
2,6,0,72,FLAT5_8,FLAT1_1,160,3,0
2,6,8,72,FLOOR0_3,CEIL1_1,160,0,0
2,6,8,72,FLOOR0_3,CEIL1_1,160,0,0
2,6,8,8,FLOOR0_3,FLAT23,160,0,0
2,6,0,72,FLAT5_2,CEIL1_1,255,0,0
2,6,0,72,FLAT5_8,FLAT1_1,160,3,0
2,6,0,72,FLAT5_2,CEIL1_1,255,0,0
2,6,0,72,FLAT5_8,FLAT1_1,96,0,0
2,6,0,72,FLAT5_2,CEIL1_1,255,0,0
2,6,0,72,FLAT5_8,FLAT1_1,96,0,0
2,6,0,0,FLAT5_8,FLAT23,96,0,5
2,6,0,72,FLAT5_8,FLAT1_1,96,0,0
2,6,0,72,FLOOR7_1,TLITE6_5,128,0,0
2,6,8,80,FLOOR0_7,FLOOR4_8,112,0,0
2,6,8,136,SFLR6_4,TLITE6_5,128,0,0
2,6,40,136,FLOOR6_1,FLOOR6_1,255,0,0
2,6,16,136,FLOOR0_5,TLITE6_5,128,0,0
2,6,40,136,FLOOR6_1,FLOOR6_1,255,0,0
2,6,8,104,FLOOR0_5,FLOOR4_8,112,0,0
2,6,8,8,FLOOR0_5,FLAT20,112,0,10
2,6,8,152,FLOOR0_5,FLOOR4_8,144,0,0
2,6,16,136,FLOOR0_5,FLOOR4_8,144,0,0
2,6,16,16,FLOOR0_5,FLAT20,144,0,0
