episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
2,6,-64,3040,-128,0,3168,3040,-192,-64,3040,3040,-192,-64,32768,32769
2,6,-192,3168,128,0,3168,3040,-192,-64,3400,3168,-192,-64,0,32770
2,6,-24,3288,88,-88,3288,3072,-64,64,3304,3200,-24,80,32772,32773
2,6,80,3216,-88,88,3360,3216,-8,136,3304,3072,-64,80,32771,2
2,6,80,3160,96,0,3160,3032,80,176,3176,3160,64,80,32775,32776
2,6,64,3200,0,-24,3200,3040,-64,64,3176,3032,64,176,32774,4
2,6,80,3216,-16,-16,3360,3072,-64,136,3200,3032,-64,176,3,5
2,6,-48,3288,24,0,3288,3288,-48,-24,3304,3288,-64,-48,32777,32778
2,6,-24,3288,16,16,3360,3032,-64,176,3304,3288,-64,-24,6,7
2,6,-64,3400,0,-96,3400,3040,-192,-64,3360,3032,-64,176,1,8
2,6,80,3032,-16,-16,3032,3016,64,80,3016,2904,-48,64,32779,32780
2,6,-24,2904,-24,0,3032,2904,-48,80,2904,2888,-192,-48,10,32781
2,6,-8,2888,88,88,2976,2888,-8,136,2992,2888,-24,80,32782,32783
2,6,64,2992,-88,-88,3032,2888,-192,80,2992,2888,-24,136,11,12
2,6,176,3032,-96,0,3400,3032,-192,176,3032,2888,-192,136,9,13
2,6,0,2432,0,-128,2432,2304,0,0,2432,2304,0,448,32784,32785
2,6,320,2432,128,-128,2432,2304,0,448,2432,2304,320,448,15,32786
2,6,320,2432,0,416,2848,2432,320,448,2696,2456,-40,200,32787,32788
2,6,-56,2488,48,-48,2488,2432,-56,0,2504,2440,-56,8,32789,32790
2,6,8,2456,-48,48,2848,2432,-40,448,2504,2432,-56,8,17,18
2,6,0,2432,320,0,2432,2304,0,448,2848,2432,-56,448,16,19
2,6,320,2848,128,-128,2848,2304,-56,448,2848,2720,320,688,20,32791
2,6,-192,2496,128,0,2496,2496,-192,-64,2848,2496,-192,-64,32792,32793
2,6,-96,2848,32,0,2848,2496,-192,-64,2864,2848,-160,-96,22,32794
2,6,-96,2872,-64,0,2888,2872,-160,-96,2872,2864,-160,-96,32795,32796
2,6,-160,2864,64,0,2864,2496,-192,-64,2888,2864,-160,-96,23,24
2,6,104,2888,-56,-56,2888,2832,-8,104,2496,2488,-64,-56,32797,32798
