episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
1,3,440,-1584,-8,0,-1584,-1584,432,440,-1584,-1616,432,440,32771,32772
1,3,440,-1616,0,32,-1472,-1616,440,552,-1584,-1616,432,440,32770,0
1,3,432,-1584,0,-32,-1472,-1616,304,432,-1472,-1616,432,552,32769,1
1,3,432,-1616,8,0,-1616,-1920,304,552,-1472,-1616,304,552,32768,2
1,3,576,-1568,0,-64,-1568,-1632,552,576,-1568,-1632,576,592,32773,32774
1,3,552,-1472,0,-24,-1472,-1920,304,552,-1568,-1632,552,592,3,4
1,3,616,-1568,0,56,-1472,-1760,616,672,-1568,-1632,592,616,32775,32776
1,3,736,-1696,-64,0,-1616,-1696,672,736,-1696,-1760,672,736,32778,32779
1,3,712,-1616,0,32,-1584,-1616,712,712,-1584,-1616,704,712,32782,32783
1,3,704,-1584,0,-32,-1584,-1616,704,704,-1584,-1616,704,712,32781,8
1,3,712,-1584,-8,0,-1472,-1584,672,736,-1584,-1616,704,712,32780,9
1,3,704,-1616,8,0,-1616,-1760,672,736,-1472,-1616,672,736,7,10
1,3,736,-1760,0,64,-1472,-1760,736,792,-1472,-1760,672,736,32777,11
1,3,672,-1696,0,-64,-1472,-1760,592,672,-1472,-1760,672,792,6,12
1,3,592,-1568,0,-64,-1472,-1920,304,592,-1472,-1760,592,792,5,13
1,3,32,-1536,0,-128,-1536,-1664,0,32,-1536,-1664,32,64,32785,32786
1,3,96,-1536,0,-128,-1536,-1664,64,96,-1536,-1664,96,128,32787,32788
1,3,64,-1536,0,-128,-1536,-1664,0,64,-1536,-1664,64,128,15,16
1,3,32,-1664,-32,0,-1536,-1664,0,128,-1696,-1696,0,128,17,32789
1,3,160,-1536,0,-128,-1536,-1664,128,160,-1536,-1664,160,192,32791,32792
1,3,192,-1536,88,0,-1536,-1664,192,304,-1520,-1536,280,304,32793,32794
1,3,280,-1664,-88,0,-1520,-1664,192,304,-1664,-1680,280,304,20,32795
1,3,192,-1536,0,-128,-1536,-1664,128,192,-1520,-1680,192,304,19,21
1,3,128,-1696,160,0,-1696,-1728,128,288,-1520,-1680,128,304,32790,22
1,3,128,-1536,0,-128,-1536,-1696,0,128,-1520,-1728,128,304,18,23
1,3,288,-1504,-288,0,-1472,-1504,0,288,-1520,-1728,0,304,32784,24
1,3,-256,-1536,32,0,-1536,-1664,-256,-224,-1504,-1504,-256,-224,32799,32800
1,3,-256,-1696,32,0,-1696,-1696,-256,-224,-1504,-1664,-256,-224,32798,26
1,3,-224,-1696,0,32,-1504,-1696,-224,-192,-1504,-1696,-256,-224,32797,27
1,3,-256,-1664,0,-32,-1472,-1728,-512,-256,-1504,-1696,-256,-192,32796,28
1,3,-128,-1536,0,-128,-1536,-1664,-192,-128,-1536,-1664,-128,-96,32801,32802
1,3,-96,-1536,0,-128,-1536,-1664,-192,-96,-1536,-1664,-96,-64,30,32803
1,3,-32,-1536,0,-128,-1536,-1664,-64,-32,-1536,-1664,-32,0,32804,32805
1,3,-64,-1536,0,-128,-1536,-1664,-192,-64,-1536,-1664,-64,0,31,32
1,3,-96,-1664,-32,0,-1536,-1664,-192,0,-1696,-1696,-192,0,33,32806
1,3,-128,-1536,32,0,-1536,-1696,-192,0,-1504,-1504,-192,0,34,32807
1,3,-192,-1504,0,-32,-1472,-1728,-512,-192,-1504,-1696,-192,0,29,35
1,3,0,-1664,0,128,-1472,-1728,0,304,-1472,-1728,-512,0,25,36
1,3,192,-1888,-256,0,-1760,-1888,-64,192,-1888,-1888,-64,192,32808,32809
1,3,-64,-1760,256,0,-1760,-1888,-64,192,-1760,-1760,-64,192,38,32810
1,3,-320,-1920,-128,192,-1728,-1920,-448,-64,-1920,-1920,-328,-320,32811,32812
1,3,-64,-1888,0,128,-1760,-1888,-64,192,-1728,-1920,-448,-64,39,40
1,3,288,-1728,0,-192,-1728,-1920,192,288,-1728,-1920,288,304,32813,32814
1,3,192,-1760,0,-128,-1728,-1920,-448,192,-1728,-1920,192,304,41,42
1,3,-448,-1728,-64,0,-1472,-1728,-512,304,-1728,-1920,-448,304,37,43
1,3,304,-1680,0,160,-1472,-1920,304,792,-1472,-1920,-512,304,14,44
1,3,192,-1440,-256,0,-1312,-1440,-64,192,-1440,-1440,-64,192,32815,32816
1,3,192,-1312,0,-128,-1312,-1440,-64,192,-1312,-1472,192,288,46,32817
1,3,-64,-1312,256,0,-1312,-1472,-64,288,-1216,-1312,-64,288,47,32818
1,3,-128,-1280,64,64,-1216,-1440,-128,-64,-1280,-1472,-448,-128,32819,32820
1,3,-64,-1440,0,128,-1216,-1472,-64,288,-1216,-1472,-448,-64,48,49
1,3,304,-1472,0,192,-1280,-1472,304,552,-1280,-1472,288,304,32821,32822
1,3,288,-1280,0,-192,-1216,-1472,-448,288,-1280,-1472,288,552,50,51
1,3,-448,-640,0,-256,-640,-896,-512,-448,-640,-896,-448,-384,32823,32824
1,3,-448,-896,-64,0,-640,-896,-512,-384,-896,-992,-512,-384,53,32825
1,3,-512,-640,64,0,-640,-992,-512,-384,-416,-640,-512,-384,54,32826
1,3,-512,-416,128,-32,-416,-992,-512,-384,-352,-448,-512,-384,55,32827
1,3,-128,-832,-64,0,-824,-832,-192,-128,-832,-896,-192,-128,32832,32833
1,3,-128,-896,0,64,-824,-896,-128,-120,-824,-896,-192,-128,32831,57
1,3,-192,-832,0,-64,-824,-896,-200,-192,-824,-896,-192,-120,32830,58
1,3,-200,-824,0,-72,-824,-896,-320,-200,-824,-896,-200,-120,32829,59
1,3,-120,-896,0,72,-824,-896,-120,0,-824,-896,-320,-120,32828,60
1,3,-320,-648,112,0,-648,-824,-320,-208,-632,-648,-320,-208,32835,32836
1,3,-208,-632,-112,0,-512,-632,-320,-208,-632,-824,-320,-208,32834,62
1,3,-208,-648,16,0,-648,-824,-208,0,-512,-648,-192,0,32837,32838
1,3,-208,-632,0,-16,-512,-824,-320,-208,-512,-824,-208,0,63,64
1,3,-64,-384,0,-24,-384,-512,-192,-64,-448,-512,-64,0,32839,32840
