episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
3,4,-520,216,32,168,384,216,-520,-487,384,216,-616,-487,32768,32769
3,4,-464,192,-56,24,216,192,-520,-464,216,96,-568,-464,32770,32771
3,4,-520,216,-32,0,384,216,-616,-487,216,96,-568,-464,0,1
3,4,-368,376,-96,-184,376,192,-464,-368,376,160,-464,-304,32773,32774
3,4,-360,376,8,8,384,376,-360,-304,384,376,-376,-368,32775,32776
3,4,-368,376,8,0,376,160,-464,-304,384,376,-376,-304,3,4
3,4,-192,160,-96,0,256,160,-288,-192,-17,-128,-232,-192,32777,32778
3,4,-296,256,0,-96,256,160,-304,-296,256,160,-296,-288,32779,32780
3,4,-288,160,0,96,256,-128,-288,-192,256,160,-304,-288,6,7
3,4,-288,256,96,0,256,-128,-304,-192,384,320,-304,-272,8,32781
3,4,-304,320,0,-64,384,160,-464,-304,384,-128,-304,-192,5,9
3,4,-208,336,-64,48,384,336,-272,-192,384,-128,-464,-192,32772,10
3,4,-464,192,0,-96,384,96,-616,-464,384,-128,-464,-192,2,11
3,4,-496,760,48,16,776,760,-496,-448,840,760,-512,-448,32782,32783
3,4,-487,384,39,208,592,384,-487,-448,672,384,-512,-448,32785,32786
3,4,-448,592,-64,80,760,592,-512,-448,672,384,-512,-448,32784,14
3,4,-512,672,16,88,760,384,-512,-448,760,384,-616,-496,15,32787
3,4,-496,760,-16,48,840,760,-512,-448,760,384,-616,-448,13,16
3,4,-400,432,80,16,448,432,-400,-320,744,432,-408,-192,32788,32789
3,4,-400,424,0,8,432,424,-400,-400,417,416,-417,-416,32792,32793
3,4,-408,416,8,8,424,416,-408,-400,432,416,-417,-400,32791,19
3,4,-416,416,8,0,416,392,-416,-368,432,416,-417,-400,32790,20
3,4,-400,432,-8,8,744,432,-408,-192,432,392,-417,-368,18,21
3,4,-320,448,64,-24,448,384,-352,-256,448,424,-320,-256,32794,32795
3,4,-360,400,-8,0,400,400,-368,-360,392,384,-376,-376,32797,32798
3,4,-352,392,-8,8,400,392,-360,-352,400,384,-376,-360,32796,24
3,4,-352,384,0,8,448,384,-352,-256,400,384,-376,-352,23,25
3,4,-192,576,-64,-152,576,424,-256,-192,424,384,-272,-192,32799,32800
3,4,-256,424,-16,-40,448,384,-376,-256,576,384,-272,-192,26,27
3,4,-368,400,-8,-8,744,392,-417,-192,576,384,-376,-192,22,28
3,4,-384,624,80,136,760,624,-384,-277,824,624,-448,-304,32802,32803
3,4,-304,760,32,-16,760,733,-304,-272,816,744,-304,-248,32804,32805
3,4,-368,824,64,-64,824,624,-448,-277,816,733,-304,-248,30,31
3,4,-448,776,56,-152,776,624,-448,-392,824,624,-448,-248,32801,32
3,4,-424,432,0,-8,432,424,-424,-424,424,417,-424,-417,32808,32809
3,4,-416,440,-8,-8,440,432,-424,-416,432,417,-424,-417,32807,34
3,4,-408,440,-8,0,624,440,-416,-325,440,417,-424,-416,32806,35
3,4,-400,616,0,-8,616,608,-400,-400,608,600,-400,-392,32814,32815
3,4,-392,624,-8,-8,624,616,-400,-392,616,600,-400,-392,32813,37
3,4,-376,616,-8,8,624,616,-384,-376,624,600,-400,-392,32812,38
3,4,-376,608,0,8,616,608,-376,-376,624,600,-400,-376,32811,39
3,4,-392,600,8,0,600,600,-392,-384,624,600,-400,-376,32810,40
3,4,-384,600,8,8,624,417,-424,-325,624,600,-400,-376,36,41
3,4,-384,624,-8,0,824,624,-448,-248,624,417,-424,-325,33,42
3,4,-408,440,136,304,744,384,-417,-192,824,417,-448,-248,29,43
3,4,-448,832,0,-56,840,384,-616,-448,824,384,-448,-192,17,44
3,4,-352,384,80,0,384,-128,-616,-192,840,384,-616,-192,12,45
3,4,-64,640,-104,-64,704,576,-192,-4,676,640,-64,0,32817,32818
3,4,-192,704,24,0,704,576,-192,0,768,704,-168,-8,47,32819
3,4,-16,768,16,-128,768,576,-192,0,768,640,-16,0,48,32820
3,4,0,512,0,24,640,512,0,64,768,576,-192,0,32816,49
3,4,64,448,-64,0,480,448,0,64,448,416,0,64,32822,32823
3,4,64,480,-64,0,512,480,0,64,480,416,0,64,32821,51
3,4,64,512,-64,0,768,512,-192,64,512,416,0,64,50,52
3,4,-16,896,-48,0,1152,896,-128,64,896,768,-16,64,32824,32825
3,4,-64,1152,64,0,1152,768,-128,64,1176,1152,0,64,54,32826
3,4,-40,768,24,0,768,416,-192,64,1176,768,-128,64,53,55
3,4,64,384,-64,0,416,384,0,64,384,352,0,64,32827,32828
3,4,0,352,0,32,416,352,0,64,416,356,-192,-176,57,32829
3,4,64,320,-64,0,352,320,0,64,320,288,0,64,32830,32831
3,4,64,352,-64,0,416,352,-192,64,352,288,0,64,58,59
3,4,-156,-128,100,64,-64,-128,-156,-56,88,-128,-192,-56,32832,32833
3,4,64,0,-8,0,64,0,0,64,0,-64,0,56,32836,32837
3,4,-56,-64,56,0,-64,-64,-56,0,64,-64,0,64,32835,62
3,4,56,-64,8,2,-62,-64,56,64,64,-64,-56,64,32834,63
3,4,-72,88,16,-152,88,-128,-192,-56,64,-64,-56,64,61,64
3,4,64,256,-64,0,288,256,0,64,256,128,0,64,32838,32839
3,4,-120,88,48,0,88,-128,-192,64,288,128,0,64,65,66
3,4,64,288,-64,0,416,288,-192,64,288,-128,-192,64,60,67
3,4,64,416,-64,0,1176,416,-192,64,416,-128,-192,64,56,68
3,4,-192,256,0,-96,840,-128,-616,-192,1176,-128,-192,64,46,69
3,4,656,-16,-48,48,64,-16,608,832,32,-16,608,656,32840,32841
3,4,832,-16,-176,0,64,-16,608,832,-16,-128,656,832,71,32842
3,4,391,-88,11,-39,-88,-128,391,403,64,-128,576,608,32843,32844
3,4,608,32,0,32,64,-128,608,832,64,-128,391,608,72,73
3,4,856,-16,0,-96,-16,-112,832,856,-16,-112,856,864,32845,32846
3,4,832,64,0,-80,64,-128,391,832,-16,-112,832,864,74,75
