episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
2,2,-128,-128,144,-64,-128,-448,-128,16,-64,-192,-128,16,32768,32769
2,2,216,-256,104,0,-256,-448,16,320,-128,-256,16,216,32771,32772
2,2,16,-192,200,64,-128,-448,16,320,-64,-192,16,216,1,32773
2,2,320,-256,0,16,-240,-448,320,384,-64,-448,16,320,32770,2
2,2,16,-64,0,-128,-64,-448,-128,16,-64,-448,16,384,0,3
2,2,320,-464,0,16,-448,-464,320,384,-448,-464,64,192,32774,32775
2,2,-128,-480,192,0,-480,-576,-128,256,-464,-480,64,192,32776,32777
2,2,384,-464,-64,0,-448,-464,64,384,-464,-576,-128,256,5,6
2,2,64,-448,-48,0,-64,-448,-128,384,-448,-576,-128,384,4,7
2,2,-144,-80,0,-32,-80,-112,-168,-144,-80,-112,-144,-136,32781,32782
2,2,-136,-80,-8,0,-64,-80,-168,-136,-80,-112,-168,-136,32780,9
2,2,-136,-112,0,32,-64,-112,-136,-128,-64,-112,-168,-136,32779,10
2,2,-144,-112,8,0,-112,-128,-168,-128,-64,-112,-168,-128,32778,11
2,2,-192,-128,0,64,-64,-128,-192,-168,-64,-128,-208,-192,32784,32785
2,2,-208,-64,0,-64,-64,-128,-384,-208,-64,-128,-208,-168,32783,13
2,2,-168,-128,0,64,-64,-128,-168,-128,-64,-128,-384,-168,12,14
2,2,-224,-480,80,0,-480,-576,-224,-144,-256,-480,-224,-144,32788,32789
2,2,-224,-192,0,-64,-192,-576,-320,-224,-256,-576,-224,-144,32787,16
2,2,-128,-408,-16,0,-256,-408,-144,-128,-480,-576,-144,-128,32790,32791
2,2,-144,-408,0,-72,-192,-576,-320,-144,-256,-576,-144,-128,17,18
2,2,-232,-160,-128,0,-128,-160,-360,-232,-192,-576,-320,-128,32786,19
2,2,-128,-128,-40,0,-64,-128,-384,-128,-128,-576,-360,-128,15,20
2,2,-128,-448,0,40,-64,-576,-128,384,-64,-576,-384,-128,8,21
2,2,16,0,-144,-64,280,-64,-128,16,0,-64,-128,16,32792,32793
2,2,-192,280,0,-24,280,128,-320,-192,256,128,-192,-128,32795,32796
2,2,-360,-32,128,0,-32,-64,-360,-232,280,128,-320,-128,32794,24
2,2,-128,-64,0,192,280,-64,-128,16,280,-64,-360,-128,23,25
2,2,192,280,24,-216,280,-64,16,216,280,64,192,384,32797,32798
2,2,16,280,0,-280,280,-64,-360,16,280,-64,16,384,26,27
2,2,256,720,16,-16,720,592,128,272,752,720,256,256,32802,32803
2,2,272,768,-16,-16,768,624,128,272,752,592,128,272,32801,29
2,2,128,592,144,112,704,536,128,384,768,592,128,272,32800,30
2,2,384,768,-112,0,896,768,128,384,768,536,128,384,32799,31
2,2,192,280,0,256,536,280,192,384,393,336,128,152,32804,32805
2,2,192,536,-64,56,896,536,128,384,536,280,128,384,32,33
2,2,128,768,-176,0,896,768,-48,128,752,584,-48,120,32806,32807
2,2,-48,768,-16,-16,896,640,-176,-48,752,584,-176,-64,32808,32809
2,2,-48,584,0,168,896,584,-48,128,896,584,-176,-48,35,36
2,2,-48,568,16,0,568,568,-48,96,584,568,-32,96,32811,32812
2,2,-64,584,16,-16,584,352,-176,96,584,568,-48,96,32810,38
2,2,96,584,0,-16,584,352,-176,96,568,352,96,112,39,32813
2,2,-32,584,-16,0,896,584,-176,128,584,352,-176,112,37,40
2,2,-176,368,0,512,896,352,-176,128,896,280,-320,-192,41,32814
2,2,112,400,-16,-48,896,280,-320,128,400,339,96,128,42,32815
2,2,128,592,0,176,896,280,128,384,896,280,-320,128,34,43
2,2,-128,280,144,0,280,-64,-360,384,896,280,-320,384,28,44
2,2,-168,-64,40,0,-64,-576,-384,384,896,-64,-360,384,22,45
2,2,384,-256,224,-192,-256,-448,384,608,-256,-448,384,608,32817,32818
2,2,608,-464,0,16,-256,-464,608,736,-256,-448,384,608,32816,47
2,2,736,-256,224,-192,-256,-448,736,960,-256,-448,736,960,32820,32821
2,2,960,-464,0,16,-256,-464,960,1024,-256,-448,736,960,32819,49
2,2,736,-448,0,-16,-256,-464,384,736,-256,-464,736,1024,48,50
2,2,608,-240,128,0,-240,-256,608,736,112,-192,448,736,32822,32823
2,2,960,0,0,64,112,0,960,1024,64,0,896,960,32826,32827
