episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
1,1,1784,-3448,-240,64,-3104,-3448,1520,2128,-3384,-3448,1544,1784,32768,32769
1,1,2064,-3408,-280,-40,-3104,-3448,1520,2128,-3408,-3448,1784,2064,0,32770
1,1,2128,-3272,-64,-136,-3104,-3448,1520,2128,-3272,-3408,2064,2128,1,32771
1,1,2040,-3144,88,-128,-3104,-3448,1520,2128,-3144,-3272,2040,2128,2,32772
1,1,1896,-3104,144,-40,-3104,-3448,1520,2128,-3104,-3144,1896,2040,3,32773
1,1,1520,-3168,152,64,-3104,-3448,1520,2128,-3104,-3168,1520,1672,4,32774
1,1,1544,-3384,-24,216,-3104,-3448,1520,2128,-3104,-3520,1376,1544,5,32775
1,1,1920,-2920,256,0,-2920,-2920,1920,2176,-2880,-2920,1856,2176,32777,32778
1,1,1856,-2880,64,-40,-2880,-3104,1376,1920,-2880,-2920,1856,2176,32776,7
1,1,1672,-3104,224,0,-3104,-3520,1376,2128,-2880,-3104,1376,2176,6,8
1,1,1376,-3360,-32,0,-3264,-3360,1344,1376,-3392,-3520,1344,1376,32779,32780
1,1,1344,-3264,32,0,-3264,-3520,1344,1376,-3104,-3200,1344,1376,10,32781
1,1,1376,-3200,0,96,-2880,-3520,1376,2176,-3104,-3520,1344,1376,9,11
1,1,2048,-3904,128,0,-3904,-4064,2048,2176,-3872,-3904,2048,2176,32782,32783
1,1,2048,-3840,128,0,-3840,-3872,2048,2176,-3808,-3840,2048,2176,32784,32785
1,1,2048,-3808,128,0,-3808,-3872,2048,2176,-3776,-3808,2048,2176,14,32786
1,1,2048,-3872,128,0,-3872,-4064,2048,2176,-3776,-3872,2048,2176,13,15
1,1,1984,-3648,-608,0,-3520,-3648,1376,1984,-3648,-3776,1376,1984,32787,32788
1,1,1528,-3680,-152,32,-3520,-3776,1376,1984,-3680,-3776,1528,1984,17,32789
1,1,2016,-3680,-32,-96,-3680,-3776,1984,2016,-3680,-3776,2048,2176,32792,32793
1,1,2048,-3680,-32,0,-3648,-3680,1984,2176,-3680,-3776,1984,2176,32791,19
1,1,2176,-3648,-192,0,-3648,-3648,1984,2176,-3648,-3776,1984,2176,32790,20
1,1,1984,-3648,0,-128,-3520,-3776,1376,1984,-3648,-3776,1984,2176,18,21
1,1,2048,-3776,128,0,-3776,-4064,2048,2176,-3520,-3776,1376,2176,16,22
1,1,1376,-3520,-32,0,-2880,-3520,1344,2176,-3520,-4064,1376,2176,12,23
1,1,2176,-2816,-512,0,-2752,-2816,1664,2176,-2816,-2880,1664,2176,32794,32795
1,1,1792,-2304,192,0,-2304,-2312,1792,1984,-2240,-2304,1792,1984,32802,32803
1,1,1792,-2240,0,-64,-2240,-2312,1784,1792,-2240,-2312,1792,1984,32801,26
1,1,1984,-2240,-192,0,-2232,-2240,1784,1984,-2240,-2312,1784,1984,32800,27
1,1,1984,-2304,0,64,-2232,-2312,1984,1992,-2232,-2312,1784,1984,32799,28
1,1,1784,-2232,0,-80,-2232,-2312,1664,1784,-2232,-2312,1784,1992,32798,29
1,1,1992,-2232,-208,0,-2112,-2232,1664,1992,-2232,-2312,1664,1992,32797,30
1,1,1784,-2312,208,0,-2312,-2552,1664,1992,-2112,-2312,1664,1992,32796,31
1,1,1792,-2624,192,0,-2624,-2632,1792,1984,-2560,-2624,1792,1984,32809,32810
1,1,1792,-2560,0,-64,-2560,-2632,1784,1792,-2560,-2632,1792,1984,32808,33
1,1,1984,-2560,-192,0,-2552,-2560,1784,1984,-2560,-2632,1784,1984,32807,34
1,1,1984,-2624,0,64,-2552,-2632,1984,1992,-2552,-2632,1784,1984,32806,35
1,1,1784,-2632,208,0,-2632,-2752,1784,1992,-2552,-2632,1784,1992,32805,36
1,1,1784,-2552,0,-80,-2552,-2752,1664,1784,-2552,-2752,1784,1992,32804,37
1,1,1992,-2552,-208,0,-2112,-2552,1664,1992,-2552,-2752,1664,1992,32,38
1,1,2144,-2304,0,-256,-2304,-2560,1992,2144,-2304,-2560,2144,2176,32811,32812
1,1,2112,-2592,64,0,-2592,-2752,1992,2176,-2560,-2592,1992,2112,32813,32814
1,1,2176,-2560,-32,0,-2304,-2560,1992,2176,-2560,-2752,1992,2176,40,41
1,1,2176,-2272,-64,0,-2112,-2272,1992,2176,-2272,-2304,1992,2112,32815,32816
1,1,2112,-2304,32,0,-2304,-2752,1992,2176,-2112,-2304,1992,2176,42,43
1,1,1992,-2552,0,-80,-2112,-2752,1664,1992,-2112,-2752,1992,2176,39,44
1,1,1664,-2112,512,0,-2112,-2752,1664,2176,-2048,-2112,1664,2176,45,32817
1,1,1664,-2752,512,0,-2752,-2880,1664,2176,-2048,-2752,1664,2176,25,46
1,1,1552,-2432,112,0,-2432,-2560,1552,1664,-2048,-2368,1600,1664,32818,32819
1,1,1664,-2560,-112,0,-2048,-2560,1552,1664,-2624,-2816,1600,1664,48,32820
1,1,1472,-2560,-88,-32,-2432,-2592,1344,1472,-2592,-2880,1344,1384,32821,32822
1,1,1536,-2432,0,-128,-2432,-2560,1472,1536,-2432,-2560,1536,1552,32823,32824
1,1,1472,-2432,0,-128,-2432,-2880,1344,1472,-2432,-2560,1472,1552,50,51
1,1,1552,-2560,0,128,-2048,-2816,1552,1664,-2432,-2880,1344,1552,49,52
1,1,1664,-2600,0,40,-2048,-2880,1664,2176,-2048,-2880,1344,1664,47,53
1,1,1664,-2880,192,0,-2880,-4064,1344,2176,-2048,-2880,1344,2176,24,54
1,1,896,-3360,0,256,-3104,-3360,896,928,-3104,-3360,704,896,32826,32827
1,1,928,-3360,0,256,-3104,-3360,928,1344,-3104,-3360,704,928,32825,56
1,1,928,-3072,256,0,-3072,-3104,928,1184,-3072,-3072,928,1184,32828,32829
1,1,1216,-3072,-32,0,-3072,-3072,1184,1216,-3072,-3104,1216,1344,32830,32831
1,1,1184,-3072,0,-32,-3072,-3104,928,1184,-3072,-3104,1184,1344,58,59
1,1,896,-3072,0,-32,-2944,-3104,704,896,-3072,-3072,896,928,32832,32833
1,1,928,-3104,0,32,-3072,-3104,928,1344,-2944,-3104,704,928,60,61
1,1,832,-2944,136,64,-2880,-3104,832,1344,-2944,-2944,704,832,32834,32835
1,1,968,-2880,248,0,-2880,-3104,704,1344,-2486,-2880,1216,1344,63,32836
1,1,1216,-3072,128,-32,-2944,-3104,704,1344,-2486,-3104,704,1344,62,64
1,1,896,-3104,32,0,-3104,-3360,704,1344,-2486,-3104,704,1344,57,65
1,1,1184,-3392,-256,0,-3360,-3392,928,1184,-3392,-3392,928,1184,32837,32838
1,1,896,-3360,0,-32,-3360,-3552,704,896,-3392,-3392,896,928,32839,32840
1,1,928,-3392,0,32,-3360,-3392,928,1184,-3360,-3552,704,928,67,68
1,1,1344,-3360,-128,-32,-3360,-3392,1216,1344,-3360,-3392,1216,1344,32842,32843
1,1,1184,-3392,32,0,-3392,-3552,1184,1344,-3360,-3392,1216,1344,32841,70
1,1,1184,-3360,0,-32,-3360,-3552,704,1184,-3360,-3552,1184,1344,69,71
1,1,1152,-3648,-64,0,-3552,-3648,832,1280,-3648,-3680,1024,1088,32844,32845
1,1,1344,-3552,-64,0,-3360,-3552,704,1344,-3552,-3680,832,1280,72,73
1,1,1184,-3360,-256,0,-2486,-3360,704,1344,-3360,-3680,704,1344,66,74
1,1,512,-3328,0,24,-3104,-3360,512,704,-3160,-3304,496,512,32846,32847
1,1,288,-3264,0,64,-3200,-3264,288,320,-3200,-3264,256,288,32851,32852
1,1,320,-3200,-32,0,-3136,-3200,256,320,-3200,-3264,256,320,32850,77
1,1,256,-3264,32,0,-3264,-3328,256,320,-3136,-3264,256,320,32849,78
1,1,320,-3264,0,64,-3136,-3328,320,496,-3136,-3328,256,320,32848,79
1,1,320,-3392,0,64,-3328,-3392,320,496,-3328,-3392,256,320,32854,32855
1,1,256,-3392,64,0,-3392,-3456,256,472,-3328,-3392,256,496,32853,81
1,1,320,-3328,-64,0,-3136,-3328,256,496,-3328,-3456,256,496,80,82
1,1,320,-3072,-64,0,-3008,-3072,256,320,-3072,-3136,256,320,32857,32858
1,1,320,-3136,0,64,-3008,-3136,320,496,-3008,-3136,256,320,32856,84
