episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
1,5,-1920,624,64,0,624,277,-1920,-1856,656,624,-1920,-1856,32769,32770
1,5,-1920,656,0,-32,656,289,-2176,-1920,656,277,-1920,-1856,32768,0
1,5,-1920,688,64,0,688,656,-1920,-1856,720,688,-1920,-1856,32772,32773
1,5,-1920,720,0,-32,720,656,-2176,-1920,720,656,-1920,-1856,32771,2
1,5,-1920,656,64,0,656,277,-2176,-1856,720,656,-2176,-1856,1,3
1,5,-2080,320,-96,128,720,277,-2176,-1856,448,320,-2176,-2080,4,32774
1,5,-1856,728,-64,0,792,728,-1920,-1856,728,720,-1920,-1856,32776,32777
1,5,-1920,864,64,0,864,800,-1920,-1856,880,880,-1936,-1856,32778,32779
1,5,-1856,800,-64,0,880,800,-1936,-1856,800,792,-1920,-1856,7,32780
1,5,-1920,792,64,0,792,720,-1920,-1856,880,792,-1936,-1856,6,8
1,5,-1936,880,0,-160,896,720,-2176,-1936,880,720,-1936,-1856,32775,9
1,5,-1936,720,16,0,720,277,-2176,-1856,896,720,-2176,-1856,5,10
1,5,-2176,448,0,448,896,277,-2176,-1856,896,342,-2240,-2176,11,32781
1,5,-1848,864,0,-64,864,800,-1856,-1848,864,800,-1848,-1840,32784,32785
1,5,-1840,800,0,64,864,800,-1840,-1792,864,800,-1856,-1840,32783,13
1,5,-1840,864,48,0,864,800,-1856,-1792,896,880,-1856,-1808,14,32786
1,5,-1792,864,0,32,896,800,-1792,-1600,896,800,-1856,-1792,32782,15
1,5,-1792,576,0,128,800,448,-1792,-1600,704,576,-1808,-1792,32789,32790
1,5,-1728,448,-64,128,800,448,-1808,-1600,608,448,-1808,-1728,17,32791
1,5,-1728,448,-16,0,800,448,-1808,-1600,448,384,-1728,-1600,18,32792
1,5,-1808,720,0,-16,720,568,-1856,-1808,800,384,-1808,-1600,32788,19
1,5,-1808,568,64,-120,656,256,-1856,-1744,800,384,-1856,-1600,32787,20
1,5,-1792,800,-48,0,896,800,-1856,-1600,800,256,-1856,-1600,16,21
1,5,-1856,728,0,-8,896,277,-2240,-1856,896,256,-1856,-1600,12,22
1,5,-1744,256,-336,64,896,256,-2240,-1600,342,256,-2198,-1744,23,32793
1,5,-704,896,0,-128,896,768,-896,-704,896,768,-704,-656,32794,32795
1,5,-576,752,-48,16,896,752,-640,-576,773,768,-640,-624,32796,32797
1,5,-640,768,0,128,896,752,-640,-576,896,768,-656,-640,26,32798
1,5,-656,896,0,-128,896,768,-896,-656,896,752,-656,-576,25,27
1,5,-1064,672,168,-8,672,640,-1064,-896,704,664,-1064,-896,32799,32800
1,5,-1064,768,168,0,768,704,-1064,-896,896,768,-1064,-896,32801,32802
1,5,-1064,704,168,0,704,640,-1064,-896,896,704,-1064,-896,29,30
1,5,-1344,736,-96,0,736,736,-1440,-1344,736,640,-1440,-1344,32804,32805
1,5,-1440,736,0,-96,896,640,-1600,-1440,736,640,-1440,-1344,32803,32
1,5,-1216,896,0,-128,896,768,-1216,-1216,896,768,-1216,-1088,32807,32808
1,5,-1216,768,128,0,768,640,-1344,-1088,896,768,-1216,-1088,32806,34
1,5,-1344,720,0,-64,896,640,-1600,-1344,896,640,-1344,-1088,33,35
1,5,-1064,768,0,128,896,640,-1064,-896,896,640,-1600,-1088,31,36
1,5,-896,768,0,128,896,752,-896,-576,896,640,-1600,-896,28,37
1,5,-1104,592,-75,0,613,592,-1179,-1102,592,537,-1179,-1104,32809,32810
1,5,-1120,536,96,-120,536,392,-1152,-1024,552,416,-1120,-960,32811,32812
1,5,-1088,576,168,-56,576,464,-1104,-920,608,520,-1088,-904,32813,32814
1,5,-1104,552,144,-88,552,392,-1152,-960,608,464,-1104,-904,40,41
1,5,-1104,592,-54,-54,613,537,-1179,-1102,608,392,-1152,-904,39,42
1,5,-1099,640,-2,-26,640,613,-1102,-1099,640,576,-1072,-896,32815,32816
1,5,-1072,608,168,-32,613,392,-1179,-904,640,576,-1102,-896,43,44
1,5,-1064,640,168,-16,640,392,-1179,-896,640,624,-1064,-896,45,32817
1,5,-960,464,-64,-48,640,392,-1179,-896,464,352,-1024,-960,46,32818
1,5,-1184,512,0,-128,512,384,-1408,-1184,512,384,-1184,-1104,32820,32821
1,5,-1408,512,0,-128,512,384,-1600,-1408,512,384,-1408,-1104,32819,48
1,5,-1472,528,-128,32,640,528,-1600,-1280,544,512,-1600,-1472,32822,32823
1,5,-1179,592,-101,0,592,592,-1280,-1179,592,528,-1280,-1158,32825,32826
1,5,-1184,512,32,8,520,512,-1184,-1149,592,528,-1280,-1158,32824,51
1,5,-1280,592,0,-64,640,512,-1600,-1280,592,512,-1280,-1149,50,52
1,5,-1408,512,224,0,512,384,-1600,-1104,640,512,-1600,-1149,49,53
1,5,-1392,368,176,0,368,192,-1392,-1216,384,368,-1392,-1216,32827,32828
1,5,-1408,384,-192,0,640,384,-1600,-1104,384,192,-1392,-1216,54,55
1,5,-1104,392,-48,128,640,352,-1179,-896,640,192,-1600,-1104,47,56
1,5,-896,624,-8,-48,640,192,-1600,-896,-265,-640,-704,-576,57,32829
1,5,-1344,640,-96,0,896,640,-1600,-576,640,-640,-1600,-576,38,58
1,5,-1600,896,0,-336,896,256,-2240,-1600,896,-640,-1600,-576,24,59
1,5,-2176,1216,104,128,1408,896,-2176,-1744,1344,1216,-2176,-2072,32830,32831
1,5,-2072,1344,328,64,1408,896,-2176,-1744,1408,1344,-2176,-1744,61,32832
1,5,-2176,896,0,320,1408,896,-2176,-1744,1344,896,-2240,-2176,62,32833
1,5,-1792,896,0,192,1216,896,-1792,-1600,1088,896,-1808,-1792,32835,32836
1,5,-1792,1088,64,128,1216,896,-1808,-1600,1216,1056,-1808,-1728,64,32837
1,5,-1744,1216,16,0,1216,896,-1808,-1600,1280,1216,-1728,-1600,65,32838
1,5,-1808,1096,0,-200,1096,896,-1808,-1808,1280,896,-1808,-1600,32834,66
1,5,-1744,1216,-64,-120,1408,896,-2240,-1744,1280,896,-1808,-1600,63,67
1,5,-1440,928,96,0,928,928,-1440,-1344,1024,928,-1440,-1344,32842,32843
1,5,-1440,1024,0,-96,1024,896,-1600,-1440,1024,928,-1440,-1344,32841,69
1,5,-1344,1008,0,-64,1024,896,-1600,-1344,1024,928,-1344,-1344,70,32844
1,5,-1344,1024,-96,0,1136,1024,-1600,-1280,1024,896,-1600,-1344,32840,71
1,5,-1536,1136,-64,-16,1136,1120,-1600,-1536,1136,896,-1600,-1280,32839,72
1,5,-1280,1072,101,0,1072,1072,-1280,-1179,1136,1072,-1280,-1158,32845,32846
1,5,-1280,1136,0,-64,1136,896,-1600,-1280,1136,1072,-1280,-1158,73,74
1,5,-1408,1152,-64,0,1280,1152,-1600,-1408,1152,1136,-1536,-1472,32847,32848
1,5,-1184,1280,0,-128,1280,1152,-1408,-1184,1280,1144,-1184,-1104,32849,32850
1,5,-1408,1280,0,-128,1280,1136,-1600,-1408,1280,1144,-1408,-1104,76,77
1,5,-1216,1296,-176,0,1472,1296,-1392,-1216,1296,1280,-1392,-1216,32851,32852
1,5,-1600,1280,192,0,1280,1136,-1600,-1104,1472,1280,-1392,-1216,78,79
1,5,-1280,1136,112,0,1136,896,-1600,-1158,1472,1136,-1600,-1104,75,80
1,5,-1179,1072,75,0,1072,1050,-1179,-1102,1126,1072,-1179,-1104,32853,32854
1,5,-1024,1248,-96,-120,1272,1128,-1152,-1024,1248,1112,-1120,-960,32855,32856
1,5,-920,1144,-168,-56,1200,1088,-1104,-920,1144,1056,-1088,-904,32857,32858
1,5,-960,1200,-144,-88,1272,1112,-1152,-960,1200,1056,-1104,-904,83,84
1,5,-1158,1126,54,-54,1126,1050,-1179,-1102,1272,1056,-1152,-904,82,85
1,5,-896,1040,-168,-16,1088,1024,-1072,-896,1040,992,-1064,-896,32861,32862
1,5,-896,960,-168,0,1000,960,-1064,-896,960,896,-1064,-896,32863,32864
1,5,-896,1000,-168,-8,1088,992,-1072,-896,1000,896,-1064,-896,87,88
1,5,-1102,1050,14,-154,1050,896,-1216,-1088,1088,896,-1072,-896,32860,89
1,5,-624,896,48,16,912,896,-624,-576,1088,896,-1216,-896,32859,90
1,5,-904,1088,-168,-32,1272,1050,-1179,-904,1088,896,-1216,-576,86,91
1,5,-1104,1272,-48,-128,1472,896,-1600,-1104,1272,896,-1216,-576,81,92
1,5,-1600,1120,0,-16,1408,896,-2240,-1600,1472,896,-1600,-576,68,93
1,5,-944,1248,0,64,1312,1248,-944,-880,1312,1248,-960,-944,32866,32867
1,5,-960,1312,0,-64,1312,1200,-1024,-960,1312,1248,-960,-880,32865,95
1,5,-608,1248,0,-80,1248,1168,-864,-608,1248,1168,-608,-576,32868,32869
1,5,-864,1248,0,64,1344,1248,-864,-736,1312,1248,-880,-864,32870,32871
1,5,-736,1248,128,0,1248,1168,-864,-576,1344,1248,-880,-736,97,98
1,5,-880,1312,0,-64,1312,1200,-1024,-880,1344,1168,-880,-576,96,99
1,5,-1216,1472,0,-80,1472,1392,-1322,-1216,1664,1344,-1024,-864,32872,32873
1,5,-776,1448,24,16,1464,1448,-776,-752,1488,1448,-845,-752,32882,32883
1,5,-824,1448,48,0,1448,1448,-824,-776,1488,1448,-845,-752,32881,102
1,5,-752,1464,-24,40,1528,1464,-776,-736,1504,1464,-800,-752,32884,32885
1,5,-800,1488,48,-24,1488,1448,-845,-752,1528,1464,-800,-736,103,104
1,5,-848,1464,48,24,1488,1462,-848,-800,1504,1464,-848,-800,32887,32888
1,5,-824,1504,-24,-40,1528,1464,-864,-824,1504,1462,-848,-800,32886,106
1,5,-816,1520,-48,8,1568,1520,-864,-800,1528,1504,-864,-816,32889,32890
1,5,-784,1520,-16,48,1568,1520,-800,-736,1568,1520,-816,-784,32891,32892
1,5,-736,1528,-48,-8,1568,1520,-816,-736,1528,1504,-784,-736,109,32893
1,5,-800,1568,-16,-48,1568,1504,-864,-800,1568,1504,-816,-736,108,110
1,5,-864,1528,40,-24,1528,1462,-864,-800,1568,1504,-864,-736,107,111
1,5,-776,1504,40,24,1528,1448,-845,-736,1568,1462,-864,-736,105,112
1,5,-848,1464,24,-16,1464,1448,-848,-824,1568,1448,-864,-736,32880,113
1,5,-760,1560,-40,8,1568,1560,-800,-760,1568,1448,-864,-736,32879,114
