episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
3,2,880,2232,0,8,2240,2184,880,1046,2232,2184,816,880,32769,32770
3,2,880,2240,-64,0,2288,2240,816,976,2240,2184,816,1046,32768,0
3,2,1008,2384,-24,40,2448,2384,984,1032,2424,2384,984,1008,32772,32773
3,2,984,2424,32,24,2448,2384,984,1032,2448,2424,984,1016,2,32774
3,2,1016,2448,16,-40,2448,2384,984,1032,2528,2408,1000,1101,3,32775
3,2,1032,2408,-24,-24,2528,2384,984,1101,2477,2256,976,1112,4,32776
3,2,976,2256,0,-16,2557,2240,816,976,2528,2256,976,1112,32771,5
3,2,1008,2552,-8,-24,2579,2528,942,1008,2552,2472,1000,1120,32778,32779
3,2,1120,2496,-112,56,2800,2496,952,1184,2579,2472,942,1120,32777,7
3,2,1000,2528,112,-56,2557,2240,816,1112,2800,2472,942,1184,6,8
3,2,1056,2800,55,33,2833,2680,1056,1187,3400,3094,816,904,32780,32781
3,2,1056,2800,128,-120,2800,2240,816,1184,3400,2680,816,1187,9,10
3,2,816,2288,160,-48,2288,2184,816,1046,3400,2240,816,1187,1,11
3,2,896,1856,-16,56,2048,1856,880,896,1912,1845,880,896,32782,32783
3,2,816,1912,64,0,1912,1867,816,880,1984,1920,816,880,32784,32785
3,2,816,1984,64,0,1984,1867,816,880,2048,1992,816,880,14,32786
3,2,880,1912,0,8,2048,1845,880,896,2048,1867,816,880,13,15
3,2,880,2048,0,8,2112,2048,880,880,2112,2056,816,880,32787,32788
3,2,880,2112,0,8,2184,2112,880,880,2176,2120,816,880,32789,32790
3,2,816,2112,64,0,2112,2048,816,880,2184,2112,816,880,17,18
3,2,816,2048,64,0,2048,1845,816,896,2184,2048,816,880,16,19
3,2,1008,1936,-48,40,2016,1936,960,1040,1976,1936,960,1008,32792,32793
3,2,1032,2000,8,-40,2016,1936,960,1040,2000,1960,1032,1040,21,32794
3,2,960,1976,16,40,2016,1936,960,1040,2016,1856,896,976,22,32795
3,2,1040,1960,-32,-24,2016,1856,896,1040,1984,1856,904,1112,23,32796
3,2,1040,2088,-32,48,2184,2088,1008,1065,2136,2088,976,1040,32798,32799
3,2,976,2088,64,0,2088,1984,976,1086,2184,2088,976,1065,32797,25
3,2,976,2016,56,-16,2016,1856,896,1112,2184,1984,976,1086,24,26
3,2,1008,2136,-32,-48,2136,2088,976,1008,2184,1856,896,1112,32791,27
3,2,944,1832,168,0,1832,1779,944,1136,1856,1832,904,1112,32800,32801
3,2,904,1856,-8,0,2184,1856,896,1112,1856,1779,904,1136,28,29
3,2,896,1856,0,-11,2184,1845,816,896,2184,1779,896,1136,20,30
3,2,880,2184,-64,0,3400,2184,816,1187,2184,1779,816,1136,12,31
3,2,1728,1920,32,-32,1920,1856,1680,1760,1920,1888,1728,1760,32803,32804
3,2,1728,1856,-32,0,1920,1856,1680,1760,1856,1831,1696,1728,33,32805
3,2,1760,1888,-32,-32,1920,1831,1680,1760,1920,1536,1703,2144,34,32806
3,2,1688,2016,0,-24,2016,1992,1688,1688,2016,1992,1688,1840,32810,32811
3,2,1840,1992,0,24,2016,1992,1840,1881,2016,1992,1688,1840,32809,36
3,2,1840,2016,-152,0,2120,2016,1647,1867,2016,1992,1688,1881,32808,37
3,2,1688,1992,152,0,1992,1920,1680,1923,2120,1992,1647,1881,32807,38
3,2,1680,1920,48,0,1920,1536,1680,2144,2120,1920,1647,1923,35,39
3,2,2029,1536,114,0,1536,1508,2029,2144,2120,1536,1647,2144,32802,40
3,2,1664,1920,16,0,1920,1856,1664,1680,1936,1920,1660,1664,32813,32814
3,2,1680,1856,-16,64,1936,1856,1660,1680,1936,1840,1648,1680,42,32815
3,2,1680,1856,0,-16,1936,1840,1648,1680,1920,1856,1680,1696,43,32816
3,2,1680,1920,-40,128,2051,1920,1640,1680,1936,1840,1648,1696,32812,44
3,2,1696,1856,-16,64,2120,1508,1647,2144,2051,1840,1640,1696,41,45
3,2,1296,2824,-32,8,2912,2824,1264,1328,2832,2824,1264,1296,32817,32818
3,2,1328,2872,-32,-48,2912,2824,1264,1328,2872,2735,1264,1375,47,32819
3,2,1264,2832,0,40,2912,2735,1264,1375,2872,2682,1187,1264,48,32820
3,2,1296,2912,32,-40,2912,2682,1187,1375,3046,2813,1296,1552,49,32821
3,2,1264,2872,32,40,3046,2682,1187,1552,2971,2833,1111,1343,50,32822
3,2,1472,3048,24,-32,3048,2968,1469,1528,3049,3016,1472,1496,32824,32825
3,2,1496,3016,32,-48,3049,2968,1469,1528,3064,2936,1473,1576,52,32826
3,2,1576,2952,-80,112,3120,2952,1496,1672,3064,2936,1469,1576,32823,53
3,2,1528,2968,24,-32,3046,2682,1111,1552,3120,2936,1469,1672,51,54
3,2,1640,2048,168,72,2120,1508,1640,2144,3120,2682,1111,1672,46,55
3,2,832,3392,64,-128,3400,1779,816,1187,3120,1508,1111,2144,32,56
3,2,488,2912,32,48,2960,2912,488,552,2960,2912,488,520,32827,32828
3,2,520,2960,32,-48,2960,2912,488,552,3056,2912,504,650,58,32829
3,2,528,2912,8,-56,2912,2856,504,536,2912,2856,528,614,32830,32831
3,2,536,2856,-32,0,2912,2856,504,614,2856,2660,476,593,60,32832
3,2,504,2856,8,56,2912,2660,476,614,2912,2577,320,512,61,32833
3,2,512,2912,-24,0,3056,2912,488,650,2912,2577,320,614,59,62
3,2,504,2992,40,64,3056,2577,320,650,2992,2697,320,504,63,32834
3,2,624,2936,-96,-248,3056,2577,320,650,3003,2936,624,656,64,32835
3,2,664,3016,-112,56,3144,3016,552,696,3072,3000,544,664,32836,32837
3,2,712,3104,-120,56,3456,3104,512,816,3160,3088,592,712,32838,32839
3,2,712,3104,-16,-16,3456,3088,512,816,3104,3072,712,816,67,32840
3,2,592,3144,104,-56,3144,3000,544,696,3456,3072,512,816,66,68
3,2,544,3056,112,-56,3056,2577,320,656,3456,3000,512,816,65,69
3,2,512,2096,0,8,2192,2096,512,608,2192,2104,368,512,32842,32843
3,2,480,2200,0,-8,2280,2192,360,480,2280,2200,480,592,32844,32845
3,2,480,2192,112,0,2192,2096,368,608,2280,2192,360,592,71,72
3,2,488,2280,0,8,2392,2280,488,578,2392,2288,351,488,32846,32847
3,2,440,2400,0,-8,2480,2392,344,440,2480,2400,440,560,32848,32849
3,2,440,2392,120,0,2392,2280,351,578,2480,2392,344,560,74,75
3,2,368,2280,120,0,2280,2096,360,608,2480,2280,344,578,73,76
3,2,392,2096,120,0,2096,1879,384,768,2480,2096,344,608,32841,77
3,2,472,2536,-56,24,2672,2536,416,536,2560,2536,416,472,32850,32851
3,2,480,2480,0,56,2536,2480,480,480,2536,2488,416,472,32852,32853
3,2,480,2536,-8,0,2672,2536,416,536,2536,2480,416,480,79,80
3,2,352,2488,56,72,2560,2488,352,416,2624,2488,320,408,32854,32855
3,2,416,2560,0,56,2672,2480,416,536,2624,2488,320,416,81,82
3,2,536,2560,12,-80,2560,2480,536,548,2672,2560,528,552,32857,32858
3,2,552,2560,-8,112,2704,2560,544,640,2672,2480,528,552,32856,84
3,2,528,2672,8,-112,2672,2480,320,536,2704,2480,528,640,83,85
3,2,352,2480,128,0,2480,1879,344,768,2704,2480,320,640,78,86
3,2,528,2688,-120,-64,3456,2577,320,816,2704,1879,320,768,70,87
3,2,-64,2624,0,-64,2624,2560,-108,-64,2624,2560,-64,0,32863,32864
3,2,0,2624,-64,0,2728,2624,-88,0,2624,2560,-108,0,32862,89
3,2,0,2560,0,64,2705,2560,0,64,2728,2560,-108,0,32861,90
3,2,-64,2560,64,0,2560,2248,-192,48,2728,2560,-108,64,32860,91
3,2,-192,2296,200,-48,2296,2137,-192,8,2728,2248,-192,64,32859,92
3,2,8,2248,16,-72,2248,2078,8,40,2248,2176,8,40,32865,32866
3,2,64,2176,0,64,2240,2176,64,104,2240,2176,40,64,32867,32868
3,2,40,2240,0,-64,2248,2078,8,40,2240,2176,40,104,94,95
3,2,64,2680,-56,-432,2728,2137,-192,64,2248,2078,8,104,93,96
3,2,320,2496,0,224,3456,1879,320,816,2728,2078,-192,104,88,97
3,2,816,2120,0,56,3400,1508,816,2144,3456,1879,-192,816,57,98
3,2,-568,1856,144,0,1856,1723,-568,-424,1864,1856,-568,-424,32870,32871
3,2,-424,1864,-144,0,2048,1864,-568,-424,1864,1723,-568,-424,32869,100
3,2,-136,1776,-38,361,2137,1776,-174,64,1864,1856,-424,-424,32872,32873
3,2,-464,2048,40,-184,2048,1723,-568,-424,2137,1776,-424,64,101,102
3,2,704,1816,-64,-24,1928,1792,528,704,1816,1792,640,704,32874,32875
3,2,640,1792,-112,40,1928,1792,528,704,1832,1632,488,640,104,32876
3,2,528,1832,64,96,1928,1632,488,704,1974,1773,421,592,105,32877
3,2,680,1904,24,-88,1974,1632,421,704,1904,1816,680,704,106,32878
3,2,-120,1760,200,160,1920,1500,-120,536,1936,1760,-136,80,32879,32880
3,2,536,1632,-114,342,1974,1632,421,704,1936,1500,-136,536,107,108
3,2,64,1936,-200,-160,2137,1723,-568,64,1974,1500,-136,704,103,109
3,2,1184,1376,128,0,1376,1285,1152,1349,1536,1376,1144,1312,32881,32882
3,2,880,1376,-40,64,1440,1344,840,1000,1440,1440,792,840,32885,32886
3,2,1000,1432,0,-88,1440,1344,792,1000,1464,1432,1000,1064,112,32887
3,2,1144,1440,-80,24,1568,1440,872,1144,1464,1344,792,1064,32884,113
3,2,992,1512,96,56,1568,1512,992,1088,1696,1568,904,1024,32890,32891
3,2,936,1712,-64,-136,1712,1576,872,936,1712,1568,872,944,32893,32894
3,2,872,1576,0,-8,1576,1568,872,872,1712,1568,872,944,32892,116
3,2,904,1568,40,128,1696,1512,904,1088,1712,1568,872,944,115,117
3,2,1032,1712,-96,0,1712,1712,936,1032,1712,1512,872,1088,32889,118
3,2,1088,1568,-56,144,1779,1440,1032,1248,1712,1512,872,1088,32888,119
3,2,872,1568,120,-56,1568,1344,792,1144,1779,1440,872,1248,114,120
3,2,792,1440,-13,-37,1616,1403,712,800,1779,1344,792,1248,32883,121
3,2,1144,1440,104,96,1536,1285,1144,1349,1779,1344,712,1248,111,122
3,2,600,1528,112,0,1528,1528,600,712,1648,1616,776,800,32897,32898
3,2,600,1600,0,-72,1600,1500,415,600,1648,1528,600,800,32896,124
