episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
2,9,1536,-448,0,128,-320,-448,1536,1600,-320,-448,1024,1536,32769,32770
2,9,1600,-448,0,128,-320,-448,1600,1728,-320,-448,1024,1600,32768,0
2,9,1408,-640,-384,0,-512,-640,1024,1728,-640,-1152,1408,1728,32772,32773
2,9,1728,-512,-704,0,-448,-512,1024,1728,-512,-1152,1024,1728,32771,2
2,9,1728,-448,-128,0,-320,-448,1024,1728,-448,-1152,1024,1728,1,3
2,9,1792,-1024,-64,0,-320,-1024,1728,1792,-1024,-1152,1728,1792,32774,32775
2,9,1920,-640,0,-512,-320,-1152,1792,1920,-320,-640,1920,2432,32776,32777
2,9,1792,-320,0,-704,-320,-1152,1728,1792,-320,-1152,1792,2432,5,6
2,9,1728,-320,0,-128,-320,-1152,1024,1728,-320,-1152,1728,2432,4,7
2,9,1920,-1152,-224,0,-320,-1152,1024,2432,-1152,-1216,1632,1696,8,32778
2,9,1536,256,64,0,256,-320,1536,1600,384,256,1536,1600,32779,32780
2,9,1536,-320,0,576,384,-320,1536,1600,384,-320,1408,1536,10,32781
2,9,2304,-256,0,-64,-256,-320,1600,2304,-256,-320,2304,2432,32782,32783
2,9,1920,-128,512,0,-128,-256,1600,2432,384,-128,1600,1920,32784,32785
2,9,1600,-256,704,0,-256,-320,1600,2432,384,-256,1600,2432,12,13
2,9,1600,256,0,-512,384,-320,1408,1600,384,-320,1600,2432,11,14
2,9,1408,-128,0,512,384,-320,1408,2432,-128,-128,1024,1408,15,32786
2,9,1696,384,224,0,384,-320,1024,2432,448,384,1632,1696,16,32787
2,9,1600,-320,128,0,-320,-1216,1024,2432,448,-320,1024,2432,9,17
2,9,2448,-464,0,16,-320,-464,2448,2496,-320,-448,2432,2448,32788,32789
2,9,2496,-480,-48,0,-472,-480,2448,2496,-480,-512,2448,2496,32790,32791
2,9,2448,-472,48,0,-472,-512,2448,2496,-464,-472,2448,2496,20,32792
2,9,2496,-464,-48,0,-320,-464,2432,2496,-464,-512,2448,2496,19,21
2,9,2656,-400,0,-48,-400,-448,2648,2656,-400,-448,2656,2688,32793,32794
2,9,2624,-400,16,0,-400,-448,2496,2640,-320,-400,2496,2624,32795,32796
2,9,2640,-400,0,-48,-320,-448,2496,2640,-400,-448,2640,2648,24,32797
2,9,2648,-448,0,48,-400,-448,2648,2688,-320,-448,2496,2648,23,25
2,9,2496,-312,48,0,-312,-320,2496,2544,-256,-312,2496,2544,32798,32799
2,9,2560,-304,64,0,-304,-320,2560,2624,-256,-304,2560,2624,32800,32801
2,9,2560,-256,64,0,-256,-320,2560,2624,-192,-256,2560,2624,28,32802
2,9,2544,-312,0,-8,-256,-320,2496,2544,-192,-320,2560,2624,27,29
2,9,2496,-320,48,0,-320,-448,2496,2688,-192,-320,2496,2624,26,30
2,9,2496,-448,0,-16,-320,-512,2432,2496,-192,-448,2496,2688,22,31
2,9,2432,-128,0,-128,448,-1216,1024,2432,-192,-512,2432,2688,18,32
2,9,-384,-320,64,0,-320,-320,-384,-320,-192,-320,-320,-256,32804,32805
2,9,-512,-192,128,-128,-192,-576,-896,-384,-192,-320,-384,-256,32803,34
2,9,-320,-128,-192,0,256,-128,-576,-192,-128,-192,-320,-256,32806,32807
2,9,-704,-192,192,0,-192,-576,-896,-256,256,-192,-576,-192,35,36
2,9,-256,-576,-64,128,-448,-576,-320,-256,-448,-448,-384,-320,32810,32811
2,9,-320,-640,64,64,-576,-640,-320,-256,-448,-576,-384,-256,32809,38
2,9,-512,-640,192,0,-640,-1024,-576,-192,-448,-640,-384,-256,32808,39
