episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
1,6,-992,1312,0,32,1344,1216,-992,-704,1312,1248,-1024,-992,32768,32769
1,6,-1088,1248,0,64,1312,1248,-1088,-1056,1312,1248,-1120,-1088,32771,32772
1,6,-1056,1248,0,64,1312,1248,-1056,-1024,1312,1248,-1120,-1056,32770,1
1,6,-1024,1248,0,64,1344,1216,-1024,-704,1312,1248,-1120,-1024,0,2
1,6,-1184,1216,0,128,1344,1216,-1184,-1152,1344,1216,-1216,-1184,32774,32775
1,6,-1152,1248,0,64,1312,1248,-1152,-1120,1344,1216,-1216,-1152,32773,4
1,6,-1424,1232,-16,0,1328,1232,-1440,-1248,1232,1216,-1424,-1248,32777,32778
1,6,-1440,1328,16,0,1328,1216,-1440,-1248,1344,1328,-1424,-1248,6,32779
1,6,-1248,1216,0,128,1344,1216,-1248,-1216,1344,1216,-1440,-1248,32776,7
1,6,-1216,1216,0,128,1344,1216,-1216,-1120,1344,1216,-1440,-1216,5,8
1,6,-1120,1248,0,64,1344,1216,-1120,-704,1344,1216,-1440,-1120,3,9
1,6,-1088,1472,0,-128,1472,1344,-1120,-1088,1472,1344,-1088,-1056,32780,32781
1,6,-1056,1472,0,-128,1472,1344,-1120,-1056,1472,1344,-1056,-1024,11,32782
1,6,-992,1472,0,-128,1472,1344,-1024,-992,1472,1344,-992,-704,32783,32784
1,6,-1024,1472,0,-128,1472,1344,-1120,-1024,1472,1344,-1024,-704,12,13
1,6,-1264,1536,16,0,1536,1408,-1440,-1248,1568,1536,-1440,-1264,32785,32786
1,6,-1248,1536,0,-128,1568,1408,-1440,-1248,1536,1408,-1248,-1216,15,32787
1,6,-1184,1536,0,-128,1536,1408,-1216,-1184,1536,1376,-1184,-1152,32788,32789
1,6,-1152,1504,0,-128,1536,1376,-1216,-1152,1504,1344,-1152,-1120,17,32790
1,6,-1216,1536,0,-128,1568,1408,-1440,-1216,1536,1344,-1216,-1120,16,18
1,6,-1120,1344,0,128,1472,1344,-1120,-704,1568,1344,-1440,-1120,14,19
1,6,-1216,1344,32,0,1344,1216,-1440,-704,1568,1344,-1440,-704,10,20
1,6,-1616,1536,0,-64,1536,1472,-1632,-1616,1568,1472,-1616,-1440,32791,32792
1,6,-1632,1416,32,-72,1416,1344,-1632,-1600,1416,1344,-1632,-1504,32793,32794
1,6,-1504,1352,0,-8,1416,1344,-1632,-1504,1416,1352,-1504,-1464,23,32795
1,6,-1440,1472,-176,0,1568,1472,-1632,-1440,1416,1344,-1632,-1464,22,24
1,6,-1584,1232,0,96,1328,1232,-1584,-1440,1328,1232,-1600,-1584,32797,32798
1,6,-1584,1328,144,0,1328,1232,-1600,-1440,1344,1328,-1600,-1440,26,32799
1,6,-1440,1232,-144,0,1344,1232,-1600,-1440,1232,1216,-1600,-1440,27,32800
1,6,-1600,1344,0,-128,1344,1216,-1600,-1600,1344,1216,-1600,-1440,32796,28
1,6,-1504,1344,-96,0,1568,1344,-1632,-1440,1344,1216,-1600,-1440,25,29
1,6,-2112,1456,0,-240,1456,1216,-2288,-2112,1456,1216,-2112,-2080,32802,32803
1,6,-2080,1216,0,240,1600,1216,-2080,-1952,1456,1216,-2288,-2080,32801,31
1,6,-1888,1472,0,-64,1472,1408,-1952,-1888,1472,1408,-1888,-1760,32806,32807
1,6,-1760,1408,0,64,1472,1408,-1760,-1632,1472,1408,-1952,-1760,32805,33
1,6,-1760,1472,-128,0,1600,1472,-1952,-1632,1472,1408,-1952,-1632,32804,34
1,6,-1696,1216,0,192,1408,1216,-1696,-1696,1408,1216,-1952,-1696,32808,32809
1,6,-1888,1408,-64,0,1600,1408,-1952,-1632,1408,1216,-1952,-1696,35,36
1,6,-1952,1408,0,-192,1600,1216,-2288,-1952,1600,1216,-1952,-1632,32,37
1,6,-1632,1472,0,64,1568,1216,-1632,-1440,1600,1216,-2288,-1632,30,38
1,6,-1952,1664,-128,0,1856,1664,-2112,-1920,1664,1600,-2080,-1952,32810,32811
1,6,-2048,1880,64,0,1880,1856,-2048,-1984,1896,1880,-2048,-1984,32812,32813
1,6,-2112,1856,64,0,1856,1600,-2112,-1920,1896,1856,-2048,-1984,40,41
1,6,-2000,2072,0,8,2080,2072,-2000,-2000,2080,2072,-2032,-2000,32817,32818
1,6,-2032,2080,0,-8,2080,2072,-2144,-2032,2080,2072,-2032,-2000,32816,43
1,6,-2032,2072,32,0,2072,1920,-2144,-1984,2080,2072,-2144,-2000,32815,44
1,6,-1984,1920,-64,0,2080,1920,-2144,-1984,1920,1896,-2048,-1984,45,32819
