episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
3,6,640,512,-64,0,576,512,576,648,512,448,576,640,32768,32769
3,6,848,176,72,72,248,112,848,984,512,448,576,640,32771,32772
3,6,552,418,322,-342,418,-144,552,875,512,112,576,984,32770,1
3,6,648,520,-8,-8,576,448,576,648,512,-144,552,984,0,2
3,6,-848,816,0,-96,920,616,-1064,-848,816,720,-848,-832,32777,32778
3,6,-1088,576,256,128,704,383,-1088,-832,920,616,-1064,-832,32776,4
3,6,-1088,960,0,-384,993,479,-1344,-1088,920,383,-1088,-832,32775,5
3,6,-832,832,-256,128,1264,832,-1154,-832,993,383,-1344,-832,32774,6
3,6,-232,368,144,0,368,136,-232,32,384,368,-240,-88,32782,32783
3,6,80,256,-135,128,384,256,-55,80,384,136,-240,32,32781,8
3,6,-147,126,227,130,256,126,-147,80,384,136,-240,80,32780,9
3,6,-352,384,61,-204,384,180,-832,-290,384,126,-240,80,32779,10
3,6,296,872,-88,-88,1160,784,8,296,784,418,208,552,32784,32785
3,6,-336,768,192,320,1088,768,-336,-144,1104,768,-352,-144,32788,32789
3,6,-160,1104,-192,-320,1179,784,-412,-160,1104,768,-352,-144,32787,13
3,6,-64,1152,32,-32,1152,1110,-105,-32,1184,1088,-64,8,32793,32794
3,6,-32,1184,-32,-32,1200,1104,-224,-32,1184,1088,-105,8,32792,15
3,6,-144,1088,152,0,1088,1088,-144,8,1200,1088,-224,8,32791,16
3,6,-224,1200,64,-96,1200,1104,-235,-160,1200,1088,-224,8,32790,17
3,6,-160,1104,16,-16,1179,768,-412,-144,1200,1088,-235,8,14,18
3,6,-224,1200,192,-16,1200,768,-412,8,1191,1184,-32,-23,19,32795
3,6,-248,1216,-183,-352,1216,863,-431,-248,1216,844,-431,-224,32796,32797
3,6,-412,844,188,355,1200,768,-412,8,1216,844,-431,-224,20,21
3,6,-48,1216,-200,0,1264,1216,-832,-48,1216,768,-431,8,32786,22
3,6,-424,824,11,20,844,824,-424,-412,863,824,-448,-412,32799,32800
3,6,-431,863,-16,-31,863,832,-448,-431,863,824,-448,-412,32798,24
3,6,-456,816,24,-8,816,720,-832,-329,816,808,-432,-428,32803,32804
3,6,-448,832,-8,-16,832,816,-832,-448,824,816,-428,-424,32805,32806
3,6,-832,816,376,0,816,720,-832,-329,832,816,-832,-424,26,27
3,6,-448,704,96,-320,704,384,-832,-352,720,384,-440,-88,32807,32808
3,6,-440,720,-392,0,832,720,-832,-329,720,384,-832,-88,28,29
3,6,-368,768,16,-16,832,384,-832,-88,770,768,-368,-365,30,32809
3,6,-352,784,-13,-13,784,770,-365,-352,768,384,-352,-72,32810,32811
3,6,-352,752,264,-368,832,384,-832,-88,784,384,-365,-72,31,32
3,6,-72,400,-264,368,768,400,-336,-72,832,384,-832,-72,32802,33
3,6,-448,832,-384,0,832,832,-832,-448,832,384,-832,-72,32801,34
3,6,-424,824,-24,8,863,824,-448,-412,832,384,-832,-72,25,35
3,6,-336,768,-16,16,1264,768,-832,8,863,384,-832,-72,23,36
3,6,-72,400,-16,-16,1264,384,-832,8,400,384,-72,-55,37,32812
3,6,8,1088,0,72,1160,418,8,552,1264,384,-832,8,12,38
3,6,-240,384,152,0,384,126,-832,80,1264,384,-832,552,11,39
3,6,-832,816,0,-96,1264,383,-1344,-832,1264,126,-832,552,7,40
3,6,-1344,576,312,688,1264,126,-1344,552,1264,576,-1344,-1032,41,32813
3,6,-96,1264,-936,0,1600,1264,-1032,-96,1264,126,-1344,552,32773,42
3,6,576,512,16,64,576,-144,552,984,1600,126,-1344,552,3,43
3,6,-760,1600,-200,-128,1600,1472,-960,-760,1600,1408,-960,-696,32814,32815
3,6,-1088,1600,128,-192,1600,803,-1948,-960,1600,1472,-1064,-960,32816,32817
3,6,-960,1408,0,64,1600,1408,-960,-696,1600,803,-1948,-960,45,46
3,6,-696,1600,-232,128,1728,1600,-928,-696,1704,1600,-1064,-760,32819,32820
3,6,-928,1728,-160,-128,2375,1600,-1572,-928,1728,1600,-1064,-696,32818,48
3,6,-760,1600,64,0,1600,803,-1948,-696,2375,1600,-1572,-696,47,49
3,6,-960,1408,264,192,1600,-144,-1344,984,2375,803,-1948,-696,44,50
3,6,592,-144,-21,0,2375,-144,-1948,984,-144,-154,592,599,51,32821
3,6,-896,-960,-64,64,-896,-960,-960,-896,-896,-1152,-1088,-896,32829,32830
3,6,-896,-1088,0,128,-675,-1088,-896,-576,-896,-1152,-1088,-896,32828,53
3,6,-960,-896,-128,-128,-512,-1024,-1365,-739,-675,-1152,-1088,-576,32827,54
3,6,-1088,-1024,128,-128,-747,-1448,-1384,-960,-512,-1152,-1365,-576,32826,55
3,6,-960,-1152,64,64,-768,-1448,-1256,-576,-512,-1448,-1384,-576,32825,56
3,6,-1280,-1448,632,0,-1448,-1448,-1280,-648,-512,-1448,-1384,-576,32824,57
3,6,-576,-768,-448,256,-512,-768,-1024,-576,-512,-1448,-1384,-576,32823,58
3,6,-1384,-760,104,-688,-760,-2233,-2085,-1280,-512,-1448,-1384,-576,32822,59
3,6,-408,-1088,-64,0,-896,-1088,-472,-408,-1088,-1156,-472,-408,32833,32834
3,6,-472,-1088,-64,0,-896,-1088,-536,-472,-1088,-1193,-536,-472,32835,32836
3,6,-536,-1088,0,192,-896,-1193,-536,-472,-896,-1216,-576,-536,62,32837
3,6,-472,-1088,0,192,-896,-1156,-472,-408,-896,-1216,-576,-472,61,63
3,6,-472,-896,64,0,-896,-1216,-576,-408,-768,-896,-576,-408,64,32838
3,6,-576,-1216,168,96,-1120,-1376,-576,-408,-768,-1216,-576,-408,32832,65
3,6,-408,-864,-168,96,-87,-864,-576,-408,-768,-1376,-576,-408,32831,66
3,6,-576,-1216,0,-160,-512,-2233,-2085,-576,-87,-1376,-576,-408,60,67
3,6,-1152,-192,0,192,0,-192,-1152,-1024,-8,-200,-1208,-1208,32844,32845
3,6,-960,-192,0,192,0,-192,-960,-960,0,-192,-1024,-960,32846,32847
3,6,-1024,0,0,-192,0,-200,-1208,-1024,0,-192,-1024,-960,69,70
3,6,-1088,-256,128,64,-192,-256,-1088,-960,0,-200,-1208,-960,32843,71
3,6,-1088,64,-120,-72,96,-8,-1224,-1088,0,-256,-1208,-960,32842,72
3,6,-1208,-200,120,-56,-104,-760,-1458,-1024,96,-256,-1224,-960,32841,73
3,6,-1296,56,32,24,80,56,-1296,-1224,88,56,-1320,-1264,32850,32851
3,6,-1320,88,24,-32,115,-104,-1483,-1296,88,56,-1320,-1224,32849,75
3,6,-1224,72,-40,8,128,72,-1364,-1192,100,88,-1368,-1320,32853,32854
3,6,-1344,128,-24,-32,128,96,-1485,-1344,128,72,-1368,-1192,32852,77
3,6,-1368,96,48,-8,115,-104,-1483,-1224,128,72,-1485,-1192,76,78
3,6,-1192,96,-24,32,128,96,-1216,-1192,128,-104,-1485,-1192,32848,79
3,6,-1224,72,32,24,96,-760,-1458,-960,128,-104,-1485,-1192,74,80
3,6,-1485,128,101,-888,128,-1243,-2568,-1384,128,-760,-1485,-960,32840,81
3,6,-960,0,-128,64,128,-87,-1216,-408,128,-1243,-2568,-960,32839,82
3,6,-1024,192,-168,0,256,192,-1216,-960,192,168,-1216,-1192,32855,32856
3,6,-1056,256,32,32,288,256,-1056,-1024,320,280,-1216,-1128,32858,32859
3,6,-1024,288,0,32,320,256,-1024,-960,320,256,-1216,-1024,32857,85
3,6,-1216,256,160,0,256,168,-1216,-960,320,256,-1216,-960,84,86
3,6,-1024,384,0,-64,384,320,-1112,-1024,384,320,-1024,-960,32860,32861
3,6,-1128,384,0,-64,424,320,-1216,-1128,384,320,-1128,-1112,32862,32863
3,6,-1112,320,0,64,384,320,-1112,-960,424,320,-1216,-1112,88,89
3,6,-1024,320,64,0,320,168,-1216,-960,424,320,-1216,-960,87,90
3,6,-1344,576,-192,0,576,576,-1536,-1344,576,128,-1536,-1344,32865,32866
3,6,-1536,576,51,-448,803,128,-2266,-1485,576,128,-1536,-1344,32864,92
3,6,-1280,192,64,64,256,128,-1280,-1216,384,320,-1280,-1216,32867,32868
3,6,-1344,576,0,-448,803,128,-2266,-1344,384,128,-1280,-1216,93,94
3,6,-1216,320,0,64,424,168,-1216,-960,803,128,-2266,-1216,91,95
3,6,-1344,128,64,0,128,-1243,-2568,-408,803,128,-2266,-960,83,96
3,6,-1384,-760,360,248,-87,-2233,-2085,-408,803,-1243,-2568,-408,68,97
3,6,-344,-1144,0,56,-896,-1144,-344,-344,-896,-1088,-408,-344,32869,32870
3,6,-344,-896,0,512,180,-896,-344,-256,224,-384,-408,-344,32871,32872
3,6,-408,-896,64,0,-896,-1144,-408,-344,224,-896,-408,-256,99,100
3,6,-256,64,108,62,126,-144,-256,570,157,104,-232,-175,32873,32874
3,6,552,-208,16,-23,-208,-288,512,568,-154,-182,599,617,32875,32876
3,6,299,-500,-67,100,-208,-500,232,552,-400,-564,128,235,32878,32879
3,6,296,-144,-168,-256,-144,-400,128,296,-208,-564,128,552,32877,104
3,6,512,-288,40,80,-154,-288,512,617,-144,-564,128,552,103,105
3,6,570,-144,-274,0,157,-144,-256,570,-144,-564,128,617,102,106
3,6,-290,180,34,-116,224,-1144,-408,-256,157,-564,-256,617,101,107
3,6,-408,128,0,-512,803,-2233,-2568,-408,224,-1144,-408,617,98,108
3,6,-408,224,-936,352,2375,-154,-1948,984,803,-2233,-2568,617,52,109
3,6,1792,-2816,-384,0,-2816,-2816,1408,1792,-2816,-2832,1408,1792,32884,32885
3,6,1440,-2832,320,0,-2832,-3056,1440,1760,-2816,-2832,1408,1792,32883,111
3,6,1408,-2816,72,-256,-2752,-3072,256,1480,-2816,-3056,1408,1792,32882,112
3,6,1728,-3072,64,256,-1999,-3072,1728,3167,-2752,-3072,256,1792,32881,113
3,6,1480,-3072,248,0,-3072,-3400,-524,2457,-1999,-3072,256,3167,32880,114
3,6,216,-2536,-80,-16,-2536,-2552,136,216,-2536,-2880,40,448,32891,32892
3,6,448,-2752,-88,216,-2536,-2752,360,448,-2536,-2880,40,448,32890,116
3,6,40,-2816,216,-64,-2816,-2880,40,256,-2536,-2880,40,448,32889,117
3,6,136,-2552,-96,-112,-2552,-2664,40,136,-2536,-2880,40,448,32888,118
3,6,360,-2536,-144,0,-2520,-2536,128,360,-2536,-2880,40,448,32887,119
3,6,40,-2664,0,-152,-2664,-3400,-1075,40,-2520,-2880,40,448,32886,120
3,6,256,-2880,192,128,-1999,-3400,-524,3167,-2520,-3400,-1075,448,115,121
3,6,-344,-1600,608,-192,-1600,-2176,-344,264,-1280,-1792,-344,264,32894,32895
3,6,-408,-1600,64,0,-1599,-1711,-442,-344,-1280,-1600,-576,-408,32896,32897
3,6,-344,-1600,0,320,-1280,-2176,-344,264,-1280,-1711,-576,-344,123,124
3,6,-576,-1448,640,-728,-1448,-2176,-576,64,-1280,-2176,-576,264,32893,125
3,6,-648,-1448,72,0,-1448,-2776,-1433,-576,-1376,-1448,-648,-576,32898,32899
3,6,-576,-1448,0,72,-1280,-2176,-576,264,-1376,-2776,-1433,-576,126,127
3,6,264,-1792,184,0,-1792,-2176,64,448,-1472,-1792,264,448,32900,32901
3,6,264,-1792,-200,-384,-1280,-2776,-1433,264,-1472,-2176,64,448,128,129
3,6,832,-1296,64,-24,-1296,-1488,464,896,-1280,-1320,832,936,32902,32903
3,6,728,-1488,-104,0,-1280,-1488,464,936,-1488,-1776,464,624,131,32904
3,6,640,-1280,-192,-192,-1280,-1472,448,640,-1280,-1488,448,656,32905,32906
3,6,464,-1488,192,192,-1280,-1776,464,936,-1280,-1488,448,656,132,133
3,6,448,-1472,0,-320,-1280,-2776,-1433,448,-1280,-1776,448,936,130,134
3,6,768,-1792,1032,-208,-1792,-2176,136,1800,-1792,-2000,768,1881,32909,32910
3,6,1440,-1280,-48,-48,-1280,-1328,1384,1440,-1280,-1344,1392,1472,32915,32916
3,6,1408,-1344,64,64,-1280,-1408,1408,1536,-1280,-1344,1384,1472,32914,137
3,6,1384,-1328,0,-64,-1280,-1392,960,1384,-1280,-1408,1384,1536,32913,138
3,6,960,-1408,448,0,-1408,-1616,960,1408,-1280,-1408,960,1536,32912,139
3,6,1408,-1408,128,128,-1280,-1792,1408,2081,-1280,-1616,960,1536,32911,140
3,6,960,-1392,-16,0,-1288,-1392,856,960,-1392,-1776,752,944,32918,32919
3,6,768,-1792,192,176,-1616,-1792,768,960,-1288,-1776,752,960,32917,142
3,6,752,-1616,0,120,-1288,-1792,752,960,-1616,-1776,464,752,143,32920
