episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
3,8,-1600,2304,1088,-192,2304,1280,-1600,-512,2416,2112,-1621,-512,32768,32769
3,8,-1408,1280,-192,1024,2416,1280,-1621,-512,2432,1280,-1728,-1408,0,32770
3,8,1856,2304,-192,-1024,2304,1280,832,1856,2325,1280,1664,1968,32772,32773
3,8,832,2112,1024,192,2325,1280,832,1968,2432,2112,832,1984,2,32774
3,8,320,1280,64,64,1344,1280,320,384,1344,1280,-64,384,32775,32776
3,8,384,1344,64,64,1408,1344,384,448,1408,1344,-128,448,32777,32778
3,8,-64,1344,448,0,1344,1280,-64,384,1408,1344,-128,448,4,5
3,8,448,1408,64,64,1472,1408,448,512,1472,1408,-192,512,32779,32780
3,8,-128,1408,576,0,1408,1280,-128,448,1472,1408,-192,512,6,7
3,8,-128,1600,576,0,1600,1472,-320,448,1856,1600,-384,-128,32785,32786
3,8,448,1600,256,256,1856,1472,320,704,1856,1472,-384,448,32784,9
3,8,-384,2240,0,-384,2258,1664,-512,-384,1856,1472,-384,704,32783,10
3,8,704,1856,0,384,2259,1664,704,832,2258,1472,-512,704,32782,11
3,8,512,1472,320,320,1792,1472,512,832,2259,1472,-512,832,32781,12
3,8,-192,1472,704,0,1472,1280,-192,512,2259,1472,-512,832,8,13
3,8,832,1792,0,320,2432,1280,832,1984,2259,1280,-512,832,3,14
3,8,-512,1792,320,-320,1792,1280,-512,0,2432,1280,-512,1984,32771,15
3,8,-512,2112,0,-320,2432,1280,-1728,-512,2432,1280,-512,1984,1,16
3,8,-832,384,0,512,896,192,-832,-704,384,128,-1088,-832,32793,32794
3,8,-832,896,-256,256,1152,768,-1088,-704,896,128,-1088,-704,32792,18
3,8,-1536,128,448,0,128,0,-1555,-896,1152,128,-1088,-704,32791,19
3,8,-1088,1152,-448,0,1280,1152,-1555,-896,1152,0,-1555,-704,32790,20
3,8,-704,960,-320,320,1280,960,-1024,-704,1280,0,-1555,-704,32789,21
3,8,-704,320,0,640,960,320,-704,-704,1280,0,-1555,-704,32788,22
3,8,-1024,0,320,320,720,0,-1024,-32,1280,0,-1555,-704,32787,23
3,8,1152,896,0,-512,1088,384,1024,1152,1152,896,1152,1408,32801,32802
3,8,1152,384,256,-256,512,128,1024,1408,1152,384,1024,1408,32800,25
3,8,1792,1152,-384,0,1280,1152,1216,1811,1152,128,1024,1408,32799,26
3,8,1408,128,384,0,128,0,1216,1811,1280,128,1024,1811,32798,27
3,8,1024,320,320,-320,320,0,1024,1344,1280,0,1024,1811,32797,28
3,8,1024,960,0,-640,960,320,1024,1024,1280,0,1024,1811,32796,29
3,8,1344,1280,-320,-320,1280,560,352,1344,1280,0,1024,1811,32795,30
3,8,96,464,128,0,464,448,80,224,480,464,96,224,32807,32808
3,8,224,480,-128,0,704,480,0,224,480,448,80,224,32806,32
3,8,320,704,0,-128,704,480,224,320,704,576,320,336,32813,32814
3,8,336,576,0,128,704,560,336,352,704,480,224,336,32812,34
3,8,312,488,40,72,560,488,312,352,704,480,224,352,32811,35
3,8,240,448,72,40,488,448,240,312,704,480,224,352,32810,36
3,8,224,464,16,-16,464,448,224,240,704,448,224,352,32809,37
3,8,224,480,0,-16,704,448,0,224,704,448,224,352,33,38
3,8,80,448,160,0,448,448,80,240,704,448,0,352,32805,39
3,8,8,488,72,-40,488,448,8,80,704,448,0,352,32804,40
3,8,-16,704,0,-128,704,560,-32,-16,704,576,-16,0,32815,32816
3,8,0,576,0,128,704,448,0,352,704,560,-32,0,41,42
3,8,-32,560,40,-72,560,488,-32,8,704,448,-32,352,32803,43
3,8,8,792,-40,-72,792,720,-32,8,800,704,0,320,32821,32822
3,8,224,816,-128,0,832,816,80,240,816,800,96,224,32823,32824
3,8,96,800,128,0,800,704,-32,320,832,800,80,240,45,46
3,8,80,832,-72,-40,832,792,8,80,832,704,-32,320,32820,47
3,8,240,832,-160,0,832,832,80,240,832,704,-32,320,32819,48
3,8,-32,720,16,-16,720,704,-32,-16,832,704,-32,320,32818,49
3,8,352,720,-40,72,792,720,312,352,720,704,336,352,32825,32826
3,8,288,768,32,-64,832,704,-32,320,792,704,312,352,50,51
3,8,312,792,-72,40,1280,792,0,320,832,704,-32,352,32817,52
3,8,-16,704,16,0,704,448,-32,352,1280,704,-32,352,44,53
3,8,352,560,0,160,1280,0,352,1811,1280,448,-32,352,31,54
3,8,-32,720,0,-160,1280,0,-1555,-32,1280,0,-32,1811,24,55
3,8,-1024,1280,-384,0,2432,1280,-1728,1984,1280,0,-1555,1811,17,56
3,8,1856,-1024,-1024,192,0,-1024,832,1856,-832,-1136,832,1877,32827,32828
3,8,1664,0,192,-1024,0,-1136,832,1877,0,-1152,1664,1984,58,32829
3,8,448,-320,-192,-192,-192,-512,96,576,-192,-512,448,832,32832,32833
3,8,224,-512,0,-832,-512,-1344,96,224,-512,-979,704,832,32834,32835
3,8,256,-512,-32,0,-192,-512,96,832,-512,-1344,96,832,60,61
3,8,576,-192,-480,0,-192,-192,96,576,-192,-1344,96,832,32831,62
3,8,832,-448,-256,256,-192,-448,576,832,-192,-1344,96,832,32830,63
3,8,832,-832,0,384,0,-1152,832,1984,-192,-1344,96,832,59,64
3,8,96,-192,-352,0,-192,-192,-256,96,-192,-512,-256,96,32836,32837
3,8,-1600,-1024,192,1024,0,-1024,-1600,-512,0,-1043,-1711,-1408,32838,32839
3,8,-512,-832,-1088,-192,0,-1043,-1711,-512,-832,-1152,-1728,-512,67,32840
3,8,-128,-320,-256,-192,-192,-608,-512,-128,-512,-978,-512,-384,32842,32843
3,8,-256,-192,-256,-256,-192,-448,-512,-256,-192,-978,-512,-128,32841,69
3,8,-512,-448,0,-384,0,-1152,-1728,-512,-192,-978,-512,-128,68,70
3,8,64,-512,-192,192,-192,-512,-256,96,0,-1152,-1728,-128,66,71
3,8,96,-1344,0,832,0,-1344,96,1984,0,-1152,-1728,96,65,72
3,8,96,-1360,128,0,-1360,-1560,24,296,-1344,-1360,96,224,32844,32845
3,8,224,-1344,-128,0,0,-1344,-1728,1984,-1344,-1560,24,296,73,74
3,8,-1024,0,-384,0,2432,0,-1728,1984,0,-1560,-1728,1984,57,75
