episode,mission,partition_x,partition_y,partition_x_diff,partition_y_diff,rbox_top,rbox_bottom,rbox_left,rbox_right,lbox_top,lbox_bottom,lbox_left,lbox_right,rchild,lchild
1,2,1152,448,0,64,512,448,1152,1280,512,448,1024,1088,32768,32769
1,2,896,1600,448,-35,1600,976,896,1344,1680,1564,896,1344,32770,32771
1,2,960,672,-16,0,800,672,848,960,672,640,848,944,32772,32773
1,2,960,800,0,-128,800,640,848,960,832,672,960,1024,2,32774
1,2,1088,864,0,-128,864,704,1024,1088,896,736,1088,1152,32775,32776
1,2,1024,832,0,-128,832,640,848,1024,896,704,1024,1152,3,4
1,2,1216,928,0,-128,928,768,1152,1216,960,800,1216,1280,32777,32778
1,2,1280,960,0,-128,960,768,1152,1280,960,832,1280,1344,6,32779
1,2,1152,896,0,-128,896,640,848,1152,960,768,1152,1344,5,7
1,2,1344,976,-448,0,1680,976,896,1344,960,640,848,1344,1,8
1,2,1152,512,128,0,512,448,1024,1280,1680,640,848,1344,0,9
1,2,1568,768,-208,0,832,768,1344,1568,768,704,1360,1568,32780,32781
1,2,1568,704,-192,0,832,704,1344,1568,704,640,1376,1568,11,32782
1,2,1568,512,-144,0,576,512,1408,1568,512,448,1424,1568,32784,32785
1,2,1568,576,-160,0,640,576,1392,1568,576,448,1408,1568,32783,13
1,2,1568,640,-176,0,832,640,1344,1568,640,448,1392,1568,12,14
1,2,1344,1564,224,-17,1564,1088,1344,1568,1666,1546,1344,1568,32786,32787
1,2,1464,1088,0,-64,1088,1024,1464,1464,1088,1024,1464,1568,32788,32789
1,2,1568,1088,-104,0,1666,1088,1344,1568,1088,1024,1464,1568,16,17
1,2,1464,1024,0,-48,1024,976,1344,1464,1024,976,1464,1568,32790,32791
1,2,1568,1024,-104,0,1666,1024,1344,1568,1024,976,1344,1568,18,19
1,2,1440,976,0,-16,976,960,1360,1440,976,960,1464,1568,32793,32794
1,2,1344,960,16,0,960,832,1344,1568,976,960,1360,1568,32792,21
1,2,1440,976,-80,0,1666,976,1344,1568,976,832,1344,1568,20,22
1,2,1344,832,224,0,832,448,1344,1568,1666,832,1344,1568,15,23
1,2,1760,464,0,-16,464,448,1632,1760,464,448,1808,2432,32796,32797
1,2,1760,464,-128,0,1541,464,1632,2432,464,448,1632,2432,32795,25
1,2,2304,1488,128,-256,1541,448,1632,2432,1488,1232,2304,2432,26,32798
1,2,2432,1232,0,-784,1541,448,1632,2432,1467,448,2432,2560,27,32799
1,2,1584,464,0,176,936,464,1584,1632,936,640,1568,1584,32800,32801
1,2,1584,976,-16,0,1546,976,1568,1632,976,936,1584,1584,32802,32803
1,2,1568,936,16,0,936,464,1568,1632,1546,936,1568,1632,29,30
1,2,1632,448,0,16,1541,448,1632,2560,1546,464,1568,1632,28,31
1,2,1568,1546,736,-58,1546,448,1568,2560,1657,1467,1568,2560,32,32804
1,2,1568,832,0,-64,1666,448,1344,1568,1657,448,1568,2560,24,33
1,2,1344,960,0,-128,1680,448,848,1344,1666,448,1344,2560,10,34
1,2,808,640,-168,-64,768,576,640,832,649,640,808,832,32806,32807
1,2,640,704,0,-128,704,576,432,640,768,576,640,832,32805,36
1,2,832,768,0,-128,768,576,432,832,768,640,832,848,37,32808
1,2,128,1024,-64,0,1088,1024,-17,128,1024,960,-64,64,32810,32811
1,2,-64,960,128,0,960,760,-128,128,1088,960,-64,128,32809,39
1,2,-128,760,256,0,760,576,-203,640,760,759,-137,-128,32812,32813
1,2,128,760,-256,0,1088,760,-128,128,760,576,-203,640,40,41
1,2,640,704,168,64,768,576,432,848,1088,576,-203,640,38,42
1,2,320,448,-128,128,576,448,192,416,544,448,96,288,32814,32815
1,2,432,576,-16,-16,576,560,416,432,528,512,416,432,32820,32821
1,2,480,560,-16,16,576,560,464,480,576,512,416,432,32819,45
1,2,480,528,0,32,560,528,480,480,576,512,416,480,32818,46
1,2,432,512,32,0,512,512,432,464,576,512,416,480,32817,47
1,2,464,512,16,16,576,448,464,640,576,512,416,480,32816,48
1,2,416,560,0,-32,576,448,96,416,576,448,416,640,44,49
1,2,80,560,-160,0,576,560,-96,96,560,544,-80,80,32822,32823
1,2,64,528,-128,0,544,528,-64,64,528,448,-64,64,32824,32825
1,2,-64,528,0,16,544,448,-64,64,544,448,-250,-72,52,32826
1,2,64,544,-128,0,576,544,-96,96,544,448,-250,64,51,53
1,2,96,448,0,96,576,448,96,640,576,448,-250,96,50,54
1,2,192,576,-96,0,1088,576,-203,848,576,448,-250,640,43,55
1,2,848,640,0,128,1680,448,848,2560,1088,448,-250,848,35,56
1,2,-320,576,0,-128,576,448,-496,-320,544,448,-256,-215,32828,32829
1,2,-203,576,-116,0,759,576,-320,-137,576,448,-496,-215,32827,58
