episode,mission,vertex_1,vertex_2,angle,line,side,offset
2,1,81,327,8192,90,0,0
2,1,328,215,-32768,245,1,112
2,1,215,212,-32768,246,1,0
2,1,212,81,-32768,247,1,0
2,1,307,308,0,378,0,0
2,1,329,82,8192,90,0,271
2,1,82,330,1796,241,0,0
2,1,309,310,-32768,380,0,0
2,1,327,329,8192,90,0,181
2,1,310,307,-16384,381,0,0
2,1,308,307,-32768,378,1,0
2,1,309,308,-16384,379,1,0
2,1,310,309,0,380,1,0
2,1,307,310,16384,381,1,0
2,1,330,82,-30971,241,1,48
2,1,97,98,-24576,100,0,0
2,1,103,97,-16384,107,0,0
2,1,114,111,16384,120,0,0
2,1,82,273,16384,329,0,0
2,1,273,232,2555,333,0,0
2,1,96,101,0,104,0,0
2,1,101,104,-16384,108,0,0
2,1,104,103,0,109,0,0
2,1,101,102,0,105,0,0
2,1,102,103,-16384,106,0,0
2,1,104,101,16384,108,1,0
2,1,103,104,-32768,109,1,0
2,1,274,331,16384,331,0,0
2,1,231,274,-31470,332,0,0
2,1,231,232,-13828,266,0,0
2,1,273,274,18442,330,0,0
2,1,274,231,1297,332,1,0
2,1,232,273,-30212,333,1,0
2,1,232,332,2960,267,0,0
2,1,333,23,2555,23,0,66
2,1,23,24,867,24,0,0
2,1,24,25,-4117,25,0,0
2,1,26,27,-30212,26,0,0
2,1,27,28,31045,27,0,0
2,1,28,334,26941,28,0,0
2,1,25,26,-16384,229,0,0
2,1,25,29,0,29,0,0
2,1,197,203,-16384,220,0,0
2,1,203,204,-16384,221,0,0
2,1,204,200,-16384,222,0,0
2,1,29,197,-16384,225,0,0
2,1,26,25,16384,229,1,0
2,1,30,26,-32768,30,0,0
2,1,200,30,-16384,227,0,0
2,1,230,231,-29686,265,0,0
2,1,271,272,-10250,325,0,0
2,1,272,230,-26941,328,0,0
2,1,331,275,16384,331,0,8
2,1,275,276,2847,334,0,0
2,1,276,271,0,335,0,0
2,1,189,192,-16384,201,0,0
2,1,229,189,5826,327,0,0
2,1,229,230,21220,264,0,0
2,1,272,189,-11547,326,0,0
2,1,189,229,-26941,327,1,0
2,1,230,272,5826,328,1,0
2,1,332,229,2960,267,0,114
2,1,39,38,0,47,0,0
2,1,37,38,-16384,39,0,0
2,1,39,31,16384,40,0,0
2,1,38,39,-32768,47,1,0
2,1,47,37,-1722,50,0,0
2,1,31,47,16384,51,1,0
2,1,38,40,-8192,41,0,0
2,1,40,335,-16384,42,0,0
2,1,67,68,24576,78,0,0
2,1,336,70,-8192,79,0,90
2,1,68,185,16384,192,0,0
2,1,185,188,0,196,0,0
2,1,70,67,-28405,230,0,0
2,1,69,336,-8192,79,0,0
2,1,187,69,0,195,0,0
2,1,188,187,16384,197,0,0
2,1,185,186,16384,193,0,0
2,1,186,187,0,194,0,0
2,1,188,185,-32768,196,1,0
2,1,187,188,-16384,197,1,0
2,1,72,337,-16384,82,0,0
2,1,66,72,2634,231,0,0
2,1,208,209,4362,235,0,0
2,1,209,210,-12515,236,0,0
2,1,210,211,-30212,237,0,0
2,1,211,208,18939,238,0,0
2,1,338,339,16384,77,0,78
2,1,208,211,-13828,238,1,0
2,1,339,67,16384,77,0,170
2,1,67,340,4362,230,1,0
2,1,209,208,-28405,235,1,0
2,1,70,71,-16384,80,0,0
2,1,340,70,4362,230,1,336
2,1,210,209,20252,236,1,0
2,1,66,338,16384,77,0,0
2,1,341,66,-30133,231,1,66
2,1,211,210,2555,237,1,0
2,1,71,72,-11547,81,0,0
2,1,72,341,-30133,231,1,0
2,1,335,41,-16384,42,0,7
2,1,41,42,-24576,43,0,0
2,1,42,342,-32768,48,0,0
2,1,55,66,8192,76,0,0
2,1,201,202,-16384,218,0,0
2,1,204,203,16384,221,1,0
2,1,203,201,0,223,0,0
2,1,202,204,-32768,224,0,0
2,1,199,200,-32768,216,0,0
2,1,202,199,-16384,219,0,0
2,1,200,204,16384,222,1,0
2,1,204,202,0,224,1,0
2,1,197,198,0,215,0,0
2,1,198,201,-16384,217,0,0
2,1,203,197,16384,220,1,0
2,1,201,203,-32768,223,1,0
2,1,31,32,-32768,31,0,0
2,1,46,47,0,49,0,0
2,1,47,31,-16384,51,0,0
2,1,201,198,16384,217,1,0
2,1,202,201,16384,218,1,0
2,1,199,202,16384,219,1,0
2,1,198,46,16384,226,0,0
2,1,32,199,16384,228,0,0
2,1,330,84,1796,241,0,324
2,1,83,84,-24576,91,0,0
2,1,191,83,-8192,200,0,0
2,1,192,191,0,202,0,0
2,1,84,330,-30971,241,1,0
2,1,189,190,0,198,0,0
2,1,190,191,-16384,199,0,0
2,1,192,189,16384,201,1,0
2,1,191,192,-32768,202,1,0
2,1,86,61,-8192,93,0,0
2,1,61,328,-32768,245,1,0
2,1,43,44,24576,44,0,0
2,1,44,45,16384,45,0,0
2,1,45,39,8192,46,0,0
2,1,342,43,-32768,48,0,256
2,1,84,85,-16384,92,0,0
2,1,308,309,16384,379,0,0
