episode,mission,vertex_1,vertex_2,angle,line,side,offset
1,7,232,233,-32768,246,0,0
1,7,233,234,20021,247,0,0
1,7,280,273,-11547,296,0,0
1,7,234,763,16384,725,0,0
1,7,273,274,0,289,0,0
1,7,274,275,11547,290,0,0
1,7,242,243,-16384,255,0,0
1,7,243,246,-32768,257,0,0
1,7,246,585,16384,689,0,0
1,7,585,232,23421,688,0,0
1,7,246,243,0,257,1,0
1,7,243,729,-16384,900,0,0
1,7,730,246,16384,902,0,0
1,7,729,730,-32768,904,0,0
1,7,728,730,16384,901,0,0
1,7,729,727,-16384,903,0,0
1,7,730,729,0,904,1,0
1,7,727,728,-32768,905,1,0
1,7,764,253,-16384,266,0,192
1,7,254,765,16384,267,0,0
1,7,253,766,-17035,274,0,0
1,7,767,241,-16384,253,0,192
1,7,241,767,16384,253,1,0
1,7,765,254,-16384,267,1,192
1,7,254,241,-32768,272,0,0
1,7,241,242,-21416,254,0,0
1,7,768,254,14767,273,0,40
1,7,769,250,7855,264,0,117
1,7,250,215,24239,263,0,0
1,7,257,216,-14325,275,0,0
1,7,214,247,-8578,258,0,0
1,7,247,770,-25029,259,0,0
1,7,770,247,7738,259,1,71
1,7,771,769,-24904,264,1,23
1,7,214,215,8192,223,0,0
1,7,247,214,24189,258,1,0
1,7,215,250,-8528,263,1,0
1,7,250,771,-24924,264,1,0
1,7,215,249,21857,262,0,0
1,7,249,768,14767,273,0,0
1,7,213,214,7246,222,0,0
1,7,772,213,-25521,222,1,68
1,7,213,480,24576,558,0,0
1,7,727,478,-13028,898,0,0
1,7,773,728,14061,899,0,333
1,7,728,727,0,905,0,0
1,7,214,772,-25521,222,1,0
1,7,478,479,-7643,556,0,0
1,7,479,214,-8192,557,0,0
1,7,774,212,11829,261,0,70
1,7,212,775,-8843,265,0,0
1,7,776,213,23832,260,0,63
1,7,212,213,8192,221,0,0
1,7,213,776,-8935,260,1,0
1,7,775,212,23924,265,1,106
1,7,244,777,-16384,256,0,0
1,7,778,773,14061,899,0,65
1,7,480,481,26298,559,0,0
1,7,481,244,-24576,560,0,0
1,7,766,257,-17035,274,0,152
1,7,74,75,0,71,0,0
1,7,77,76,-32768,72,1,0
1,7,76,74,16384,77,0,0
1,7,75,77,-16384,85,0,0
1,7,72,73,0,70,0,0
1,7,75,74,-32768,71,1,0
1,7,74,72,16384,78,0,0
1,7,73,75,-16384,84,0,0
1,7,70,71,0,69,0,0
1,7,73,72,-32768,70,1,0
1,7,72,70,16384,79,0,0
1,7,71,73,-16384,83,0,0
1,7,33,69,0,68,0,0
1,7,71,70,-32768,69,1,0
1,7,70,33,16384,80,0,0
1,7,69,71,-16384,82,0,0
1,7,30,779,0,24,0,0
1,7,33,30,16384,27,0,0
1,7,69,33,-32768,68,1,0
1,7,35,69,-16384,81,0,0
1,7,780,781,-16384,58,0,32
1,7,65,66,16384,65,0,0
1,7,66,782,16384,66,0,0
1,7,783,65,16384,345,0,224
1,7,782,66,-16384,66,1,192
1,7,253,764,16384,266,1,0
1,7,66,253,-32768,271,0,0
1,7,57,68,0,67,0,0
1,7,227,228,-32768,240,0,0
1,7,229,227,-32768,241,0,0
1,7,230,229,-32768,244,0,0
1,7,228,231,-32768,245,0,0
1,7,231,784,16384,345,0,0
1,7,592,230,-32768,703,0,0
1,7,781,57,-16384,58,0,320
1,7,784,783,16384,345,0,128
1,7,80,81,0,74,0,0
1,7,68,338,16384,371,0,0
1,7,338,80,16384,372,0,0
1,7,81,339,-16384,373,0,0
1,7,339,340,-16384,374,0,0
1,7,78,79,0,73,0,0
1,7,81,80,-32768,74,1,0
1,7,80,78,16384,75,0,0
1,7,79,81,-16384,87,0,0
1,7,76,77,0,72,0,0
1,7,79,78,-32768,73,1,0
1,7,78,76,16384,76,0,0
1,7,77,79,-16384,86,0,0
1,7,216,217,0,224,0,0
1,7,217,218,0,225,0,0
1,7,218,226,-6711,238,0,0
1,7,218,217,-32768,225,1,0
1,7,227,229,0,241,1,0
1,7,229,218,-16384,242,0,0
1,7,217,227,16384,243,0,0
1,7,785,709,16384,871,0,96
1,7,710,711,0,872,0,0
1,7,709,712,16384,875,0,0
1,7,712,710,0,878,0,0
1,7,711,713,0,879,0,0
1,7,744,745,-32768,927,0,0
1,7,713,786,-14420,953,0,0
1,7,713,741,-12021,923,0,0
1,7,786,713,18347,953,1,391
1,7,787,385,0,434,0,128
1,7,390,389,16384,439,0,0
1,7,385,706,-16384,868,0,0
1,7,706,788,-16384,869,0,0
1,7,788,706,16384,869,1,96
1,7,709,785,-16384,871,1,0
1,7,706,709,0,876,0,0
1,7,348,349,0,389,0,0
1,7,351,350,16384,392,0,0
1,7,352,351,-32768,393,0,0
1,7,349,352,-16384,397,0,0
1,7,121,353,-16384,394,0,0
1,7,353,352,-32768,395,0,0
1,7,352,349,16384,397,1,0
1,7,349,121,0,398,0,0
1,7,117,355,-16384,401,0,0
1,7,355,356,-16384,402,0,0
1,7,356,704,-32768,865,0,0
1,7,704,705,-32768,866,0,0
1,7,705,789,-32768,867,0,0
1,7,705,704,0,866,1,0
1,7,711,710,-32768,872,1,0
1,7,704,711,-16384,873,0,0
1,7,710,705,16384,874,0,0
1,7,790,118,16384,134,0,24
1,7,122,123,-16384,137,0,0
1,7,123,347,-32768,387,0,0
1,7,118,593,0,704,0,0
1,7,593,122,0,712,0,0
1,7,117,790,16384,134,0,0
1,7,350,117,-32768,391,0,0
