episode,mission,vertex_1,vertex_2,angle,line,side,offset
3,9,33,34,0,35,0,0
3,9,34,402,-3475,36,0,0
3,9,49,33,16384,64,0,0
3,9,41,42,2555,42,0,0
3,9,403,41,7738,43,0,94
3,9,42,48,-16384,65,0,0
3,9,49,48,-32768,49,1,0
3,9,33,49,-16384,64,1,0
3,9,48,42,16384,65,1,0
3,9,42,33,0,66,0,0
3,9,60,61,24576,68,0,0
3,9,82,60,-32768,148,0,0
3,9,61,152,16384,175,0,0
3,9,33,42,-32768,66,1,0
3,9,42,60,16384,67,0,0
3,9,82,33,-16384,87,0,0
3,9,60,82,0,148,1,0
3,9,155,404,0,179,0,0
3,9,157,81,-32768,180,0,0
3,9,81,82,-24576,86,0,0
3,9,405,155,-8192,178,0,90
3,9,57,55,30212,58,0,0
3,9,54,56,-3190,59,0,0
3,9,54,55,11232,52,0,0
3,9,57,56,-16384,53,1,0
3,9,55,57,-2555,58,1,0
3,9,56,54,29577,59,1,0
3,9,55,53,27657,155,0,0
3,9,52,54,-4836,156,0,0
3,9,52,53,6469,51,0,0
3,9,55,54,-21535,52,1,0
3,9,53,55,-5110,155,1,0
3,9,54,52,27931,156,1,0
3,9,43,403,7738,43,0,0
3,9,144,43,13828,164,0,0
3,9,406,144,23630,165,0,416
3,9,151,150,-15409,172,0,0
3,9,144,406,-9137,165,1,0
3,9,225,144,16384,272,0,0
3,9,38,39,18939,40,0,0
3,9,50,52,-9231,60,0,0
3,9,39,151,-32768,173,0,0
3,9,53,51,24576,61,0,0
3,9,50,51,6316,50,0,0
3,9,53,52,-26298,51,1,0
3,9,52,50,23536,60,1,0
3,9,51,53,-8192,61,1,0
3,9,51,49,22295,62,0,0
3,9,48,50,-11547,63,0,0
3,9,48,49,0,49,0,0
3,9,51,50,-26451,50,1,0
3,9,49,51,-10472,62,1,0
3,9,50,48,21220,63,1,0
3,9,25,26,-4836,28,0,0
3,9,26,23,-8192,29,0,0
3,9,29,30,-32768,33,0,0
3,9,31,32,0,34,0,0
3,9,30,31,16384,154,0,0
3,9,32,25,0,187,0,0
3,9,56,57,16384,53,0,0
3,9,57,58,0,56,1,0
3,9,59,56,-32768,57,1,0
3,9,58,59,-17035,111,0,0
3,9,59,58,15732,111,1,0
3,9,31,30,-16384,154,1,0
3,9,407,94,24735,97,0,44
3,9,94,95,11451,98,0,0
3,9,95,408,0,99,0,0
3,9,409,158,-7643,181,0,344
3,9,158,159,-16384,182,0,0
3,9,160,161,16384,185,0,0
3,9,159,160,-32768,188,0,0
3,9,159,25,-16384,183,0,0
3,9,32,160,16384,184,0,0
3,9,25,32,-32768,187,1,0
3,9,160,159,0,188,1,0
3,9,402,35,-3475,36,0,152
3,9,35,36,-7855,37,0,0
3,9,36,37,-13828,38,0,0
3,9,37,58,-27657,54,0,0
3,9,58,57,-32768,56,0,0
3,9,37,31,-16384,39,0,0
3,9,58,37,5110,54,1,0
3,9,404,156,0,179,0,256
3,9,156,409,-7643,181,0,0
3,9,161,157,25188,186,0,0
3,9,164,165,0,198,0,0
3,9,410,169,-32768,202,0,64
3,9,169,170,22517,203,0,0
3,9,170,164,9825,204,0,0
3,9,164,170,-22942,204,1,0
3,9,169,410,0,202,1,0
3,9,13,14,0,11,0,0
3,9,14,411,0,16,0,0
3,9,165,164,-32768,198,1,0
3,9,412,1,-32768,0,0,192
3,9,1,2,24576,1,0,0
3,9,2,413,16384,2,0,0
3,9,170,169,-10250,203,1,0
3,9,10,11,0,8,0,0
3,9,14,9,16384,12,0,0
3,9,411,14,-32768,16,1,32
3,9,9,10,0,26,0,0
3,9,413,3,16384,2,0,824
3,9,3,4,0,3,0,0
3,9,4,13,-16384,10,0,0
3,9,4,9,0,7,0,0
3,9,13,4,16384,10,1,0
3,9,14,13,-32768,11,1,0
3,9,9,14,-16384,12,1,0
3,9,11,10,-32768,8,1,0
3,9,10,17,16384,17,0,0
3,9,18,11,-16384,18,0,0
3,9,17,18,0,23,0,0
3,9,17,19,16384,19,0,0
3,9,22,18,-16384,22,0,0
3,9,18,17,-32768,23,1,0
3,9,19,22,0,24,1,0
3,9,146,414,-32768,166,0,0
3,9,147,146,-16384,167,0,0
3,9,148,147,6133,174,0,0
3,9,47,46,-22517,47,0,0
3,9,30,47,-16384,48,0,0
