episode,mission,vertex_1,vertex_2,angle,line,side,offset
2,5,16,20,0,184,0,0
2,5,1109,16,0,186,0,40
2,5,20,190,0,187,0,0
2,5,909,913,-16384,1058,0,0
2,5,190,909,-16384,1062,0,0
2,5,909,910,0,1051,0,0
2,5,912,913,-32768,1053,0,0
2,5,910,912,-16384,1057,0,0
2,5,913,909,16384,1058,1,0
2,5,911,912,-32768,1054,0,0
2,5,910,907,0,1055,0,0
2,5,907,911,-16384,1056,1,0
2,5,912,910,16384,1057,1,0
2,5,183,186,-32768,990,0,0
2,5,186,1110,-32768,1034,0,0
2,5,898,183,-32768,1035,0,0
2,5,913,898,-16384,1061,0,0
2,5,183,184,-16384,179,0,0
2,5,184,185,-32768,180,0,0
2,5,185,186,16384,181,0,0
2,5,186,183,0,990,1,0
2,5,55,54,-32768,59,1,0
2,5,185,184,0,180,1,0
2,5,54,185,16384,182,0,0
2,5,184,55,-16384,183,0,0
2,5,1111,165,8192,160,0,90
2,5,165,168,0,162,0,0
2,5,168,172,-16384,165,0,0
2,5,84,85,-16384,71,0,0
2,5,181,182,-32768,178,0,0
2,5,182,191,16384,188,0,0
2,5,191,908,16384,1059,0,0
2,5,85,181,-16384,1138,0,0
2,5,907,908,0,1050,0,0
2,5,191,911,-32768,1052,0,0
2,5,911,907,16384,1056,0,0
2,5,908,191,-16384,1059,1,0
2,5,187,188,0,185,0,0
2,5,908,187,16384,1060,0,0
2,5,188,84,-16384,1131,0,0
2,5,960,961,16384,1132,0,0
2,5,961,1112,0,1133,0,0
2,5,1113,960,-32768,1135,0,16
2,5,84,188,16384,1131,1,0
2,5,961,960,-16384,1132,1,0
2,5,960,84,-32768,1136,0,0
2,5,188,961,0,1137,0,0
2,5,63,1114,-32768,50,0,0
2,5,1115,55,0,59,0,128
2,5,55,63,-21592,1284,0,0
2,5,164,1111,8192,160,0,0
2,5,166,1116,-32768,161,0,0
2,5,169,170,-16384,163,0,0
2,5,171,164,16384,164,0,0
2,5,170,166,-24576,717,0,0
2,5,1069,1117,-8804,1296,0,0
2,5,55,56,-6711,44,0,0
2,5,64,63,27131,51,0,0
2,5,63,55,11175,1284,1,0
2,5,56,64,-25188,1285,0,0
2,5,56,57,-10747,45,0,0
2,5,65,64,22020,52,0,0
2,5,64,56,7579,1285,1,0
2,5,57,65,-30212,1286,0,0
2,5,57,58,-16384,46,0,0
2,5,67,65,16384,58,0,0
2,5,65,57,2555,1286,1,0
2,5,58,67,31045,1287,0,0
2,5,1117,1070,-8804,1296,0,48
2,5,1070,1118,-23948,1297,0,0
2,5,1118,1071,-23980,1297,0,52
2,5,58,59,-22020,47,0,0
2,5,66,67,10747,53,0,0
2,5,67,58,-1722,1287,1,0
2,5,59,66,25873,1288,0,0
2,5,1119,163,0,159,0,51
2,5,163,171,8192,718,0,0
2,5,81,1120,16384,67,0,0
2,5,82,1119,0,159,0,0
2,5,1116,167,-32768,161,0,160
2,5,167,81,-32768,504,0,0
2,5,68,66,5414,54,0,0
2,5,1120,68,16384,67,0,128
2,5,59,82,-16384,68,0,0
2,5,66,59,-6894,1288,1,0
2,5,173,169,-32768,166,0,0
2,5,174,173,-16384,167,0,0
2,5,172,174,-16384,176,0,0
2,5,1071,1072,-32768,1298,0,0
2,5,1072,1067,24576,1299,0,0
2,5,1121,77,0,63,0,44
2,5,1122,78,-16384,65,0,64
2,5,78,667,-24576,716,0,0
2,5,667,1123,-32768,910,0,0
2,5,69,70,-5414,55,0,0
2,5,77,50,16384,64,0,0
2,5,70,1122,-16384,65,0,0
2,5,50,69,6894,1279,0,0
2,5,50,51,22020,40,0,0
2,5,71,69,-10747,56,0,0
2,5,69,50,-25873,1279,1,0
2,5,51,71,1722,1280,0,0
2,5,1124,1121,0,63,0,32
2,5,51,52,16384,41,0,0
2,5,61,71,-16384,57,0,0
2,5,71,51,-31045,1280,1,0
2,5,52,61,-2555,1281,0,0
2,5,52,1125,10779,42,0,0
2,5,61,52,30212,1281,1,0
2,5,1065,1064,16384,1291,0,0
2,5,1067,1065,-32768,1293,0,0
2,5,71,61,16384,57,1,0
2,5,61,1064,-4836,1289,0,0
2,5,1065,71,-27931,1290,0,0
2,5,1064,1065,-16384,1291,1,0
2,5,1125,53,10737,42,0,21
2,5,53,60,-7579,1282,0,0
2,5,53,54,6711,43,0,0
2,5,62,60,-27131,49,0,0
2,5,60,53,25188,1282,1,0
2,5,54,62,-11175,1283,0,0
2,5,54,1115,0,59,0,0
2,5,62,54,21592,1283,1,0
2,5,60,61,-22020,48,0,0
2,5,1114,62,-32768,50,0,16
2,5,1064,1066,0,1292,0,0
2,5,1066,1068,8192,1294,0,0
2,5,1068,1069,0,1295,0,0
2,5,486,488,-16384,521,0,0
2,5,488,541,-32768,582,0,0
2,5,871,486,0,987,0,0
2,5,541,871,16384,989,0,0
2,5,479,486,-8192,519,0,0
2,5,871,872,16384,979,0,0
2,5,872,479,0,986,0,0
2,5,486,871,-32768,987,1,0
2,5,478,479,-16384,511,0,0
2,5,872,873,16384,980,0,0
2,5,873,478,0,985,0,0
2,5,479,872,-32768,986,1,0
2,5,474,478,-16384,510,0,0
2,5,873,874,16384,981,0,0
2,5,874,474,0,984,0,0
2,5,478,873,-32768,985,1,0
2,5,473,474,-16384,507,0,0
2,5,874,870,16384,982,0,0
2,5,870,473,0,983,0,0
2,5,474,874,-32768,984,1,0
2,5,473,870,-32768,983,1,0
2,5,472,892,0,1017,0,0
2,5,892,473,-16384,1018,0,0
2,5,488,486,16384,521,1,0
2,5,498,488,-32768,531,0,0
2,5,486,495,0,532,0,0
2,5,495,498,-16384,535,0,0
2,5,495,496,0,529,0,0
2,5,497,498,-32768,530,0,0
2,5,498,495,16384,535,1,0
2,5,496,497,-16384,589,0,0
2,5,496,544,0,585,0,0
2,5,545,497,-32768,586,0,0
2,5,497,496,16384,589,1,0
2,5,544,545,-16384,1020,0,0
2,5,1126,545,-32768,587,0,152
2,5,544,1127,0,599,0,0
2,5,545,544,16384,1020,1,0
2,5,555,556,16384,597,0,0
2,5,556,554,0,598,0,0
2,5,850,851,-16384,931,0,0
2,5,851,555,-32768,932,0,0
2,5,554,1128,8192,596,0,0
2,5,485,487,0,520,0,0
2,5,489,485,16384,522,0,0
2,5,542,489,-32768,583,0,0
2,5,487,542,-16384,988,0,0
2,5,485,489,-16384,522,1,0
2,5,490,485,0,523,0,0
2,5,489,491,-32768,524,0,0
2,5,491,490,16384,533,0,0
2,5,480,484,0,517,0,0
2,5,485,480,8192,518,0,0
2,5,487,485,-32768,520,1,0
2,5,484,487,-16384,974,0,0
2,5,480,477,16384,512,0,0
2,5,477,483,0,516,0,0
2,5,484,480,-32768,517,1,0
2,5,483,484,-16384,977,0,0
2,5,477,475,16384,509,0,0
2,5,475,482,0,515,0,0
2,5,483,477,-32768,516,1,0
2,5,482,483,-16384,976,0,0
2,5,475,476,16384,508,0,0
2,5,476,481,0,514,0,0
2,5,482,475,-32768,515,1,0
2,5,481,482,-16384,975,0,0
2,5,471,472,0,513,0,0
2,5,481,476,-32768,514,1,0
2,5,870,481,-32768,978,0,0
2,5,891,471,0,1016,0,0
2,5,476,891,16384,1019,0,0
2,5,470,469,0,502,0,0
2,5,471,470,16384,505,0,0
2,5,469,472,-16384,506,0,0
2,5,472,471,-32768,513,1,0
2,5,467,81,16384,498,0,0
2,5,167,468,-16384,499,0,0
2,5,468,467,-32768,503,0,0
2,5,81,167,0,504,1,0
2,5,468,469,-16384,500,0,0
2,5,470,467,16384,501,0,0
2,5,469,470,-32768,502,1,0
2,5,467,468,0,503,1,0
2,5,604,603,-32768,673,0,0
2,5,673,674,16384,728,0,0
2,5,679,604,-16384,736,0,0
2,5,674,679,0,737,0,0
2,5,603,673,16384,738,0,0
2,5,601,603,16384,651,0,0
2,5,604,605,-16384,652,0,0
2,5,605,601,-32768,672,0,0
