episode,mission,vertex_1,vertex_2,angle,line,side,offset
1,6,416,417,16384,468,0,0
1,6,426,427,16384,475,0,0
1,6,427,416,16384,506,0,0
1,6,412,739,-16384,868,1,0
1,6,416,427,-16384,506,1,0
1,6,422,421,16384,507,0,0
1,6,427,772,-32768,913,0,0
1,6,772,422,-32768,914,0,0
1,6,421,773,0,915,0,0
1,6,773,416,0,916,0,0
1,6,420,421,0,471,0,0
1,6,422,423,-32768,472,0,0
1,6,421,422,-16384,507,1,0
1,6,423,420,16384,508,0,0
1,6,423,434,-32768,482,0,0
1,6,437,420,0,485,0,0
1,6,420,423,-16384,508,1,0
1,6,434,437,16384,509,0,0
1,6,434,435,-32768,483,0,0
1,6,436,437,0,484,0,0
1,6,437,434,-16384,509,1,0
1,6,435,436,16384,510,0,0
1,6,436,435,-16384,510,1,0
1,6,458,436,0,511,0,0
1,6,435,460,-32768,514,0,0
1,6,460,458,16384,519,0,0
1,6,459,458,-8192,512,0,0
1,6,460,461,-24576,513,0,0
1,6,458,460,-16384,519,1,0
1,6,461,459,16384,520,0,0
1,6,461,462,-32768,515,0,0
1,6,465,459,0,518,0,0
1,6,459,461,-16384,520,1,0
1,6,462,465,16384,521,0,0
1,6,462,463,-32768,516,0,0
1,6,464,465,0,517,0,0
1,6,465,462,-16384,521,1,0
1,6,463,464,16384,522,0,0
1,6,1081,1082,-16384,522,1,16
1,6,507,510,16384,586,1,0
1,6,510,770,0,909,0,0
1,6,771,507,-32768,912,0,0
1,6,1082,463,-16384,522,1,112
1,6,463,466,-32768,523,0,0
1,6,466,771,31287,911,0,0
1,6,464,1081,-16384,522,1,0
1,6,467,464,0,524,0,0
1,6,770,467,1592,910,0,0
1,6,438,439,-32768,487,0,0
1,6,441,442,0,489,0,0
1,6,442,438,-16384,537,0,0
1,6,439,441,16384,538,1,0
1,6,419,438,-32768,486,0,0
1,6,442,443,0,490,0,0
1,6,443,419,-16384,536,0,0
1,6,438,442,16384,537,1,0
1,6,418,419,-32768,470,0,0
1,6,443,440,0,491,0,0
1,6,440,418,-16384,535,0,0
1,6,419,443,16384,536,1,0
1,6,417,418,-32768,469,0,0
1,6,440,414,0,488,0,0
1,6,414,417,-16384,534,0,0
1,6,418,440,16384,535,1,0
1,6,411,412,-16384,464,0,0
1,6,413,411,-8192,465,0,0
1,6,414,413,0,466,0,0
1,6,417,414,16384,534,1,0
1,6,468,469,-16384,542,0,0
1,6,469,776,-32768,923,0,0
1,6,776,777,-32768,924,0,0
1,6,778,468,0,925,0,0
1,6,777,485,27931,1308,0,0
1,6,1083,483,0,553,0,128
1,6,483,778,-3968,1307,0,0
1,6,457,456,-16384,541,0,0
1,6,469,468,16384,542,1,0
1,6,456,469,-32768,921,0,0
1,6,468,457,0,922,0,0
1,6,453,456,-32768,504,0,0
1,6,457,454,0,505,0,0
