episode,mission,vertex_1,vertex_2,angle,line,side,offset
1,3,529,835,16384,623,1,0
1,3,537,538,0,631,0,0
1,3,777,778,16384,940,0,0
1,3,781,782,-21561,947,0,0
1,3,782,777,-32768,948,0,0
1,3,778,529,16384,950,0,0
1,3,535,800,-16384,971,0,0
1,3,800,781,-16384,972,0,0
1,3,835,528,16384,623,1,64
1,3,536,537,-16384,630,0,0
1,3,528,775,16384,949,0,0
1,3,538,539,16384,632,0,0
1,3,780,799,-16384,969,0,0
1,3,799,534,-16384,970,0,0
1,3,539,536,-32768,633,0,0
1,3,537,536,16384,630,1,0
1,3,538,537,-32768,631,1,0
1,3,539,538,-16384,632,1,0
1,3,536,539,0,633,1,0
1,3,530,531,-16384,624,0,0
1,3,534,530,0,628,0,0
1,3,531,535,-32768,629,0,0
1,3,531,530,16384,624,1,0
1,3,530,532,0,625,0,0
1,3,533,531,-32768,626,0,0
1,3,532,533,-16384,627,1,0
1,3,802,803,16384,975,0,0
1,3,804,801,16384,976,0,0
1,3,803,805,6469,977,0,0
1,3,810,804,26298,983,0,0
1,3,801,802,16384,984,0,0
1,3,812,810,-16384,987,0,0
1,3,533,532,16384,627,0,0
1,3,801,533,-32768,973,0,0
1,3,532,802,0,974,0,0
1,3,802,801,-16384,984,1,0
1,3,806,807,-6469,979,0,0
1,3,807,808,-16384,980,0,0
1,3,808,809,-26298,981,0,0
1,3,809,811,16384,985,0,0
1,3,811,812,-32768,986,0,0
1,3,818,819,0,998,0,0
1,3,809,810,-32768,982,0,0
1,3,811,809,-16384,985,1,0
1,3,812,811,0,986,1,0
1,3,810,812,16384,987,1,0
1,3,805,806,0,978,0,0
1,3,820,817,-32768,1000,0,0
1,3,817,818,-16384,997,0,0
1,3,819,820,16384,999,0,0
1,3,818,817,16384,997,1,0
1,3,819,818,-32768,998,1,0
1,3,820,819,-16384,999,1,0
1,3,817,820,0,1000,1,0
1,3,756,836,-32768,919,0,0
1,3,761,756,-16384,924,0,0
1,3,508,509,0,592,0,0
1,3,520,519,-32768,602,0,0
1,3,519,508,16384,612,1,0
1,3,509,520,-16384,613,0,0
1,3,509,510,0,593,0,0
1,3,521,520,-32768,603,0,0
1,3,520,509,16384,613,1,0
1,3,510,521,-16384,614,0,0
1,3,510,511,0,594,0,0
1,3,522,521,-32768,604,0,0
1,3,521,510,16384,614,1,0
1,3,511,522,-16384,615,0,0
1,3,511,512,0,595,0,0
1,3,523,522,-32768,605,0,0
1,3,522,511,16384,615,1,0
1,3,512,523,-16384,616,0,0
1,3,837,838,0,923,0,192
1,3,838,760,0,923,0,320
1,3,760,762,-16384,925,0,0
1,3,512,513,0,596,0,0
1,3,524,523,-32768,606,0,0
1,3,523,512,16384,616,1,0
1,3,513,524,-16384,617,0,0
1,3,513,514,0,597,0,0
1,3,525,524,-32768,607,0,0
1,3,524,513,16384,617,1,0
1,3,514,525,-16384,618,0,0
1,3,525,514,16384,618,1,0
1,3,526,525,-32768,619,0,0
1,3,514,527,0,620,0,0
1,3,839,840,-16384,623,0,16
1,3,527,528,6133,621,0,0
1,3,528,839,-16384,623,0,0
1,3,529,526,26634,622,0,0
1,3,840,529,-16384,623,0,144
1,3,500,841,-32768,583,0,0
1,3,503,763,0,926,0,0
1,3,791,792,-16384,959,0,0
1,3,795,796,-16384,963,0,0
1,3,796,791,-16384,967,0,0
1,3,757,755,-16384,920,0,0
1,3,758,759,-16384,922,0,0
1,3,793,794,16384,961,0,0
1,3,797,798,16384,965,0,0
1,3,794,797,16384,968,0,0
1,3,792,793,0,960,0,0
1,3,794,791,-32768,962,0,0
1,3,796,797,0,964,0,0
1,3,791,796,16384,967,1,0
1,3,797,794,-16384,968,1,0
1,3,798,795,-32768,966,0,0
1,3,504,516,-16384,608,0,0
1,3,755,504,0,918,0,0
1,3,516,758,-32768,921,0,0
1,3,504,505,0,588,0,0
1,3,515,516,-32768,598,0,0
1,3,516,504,16384,608,1,0
1,3,505,515,-16384,609,0,0
1,3,505,506,0,589,0,0
1,3,517,515,-32768,599,0,0
1,3,515,505,16384,609,1,0
1,3,506,517,-16384,610,0,0
1,3,506,507,0,590,0,0
1,3,518,517,-32768,600,0,0
1,3,517,506,16384,610,1,0
1,3,507,518,-16384,611,0,0
1,3,507,508,0,591,0,0
1,3,519,518,-32768,601,0,0
1,3,518,507,16384,611,1,0
1,3,508,519,-16384,612,0,0
1,3,759,837,0,923,0,0
1,3,836,757,-32768,919,0,288
1,3,783,784,0,951,0,0
1,3,784,785,-16384,952,0,0
1,3,785,786,-32768,953,0,0
1,3,786,783,16384,954,0,0
1,3,786,785,0,953,1,0
1,3,784,783,-32768,951,1,0
1,3,764,500,22517,927,0,0
1,3,770,764,-32768,933,0,0
1,3,783,786,-16384,954,1,0
1,3,764,771,-32768,933,0,200
1,3,762,774,-16384,937,0,0
1,3,785,784,16384,952,1,0
1,3,774,762,16384,937,1,0
1,3,778,777,-16384,940,1,0
1,3,762,778,0,941,0,0
1,3,777,774,-32768,942,0,0
1,3,787,788,0,955,0,0
1,3,788,789,-16384,956,0,0
1,3,789,790,-32768,957,0,0
1,3,790,787,16384,958,0,0
1,3,790,789,0,957,1,0
1,3,842,761,-16384,938,0,32
1,3,789,788,16384,956,1,0
1,3,767,768,0,931,0,0
1,3,768,769,-8192,932,0,0
1,3,769,842,-16384,938,0,0
1,3,788,787,-32768,955,1,0
1,3,766,767,8192,930,0,0
1,3,787,790,-16384,958,1,0
1,3,763,765,10250,928,0,0
1,3,765,766,0,929,0,0
1,3,775,776,16384,939,0,0
1,3,776,779,0,945,0,0
1,3,779,780,-10875,946,0,0
1,3,761,769,16384,938,1,0
1,3,776,775,-16384,939,1,0
1,3,775,761,-32768,943,0,0
1,3,769,776,0,944,0,0
1,3,633,634,-16384,738,0,0
1,3,638,639,16384,741,0,0
1,3,592,633,0,752,0,0
1,3,634,642,-32768,753,0,0
1,3,843,844,-16384,688,0,192
1,3,634,633,16384,738,1,0
1,3,844,591,-16384,688,0,448
1,3,591,641,-32768,744,0,0
1,3,641,642,16384,745,0,0
1,3,642,634,0,753,1,0
1,3,590,843,-16384,688,0,0
1,3,592,472,16384,689,0,0
1,3,472,590,-2555,737,0,0
1,3,633,592,-32768,752,1,0
1,3,472,473,16384,544,0,0
1,3,473,845,0,545,0,0
1,3,590,472,30212,737,1,0
1,3,483,485,-16384,559,0,0
1,3,485,829,-32768,1013,0,0
1,3,829,831,16384,1017,0,0
