episode,mission,vertex_1,vertex_2,angle,line,side,offset
3,4,600,907,14410,712,0,0
3,4,75,908,16384,71,0,0
3,4,907,600,-18357,712,1,211
3,4,600,601,-32768,713,0,0
3,4,601,75,26941,714,0,0
3,4,52,600,28544,711,0,0
3,4,52,53,-16384,48,0,0
3,4,600,52,-4223,711,1,0
3,4,53,602,-32768,715,0,0
3,4,617,600,10250,737,0,0
3,4,602,617,22517,738,0,0
3,4,51,32,26056,47,0,0
3,4,909,51,-23421,733,0,25
3,4,59,52,-21399,728,0,0
3,4,59,60,0,55,0,0
3,4,76,77,-16384,72,0,0
3,4,77,82,-16384,76,0,0
3,4,52,59,11368,728,1,0
3,4,82,615,-32768,734,0,0
3,4,615,616,29865,735,0,0
3,4,616,52,26634,736,0,0
3,4,60,61,8192,56,0,0
3,4,61,910,0,706,1,0
3,4,66,59,-8192,62,0,0
3,4,78,79,0,73,0,0
3,4,79,80,-16384,74,0,0
3,4,80,81,-32768,75,0,0
3,4,81,78,16384,77,0,0
3,4,911,912,12718,179,0,68
3,4,82,77,16384,76,1,0
3,4,77,83,0,78,0,0
3,4,84,82,-32768,81,0,0
3,4,83,84,-16384,82,0,0
3,4,78,81,-16384,77,1,0
3,4,83,78,0,79,0,0
3,4,81,84,-32768,80,0,0
3,4,84,83,16384,82,1,0
3,4,910,32,0,706,1,48
3,4,611,76,-22517,726,0,0
3,4,32,611,-16384,727,0,0
3,4,26,27,3355,21,0,0
3,4,27,26,-29412,21,1,0
3,4,26,47,19739,43,0,0
3,4,48,27,-16384,44,0,0
3,4,47,618,13828,740,0,0
3,4,618,48,-1480,741,0,0
3,4,56,57,23421,53,0,0
3,4,57,26,14508,707,0,0
3,4,907,56,14410,712,0,171
3,4,57,56,-9346,53,1,0
3,4,56,907,-18357,712,1,0
3,4,4,5,8192,2,0,0
3,4,908,4,16384,71,0,128
3,4,26,57,-18259,707,1,0
3,4,5,26,0,709,0,0
3,4,606,58,2058,724,0,0
3,4,20,21,-16384,18,0,0
3,4,30,20,-4836,23,0,0
3,4,606,607,24576,719,0,0
3,4,58,606,-30709,724,1,0
3,4,607,30,11996,725,1,0
3,4,64,65,-24576,60,0,0
3,4,603,604,0,716,0,0
3,4,604,605,8192,717,0,0
3,4,605,606,16384,718,0,0
3,4,913,603,-8192,723,0,8
3,4,31,32,-20352,26,0,0
3,4,58,31,-3742,54,0,0
3,4,61,62,16384,57,0,0
3,4,32,61,-32768,706,0,0
3,4,31,58,29025,54,1,0
3,4,62,63,24576,58,0,0
3,4,63,64,-32768,59,0,0
3,4,65,66,-16384,61,0,0
3,4,21,31,-20540,25,0,0
3,4,32,31,12415,26,1,0
3,4,31,613,-1297,731,0,0
3,4,27,72,-12702,708,0,0
3,4,914,915,-20765,725,0,12
3,4,71,29,10837,739,0,0
3,4,28,29,-8192,22,0,0
3,4,71,72,-32768,67,0,0
3,4,72,27,20065,708,1,0
3,4,27,28,5636,710,0,0
3,4,29,71,-21930,739,1,0
3,4,29,30,-4836,24,0,0
3,4,30,914,-20833,725,0,0
3,4,30,29,27931,24,1,0
3,4,29,49,16384,45,0,0
3,4,50,30,-20607,46,0,0
3,4,49,612,0,729,0,0
3,4,612,50,-16384,730,0,0
3,4,68,69,8192,64,0,0
