episode,mission,vertex_1,vertex_2,angle,line,side,offset
2,2,93,94,-32768,65,0,0
2,2,1187,93,-16384,1302,0,0
2,2,1168,1187,-4362,1304,0,0
2,2,94,1196,16384,1326,0,0
2,2,1197,1168,16384,1327,0,0
2,2,1196,1197,16384,1338,0,0
2,2,1168,1171,16384,1295,0,0
2,2,1352,1187,-16384,1301,0,64
2,2,1187,1168,28405,1304,1,0
2,2,733,734,16384,658,0,0
2,2,734,735,0,659,0,0
2,2,735,736,-16384,660,0,0
2,2,92,733,16384,1316,1,0
2,2,736,89,-16384,1317,1,0
2,2,732,733,0,657,0,0
2,2,93,1353,16384,1302,1,0
2,2,733,92,-16384,1316,0,0
2,2,92,1211,-32768,1344,0,0
2,2,1212,93,-32768,1347,0,0
2,2,1211,1212,-32768,1348,0,0
2,2,1353,1187,16384,1302,1,192
2,2,595,732,-16384,1507,0,0
2,2,1187,595,3230,1564,0,0
2,2,1354,595,-16384,473,0,128
2,2,1187,1352,16384,1301,1,0
2,2,595,1187,-29537,1564,1,0
2,2,89,90,-16384,62,0,0
2,2,90,91,-32768,63,0,0
2,2,91,92,16384,64,0,0
2,2,1209,1210,-32768,1342,0,0
2,2,1211,1209,-16384,1345,0,0
2,2,1210,1212,16384,1346,0,0
2,2,1212,1211,0,1348,1,0
2,2,1355,1200,0,1330,0,16
2,2,1201,1202,0,1331,0,0
2,2,1202,1203,-16384,1332,0,0
2,2,1200,1201,0,1343,0,0
2,2,1203,1356,-32768,1350,0,0
2,2,1209,1201,-16384,1340,0,0
2,2,1200,1210,16384,1341,0,0
2,2,1210,1209,0,1342,1,0
2,2,1201,1200,-32768,1343,1,0
2,2,1168,1169,-32768,1282,0,0
2,2,1357,1168,-16384,1295,1,48
2,2,1169,1358,16384,1586,0,0
2,2,1345,1346,0,1587,0,0
2,2,1359,1171,0,1283,0,32
2,2,1171,1357,-16384,1295,1,0
2,2,1346,1347,16384,1588,0,0
2,2,1170,1359,0,1283,0,0
2,2,1360,1170,16384,1586,0,48
2,2,1347,1348,-32768,1589,0,0
2,2,1358,1360,16384,1586,0,16
2,2,1348,1345,-16384,1590,0,0
2,2,1346,1345,-32768,1587,1,0
2,2,1347,1346,-16384,1588,1,0
2,2,1348,1347,0,1589,1,0
2,2,1345,1348,16384,1590,1,0
2,2,1174,1175,-16384,1285,0,0
2,2,1176,1174,0,1288,0,0
2,2,1175,1177,-32768,1289,0,0
2,2,1184,1185,16384,1297,0,0
2,2,1185,1181,6133,1298,0,0
2,2,1180,1184,26634,1299,0,0
2,2,1172,1173,16384,1284,0,0
2,2,1173,1170,0,1584,0,0
2,2,1169,1172,-32768,1585,0,0
2,2,1170,1169,-16384,1586,1,0
2,2,1173,1172,-16384,1284,1,0
2,2,1175,1174,16384,1285,1,0
2,2,1174,1173,0,1286,0,0
2,2,1172,1175,-32768,1287,0,0
2,2,1177,1178,-16384,1290,0,0
2,2,1178,1179,-32768,1291,0,0
2,2,1179,1180,16384,1292,0,0
2,2,1204,1205,16384,1333,0,0
2,2,1205,1206,0,1334,0,0
2,2,1206,1207,-16384,1335,0,0
2,2,1361,1204,-32768,1350,0,480
2,2,1207,1214,-16384,1352,0,0
2,2,1362,1361,-32768,1350,0,400
2,2,1214,1199,0,1351,0,0
2,2,1198,1199,-16384,1329,0,0
2,2,1207,1208,0,1336,0,0
2,2,1208,1198,-16384,1339,0,0
2,2,1199,1214,-32768,1351,1,0
2,2,1214,1207,16384,1352,1,0
2,2,1196,1198,-32768,1328,0,0
2,2,1208,1197,0,1337,0,0
2,2,1197,1196,-16384,1338,1,0
2,2,1198,1208,16384,1339,1,0
2,2,1199,1355,0,1330,0,0
2,2,1356,1362,-32768,1350,0,384
2,2,95,96,0,66,0,0
2,2,96,1186,-16384,1300,0,0
2,2,1186,1171,-28405,1303,0,0
2,2,1171,1188,16384,1305,0,0
2,2,1189,95,16384,1306,0,0
2,2,1188,1189,16384,1307,0,0
2,2,1186,1352,-16384,1301,0,0
2,2,1171,1186,4362,1303,1,0
2,2,1181,1182,16384,1293,0,0
2,2,1182,1183,0,1294,0,0
2,2,1183,1176,-16384,1296,0,0
2,2,1363,1190,-32768,1308,0,64
2,2,1190,1191,24576,1309,0,0
2,2,1364,1192,-16384,1311,0,1672
2,2,1191,1365,16384,1312,0,0
2,2,1189,1188,-16384,1307,1,0
