episode,mission,vertex_1,vertex_2,angle,line,side,offset
3,1,55,56,16384,53,0,0
3,1,56,57,0,56,1,0
3,1,58,55,-32768,57,1,0
3,1,57,58,-17035,111,0,0
3,1,58,57,15732,111,1,0
3,1,30,29,-16384,205,0,0
3,1,31,24,0,187,0,0
3,1,28,31,16384,206,0,0
3,1,28,29,-32768,33,0,0
3,1,30,31,0,34,0,0
3,1,29,30,16384,205,1,0
3,1,31,28,-16384,206,1,0
3,1,170,111,-32768,120,0,832
3,1,115,171,0,123,0,0
3,1,111,172,21728,126,0,0
3,1,172,116,21728,126,0,73
3,1,173,119,0,128,0,416
3,1,119,115,-16384,129,0,0
3,1,116,174,-32768,127,0,0
3,1,175,157,-7643,181,0,344
3,1,157,158,-16384,182,0,0
3,1,159,160,16384,185,0,0
3,1,158,159,-32768,188,0,0
3,1,158,24,-16384,183,0,0
3,1,31,159,16384,184,0,0
3,1,24,31,-32768,187,1,0
3,1,159,158,0,188,1,0
3,1,176,34,-3475,36,0,152
3,1,34,35,-7855,37,0,0
3,1,35,36,-13828,38,0,0
3,1,36,57,-27657,54,0,0
3,1,57,56,-32768,56,0,0
3,1,36,30,-16384,39,0,0
3,1,57,36,5110,54,1,0
3,1,177,155,0,179,0,256
3,1,155,175,-7643,181,0,0
3,1,160,156,25188,186,0,0
3,1,24,25,-4836,28,0,0
3,1,25,178,-8192,29,0,0
3,1,92,93,24736,97,0,0
3,1,93,94,11451,98,0,0
3,1,94,95,0,99,0,0
3,1,95,96,-11547,100,0,0
3,1,96,179,-16384,101,0,0
3,1,103,92,-27259,108,0,0
3,1,179,97,-16384,101,0,26
3,1,97,103,-32768,107,0,0
3,1,97,98,-16384,102,0,0
3,1,98,91,-27674,103,0,0
3,1,103,97,0,107,1,0
3,1,92,103,5508,108,1,0
3,1,91,92,21798,197,0,0
3,1,110,170,-32768,120,0,0
3,1,171,180,0,123,0,128
3,1,90,91,19424,96,0,0
3,1,91,98,5093,103,1,0
3,1,100,99,-32768,105,0,0
3,1,101,102,-25730,106,0,0
3,1,99,89,-32768,109,0,0
3,1,98,101,-16384,110,0,0
3,1,89,90,-32768,153,0,0
3,1,102,100,-32768,196,0,0
3,1,178,22,-8192,29,0,49
3,1,85,84,-32768,91,1,0
3,1,84,89,16384,95,0,0
3,1,99,85,-16384,104,0,0
3,1,89,99,0,109,1,0
3,1,98,97,16384,102,1,0
3,1,97,104,0,112,0,0
3,1,104,105,-16384,113,0,0
3,1,105,98,-32768,114,0,0
3,1,106,108,0,117,0,0
3,1,181,113,-16384,121,0,384
3,1,113,107,-32768,124,0,0
3,1,107,106,16384,125,0,0
