episode,mission,vertex_1,vertex_2,angle,line,side,offset
2,9,89,90,-32768,88,0,0
2,9,91,89,-16384,89,0,0
2,9,92,91,0,90,0,0
2,9,90,92,16384,91,0,0
2,9,92,90,-16384,91,1,0
2,9,140,150,16384,152,0,0
2,9,150,140,-16384,152,1,576
2,9,140,143,-32768,156,1,0
2,9,90,89,0,88,1,0
2,9,132,133,-32768,145,0,0
2,9,133,143,16384,155,0,0
2,9,143,140,0,156,0,0
2,9,84,151,-32768,81,0,0
2,9,133,132,0,145,1,0
2,9,132,152,-16384,149,1,0
2,9,153,82,-32768,79,0,192
2,9,83,84,16384,80,0,0
2,9,108,83,-32768,111,0,0
2,9,82,108,-32768,115,0,0
2,9,152,138,-16384,149,1,128
2,9,89,91,16384,89,1,0
2,9,138,132,16384,149,0,0
2,9,139,138,-32768,150,0,0
2,9,135,139,-16384,151,0,0
2,9,154,153,-32768,79,0,128
2,9,138,139,0,150,1,0
2,9,80,81,-16384,78,0,0
2,9,81,154,-32768,79,0,0
2,9,135,155,0,146,1,0
2,9,139,135,16384,151,1,0
2,9,79,80,-32768,77,0,0
2,9,95,96,-16384,94,0,0
2,9,96,79,-16384,95,0,0
2,9,94,95,-16384,101,0,0
2,9,155,134,0,146,1,128
2,9,109,108,16384,112,0,0
2,9,110,109,-32768,113,0,0
2,9,82,110,-16384,114,0,0
2,9,108,82,0,115,1,0
2,9,150,141,16384,152,0,128
2,9,141,142,0,153,0,0
2,9,142,137,-16384,154,0,0
2,9,156,157,0,106,0,128
2,9,142,141,-32768,153,1,0
2,9,73,74,16384,73,0,0
2,9,74,156,0,106,0,0
2,9,141,150,-16384,152,1,0
2,9,91,92,-32768,90,1,0
2,9,134,135,-32768,146,0,0
2,9,136,134,-16384,147,0,0
2,9,137,136,0,148,0,0
2,9,93,94,-16384,93,0,0
2,9,134,136,16384,147,1,0
2,9,77,78,0,76,0,0
2,9,78,93,-16384,92,0,0
2,9,136,137,-32768,148,1,0
2,9,137,158,16384,154,1,0
2,9,75,76,0,74,0,0
2,9,76,77,-16384,75,0,0
