episode,mission,vertex_1,vertex_2,angle,line,side,offset
1,1,132,133,4156,160,0,0
1,1,133,134,0,161,0,0
1,1,134,135,-2826,162,0,0
1,1,135,136,-10101,163,0,0
1,1,136,137,-20971,164,0,0
1,1,137,138,-31287,165,0,0
1,1,138,139,30049,166,0,0
1,1,139,132,17538,167,0,0
1,1,139,138,-2718,166,1,0
1,1,138,137,1480,165,1,0
1,1,137,136,11796,164,1,0
1,1,136,135,22666,163,1,0
1,1,135,134,29941,162,1,0
1,1,133,132,-28611,160,1,0
1,1,31,32,16384,29,0,0
1,1,33,34,16384,30,0,0
1,1,34,31,16384,35,0,0
1,1,132,139,-15229,167,1,0
1,1,387,33,16384,475,0,0
1,1,388,387,16384,476,0,0
1,1,32,35,16384,36,0,0
1,1,35,40,6133,43,0,0
1,1,130,131,-5826,159,0,0
1,1,134,133,-32768,161,1,0
1,1,40,389,0,478,0,0
1,1,389,130,0,479,0,0
1,1,131,390,0,480,0,0
1,1,131,130,26941,159,1,0
1,1,390,131,-32768,480,1,0
1,1,391,390,-16384,482,0,64
1,1,27,26,16384,25,1,0
1,1,34,33,-16384,30,1,0
1,1,26,34,0,31,0,0
1,1,33,27,-32768,32,0,0
1,1,386,385,16384,471,1,0
1,1,385,387,0,472,0,0
1,1,388,386,-32768,473,0,0
1,1,387,388,-16384,476,1,0
1,1,28,30,16384,28,1,0
1,1,32,31,-16384,29,1,0
1,1,31,28,-32768,33,0,0
1,1,30,32,0,34,0,0
1,1,392,187,27931,211,0,71
1,1,183,185,0,217,0,0
1,1,185,213,-16384,255,0,0
1,1,187,214,21798,257,0,0
1,1,214,183,16384,258,0,0
1,1,183,182,16384,208,0,0
1,1,184,185,-16384,210,0,0
1,1,182,184,0,216,0,0
1,1,185,183,-32768,217,1,0
1,1,182,181,16384,207,0,0
1,1,178,184,-16384,209,0,0
1,1,181,178,0,215,0,0
1,1,184,182,-32768,216,1,0
1,1,177,178,-16384,204,0,0
1,1,181,179,16384,206,0,0
1,1,179,177,0,214,0,0
1,1,178,181,-32768,215,1,0
1,1,176,177,-16384,203,0,0
1,1,179,180,16384,205,0,0
1,1,180,176,0,213,0,0
1,1,177,179,-32768,214,1,0
1,1,210,42,-32768,248,0,0
1,1,42,388,16384,474,0,0
1,1,41,42,30603,44,0,0
1,1,42,210,0,248,1,0
1,1,210,129,-16384,249,0,0
1,1,43,41,28405,45,0,0
1,1,129,43,31701,158,0,0
1,1,393,210,-32768,247,0,64
1,1,175,174,-32768,202,0,0
1,1,173,175,-32768,212,0,0
1,1,210,393,0,247,1,0
1,1,394,210,16384,249,1,96
1,1,174,129,-19739,201,0,0
1,1,129,394,16384,249,1,0
1,1,175,173,0,212,1,0
1,1,176,180,-32768,213,1,0
1,1,173,363,-16384,440,0,0
1,1,363,176,-16384,441,0,0
1,1,180,364,16384,442,0,0
1,1,364,175,16384,443,0,0
1,1,298,299,-16384,361,0,0
1,1,309,298,0,373,1,0
1,1,299,306,-32768,477,0,0
1,1,306,309,16384,484,0,0
1,1,306,299,0,477,1,0
1,1,130,389,-32768,479,1,0
1,1,299,391,-16384,482,0,0
1,1,389,306,16384,483,0,0
1,1,290,395,16384,367,0,0
1,1,396,125,16384,378,0,8
1,1,125,319,16384,386,0,0
1,1,319,290,16384,387,0,0
1,1,340,341,-32768,413,0,0
1,1,344,345,0,417,0,0
1,1,397,304,16384,367,0,136
