episode,mission,vertex_1,vertex_2,angle,line,side,offset
3,6,364,363,-8192,439,1,0
3,6,363,398,-24576,494,0,0
3,6,401,364,13828,498,0,0
3,6,398,401,-32768,499,0,0
3,6,400,401,16384,497,0,0
3,6,401,398,0,499,1,0
3,6,164,550,-32768,197,0,0
3,6,551,552,-8504,404,0,502
3,6,553,348,-24576,425,0,34
3,6,348,349,24576,426,0,0
3,6,349,554,8192,427,0,0
3,6,398,399,-16384,495,0,0
3,6,399,400,-32768,496,0,0
3,6,555,19,-32768,15,0,784
3,6,497,499,6558,624,0,0
3,6,19,556,0,15,1,0
3,6,557,19,11943,16,1,458
3,6,421,422,27931,575,0,0
3,6,20,557,11943,16,1,0
3,6,422,423,-16384,520,0,0
3,6,558,20,29016,534,0,726
3,6,423,424,4836,521,0,0
3,6,559,558,29016,534,0,453
3,6,467,466,-4680,571,0,0
3,6,468,469,16384,572,0,0
3,6,470,468,-28087,573,0,0
3,6,466,470,-16384,577,0,0
3,6,469,495,16384,614,0,0
3,6,495,467,16384,615,0,0
3,6,466,461,0,570,0,0
3,6,460,470,-32768,574,0,0
3,6,461,460,-16384,576,1,0
3,6,470,466,16384,577,1,0
3,6,560,561,-13342,523,0,334
3,6,436,559,29016,534,0,0
3,6,562,427,5415,524,0,125
3,6,427,563,24857,644,0,0
3,6,457,456,0,578,0,0
3,6,456,493,-7832,611,0,0
3,6,493,564,-27319,612,0,0
3,6,565,457,16384,613,0,53
3,6,455,456,-16384,558,0,0
3,6,457,458,21220,559,0,0
3,6,456,457,-32768,578,1,0
3,6,458,455,0,579,1,0
3,6,566,327,-24576,401,0,554
3,6,431,567,16384,528,0,0
3,6,327,551,-8504,404,0,0
3,6,556,555,0,15,1,200
3,6,568,433,-32768,529,0,56
3,6,451,452,-22020,552,0,0
3,6,569,570,11285,568,0,23
3,6,429,430,10747,526,0,0
3,6,430,429,-22020,526,1,0
3,6,451,430,-8192,550,0,0
3,6,429,452,24576,551,0,0
3,6,452,451,10747,552,1,0
3,6,570,465,11285,568,0,401
3,6,465,451,-10250,673,0,0
3,6,430,431,0,527,0,0
3,6,448,449,-24576,547,0,0
3,6,571,451,-31470,549,0,73
3,6,465,448,-867,580,0,0
3,6,451,465,22517,673,1,0
3,6,449,450,-8192,548,0,0
3,6,450,571,-31470,549,0,0
3,6,567,431,-16384,528,1,56
3,6,449,448,8192,547,1,0
3,6,450,449,24576,548,1,0
3,6,431,450,25730,582,0,0
3,6,448,572,7037,581,0,0
3,6,433,573,-21392,530,0,0
3,6,573,433,11375,530,1,35
3,6,465,569,-21482,568,1,0
3,6,433,465,-6133,569,0,0
3,6,573,420,-21392,530,0,397
3,6,464,569,11285,568,0,0
3,6,420,573,11375,530,1,0
3,6,464,420,29412,567,0,0
3,6,569,464,-21482,568,1,402
3,6,420,421,-32768,519,0,0
3,6,428,429,22874,525,0,0
3,6,453,454,-8192,554,0,0
3,6,454,574,-9883,556,0,0
3,6,459,460,-32768,561,0,0
3,6,461,462,0,563,0,0
3,6,462,463,-3355,565,0,0
3,6,460,461,16384,576,0,0
3,6,463,575,11547,566,0,0
3,6,421,420,0,519,1,0
3,6,461,421,16384,562,0,0
3,6,462,461,-32768,563,1,0
3,6,420,462,-21220,564,0,0
3,6,575,464,11547,566,0,9
3,6,424,425,0,522,0,0
3,6,425,560,-13343,523,0,0
3,6,574,455,-9894,556,0,39
3,6,458,459,21984,560,0,0
3,6,455,458,-32768,579,0,0
3,6,576,453,-24575,553,0,19
3,6,452,576,-24576,553,0,0
3,6,429,428,-9893,525,1,0
3,6,454,429,8192,555,0,0
3,6,455,454,22874,556,1,0
3,6,428,455,-24576,557,0,0
3,6,563,428,24857,644,0,186
3,6,19,20,-20824,16,0,0
3,6,500,503,-26829,625,0,0
3,6,500,499,0,619,0,0
3,6,497,503,16384,623,0,0
3,6,499,497,-26209,624,1,0
3,6,503,500,5938,625,1,0
3,6,577,578,11790,3,0,1454
3,6,496,497,-10250,616,0,0
3,6,503,502,23500,622,0,0
3,6,578,579,11790,3,0,2334
3,6,498,496,-25730,617,0,0
3,6,499,498,27509,618,0,0
3,6,501,500,-5781,620,0,0
3,6,502,501,6809,621,0,0
3,6,580,164,22602,196,0,257
3,6,581,582,22463,2,0,1397
3,6,6,7,-14819,6,0,0
3,6,260,23,27353,309,0,0
3,6,7,583,0,310,0,0
3,6,583,584,-32768,310,1,72
3,6,262,585,-16384,311,1,0
3,6,260,262,-16384,318,0,0
3,6,269,270,8192,327,0,0
3,6,7,6,17948,6,1,0
3,6,6,586,6258,18,1,0
3,6,584,7,-32768,310,1,680
3,6,268,269,-8192,326,0,0
3,6,586,23,6293,18,1,23
3,6,23,587,-5418,309,1,0
3,6,267,268,-24576,325,0,0
3,6,587,260,-5407,309,1,328
3,6,270,271,16384,328,0,0
3,6,271,267,24576,329,0,0
3,6,268,267,8192,325,1,0
3,6,269,268,24576,326,1,0
3,6,270,269,-24576,327,1,0
3,6,271,270,-16384,328,1,0
3,6,267,271,-8192,329,1,0
3,6,588,22,-16384,17,0,215
3,6,22,254,-16384,303,0,0
3,6,254,260,27353,314,0,0
3,6,259,589,-16384,308,0,0
3,6,585,262,16384,311,0,72
3,6,262,259,5414,317,0,0
3,6,263,255,0,315,0,0
3,6,257,264,-32768,316,0,0
3,6,255,257,-16384,320,1,0
3,6,264,263,16384,321,0,0
3,6,257,259,-16384,313,0,0
3,6,264,257,0,316,1,0
3,6,259,590,-27353,317,1,0
3,6,263,264,-16384,321,1,0
3,6,265,266,16384,322,0,0
3,6,266,263,0,323,0,0
3,6,264,265,-32768,324,0,0
3,6,590,591,-27353,317,1,73
3,6,265,264,0,324,1,0
3,6,591,262,-27353,317,1,146
3,6,262,592,16384,318,1,0
3,6,266,265,-16384,322,1,0
3,6,254,255,-16384,312,0,0
3,6,260,254,-5414,314,1,0
3,6,255,263,-32768,315,1,0
3,6,592,260,16384,318,1,320
3,6,263,266,-32768,323,1,0
3,6,21,588,-16384,17,0,0
3,6,435,21,0,532,0,0
3,6,478,471,27931,589,0,0
3,6,582,3,22463,2,0,2582
3,6,3,593,11790,3,0,0
3,6,594,6,-15202,665,0,450
3,6,23,6,-26476,18,0,0
3,6,473,474,-4554,585,0,0
3,6,6,595,17565,665,1,0
3,6,471,472,-27131,584,0,0
3,6,548,549,6711,685,0,0
3,6,474,475,4836,586,0,0
3,6,477,476,-16384,591,0,0
3,6,479,477,0,592,0,0
3,6,480,479,16384,593,0,0
3,6,476,480,-32768,594,0,0
3,6,472,473,-16384,663,0,0
3,6,475,478,16384,590,0,0
3,6,475,476,-32768,587,0,0
3,6,477,478,0,588,0,0
3,6,478,475,-16384,590,1,0
3,6,476,477,16384,591,1,0
3,6,549,435,23095,686,0,0
3,6,595,596,17568,665,1,660
3,6,544,545,-1722,681,0,0
3,6,545,546,-9672,682,0,0
3,6,546,547,6711,683,0,0
3,6,547,548,-2058,684,0,0
3,6,546,545,23095,682,1,0
3,6,547,546,-26056,683,1,0
3,6,596,594,17511,665,1,880
3,6,434,544,-23095,680,0,0
3,6,434,437,0,535,0,0
3,6,437,435,0,583,0,0
3,6,597,434,9672,680,1,5
3,6,548,547,30709,684,1,0
3,6,549,548,-26056,685,1,0
3,6,435,549,-9672,686,1,0
3,6,544,597,9671,680,1,0
3,6,545,544,31045,681,1,0
3,6,439,440,0,538,0,0
3,6,441,442,-32768,539,0,0
3,6,447,441,-24576,546,0,0
3,6,442,443,-24576,540,0,0
3,6,444,445,16384,543,0,0
3,6,445,446,0,544,0,0
3,6,446,447,-16384,545,0,0
3,6,440,444,8192,542,0,0
3,6,490,482,24576,605,0,0
3,6,491,490,-25521,606,0,0
3,6,445,481,-32768,595,0,0
3,6,484,485,0,597,0,0
3,6,485,445,-16384,600,0,0
3,6,487,484,0,601,0,0
3,6,481,492,-32768,608,0,0
3,6,492,487,16384,609,0,0
3,6,446,445,-32768,544,1,0
3,6,485,486,0,598,0,0
3,6,486,446,-16384,599,0,0
3,6,445,485,16384,600,1,0
3,6,482,483,16384,596,0,0
3,6,489,488,-7246,603,0,0
3,6,483,489,8192,604,0,0
3,6,488,491,-16384,610,0,0
3,6,488,487,0,602,0,0
3,6,492,491,-32768,607,0,0
3,6,487,492,-16384,609,1,0
3,6,491,488,16384,610,1,0
3,6,593,577,11790,3,0,707
3,6,536,594,-15201,665,0,0
3,6,20,536,-32768,666,0,0
3,6,20,434,-16384,531,0,0
3,6,594,536,17566,665,1,893
3,6,536,20,0,666,1,0
3,6,437,438,16384,536,0,0
3,6,438,439,8192,537,0,0
3,6,443,435,-16384,541,0,0
3,6,435,437,-32768,583,1,0
3,6,483,482,-16384,596,1,0
3,6,482,540,-32768,674,0,0
3,6,540,541,16384,675,0,0
3,6,541,483,0,676,0,0
3,6,598,256,16384,306,0,456
3,6,256,253,16384,319,0,0
3,6,255,253,0,304,0,0
3,6,256,257,-32768,305,0,0
3,6,253,256,-16384,319,1,0
3,6,257,255,16384,320,0,0
3,6,253,252,16384,302,0,0
3,6,561,426,-13346,523,0,547
3,6,22,21,16384,17,1,0
3,6,252,22,-32768,301,0,0
3,6,21,436,16384,533,0,0
3,6,550,165,-32768,197,0,21
