episode,mission,vertex_1,vertex_2,angle,line,side,offset
2,4,522,909,-16384,597,0,0
2,4,540,541,16384,625,0,0
2,4,566,522,0,656,0,0
2,4,537,538,-32768,622,0,0
2,4,539,540,0,624,0,0
2,4,553,554,-32768,638,0,0
2,4,557,558,-32768,642,0,0
2,4,541,542,-32768,626,0,0
2,4,542,539,-16384,627,0,0
2,4,540,539,-32768,624,1,0
2,4,541,540,-16384,625,1,0
2,4,542,541,0,626,1,0
2,4,539,542,16384,627,1,0
2,4,550,547,-16384,635,0,0
2,4,910,520,0,651,0,32
2,4,911,521,0,596,0,48
2,4,548,549,16384,633,0,0
2,4,521,566,-16384,655,0,0
2,4,520,911,0,596,0,0
2,4,549,550,-32768,634,0,0
2,4,547,548,0,632,0,0
2,4,548,547,-32768,632,1,0
2,4,549,548,-16384,633,1,0
2,4,550,549,0,634,1,0
2,4,547,550,16384,635,1,0
2,4,521,565,0,653,0,0
2,4,565,522,-16384,654,0,0
2,4,566,521,16384,655,1,0
2,4,522,566,-32768,656,1,0
2,4,515,514,-32768,611,0,0
2,4,551,552,0,636,0,0
2,4,555,556,0,640,0,0
2,4,512,514,16384,590,0,0
2,4,515,513,-16384,591,0,0
2,4,514,515,0,611,1,0
2,4,552,553,16384,637,0,0
2,4,558,555,-16384,643,0,0
2,4,556,555,-32768,640,1,0
2,4,557,556,-16384,641,1,0
2,4,558,557,0,642,1,0
2,4,555,558,16384,643,1,0
2,4,552,551,-32768,636,1,0
2,4,553,552,-16384,637,1,0
2,4,554,553,0,638,1,0
2,4,551,554,16384,639,1,0
2,4,912,523,-16384,597,0,152
2,4,523,524,-24576,598,0,0
2,4,524,515,-32768,599,0,0
2,4,535,536,0,620,0,0
2,4,909,912,-16384,597,0,104
2,4,536,537,16384,621,0,0
2,4,538,535,-16384,623,0,0
2,4,556,557,16384,641,0,0
2,4,536,535,-32768,620,1,0
2,4,537,536,-16384,621,1,0
2,4,538,537,0,622,1,0
2,4,535,538,16384,623,1,0
2,4,514,516,-32768,592,0,0
2,4,516,517,24576,593,0,0
2,4,517,913,16384,594,0,0
2,4,527,528,0,612,0,0
2,4,528,529,16384,613,0,0
2,4,554,551,-16384,639,0,0
2,4,913,914,16384,594,0,104
2,4,530,527,-16384,615,0,0
2,4,529,530,-32768,614,0,0
2,4,531,532,0,616,0,0
2,4,528,527,-32768,612,1,0
2,4,529,528,-16384,613,1,0
2,4,530,529,0,614,1,0
2,4,527,530,16384,615,1,0
2,4,532,533,16384,617,0,0
2,4,544,545,16384,629,0,0
2,4,519,910,0,651,0,0
2,4,914,915,16384,594,0,184
2,4,534,531,-16384,619,0,0
2,4,533,534,-32768,618,0,0
2,4,543,544,0,628,0,0
2,4,532,531,-32768,616,1,0
2,4,533,532,-16384,617,1,0
2,4,534,533,0,618,1,0
2,4,531,534,16384,619,1,0
2,4,916,518,16384,594,0,312
2,4,518,519,0,595,0,0
2,4,545,546,-32768,630,0,0
2,4,915,916,16384,594,0,264
2,4,546,543,-16384,631,0,0
2,4,544,543,-32768,628,1,0
2,4,545,544,-16384,629,1,0
2,4,546,545,0,630,1,0
2,4,543,546,16384,631,1,0
2,4,343,917,-16384,391,0,0
2,4,918,343,3355,392,0,36
2,4,919,341,16384,355,0,42
2,4,341,342,0,356,0,0
2,4,342,343,-8192,357,0,0
2,4,343,918,-29412,392,1,0
2,4,920,572,0,675,0,80
2,4,921,572,-16384,663,0,96
2,4,572,920,-32768,675,1,0
2,4,572,573,0,664,0,0
2,4,573,922,-16384,665,0,0
2,4,453,434,0,518,0,0
2,4,434,464,-16384,527,0,0
2,4,464,465,-32768,528,0,0
2,4,465,453,16384,529,0,0
2,4,456,431,0,517,0,0
2,4,431,466,-16384,530,0,0
2,4,467,456,16384,531,0,0
2,4,923,467,-32768,548,0,256
2,4,466,470,0,537,0,0
2,4,924,481,-16384,547,0,64
2,4,481,923,-32768,548,0,0
2,4,470,925,16384,538,0,0
2,4,480,924,-16384,547,0,0
2,4,559,560,-32768,645,0,0
2,4,560,561,16384,646,0,0
2,4,561,562,0,647,0,0
2,4,562,563,-16384,648,0,0
2,4,563,564,-32768,649,0,0
2,4,564,559,-32768,652,0,0
2,4,593,599,-16384,696,0,0
2,4,599,600,-32768,697,0,0
2,4,600,594,16384,698,0,0
2,4,594,593,0,699,1,0
2,4,519,559,16384,644,0,0
2,4,564,520,-16384,650,0,0
2,4,520,519,-32768,651,1,0
2,4,559,564,0,652,1,0
2,4,127,926,-16384,133,0,0
2,4,875,127,0,1049,0,0
2,4,927,928,-12923,5,0,203
2,4,875,876,16384,1046,0,0
2,4,876,877,0,1047,0,0
2,4,877,127,-16384,1048,0,0
2,4,127,875,-32768,1049,1,0
2,4,444,443,0,521,0,0
2,4,459,444,16384,522,0,0
2,4,570,929,-32768,668,0,0
2,4,443,904,-16384,1111,0,0
2,4,904,570,-16384,1112,0,0
2,4,569,459,0,661,0,0
2,4,929,577,-32768,668,0,64
2,4,577,903,16384,1109,0,0
2,4,903,569,16384,1110,0,0
2,4,930,577,16384,667,0,73
2,4,577,570,0,668,1,0
2,4,447,440,0,520,0,0
2,4,440,460,-16384,523,0,0
2,4,460,461,-32768,524,0,0
2,4,461,447,16384,525,0,0
2,4,570,571,0,662,0,0
2,4,571,921,-16384,663,0,0
2,4,450,437,0,519,0,0
2,4,567,450,17035,658,0,0
2,4,437,568,-17035,659,0,0
2,4,568,567,-32768,669,0,0
2,4,462,463,-32768,526,0,0
2,4,463,567,16384,657,0,0
2,4,568,462,-16384,660,0,0
2,4,567,568,0,669,1,0
2,4,398,399,0,445,0,0
2,4,406,405,-32768,452,0,0
2,4,399,406,-17936,471,1,0
2,4,405,398,16905,472,0,0
2,4,397,398,1875,444,0,0
2,4,405,404,-29865,451,0,0
2,4,398,405,-15862,472,1,0
2,4,404,397,18939,473,0,0
2,4,396,397,3637,443,0,0
2,4,404,403,-27931,450,0,0
2,4,397,404,-13828,473,1,0
2,4,403,396,20352,474,0,0
2,4,4,5,-2555,4,0,0
2,4,6,927,-12930,5,0,0
2,4,26,24,25097,20,0,0
2,4,5,393,-8192,439,0,0
2,4,394,6,-8192,440,0,0
2,4,393,394,-8192,468,0,0
2,4,931,4,0,3,0,252
2,4,395,396,6370,442,0,0
2,4,403,402,-24576,449,0,0
2,4,396,403,-12415,474,1,0
2,4,402,395,22259,475,0,0
2,4,393,395,8688,441,0,0
2,4,402,394,-23095,448,0,0
2,4,394,393,24576,468,1,0
2,4,395,402,-10508,475,1,0
2,4,422,423,-32768,462,0,0
2,4,423,424,16384,463,0,0
2,4,424,408,10250,464,0,0
2,4,421,422,-32768,1064,0,0
2,4,408,401,11547,469,0,0
2,4,400,401,-4449,447,0,0
2,4,408,407,29025,454,0,0
2,4,401,408,-21220,469,1,0
2,4,407,400,13557,470,0,0
2,4,399,400,-3355,446,0,0
2,4,407,406,31287,453,0,0
2,4,400,407,-19210,470,1,0
2,4,406,399,14831,471,0,0
2,4,421,441,-16384,489,0,0
2,4,446,422,16384,494,0,0
2,4,441,446,-32768,511,0,0
2,4,422,421,0,1064,1,0
2,4,442,443,-16384,491,0,0
2,4,444,445,16384,492,0,0
2,4,445,442,0,512,0,0
2,4,443,444,-32768,521,1,0
2,4,441,442,-16384,490,0,0
2,4,445,446,16384,493,0,0
2,4,446,441,0,511,1,0
2,4,442,445,-32768,512,1,0
2,4,409,410,4836,455,0,0
2,4,410,411,0,456,0,0
2,4,412,413,-10747,457,0,0
2,4,413,469,-16384,534,0,0
2,4,411,412,-5636,551,0,0
2,4,469,932,29798,555,0,0
2,4,485,409,27131,557,0,0
2,4,932,484,29798,555,0,189
2,4,484,485,14325,558,0,0
2,4,468,409,10969,533,0,0
2,4,484,468,29654,556,0,0
2,4,409,485,-5636,557,1,0
2,4,485,484,-18442,558,1,0
2,4,482,581,0,676,0,0
2,4,583,483,-32768,679,0,0
2,4,581,583,-16384,681,0,0
2,4,483,482,16384,1065,0,0
2,4,411,482,6133,549,0,0
2,4,483,412,-28544,550,0,0
2,4,412,411,27131,551,1,0
2,4,482,483,-16384,1065,1,0
2,4,414,415,-32768,458,0,0
2,4,416,417,-32768,459,0,0
2,4,418,419,-32768,460,0,0
2,4,420,421,-32768,461,0,0
2,4,425,426,-10250,465,0,0
2,4,426,427,-16384,466,0,0
2,4,427,428,-32768,467,0,0
2,4,428,418,-32768,476,0,0
2,4,401,425,-2902,536,0,0
2,4,401,468,11547,532,0,0
2,4,933,425,-16384,535,0,5
2,4,425,401,29865,536,1,0
2,4,468,484,-3113,556,1,0
2,4,469,933,-16384,535,0,0
2,4,484,469,-2969,555,1,0
2,4,439,440,-16384,488,0,0
2,4,447,448,16384,495,0,0
2,4,448,439,0,513,0,0
2,4,440,447,-32768,520,1,0
2,4,415,438,-16384,486,0,0
2,4,449,420,16384,497,0,0
2,4,438,449,-32768,510,0,0
2,4,438,439,-16384,487,0,0
2,4,448,449,16384,496,0,0
2,4,449,438,0,510,1,0
2,4,439,448,-32768,513,1,0
2,4,436,437,-16384,485,0,0
2,4,450,451,16384,498,0,0
2,4,451,436,0,514,0,0
2,4,437,450,-32768,519,1,0
2,4,417,435,-16384,483,0,0
2,4,452,414,16384,500,0,0
2,4,435,452,-32768,509,0,0
2,4,435,436,-16384,484,0,0
2,4,451,452,16384,499,0,0
2,4,452,435,0,509,1,0
2,4,436,451,-32768,514,1,0
2,4,433,434,-16384,482,0,0
2,4,453,454,16384,501,0,0
2,4,454,433,0,515,0,0
2,4,434,453,-32768,518,1,0
2,4,419,432,-16384,480,0,0
2,4,455,416,16384,503,0,0
2,4,432,455,-32768,508,0,0
2,4,432,433,-16384,481,0,0
