episode,mission,vertex_1,vertex_2,angle,line,side,offset
3,7,395,394,-21220,437,0,0
3,7,397,395,0,439,0,0
3,7,779,397,16384,908,0,0
3,7,393,396,4836,438,0,0
3,7,396,342,-16384,441,0,0
3,7,393,394,24576,435,0,0
3,7,394,395,11547,437,1,0
3,7,396,393,-27931,438,1,0
3,7,395,396,-8192,440,0,0
3,7,396,395,24576,440,1,0
3,7,342,396,16384,441,1,0
3,7,807,399,-21494,442,0,362
3,7,399,342,-32768,451,0,0
3,7,808,339,3968,381,0,137
3,7,395,397,-32768,439,1,0
3,7,339,408,-8192,455,0,0
3,7,809,139,-8192,144,0,64
3,7,398,807,-21494,442,0,0
3,7,139,398,-16384,444,0,0
3,7,408,409,5289,456,0,0
3,7,408,339,24576,455,1,0
3,7,409,408,-27478,456,1,0
3,7,400,401,-21220,443,0,0
3,7,402,400,-16384,446,0,0
3,7,401,405,-32768,449,0,0
3,7,405,402,11934,892,0,0
3,7,399,398,11273,442,1,0
3,7,398,402,-16384,445,0,0
3,7,405,399,-32768,450,0,0
3,7,402,405,-20833,892,1,0
3,7,401,400,11547,443,1,0
3,7,400,403,-4836,447,0,0
3,7,404,401,27931,448,0,0
3,7,403,406,-19102,452,0,0
3,7,406,407,-21220,453,0,0
3,7,407,404,-23536,454,0,0
3,7,342,343,-32768,382,0,0
3,7,343,393,16384,434,0,0
3,7,324,325,8192,362,0,0
3,7,343,810,-32768,383,0,0
3,7,393,343,-16384,434,1,0
3,7,323,324,0,361,0,0
3,7,325,326,16384,363,0,0
3,7,330,331,-16384,368,0,0
3,7,334,335,16384,372,0,0
3,7,335,330,0,379,0,0
3,7,331,334,-32768,917,0,0
3,7,331,332,-16384,369,0,0
3,7,332,333,-32768,370,0,0
3,7,333,334,16384,371,0,0
3,7,334,331,0,917,1,0
3,7,394,811,-32768,436,0,0
3,7,327,328,-32768,365,0,0
3,7,328,337,-32768,377,0,0
3,7,394,393,-8192,435,1,0
3,7,811,394,0,436,1,128
3,7,326,327,24576,364,0,0
3,7,328,329,-16384,366,0,0
3,7,336,337,16384,374,0,0
3,7,337,328,0,377,1,0
3,7,329,336,-32768,378,0,0
3,7,329,330,-16384,367,0,0
3,7,335,336,16384,373,0,0
3,7,336,329,0,378,1,0
3,7,330,335,-32768,379,1,0
3,7,130,131,-32768,137,0,0
3,7,135,132,-32768,141,0,0
3,7,136,135,-16384,142,0,0
3,7,131,137,16384,143,0,0
3,7,132,130,-32768,148,0,0
3,7,137,136,0,302,1,0
3,7,287,288,-16384,312,0,0
3,7,288,289,-32768,313,0,0
3,7,289,290,16384,314,0,0
3,7,290,287,0,321,1,0
3,7,129,130,16384,136,0,0
3,7,132,133,-16384,138,0,0
3,7,130,132,0,148,1,0
3,7,133,129,-32768,150,0,0
3,7,24,812,-8192,17,0,0
3,7,25,24,-4836,18,0,0
3,7,291,292,-16384,317,0,0
3,7,292,293,-32768,318,0,0
3,7,293,294,16384,319,0,0
3,7,294,291,0,322,1,0
3,7,317,318,0,355,0,0
3,7,318,813,-13828,356,0,0
3,7,122,123,0,130,0,0
3,7,121,122,0,147,0,0
3,7,123,317,-4836,354,0,0
3,7,121,128,16384,134,0,0
3,7,134,122,-16384,140,0,0
3,7,122,121,-32768,147,1,0
3,7,128,134,0,149,0,0
3,7,128,129,16384,135,0,0
3,7,133,134,-16384,139,0,0
3,7,134,128,-32768,149,1,0
3,7,129,133,0,150,1,0
3,7,22,23,-13828,16,0,0
3,7,812,22,-8192,17,0,113
3,7,23,69,-32768,70,0,0
3,7,119,120,16384,128,0,0
3,7,120,121,0,129,0,0
3,7,124,125,-32768,131,0,0
