episode,mission,vertex_1,vertex_2,angle,line,side,offset
3,2,19,18,16384,13,0,0
3,2,18,277,-3040,296,0,0
3,2,305,19,-32768,326,0,0
3,2,224,426,-14325,235,0,0
3,2,304,305,16384,325,0,0
3,2,301,304,16384,332,0,0
3,2,277,224,-3742,335,0,0
3,2,301,302,-32768,322,0,0
3,2,302,303,16384,323,0,0
3,2,303,304,0,324,0,0
3,2,304,301,-16384,332,1,0
3,2,18,427,11814,12,0,0
3,2,277,18,29727,296,1,0
3,2,307,277,-16384,334,0,0
3,2,324,325,6711,357,0,0
3,2,326,324,22020,358,0,0
3,2,327,326,-24576,359,0,0
3,2,325,327,-12415,360,0,0
3,2,324,326,-10747,358,1,0
3,2,325,324,-26056,357,1,0
3,2,311,428,-4836,339,0,0
3,2,327,325,20352,360,1,0
3,2,306,307,-32768,333,0,0
3,2,428,312,-4835,339,0,113
3,2,312,306,-19739,346,0,0
3,2,326,327,8192,359,1,0
3,2,12,13,-19875,8,0,0
3,2,429,16,11808,12,0,322
3,2,16,12,-7855,297,0,0
3,2,13,313,27931,340,0,0
3,2,427,429,11808,12,0,297
3,2,313,311,-19739,341,0,0
3,2,312,311,27931,339,1,0
3,2,313,13,-4836,340,1,0
3,2,311,313,13028,341,1,0
3,2,13,312,-19739,345,0,0
3,2,430,12,-26634,9,0,444
3,2,16,431,5597,11,0,0
3,2,12,16,24912,297,1,0
3,2,432,421,-4836,486,0,125
3,2,421,422,-11547,487,0,0
3,2,422,423,-15732,488,0,0
3,2,423,433,-28180,489,0,0
3,2,284,285,16384,305,0,0
3,2,288,289,16384,309,0,0
3,2,280,284,19286,327,0,0
3,2,285,288,16384,328,0,0
3,2,289,292,16384,329,0,0
3,2,280,434,-16384,301,0,0
3,2,284,280,-13481,327,1,0
3,2,435,283,16384,303,0,27
3,2,283,284,0,304,0,0
3,2,285,286,-32768,306,0,0
3,2,286,287,16384,307,0,0
3,2,287,288,0,308,0,0
3,2,288,285,-16384,328,1,0
3,2,289,290,-32768,310,0,0
3,2,290,291,16384,311,0,0
3,2,291,292,0,312,0,0
3,2,292,289,-16384,329,1,0
3,2,292,293,16384,313,0,0
3,2,293,296,16384,330,0,0
3,2,293,294,-32768,314,0,0
3,2,294,295,16384,315,0,0
3,2,295,296,0,316,0,0
3,2,296,293,-16384,330,1,0
3,2,296,297,16384,317,0,0
3,2,300,301,16384,321,0,0
3,2,297,300,16384,331,0,0
3,2,297,298,-32768,318,0,0
3,2,298,299,16384,319,0,0
3,2,299,300,0,320,0,0
3,2,300,297,-16384,331,1,0
3,2,310,308,-22517,338,0,0
3,2,319,320,12415,352,0,0
3,2,320,321,-2902,353,0,0
3,2,321,322,-14325,354,0,0
3,2,322,323,-26056,355,0,0
3,2,323,319,25521,356,0,0
3,2,319,323,-7246,356,1,0
3,2,322,321,18442,354,1,0
3,2,279,280,-32768,300,0,0
3,2,320,319,-20352,352,1,0
3,2,436,225,-14332,235,0,235
3,2,225,279,-32768,343,0,0
3,2,323,322,6711,355,1,0
3,2,437,436,-14320,235,0,130
3,2,308,309,0,336,0,0
3,2,321,320,29865,353,1,0
3,2,426,437,-14320,235,0,32
3,2,309,310,22517,337,0,0
3,2,309,308,-32768,336,1,0
3,2,310,309,-10250,337,1,0
3,2,308,310,10250,338,1,0
3,2,10,438,-11902,7,0,0
3,2,439,10,0,344,0,40
