episode,mission,vertex_1,vertex_2,angle,line,side,offset
1,9,177,178,0,206,0,0
1,9,178,509,-8192,207,0,0
1,9,489,490,-32768,628,0,0
1,9,510,511,24576,210,1,271
1,9,486,487,-16384,625,0,0
1,9,491,492,0,630,0,0
1,9,511,182,24576,210,1,542
1,9,490,491,-16384,629,0,0
1,9,492,489,16384,631,0,0
1,9,490,489,0,628,1,0
1,9,491,490,16384,629,1,0
1,9,492,491,-32768,630,1,0
1,9,489,492,-16384,631,1,0
1,9,512,179,-8192,207,0,316
1,9,487,488,0,626,0,0
1,9,493,494,-32768,632,0,0
1,9,179,497,-16384,635,0,0
1,9,497,493,-32768,638,0,0
1,9,509,513,-8192,207,0,45
1,9,485,486,-32768,624,0,0
1,9,513,512,-8192,207,0,226
1,9,488,485,16384,627,0,0
1,9,486,485,0,624,1,0
1,9,487,486,16384,625,1,0
1,9,488,487,-32768,626,1,0
1,9,485,488,-16384,627,1,0
1,9,514,510,24576,210,1,90
1,9,494,495,-16384,633,0,0
1,9,180,514,24576,210,1,0
1,9,495,496,0,634,0,0
1,9,494,493,0,632,1,0
1,9,495,494,16384,633,1,0
1,9,496,495,-32768,634,1,0
1,9,493,496,-16384,639,0,0
1,9,367,368,0,467,0,0
1,9,368,352,-16384,468,0,0
1,9,352,515,-32768,469,1,0
1,9,498,175,-16384,636,0,0
1,9,496,498,0,640,0,0
1,9,497,498,-16384,637,0,0
1,9,493,497,0,638,1,0
1,9,496,493,16384,639,1,0
1,9,498,496,-32768,640,1,0
1,9,167,168,0,190,0,0
1,9,169,170,-32768,191,0,0
1,9,170,167,16384,201,0,0
1,9,168,169,-16384,202,1,0
1,9,166,167,0,189,0,0
1,9,170,171,-32768,192,0,0
1,9,171,166,16384,200,0,0
1,9,167,170,-16384,201,1,0
1,9,165,166,0,188,0,0
1,9,171,172,-32768,193,0,0
1,9,172,165,16384,199,0,0
1,9,166,171,-16384,200,1,0
1,9,164,165,0,187,0,0
1,9,172,173,-32768,194,0,0
1,9,173,164,16384,198,0,0
1,9,165,172,-16384,199,1,0
1,9,516,182,16384,209,0,128
1,9,182,517,-8192,210,0,0
1,9,474,475,-16384,613,0,0
1,9,518,519,-8192,210,0,316
1,9,475,476,0,614,0,0
1,9,481,482,-32768,620,0,0
1,9,517,520,-8192,210,0,45
1,9,473,474,-32768,612,0,0
1,9,520,518,-8192,210,0,226
1,9,476,473,16384,615,0,0
1,9,474,473,0,612,1,0
1,9,475,474,16384,613,1,0
1,9,476,475,-32768,614,1,0
1,9,473,476,-16384,615,1,0
1,9,521,181,-32768,208,0,384
1,9,181,516,16384,209,0,0
1,9,482,483,-16384,621,0,0
1,9,522,521,-32768,208,0,224
1,9,523,479,-16384,617,0,32
1,9,483,484,0,622,0,0
1,9,478,523,-16384,617,0,0
1,9,484,481,16384,623,0,0
1,9,482,481,0,620,1,0
1,9,483,482,16384,621,1,0
1,9,484,483,-32768,622,1,0
1,9,481,484,-16384,623,1,0
1,9,180,522,-32768,208,0,0
1,9,524,180,-8192,210,0,587
1,9,479,480,0,618,0,0
1,9,519,524,-8192,210,0,452
1,9,480,477,16384,619,0,0
1,9,477,478,-32768,616,0,0
1,9,478,477,0,616,1,0
1,9,479,478,16384,617,1,0
1,9,480,479,-32768,618,1,0
1,9,477,480,-16384,619,1,0
1,9,175,525,-32768,203,0,0
1,9,181,180,0,208,1,0
1,9,169,168,16384,202,0,0
1,9,525,176,-32768,203,0,512
1,9,176,169,16384,204,0,0
1,9,168,177,16384,205,0,0
1,9,182,181,-16384,209,1,0
1,9,366,367,16384,466,0,0
1,9,515,366,-32768,469,1,320
1,9,420,421,0,541,0,0
1,9,421,422,-15516,543,0,0
1,9,422,423,-17864,544,0,0
1,9,427,420,15086,550,0,0
1,9,423,427,28132,561,0,0
1,9,423,422,14903,544,1,0
1,9,420,427,-17681,550,1,0
1,9,526,470,0,604,0,48
1,9,470,420,0,606,0,0
1,9,127,128,-16384,138,0,0
1,9,128,527,-16384,539,0,0
1,9,421,127,0,542,0,0
1,9,422,421,17251,543,1,0
1,9,423,424,-26856,545,0,0
1,9,424,425,-29412,546,0,0
1,9,426,427,3113,549,0,0
1,9,425,426,16384,560,1,0
1,9,427,423,-4635,561,1,0
1,9,427,426,-29654,549,1,0
1,9,425,424,3355,546,1,0
1,9,121,122,-32768,135,0,0
1,9,123,124,-32768,136,0,0
1,9,125,528,-32768,137,0,0
1,9,131,123,-16384,141,0,0
1,9,122,125,-32768,142,0,0
1,9,124,121,-32768,143,0,0
1,9,527,131,-16384,539,0,18
1,9,424,423,5911,545,1,0
1,9,163,164,0,186,0,0
1,9,173,174,-32768,195,0,0
1,9,174,163,16384,197,0,0
1,9,164,173,-16384,198,1,0
1,9,129,163,4836,185,0,0
1,9,174,130,27931,196,0,0
1,9,163,174,-16384,197,1,0
1,9,130,129,16384,211,0,0
1,9,128,129,0,139,0,0
1,9,130,131,-32768,140,0,0
1,9,129,130,-16384,211,1,0
1,9,131,128,16384,539,1,0
1,9,433,434,27931,555,0,0
1,9,435,436,-5753,556,0,0
1,9,529,435,0,562,0,312
1,9,436,463,-11873,595,0,0
1,9,463,530,-16384,596,0,0
1,9,434,531,-32768,565,0,0
1,9,467,532,-32768,603,0,0
1,9,533,472,0,610,0,48
1,9,472,467,-16384,611,0,0
1,9,532,467,0,603,1,48
1,9,470,526,-32768,604,1,0
1,9,467,470,-16384,608,0,0
1,9,421,420,-32768,541,1,0
1,9,530,421,-16384,596,0,16
1,9,420,464,16384,597,0,0
1,9,464,433,20352,598,0,0
1,9,116,115,-32768,134,0,0
1,9,413,414,-16384,530,0,0
1,9,415,416,16384,531,0,0
1,9,416,413,0,533,0,0
1,9,115,415,16384,537,0,0
1,9,414,116,-16384,538,0,0
1,9,114,115,16384,123,0,0
1,9,116,117,-16384,124,0,0
1,9,117,114,-32768,133,0,0
1,9,115,116,0,134,1,0
1,9,122,121,0,135,1,0
1,9,412,417,-32768,534,0,0
1,9,417,122,16384,535,0,0
1,9,121,412,-16384,536,0,0
1,9,412,413,-16384,529,0,0
1,9,416,417,16384,532,0,0
1,9,413,416,-32768,533,1,0
1,9,417,412,0,534,1,0
1,9,113,114,16384,122,0,0
1,9,117,118,-16384,125,0,0
1,9,118,113,-32768,132,0,0
1,9,114,117,0,133,1,0
1,9,112,113,16384,121,0,0
1,9,118,119,-16384,126,0,0
1,9,119,112,-32768,131,0,0
1,9,113,118,0,132,1,0
1,9,111,112,16384,120,0,0
1,9,119,120,-16384,127,0,0
1,9,120,111,-32768,130,0,0
1,9,112,119,0,131,1,0
1,9,16,111,16384,119,0,0
1,9,120,17,-16384,128,0,0
1,9,17,16,-32768,129,0,0
1,9,111,120,0,130,1,0
1,9,195,196,-16384,229,0,0
1,9,205,206,16384,240,0,0
1,9,196,205,-32768,241,0,0
1,9,206,195,0,247,1,0
1,9,196,197,-16384,230,0,0
1,9,204,205,16384,239,0,0
1,9,205,196,0,241,1,0
1,9,197,204,-32768,242,0,0
1,9,197,198,-16384,231,0,0
1,9,203,204,16384,238,0,0
1,9,204,197,0,242,1,0
1,9,198,203,-32768,243,0,0
1,9,198,199,-16384,232,0,0
1,9,202,203,16384,237,0,0
1,9,203,198,0,243,1,0
1,9,199,202,-32768,244,0,0
1,9,199,200,-16384,233,0,0
1,9,201,202,16384,236,0,0
1,9,202,199,0,244,1,0
1,9,200,201,-32768,245,0,0
1,9,373,374,-5636,474,0,0
1,9,374,376,-21592,476,0,0
1,9,376,384,21798,488,0,0
1,9,384,373,16384,489,0,0
1,9,384,376,-10969,488,1,0
1,9,373,372,0,473,1,0
1,9,374,373,27131,474,1,0
1,9,376,377,6133,477,0,0
1,9,377,378,-6133,478,0,0
1,9,378,382,-27931,485,0,0
1,9,382,383,-32768,486,0,0
1,9,383,376,27931,487,0,0
1,9,376,383,-4836,487,1,0
1,9,383,382,0,486,1,0
1,9,376,374,11175,476,1,0
1,9,377,376,-26634,477,1,0
1,9,195,206,-32768,247,0,0
1,9,534,216,-16384,255,0,530
1,9,216,195,-32768,256,0,0
1,9,382,378,4836,485,1,0
1,9,375,371,5636,475,0,0
1,9,378,375,21592,479,0,0
1,9,371,381,-16384,483,0,0
1,9,381,378,-21798,484,0,0
1,9,378,381,10969,484,1,0
1,9,535,534,-16384,255,0,288
1,9,381,371,16384,483,1,0
1,9,369,371,0,471,1,0
1,9,371,375,-27131,475,1,0
1,9,378,377,26634,478,1,0
1,9,375,378,-11175,479,1,0
1,9,206,212,24576,252,0,0
1,9,212,536,16384,253,0,0
1,9,373,384,-16384,489,1,0
1,9,369,370,19739,470,0,0
1,9,371,369,-32768,471,0,0
1,9,370,379,0,480,0,0
1,9,379,380,-7497,481,0,0
1,9,380,371,-16384,482,0,0
1,9,371,380,16384,482,1,0
1,9,379,370,-32768,480,1,0
1,9,214,215,0,254,0,0
1,9,215,535,-16384,255,0,0
1,9,380,379,25270,481,1,0
1,9,370,372,-19739,472,0,0
1,9,372,373,-32768,473,0,0
1,9,373,385,16384,490,0,0
1,9,385,386,7497,491,0,0
1,9,386,370,0,492,0,0
1,9,370,386,-32768,492,1,0
1,9,385,373,-16384,490,1,0
1,9,370,369,-13028,470,1,0
1,9,372,370,13028,472,1,0
1,9,536,213,16384,253,0,160
1,9,386,385,-25270,491,1,0
1,9,213,398,8192,504,0,0
1,9,398,214,8192,506,0,0
1,9,537,391,16384,495,0,224
1,9,391,392,0,496,0,0
1,9,392,393,-16384,497,0,0
1,9,399,395,-32768,505,0,0
1,9,393,399,-32768,507,0,0
1,9,538,537,16384,495,0,72
1,9,395,396,-16384,500,0,0
1,9,396,397,-32768,502,0,0
1,9,214,398,-24576,506,1,0
1,9,399,393,0,507,1,0
1,9,398,399,16384,508,0,0
1,9,393,214,-16384,509,0,0
1,9,390,538,16384,495,0,0
1,9,394,390,-32768,499,0,0
1,9,397,394,-16384,503,0,0
1,9,389,394,-32768,498,0,0
1,9,397,539,0,502,1,0
1,9,394,397,16384,503,1,0
1,9,402,389,-16384,514,0,0
1,9,396,387,-16384,501,0,0
1,9,539,396,0,502,1,16
1,9,387,402,-32768,515,0,0
1,9,387,388,-16384,493,0,0
1,9,388,389,-32768,494,0,0
1,9,389,402,16384,514,1,0
1,9,402,387,0,515,1,0
1,9,469,526,0,604,0,0
1,9,502,499,16384,644,0,0
1,9,540,429,16384,553,0,24
1,9,429,438,0,559,0,0
1,9,438,469,0,605,0,0
1,9,499,500,-32768,641,0,0
1,9,430,540,16384,553,0,0
1,9,500,501,-16384,642,0,0
1,9,501,502,0,643,0,0
1,9,500,499,0,641,1,0
1,9,501,500,16384,642,1,0
1,9,502,501,-32768,643,1,0
1,9,499,502,-16384,644,1,0
1,9,428,429,8192,551,0,0
1,9,430,428,-32768,552,1,0
1,9,429,430,-16384,553,1,0
1,9,541,542,16384,563,0,8
1,9,445,431,-17251,569,0,0
1,9,439,543,0,562,0,0
1,9,544,441,16384,563,0,129
1,9,441,439,7300,564,0,0
1,9,442,446,-28650,570,0,0
1,9,542,544,16384,563,0,104
1,9,446,445,-19961,571,0,0
1,9,442,443,-16384,566,0,0
1,9,443,444,-32768,567,0,0
1,9,444,445,-32768,568,0,0
1,9,446,442,4117,570,1,0
1,9,445,446,12806,571,1,0
1,9,543,529,0,562,0,152
1,9,531,442,-32768,565,0,96
1,9,532,468,-32768,603,0,144
1,9,468,471,16384,609,0,0
1,9,471,533,0,610,0,0
1,9,468,532,0,603,1,0
1,9,526,469,-32768,604,1,144
1,9,469,468,16384,607,0,0
1,9,545,452,16384,575,0,168
1,9,452,449,-4836,590,0,0
1,9,448,440,18939,589,0,0
1,9,448,449,-32768,573,0,0
1,9,452,440,5414,576,0,0
1,9,440,448,-13828,589,1,0
1,9,449,452,27931,590,1,0
1,9,449,450,-16384,574,0,0
1,9,451,545,16384,575,0,0
1,9,453,451,21798,577,0,0
1,9,546,453,-32768,602,0,104
1,9,447,448,20938,572,0,0
1,9,547,447,31728,592,0,104
1,9,455,460,-16384,587,0,0
1,9,450,465,0,599,0,0
1,9,465,455,0,600,0,0
1,9,460,466,-32768,601,0,0
1,9,466,546,-32768,602,0,0
1,9,440,541,16384,563,0,0
1,9,455,456,0,580,0,0
1,9,459,460,-32768,585,0,0
1,9,460,455,16384,587,1,0
1,9,456,459,-16384,588,0,0
1,9,456,457,0,581,0,0
1,9,458,459,-32768,584,0,0
1,9,457,458,-16384,586,0,0
1,9,459,456,16384,588,1,0
1,9,454,126,-16384,579,1,0
1,9,457,454,0,582,0,0
1,9,126,458,-32768,583,0,0
1,9,458,457,16384,586,1,0
1,9,419,418,-16384,540,1,0
1,9,418,461,-32768,591,0,0
1,9,461,547,31728,592,0,0
1,9,432,462,0,593,0,0
1,9,462,419,0,594,0,0
1,9,431,432,-13481,554,0,0
1,9,418,419,16384,540,0,0
1,9,425,418,-32333,547,0,0
1,9,419,426,867,548,0,0
1,9,426,425,-16384,560,0,0
1,9,528,126,-32768,137,0,40
1,9,418,425,434,547,1,0
1,9,454,418,16384,578,0,0
1,9,126,454,16384,579,0,0
1,9,426,419,-31900,548,1,0
1,9,419,548,16384,557,0,0
1,9,504,505,0,646,0,0
1,9,428,549,0,552,0,0
1,9,548,437,16384,557,0,64
1,9,437,428,16384,558,0,0
1,9,503,504,-16384,645,0,0
1,9,549,430,0,552,0,72
1,9,506,503,-32768,648,0,0
1,9,505,506,16384,647,0,0
1,9,504,503,16384,645,1,0
1,9,505,504,-32768,646,1,0
1,9,506,505,-16384,647,1,0
1,9,503,506,0,648,1,0
1,9,48,51,16384,68,0,0
1,9,62,63,16384,69,0,0
1,9,63,550,0,70,0,0
1,9,51,62,16384,71,0,0
1,9,65,48,16384,72,0,0
1,9,335,65,16384,425,0,0
1,9,337,335,-32768,426,1,0
1,9,48,49,-32768,48,0,0
1,9,50,51,0,49,0,0
1,9,49,50,16384,62,0,0
1,9,51,48,-16384,68,1,0
1,9,56,50,0,55,0,0
1,9,49,61,-32768,61,0,0
1,9,50,49,-16384,62,1,0
1,9,61,56,16384,63,0,0
1,9,55,56,0,54,0,0
1,9,61,60,-32768,60,0,0
1,9,56,61,-16384,63,1,0
1,9,60,55,16384,64,0,0
1,9,54,55,0,53,0,0
1,9,60,59,-32768,59,0,0
1,9,55,60,-16384,64,1,0
1,9,59,54,16384,65,0,0
1,9,53,54,0,52,0,0
1,9,59,58,-32768,58,0,0
1,9,54,59,-16384,65,1,0
1,9,58,53,16384,66,0,0
1,9,52,53,0,51,0,0
1,9,58,57,-32768,57,0,0
1,9,53,58,-16384,66,1,0
1,9,57,52,16384,67,0,0
1,9,551,4,0,2,0,64
1,9,4,5,-8192,3,0,0
1,9,5,6,-16384,4,0,0
1,9,7,8,-16384,5,0,0
1,9,237,238,16384,281,0,0
1,9,238,239,16384,282,0,0
1,9,241,237,16384,286,0,0
1,9,6,52,0,50,0,0
1,9,57,7,-32768,56,0,0
1,9,52,57,-16384,67,1,0
1,9,552,332,24576,432,0,226
1,9,342,343,-16384,435,0,0
1,9,553,332,8192,421,0,90
1,9,332,552,-8192,432,1,0
1,9,332,345,16384,438,0,0
1,9,345,347,8192,442,0,0
1,9,8,9,-24576,6,0,0
1,9,9,554,-32768,7,0,0
1,9,345,346,16384,439,0,0
1,9,346,347,0,440,0,0
1,9,347,345,-24576,442,1,0
1,9,333,555,-8192,433,0,0
1,9,341,342,-32768,434,0,0
1,9,347,333,0,441,0,0
