episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
1,8,0,1,1,0,0,0,65535
1,8,2,3,1,0,0,1,65535
1,8,3,4,1,0,0,2,65535
1,8,5,6,1,0,0,3,65535
1,8,6,7,1,0,0,4,65535
1,8,7,8,1,0,0,5,65535
1,8,9,10,1,0,0,6,65535
1,8,10,11,1,0,0,7,65535
1,8,11,12,1,0,0,8,65535
1,8,12,13,1,0,0,9,65535
1,8,13,14,1,0,0,10,65535
1,8,14,15,1,0,0,11,65535
1,8,16,17,1,0,0,12,65535
1,8,18,19,4,0,0,13,14
1,8,19,20,4,0,0,15,16
1,8,20,21,4,0,0,17,18
1,8,21,22,4,0,0,19,20
1,8,22,23,4,0,0,21,22
1,8,23,24,4,0,0,23,24
1,8,24,25,4,0,0,25,26
1,8,25,18,4,0,0,27,28
1,8,4,26,1,0,0,29,65535
1,8,26,27,1,0,0,30,65535
1,8,27,28,1,0,0,31,65535
1,8,28,29,1,0,0,32,65535
1,8,29,30,1,0,0,33,65535
1,8,30,31,1,0,0,34,65535
1,8,31,32,1,0,0,35,65535
1,8,32,33,1,0,0,36,65535
1,8,33,34,1,0,0,37,65535
1,8,34,35,1,0,0,38,65535
1,8,35,36,1,0,0,39,65535
1,8,36,37,1,0,0,40,65535
1,8,38,39,1,0,0,41,65535
1,8,39,40,36,31,0,42,43
1,8,41,42,1,0,0,44,65535
1,8,42,43,1,0,0,45,65535
1,8,43,44,1,0,0,46,65535
1,8,44,45,1,0,0,47,65535
1,8,45,46,1,0,0,48,65535
1,8,46,47,1,0,0,49,65535
1,8,47,48,1,0,0,50,65535
1,8,48,49,1,0,0,51,65535
1,8,49,5,1,0,0,52,65535
1,8,37,50,1,0,0,53,65535
1,8,51,38,1,0,0,54,65535
1,8,16,1,12,0,0,55,56
1,8,7,10,12,91,2,57,58
1,8,8,52,1,0,0,59,65535
1,8,52,53,1,0,0,60,65535
1,8,53,9,1,0,0,61,65535
1,8,8,9,12,82,2,62,63
1,8,17,54,1,0,0,64,65535
1,8,54,55,1,0,0,65,65535
1,8,55,0,1,0,0,66,65535
1,8,56,57,1,0,0,67,65535
1,8,58,59,1,0,0,68,65535
1,8,60,61,1,0,0,69,65535
1,8,62,63,1,0,0,70,65535
1,8,5,4,4,0,0,71,72
1,8,49,26,4,0,0,73,74
1,8,48,27,4,0,0,75,76
1,8,47,28,4,0,0,77,78
1,8,46,29,4,0,0,79,80
1,8,45,30,4,0,0,81,82
1,8,44,31,4,0,0,83,84
1,8,43,32,4,0,0,85,86
1,8,42,33,4,0,0,87,88
1,8,41,34,4,0,0,89,90
1,8,40,35,4,0,0,91,92
1,8,39,36,4,0,0,93,94
1,8,38,37,12,0,0,95,96
1,8,59,56,12,0,0,97,98
1,8,63,60,76,0,0,99,100
1,8,64,65,1,0,0,101,65535
1,8,65,60,1,0,0,102,65535
1,8,66,67,1,0,0,103,65535
1,8,63,66,1,0,0,104,65535
1,8,59,68,1,0,0,105,65535
1,8,68,69,1,0,0,106,65535
1,8,70,56,1,0,0,107,65535
1,8,71,70,1,0,0,108,65535
1,8,61,72,1,0,0,109,65535
1,8,72,73,1,0,0,110,65535
1,8,73,74,1,0,0,111,65535
1,8,74,75,1,0,0,112,65535
1,8,76,77,1,0,0,113,65535
1,8,77,78,1,0,0,114,65535
1,8,78,79,1,0,0,115,65535
1,8,79,58,1,0,0,116,65535
1,8,57,80,1,0,0,117,65535
1,8,80,81,1,0,0,118,65535
1,8,81,82,1,0,0,119,65535
1,8,83,84,1,0,0,120,65535
1,8,84,85,1,0,0,121,65535
1,8,85,62,1,0,0,122,65535
1,8,86,85,28,0,0,123,124
1,8,83,86,28,0,0,125,126
1,8,87,82,28,0,0,127,128
1,8,80,87,28,0,0,129,130
1,8,77,88,28,0,0,131,132
1,8,88,79,28,0,0,133,134
1,8,72,89,28,0,0,135,136
1,8,89,74,28,0,0,137,138
1,8,90,91,36,0,0,139,140
1,8,92,93,36,0,0,141,142
1,8,94,95,36,0,0,143,144
1,8,95,96,36,0,0,145,146
1,8,96,97,36,0,0,147,148
1,8,98,99,36,0,0,149,150
1,8,99,100,36,0,0,151,152
1,8,100,101,36,0,0,153,154
1,8,102,90,36,0,0,155,156
1,8,93,103,36,0,0,157,158
1,8,75,76,12,0,0,159,160
1,8,82,104,1,0,0,161,65535
1,8,104,105,1,0,0,162,65535
1,8,105,106,17,0,0,163,65535
1,8,106,107,17,0,0,164,65535
1,8,107,108,17,0,0,165,65535
1,8,108,109,1,0,0,166,65535
1,8,109,51,1,0,0,167,65535
1,8,50,110,1,0,0,168,65535
1,8,110,111,1,0,0,169,65535
1,8,111,112,17,0,0,170,65535
1,8,112,113,17,0,0,171,65535
1,8,113,114,17,0,0,172,65535
1,8,114,115,1,0,0,173,65535
1,8,115,83,1,0,0,174,65535
1,8,112,107,4,1,0,175,176
1,8,106,113,4,1,0,177,178
1,8,105,114,12,0,0,179,180
1,8,111,108,12,0,0,181,182
1,8,97,98,36,0,0,183,184
1,8,39,116,17,0,0,185,65535
1,8,117,41,17,0,0,186,65535
1,8,117,116,36,31,0,187,188
1,8,116,118,1,0,0,189,65535
1,8,118,119,1,0,0,190,65535
