episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
1,4,0,1,1,0,0,0,65535
1,4,2,3,1,0,0,1,65535
1,4,4,5,1,0,0,2,65535
1,4,6,7,1,0,0,3,65535
1,4,7,8,1,0,0,4,65535
1,4,9,10,17,0,0,5,65535
1,4,3,11,1,0,0,6,65535
1,4,12,4,1,0,0,7,65535
1,4,13,14,1,0,0,8,65535
1,4,15,2,1,0,0,9,65535
1,4,1,6,1,0,0,10,65535
1,4,16,17,1,0,0,11,65535
1,4,18,19,1,0,0,12,65535
1,4,20,21,1,0,0,13,65535
1,4,22,23,1,0,0,14,65535
1,4,24,25,1,0,0,15,65535
1,4,26,27,1,0,0,16,65535
1,4,5,28,1,0,0,17,65535
1,4,29,30,1,0,0,18,65535
1,4,31,0,1,0,0,19,65535
1,4,32,33,1,0,0,20,65535
1,4,34,35,1,0,0,21,65535
1,4,36,37,1,0,0,22,65535
1,4,37,38,1,0,0,23,65535
1,4,39,40,1,0,0,24,65535
1,4,40,41,1,0,0,25,65535
1,4,42,43,1,0,0,26,65535
1,4,43,32,1,0,0,27,65535
1,4,41,42,17,0,0,28,65535
1,4,38,44,1,0,0,29,65535
1,4,45,39,1,0,0,30,65535
1,4,46,47,1,0,0,31,65535
1,4,48,49,1,0,0,32,65535
1,4,50,51,1,0,0,33,65535
1,4,52,53,1,0,0,34,65535
1,4,54,55,1,0,0,35,65535
1,4,56,57,1,0,0,36,65535
1,4,58,59,1,0,0,37,65535
1,4,60,61,1,0,0,38,65535
1,4,62,63,1,0,0,39,65535
1,4,64,65,1,0,0,40,65535
1,4,66,67,1,0,0,41,65535
1,4,53,68,1,0,0,42,65535
1,4,61,69,1,0,0,43,65535
1,4,69,70,1,0,0,44,65535
1,4,71,72,1,0,0,45,65535
1,4,72,58,1,0,0,46,65535
1,4,70,73,1,0,0,47,65535
1,4,74,75,1,0,0,48,65535
1,4,44,71,1,0,0,49,65535
1,4,76,66,1,0,0,50,65535
1,4,68,77,1,0,0,51,65535
1,4,77,78,1,0,0,52,65535
1,4,78,79,1,0,0,53,65535
1,4,79,80,1,0,0,54,65535
1,4,81,82,1,0,0,55,65535
1,4,82,83,1,0,0,56,65535
1,4,83,76,1,0,0,57,65535
1,4,69,72,76,0,0,58,59
1,4,84,45,1,0,0,60,65535
1,4,85,36,1,0,0,61,65535
1,4,35,85,1,0,0,62,65535
1,4,86,87,1,0,0,63,65535
1,4,88,89,1,0,0,64,65535
1,4,89,90,1,0,0,65,65535
1,4,91,92,1,0,0,66,65535
1,4,92,93,1,0,0,67,65535
1,4,93,84,9,0,0,68,65535
1,4,75,94,1,0,0,69,65535
1,4,55,95,1,0,0,70,65535
1,4,84,75,12,0,0,71,72
1,4,96,97,1,0,0,73,65535
1,4,98,99,1,0,0,74,65535
1,4,100,96,1,0,0,75,65535
1,4,99,101,1,0,0,76,65535
1,4,102,81,1,0,0,77,65535
1,4,103,102,1,0,0,78,65535
1,4,80,104,1,0,0,79,65535
1,4,81,80,4,0,0,80,81
1,4,65,105,1,0,0,82,65535
1,4,106,62,1,0,0,83,65535
1,4,107,106,1,0,0,84,65535
1,4,108,107,1,0,0,85,65535
1,4,109,110,1,0,0,86,65535
1,4,110,111,1,0,0,87,65535
1,4,112,108,1,0,0,88,65535
1,4,105,113,1,0,0,89,65535
1,4,113,114,1,0,0,90,65535
1,4,115,116,1,0,0,91,65535
1,4,116,109,1,0,0,92,65535
1,4,114,117,1,0,0,93,65535
1,4,117,118,1,0,0,94,65535
1,4,118,119,1,0,0,95,65535
1,4,119,120,1,0,0,96,65535
1,4,121,115,1,0,0,97,65535
1,4,122,121,1,0,0,98,65535
1,4,123,122,1,0,0,99,65535
1,4,124,123,1,0,0,100,65535
1,4,125,124,1,0,0,101,65535
1,4,120,126,1,0,0,102,65535
1,4,126,127,1,0,0,103,65535
1,4,127,128,1,0,0,104,65535
1,4,128,129,1,0,0,105,65535
1,4,129,130,1,0,0,106,65535
1,4,130,131,1,0,0,107,65535
1,4,131,132,1,0,0,108,65535
1,4,133,112,1,0,0,109,65535
1,4,134,133,1,0,0,110,65535
1,4,135,136,20,0,0,111,112
1,4,111,137,1,0,0,113,65535
1,4,110,108,76,0,0,114,115
1,4,65,62,76,0,0,116,117
1,4,138,139,1,0,0,118,65535
1,4,140,141,1,0,0,119,65535
1,4,141,142,1,0,0,120,65535
1,4,142,143,1,0,0,121,65535
1,4,144,145,1,0,0,122,65535
1,4,146,147,1,0,0,123,65535
1,4,148,149,1,0,0,124,65535
1,4,150,151,1,0,0,125,65535
1,4,149,152,1,0,0,126,65535
1,4,153,154,1,0,0,127,65535
1,4,154,155,1,0,0,128,65535
1,4,156,157,1,0,0,129,65535
1,4,158,159,1,0,0,130,65535
1,4,159,160,1,0,0,131,65535
1,4,161,162,1,0,0,132,65535
1,4,163,164,1,0,0,133,65535
1,4,164,165,1,0,0,134,65535
1,4,166,167,1,0,0,135,65535
1,4,168,169,1,0,0,136,65535
1,4,170,171,1,0,0,137,65535
1,4,172,173,1,0,0,138,65535
1,4,174,175,1,0,0,139,65535
1,4,57,176,1,0,0,140,65535
1,4,176,177,1,0,0,141,65535
1,4,178,179,1,0,0,142,65535
1,4,180,18,1,0,0,143,65535
1,4,181,182,17,0,0,144,65535
1,4,183,184,1,0,0,145,65535
1,4,185,186,1,0,0,146,65535
1,4,186,187,1,0,0,147,65535
1,4,187,188,1,0,0,148,65535
1,4,188,189,17,0,0,149,65535
1,4,189,190,17,0,0,150,65535
1,4,191,183,1,0,0,151,65535
1,4,192,191,1,0,0,152,65535
1,4,182,192,17,0,0,153,65535
1,4,192,188,4,0,0,154,155
1,4,191,187,4,0,0,156,157
1,4,183,186,4,0,0,158,159
1,4,184,185,4,0,0,160,161
1,4,193,194,44,0,0,162,163
1,4,195,196,44,0,0,164,165
1,4,197,198,1,0,0,166,65535
1,4,199,200,1,0,0,167,65535
1,4,200,201,1,0,0,168,65535
1,4,201,202,1,0,0,169,65535
1,4,202,203,1,0,0,170,65535
1,4,203,204,1,0,0,171,65535
1,4,205,206,1,0,0,172,65535
1,4,206,207,1,0,0,173,65535
1,4,207,208,1,0,0,174,65535
1,4,208,209,1,0,0,175,65535
1,4,204,210,1,0,0,176,65535
1,4,210,211,1,0,0,177,65535
1,4,211,212,1,0,0,178,65535
1,4,212,213,1,0,0,179,65535
1,4,213,214,1,0,0,180,65535
1,4,214,215,1,0,0,181,65535
1,4,215,216,1,0,0,182,65535
1,4,216,217,1,0,0,183,65535
1,4,217,218,1,0,0,184,65535
1,4,219,205,1,0,0,185,65535
1,4,220,219,1,0,0,186,65535
1,4,218,221,17,0,0,187,65535
1,4,221,222,17,0,0,188,65535
1,4,223,224,1,0,0,189,65535
1,4,224,225,17,0,0,190,65535
1,4,225,226,17,0,0,191,65535
1,4,226,227,17,0,0,192,65535
1,4,227,228,17,0,0,193,65535
1,4,228,229,17,0,0,194,65535
1,4,229,230,17,0,0,195,65535
1,4,230,231,1,0,0,196,65535
1,4,231,232,1,0,0,197,65535
1,4,233,234,1,0,0,198,65535
1,4,234,235,1,0,0,199,65535
1,4,235,236,1,0,0,200,65535
1,4,236,237,1,0,0,201,65535
1,4,238,239,1,0,0,202,65535
1,4,239,240,1,0,0,203,65535
1,4,240,241,1,0,0,204,65535
1,4,241,242,1,0,0,205,65535
1,4,242,243,1,0,0,206,65535
1,4,243,244,1,0,0,207,65535
1,4,244,245,1,0,0,208,65535
1,4,245,246,1,0,0,209,65535
1,4,246,247,1,0,0,210,65535
1,4,247,248,1,0,0,211,65535
1,4,248,249,17,0,0,212,65535
1,4,249,250,1,0,0,213,65535
1,4,250,251,1,0,0,214,65535
1,4,251,252,1,0,0,215,65535
1,4,252,253,1,0,0,216,65535
1,4,253,254,1,0,0,217,65535
1,4,255,256,1,0,0,218,65535
1,4,256,257,1,0,0,219,65535
1,4,258,259,1,0,0,220,65535
1,4,260,261,1,0,0,221,65535
1,4,262,260,1,0,0,222,65535
1,4,263,262,1,0,0,223,65535
1,4,264,265,1,0,0,224,65535
1,4,254,266,1,0,0,225,65535
1,4,267,268,1,0,0,226,65535
1,4,268,269,1,0,0,227,65535
1,4,269,270,1,0,0,228,65535
1,4,270,271,1,0,0,229,65535
1,4,271,272,1,0,0,230,65535
1,4,272,273,1,0,0,231,65535
1,4,273,274,1,0,0,232,65535
1,4,274,275,1,0,0,233,65535
1,4,275,276,1,0,0,234,65535
1,4,276,277,1,0,0,235,65535
1,4,277,278,1,0,0,236,65535
1,4,278,279,1,0,0,237,65535
1,4,279,280,1,0,0,238,65535
1,4,280,281,1,0,0,239,65535
1,4,281,282,1,0,0,240,65535
1,4,282,283,1,0,0,241,65535
1,4,283,284,1,0,0,242,65535
1,4,284,285,1,0,0,243,65535
1,4,285,286,1,0,0,244,65535
1,4,286,287,1,0,0,245,65535
1,4,287,288,1,0,0,246,65535
1,4,289,290,1,0,0,247,65535
1,4,290,291,1,0,0,248,65535
1,4,291,292,1,0,0,249,65535
1,4,292,289,1,0,0,250,65535
1,4,293,264,1,0,0,251,65535
1,4,294,293,1,0,0,252,65535
1,4,295,294,1,0,0,253,65535
1,4,296,297,1,0,0,254,65535
1,4,297,298,1,0,0,255,65535
1,4,298,295,1,0,0,256,65535
1,4,222,299,17,0,0,257,65535
1,4,299,300,17,0,0,258,65535
1,4,300,301,17,0,0,259,65535
1,4,301,302,17,0,0,260,65535
1,4,303,220,17,0,0,261,65535
1,4,304,303,1,0,0,262,65535
1,4,305,306,1,0,0,263,65535
1,4,306,304,1,0,0,264,65535
1,4,307,305,17,0,0,265,65535
1,4,308,307,17,0,0,266,65535
1,4,309,310,17,0,0,267,65535
1,4,310,311,17,0,0,268,65535
1,4,311,312,17,0,0,269,65535
1,4,312,313,17,0,0,270,65535
1,4,313,314,17,0,0,271,65535
1,4,314,315,17,0,0,272,65535
1,4,315,316,17,0,0,273,65535
1,4,316,317,17,0,0,274,65535
1,4,317,308,17,0,0,275,65535
1,4,288,318,1,0,0,276,65535
1,4,318,319,1,0,0,277,65535
1,4,302,320,1,0,0,278,65535
1,4,319,309,1,0,0,279,65535
1,4,303,302,68,0,0,280,281
1,4,305,309,68,0,0,282,283
1,4,318,321,4,0,0,284,285
1,4,280,273,68,0,0,286,287
1,4,280,287,68,0,0,288,289
1,4,251,230,68,0,0,290,291
1,4,230,224,4,0,0,292,293
1,4,259,296,1,0,0,294,65535
1,4,321,255,1,0,0,295,65535
1,4,205,204,68,0,0,296,297
1,4,220,218,68,0,0,298,299
1,4,322,168,1,0,0,300,65535
1,4,175,323,1,0,0,301,65535
1,4,169,324,1,0,0,302,65535
1,4,325,170,1,0,0,303,65535
1,4,171,326,1,0,0,304,65535
1,4,327,163,1,0,0,305,65535
1,4,162,328,1,0,0,306,65535
1,4,329,172,1,0,0,307,65535
1,4,173,330,1,0,0,308,65535
1,4,331,174,1,0,0,309,65535
1,4,330,331,12,0,0,310,311
1,4,332,333,1,0,0,312,65535
1,4,198,334,1,0,0,313,65535
1,4,335,199,1,0,0,314,65535
1,4,136,336,20,0,0,315,316
1,4,198,199,4,0,0,317,318
1,4,337,338,1,0,0,319,65535
1,4,338,339,1,0,0,320,65535
1,4,339,181,1,0,0,321,65535
1,4,340,341,1,0,0,322,65535
1,4,190,340,1,0,0,323,65535
1,4,342,343,1,0,0,324,65535
1,4,343,125,1,0,0,325,65535
1,4,184,344,1,0,0,326,65535
1,4,344,337,1,0,0,327,65535
1,4,345,185,1,0,0,328,65535
1,4,341,345,1,0,0,329,65535
1,4,137,346,1,0,0,330,65535
1,4,346,138,1,0,0,331,65535
1,4,347,348,1,0,0,332,65535
1,4,348,349,1,0,0,333,65535
1,4,350,134,1,0,0,334,65535
1,4,351,350,1,0,0,335,65535
1,4,352,353,1,0,0,336,65535
1,4,354,352,1,0,0,337,65535
1,4,355,354,1,0,0,338,65535
1,4,157,356,1,0,0,339,65535
1,4,356,357,17,0,0,340,65535
1,4,357,331,17,0,0,341,65535
1,4,330,358,17,0,0,342,65535
1,4,358,359,17,0,0,343,65535
1,4,359,158,1,0,0,344,65535
1,4,358,357,4,0,0,345,346
1,4,356,359,4,0,0,347,348
1,4,326,360,17,0,0,349,65535
1,4,360,327,17,0,0,350,65535
1,4,328,361,17,0,0,351,65535
1,4,361,329,17,0,0,352,65535
1,4,360,361,4,0,0,353,354
1,4,328,327,4,0,0,355,356
1,4,326,329,12,0,0,357,358
1,4,324,362,17,0,0,359,65535
1,4,362,363,17,0,0,360,65535
1,4,363,148,1,0,0,361,65535
1,4,167,364,1,0,0,362,65535
1,4,364,365,17,0,0,363,65535
1,4,365,325,17,0,0,364,65535
1,4,324,325,12,0,0,365,366
1,4,364,363,4,0,0,367,368
1,4,362,365,4,0,0,369,370
1,4,151,366,1,0,0,371,65535
1,4,366,367,17,0,0,372,65535
1,4,367,322,17,0,0,373,65535
1,4,323,368,17,0,0,374,65535
1,4,368,369,17,0,0,375,65535
1,4,369,153,1,0,0,376,65535
1,4,366,369,4,0,0,377,378
1,4,368,367,4,0,0,379,380
1,4,323,322,12,0,0,381,382
1,4,370,371,4,86,1,383,384
1,4,371,372,4,86,1,385,386
1,4,372,373,4,86,1,387,388
1,4,373,370,4,86,1,389,390
1,4,374,375,1,0,0,391,65535
1,4,376,34,1,0,0,392,65535
1,4,377,378,1,0,0,393,65535
1,4,378,379,1,0,0,394,65535
1,4,380,381,1,0,0,395,65535
1,4,382,383,1,0,0,396,65535
1,4,384,54,1,0,0,397,65535
1,4,385,386,1,0,0,398,65535
1,4,387,385,1,0,0,399,65535
1,4,94,88,1,0,0,400,65535
1,4,388,389,1,0,0,401,65535
1,4,390,391,1,0,0,402,65535
1,4,392,50,1,0,0,403,65535
1,4,389,393,76,0,0,404,405
1,4,63,60,1,0,0,406,65535
1,4,67,64,1,0,0,407,65535
1,4,59,56,1,0,0,408,65535
1,4,33,394,1,0,0,409,65535
1,4,349,395,1,0,0,410,65535
1,4,395,396,1,0,0,411,65535
1,4,396,355,1,0,0,412,65535
1,4,349,355,28,0,0,413,414
1,4,232,233,1,0,0,415,65535
1,4,346,348,68,0,0,416,417
1,4,347,397,20,0,0,418,419
1,4,379,398,1,0,0,420,65535
1,4,398,399,52,0,0,421,422
1,4,399,400,52,0,0,423,424
1,4,377,401,28,0,0,425,426
1,4,401,402,28,0,0,427,428
1,4,402,400,12,5,4,429,430
1,4,402,398,28,2,7,431,432
1,4,403,384,1,0,0,433,65535
1,4,383,404,1,0,0,434,65535
1,4,404,403,1,0,0,435,65535
1,4,383,384,28,0,0,436,437
1,4,393,405,1,0,0,438,65535
1,4,406,407,1,0,0,439,65535
1,4,408,406,1,0,0,440,65535
1,4,407,409,1,0,0,441,65535
1,4,410,411,1,0,0,442,65535
1,4,411,412,1,0,0,443,65535
1,4,412,413,1,62,8,444,65535
1,4,405,414,17,0,0,445,65535
1,4,414,415,17,0,0,446,65535
1,4,416,417,1,0,0,447,65535
1,4,417,418,1,0,0,448,65535
1,4,419,420,1,0,0,449,65535
1,4,421,422,17,0,0,450,65535
1,4,422,423,17,0,0,451,65535
1,4,423,408,17,0,0,452,65535
1,4,405,408,76,0,0,453,454
1,4,409,332,12,0,0,455,456
1,4,332,405,12,0,0,457,458
1,4,408,409,12,0,0,459,460
1,4,418,424,1,0,0,461,65535
1,4,425,426,1,0,0,462,65535
1,4,426,427,1,0,0,463,65535
1,4,428,429,1,0,0,464,65535
1,4,11,12,92,0,0,465,466
1,4,427,428,4,0,0,467,468
1,4,426,429,4,0,0,469,470
1,4,430,431,12,0,0,471,472
1,4,410,432,28,88,8,473,474
1,4,433,103,1,0,0,475,65535
1,4,434,435,1,0,0,476,65535
1,4,435,436,1,0,0,477,65535
1,4,437,433,1,0,0,478,65535
1,4,436,438,1,0,0,479,65535
1,4,413,437,1,0,0,480,65535
1,4,435,433,28,0,0,481,482
1,4,437,436,28,0,0,483,484
1,4,413,438,4,0,0,485,486
1,4,439,440,1,0,0,487,65535
1,4,441,442,1,0,0,488,65535
1,4,333,443,76,0,0,489,490
1,4,442,98,4,0,0,491,492
1,4,266,238,1,0,0,493,65535
1,4,237,267,1,0,0,494,65535
1,4,444,445,12,0,0,495,496
1,4,391,446,1,0,0,497,65535
1,4,446,16,1,0,0,498,65535
1,4,27,447,1,0,0,499,65535
1,4,447,392,1,0,0,500,65535
1,4,446,447,12,0,0,501,502
1,4,394,444,1,0,0,503,65535
1,4,14,445,1,0,0,504,65535
1,4,444,29,1,0,0,505,65535
1,4,445,376,1,0,0,506,65535
1,4,438,448,1,0,0,507,65535
1,4,448,432,1,0,0,508,65535
1,4,449,450,1,0,0,509,65535
1,4,451,452,17,0,0,510,65535
1,4,452,449,1,0,0,511,65535
1,4,450,453,1,0,0,512,65535
1,4,453,454,17,0,0,513,65535
1,4,451,454,36,1,0,514,515
1,4,453,452,36,1,0,516,517
1,4,97,455,1,0,0,518,65535
1,4,455,456,1,0,0,519,65535
1,4,456,457,1,0,0,520,65535
1,4,457,458,1,0,0,521,65535
