episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
1,7,0,1,1,0,0,0,65535
1,7,2,3,1,0,0,1,65535
1,7,4,5,12,0,0,2,3
1,7,5,6,12,0,0,4,5
1,7,7,4,12,0,0,6,7
1,7,1,8,1,0,0,8,65535
1,7,9,2,1,0,0,9,65535
1,7,10,11,29,0,0,10,11
1,7,12,13,29,0,0,12,13
1,7,14,15,12,0,0,14,15
1,7,16,14,12,0,0,16,17
1,7,17,12,1,0,0,18,65535
1,7,11,18,1,0,0,19,65535
1,7,19,20,1,0,0,20,65535
1,7,21,22,1,0,0,21,65535
1,7,23,24,29,0,0,22,23
1,7,25,26,29,0,0,24,25
1,7,25,11,1,0,0,26,65535
1,7,12,24,1,0,0,27,65535
1,7,23,13,1,0,0,28,65535
1,7,10,26,1,0,0,29,65535
1,7,27,10,1,0,0,30,65535
1,7,26,28,1,0,0,31,65535
1,7,13,29,1,0,0,32,65535
1,7,30,23,1,0,0,33,65535
1,7,29,31,12,0,0,34,35
1,7,32,27,1,0,0,36,65535
1,7,33,30,1,0,0,37,65535
1,7,34,35,1,0,0,38,65535
1,7,19,22,12,0,0,39,40
1,7,36,19,1,0,0,41,65535
1,7,37,36,1,0,0,42,65535
1,7,38,37,1,0,0,43,65535
1,7,39,38,1,0,0,44,65535
1,7,40,39,1,0,0,45,65535
1,7,22,41,1,0,0,46,65535
1,7,41,42,1,0,0,47,65535
1,7,42,43,1,0,0,48,65535
1,7,43,44,1,0,0,49,65535
1,7,44,45,1,0,0,50,65535
1,7,36,41,4,0,0,51,52
1,7,37,42,4,0,0,53,54
1,7,38,43,4,0,0,55,56
1,7,39,44,4,0,0,57,58
1,7,40,45,4,0,0,59,60
1,7,45,15,1,0,0,61,65535
1,7,16,40,1,0,0,62,65535
1,7,16,15,4,0,0,63,64
1,7,4,9,17,0,0,65,65535
1,7,8,5,17,0,0,66,65535
1,7,9,8,4,0,0,67,68
1,7,46,47,1,0,0,69,65535
1,7,48,49,1,0,0,70,65535
1,7,50,0,1,0,0,71,65535
1,7,3,51,1,0,0,72,65535
1,7,52,53,1,0,0,73,65535
1,7,54,55,1,0,0,74,65535
1,7,51,56,1,0,0,75,65535
1,7,53,57,1,0,0,76,65535
1,7,56,58,1,0,0,77,65535
1,7,59,54,1,0,0,78,65535
1,7,60,61,1,0,0,79,65535
1,7,61,62,1,0,0,80,65535
1,7,62,63,1,0,0,81,65535
1,7,63,64,1,0,0,82,65535
1,7,65,66,1,0,0,83,65535
1,7,66,67,29,0,0,84,85
1,7,57,68,1,0,0,86,65535
1,7,33,69,4,0,0,87,88
1,7,70,71,12,0,0,89,90
1,7,72,73,4,0,0,91,92
1,7,74,75,4,0,0,93,94
1,7,76,77,4,0,0,95,96
1,7,78,79,4,0,0,97,98
1,7,80,81,12,0,0,99,100
1,7,80,78,1,0,0,101,65535
1,7,78,76,1,0,0,102,65535
1,7,76,74,1,0,0,103,65535
1,7,74,72,1,0,0,104,65535
1,7,72,70,1,0,0,105,65535
1,7,70,33,1,0,0,106,65535
1,7,35,69,1,0,0,107,65535
1,7,69,71,1,0,0,108,65535
1,7,71,73,1,0,0,109,65535
1,7,73,75,1,0,0,110,65535
1,7,75,77,1,0,0,111,65535
1,7,77,79,1,0,0,112,65535
1,7,79,81,1,0,0,113,65535
1,7,82,83,1,0,0,114,65535
1,7,84,85,1,0,0,115,65535
1,7,85,86,12,0,0,116,117
1,7,34,28,4,0,0,118,119
1,7,87,88,4,0,0,120,121
1,7,89,90,4,0,0,122,123
1,7,91,92,4,0,0,124,125
1,7,93,94,4,0,0,126,127
1,7,95,96,4,0,0,128,129
1,7,97,98,12,0,0,130,131
1,7,28,88,1,0,0,132,65535
1,7,88,90,1,0,0,133,65535
1,7,90,92,1,0,0,134,65535
1,7,92,94,1,0,0,135,65535
1,7,94,96,1,0,0,136,65535
1,7,96,98,1,0,0,137,65535
1,7,97,95,1,0,0,138,65535
1,7,95,93,1,0,0,139,65535
1,7,93,91,1,0,0,140,65535
1,7,91,89,1,0,0,141,65535
1,7,89,87,1,0,0,142,65535
1,7,87,34,1,0,0,143,65535
1,7,99,100,1,0,0,144,65535
1,7,101,102,1,0,0,145,65535
1,7,102,82,12,0,0,146,147
1,7,52,55,4,0,0,148,149
1,7,29,52,17,0,0,150,65535
1,7,55,31,17,0,0,151,65535
1,7,64,60,12,0,0,152,153
1,7,103,104,1,0,0,154,65535
1,7,104,105,1,0,0,155,65535
1,7,106,107,1,0,0,156,65535
1,7,107,50,1,0,0,157,65535
1,7,47,108,1,0,0,158,65535
1,7,108,109,1,0,0,159,65535
1,7,110,111,1,0,0,160,65535
1,7,32,103,12,0,0,161,162
1,7,112,113,1,0,0,163,65535
1,7,114,112,1,0,0,164,65535
1,7,111,115,1,0,0,165,65535
1,7,115,114,12,0,0,166,167
1,7,105,110,12,0,0,168,169
1,7,116,114,1,0,0,170,65535
1,7,106,109,4,0,0,171,172
1,7,109,110,17,0,0,173,65535
1,7,105,106,17,0,0,174,65535
1,7,117,118,12,0,0,175,176
1,7,119,120,1,0,0,177,65535
1,7,120,121,1,0,0,178,65535
1,7,122,123,4,0,0,179,180
1,7,124,101,1,0,0,181,65535
1,7,125,126,1,0,0,182,65535
1,7,127,125,1,0,0,183,65535
1,7,128,127,17,0,0,184,65535
1,7,126,128,17,0,0,185,65535
1,7,126,124,12,0,0,186,187
1,7,129,127,12,0,0,188,189
1,7,130,131,17,0,0,190,65535
1,7,132,133,1,0,0,191,65535
1,7,134,135,12,0,0,192,193
1,7,136,137,4,0,0,194,195
1,7,138,139,4,0,0,196,197
1,7,140,141,4,0,0,198,199
1,7,142,143,4,0,0,200,201
1,7,144,145,4,0,0,202,203
1,7,146,147,12,0,0,204,205
1,7,147,145,1,0,0,206,65535
1,7,145,143,1,0,0,207,65535
1,7,143,141,1,0,0,208,65535
1,7,141,139,1,0,0,209,65535
1,7,139,137,1,0,0,210,65535
1,7,136,138,1,0,0,211,65535
1,7,138,140,1,0,0,212,65535
1,7,140,142,1,0,0,213,65535
1,7,142,144,1,0,0,214,65535
1,7,144,146,1,0,0,215,65535
1,7,148,149,1,0,0,216,65535
