episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
3,5,0,1,1,0,0,0,65535
3,5,1,2,1,0,0,1,65535
3,5,2,3,1,0,0,2,65535
3,5,4,0,1,0,0,3,65535
3,5,3,5,1,0,0,4,65535
3,5,5,6,1,0,0,5,65535
3,5,6,7,1,0,0,6,65535
3,5,8,4,1,0,0,7,65535
3,5,9,8,1,0,0,8,65535
3,5,10,9,1,0,0,9,65535
3,5,11,10,1,0,0,10,65535
3,5,7,12,1,0,0,11,65535
3,5,13,14,1,0,0,12,65535
3,5,14,15,1,0,0,13,65535
3,5,15,16,1,0,0,14,65535
3,5,16,17,1,0,0,15,65535
3,5,17,18,4,0,0,16,17
3,5,18,19,1,0,0,18,65535
3,5,19,20,1,0,0,19,65535
3,5,20,21,1,0,0,20,65535
3,5,21,22,1,0,0,21,65535
3,5,22,23,1,0,0,22,65535
3,5,23,24,4,0,0,23,24
3,5,24,25,1,0,0,25,65535
3,5,25,26,1,0,0,26,65535
3,5,26,27,1,0,0,27,65535
3,5,27,28,1,0,0,28,65535
3,5,28,29,1,0,0,29,65535
3,5,30,31,1,0,0,30,65535
3,5,31,32,1,0,0,31,65535
3,5,32,11,1,0,0,32,65535
3,5,12,33,1,0,0,33,65535
3,5,33,34,1,0,0,34,65535
3,5,34,35,1,0,0,35,65535
3,5,35,36,1,0,0,36,65535
3,5,37,38,1,0,0,37,65535
3,5,39,40,1,0,0,38,65535
3,5,40,13,1,0,0,39,65535
3,5,38,41,1,0,0,40,65535
3,5,41,42,1,0,0,41,65535
3,5,42,39,1,0,0,42,65535
3,5,43,44,1,0,0,43,65535
3,5,45,46,1,0,0,44,65535
3,5,44,47,17,0,0,45,65535
3,5,48,45,17,0,0,46,65535
3,5,47,49,1,0,0,47,65535
3,5,50,48,1,0,0,48,65535
3,5,36,51,1,0,0,49,65535
3,5,51,43,1,0,0,50,65535
3,5,46,52,1,0,0,51,65535
3,5,52,37,1,0,0,52,65535
3,5,49,53,1,0,0,53,65535
3,5,54,55,36,31,0,54,55
3,5,56,57,1,0,0,56,65535
3,5,57,58,1,0,0,57,65535
3,5,58,59,17,0,0,58,65535
3,5,60,61,17,0,0,59,65535
3,5,61,62,1,0,0,60,65535
3,5,62,63,1,0,0,61,65535
3,5,64,65,1,0,0,62,65535
3,5,65,50,1,0,0,63,65535
3,5,17,66,1,0,0,64,65535
3,5,66,67,17,0,0,65,65535
3,5,67,68,1,0,0,66,65535
3,5,68,69,1,0,0,67,65535
3,5,70,71,1,0,0,68,65535
3,5,71,72,1,0,0,69,65535
3,5,72,73,1,0,0,70,65535
3,5,73,74,1,0,0,71,65535
3,5,74,75,1,0,0,72,65535
3,5,75,76,17,0,0,73,65535
3,5,77,78,17,0,0,74,65535
3,5,78,79,1,0,0,75,65535
3,5,79,80,1,0,0,76,65535
3,5,80,81,1,0,0,77,65535
3,5,81,82,1,0,0,78,65535
3,5,82,83,17,0,0,79,65535
3,5,83,84,1,0,0,80,65535
3,5,84,85,1,0,0,81,65535
3,5,85,86,1,0,0,82,65535
3,5,86,87,1,0,0,83,65535
3,5,87,88,17,0,0,84,65535
3,5,88,89,1,0,0,85,65535
3,5,89,90,1,0,0,86,65535
3,5,90,91,1,0,0,87,65535
3,5,91,92,1,0,0,88,65535
3,5,92,93,17,0,0,89,65535
3,5,93,94,1,0,0,90,65535
3,5,94,95,1,0,0,91,65535
3,5,95,96,1,0,0,92,65535
3,5,96,77,1,0,0,93,65535
3,5,77,76,4,1,0,94,95
3,5,59,97,1,0,0,96,65535
3,5,98,60,1,0,0,97,65535
3,5,76,99,1,0,0,98,65535
3,5,99,100,1,0,0,99,65535
3,5,100,98,1,0,0,100,65535
3,5,97,101,1,0,0,101,65535
3,5,101,102,1,0,0,102,65535
3,5,102,103,1,0,0,103,65535
3,5,103,104,1,0,0,104,65535
3,5,104,105,17,0,0,105,65535
3,5,105,106,1,0,0,106,65535
3,5,75,78,4,1,0,107,108
3,5,104,93,4,1,0,109,110
3,5,92,105,4,1,0,111,112
3,5,107,108,1,0,0,113,65535
3,5,108,109,17,0,0,114,65535
3,5,109,110,1,0,0,115,65535
3,5,110,111,1,0,0,116,65535
3,5,111,112,1,0,0,117,65535
3,5,112,113,1,0,0,118,65535
3,5,113,114,1,0,0,119,65535
3,5,115,116,1,0,0,120,65535
3,5,23,117,1,0,0,121,65535
3,5,117,118,17,0,0,122,65535
3,5,118,119,1,0,0,123,65535
