episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
1,6,0,1,1,0,0,0,65535
1,6,2,0,1,0,0,1,65535
1,6,3,4,1,0,0,2,65535
1,6,5,6,12,0,0,3,4
1,6,4,5,1,0,0,5,65535
1,6,6,2,1,0,0,6,65535
1,6,7,8,1,0,0,7,65535
1,6,8,9,1,0,0,8,65535
1,6,10,11,1,0,0,9,65535
1,6,11,12,1,0,0,10,65535
1,6,9,13,1,0,0,11,65535
1,6,9,14,28,0,0,12,13
1,6,15,16,1,0,0,14,65535
1,6,16,17,1,0,0,15,65535
1,6,18,19,1,0,0,16,65535
1,6,19,14,1,0,0,17,65535
1,6,20,15,1,0,0,18,65535
1,6,14,21,1,0,0,19,65535
1,6,22,23,1,0,0,20,65535
1,6,24,20,1,0,0,21,65535
1,6,21,25,1,0,0,22,65535
1,6,26,27,1,0,0,23,65535
1,6,27,28,1,0,0,24,65535
1,6,29,30,1,0,0,25,65535
1,6,28,29,28,0,0,26,27
1,6,31,32,1,0,0,28,65535
1,6,33,34,1,0,0,29,65535
1,6,34,26,1,0,0,30,65535
1,6,25,35,1,0,0,31,65535
1,6,35,36,1,0,0,32,65535
1,6,36,18,17,0,0,33,65535
1,6,17,37,17,0,0,34,65535
1,6,37,38,1,0,0,35,65535
1,6,38,24,1,0,0,36,65535
1,6,23,39,1,0,0,37,65535
1,6,38,39,28,0,0,38,39
1,6,40,36,4,0,0,40,41
1,6,40,41,1,0,0,42,65535
1,6,18,17,4,0,0,43,44
1,6,37,42,4,0,0,45,46
1,6,42,43,1,0,0,47,65535
1,6,44,45,4,0,0,48,49
1,6,46,47,4,0,0,50,51
1,6,48,49,4,0,0,52,53
1,6,50,51,4,0,0,54,55
1,6,52,53,4,0,0,56,57
1,6,54,55,4,0,0,58,59
1,6,56,57,4,0,0,60,61
1,6,58,59,4,0,0,62,63
1,6,58,60,1,0,0,64,65535
1,6,61,51,1,0,0,65,65535
1,6,51,49,1,0,0,66,65535
1,6,49,47,1,0,0,67,65535
1,6,47,45,1,0,0,68,65535
1,6,45,62,1,0,0,69,65535
1,6,62,63,1,0,0,70,65535
1,6,63,64,1,0,0,71,65535
1,6,65,52,1,0,0,72,65535
1,6,52,54,1,0,0,73,65535
1,6,54,56,1,0,0,74,65535
1,6,56,58,1,0,0,75,65535
1,6,64,66,1,0,0,76,65535
1,6,66,67,1,0,0,77,65535
1,6,67,65,1,0,0,78,65535
1,6,68,59,1,0,0,79,65535
1,6,59,57,1,0,0,80,65535
1,6,57,55,1,0,0,81,65535
1,6,55,53,1,0,0,82,65535
1,6,53,69,1,0,0,83,65535
1,6,69,70,1,0,0,84,65535
1,6,70,71,1,0,0,85,65535
