episode,mission,vertex_1,vertex_2,flags,action_special,sector_tag,front_side,back_side
2,3,0,1,1,0,0,0,65535
2,3,1,2,1,0,0,1,65535
2,3,2,3,1,0,0,2,65535
2,3,3,4,1,0,0,3,65535
2,3,5,6,1,0,0,4,65535
2,3,6,7,1,0,0,5,65535
2,3,7,0,1,0,0,6,65535
2,3,8,5,1,0,0,7,65535
2,3,4,9,1,0,0,8,65535
2,3,9,10,1,0,0,9,65535
2,3,10,11,1,0,0,10,65535
2,3,11,12,1,0,0,11,65535
2,3,12,13,1,0,0,12,65535
2,3,13,14,1,0,0,13,65535
2,3,14,15,1,0,0,14,65535
2,3,15,16,1,0,0,15,65535
2,3,16,17,1,0,0,16,65535
2,3,17,18,4,1,0,17,18
2,3,18,19,1,0,0,19,65535
2,3,19,20,1,0,0,20,65535
2,3,20,21,1,0,0,21,65535
2,3,22,23,1,0,0,22,65535
2,3,23,24,1,0,0,23,65535
2,3,24,25,1,0,0,24,65535
2,3,26,27,1,0,0,25,65535
2,3,28,8,1,0,0,26,65535
2,3,29,30,1,0,0,27,65535
2,3,31,32,1,0,0,28,65535
2,3,33,31,1,0,0,29,65535
2,3,34,33,1,0,0,30,65535
2,3,35,36,1,0,0,31,65535
2,3,37,38,1,0,0,32,65535
2,3,39,40,1,0,0,33,65535
2,3,41,39,1,0,0,34,65535
2,3,42,43,1,0,0,35,65535
2,3,44,42,1,0,0,36,65535
2,3,45,46,1,0,0,37,65535
2,3,47,45,1,0,0,38,65535
2,3,48,47,1,0,0,39,65535
2,3,46,48,1,0,0,40,65535
2,3,49,50,1,0,0,41,65535
2,3,50,51,1,0,0,42,65535
2,3,51,52,1,0,0,43,65535
2,3,52,49,1,0,0,44,65535
2,3,53,54,1,0,0,45,65535
2,3,54,55,1,0,0,46,65535
2,3,55,56,1,0,0,47,65535
2,3,56,53,1,0,0,48,65535
2,3,57,41,1,0,0,49,65535
2,3,58,57,1,0,0,50,65535
2,3,59,58,1,0,0,51,65535
2,3,60,59,1,0,0,52,65535
2,3,43,61,1,0,0,53,65535
2,3,61,62,1,0,0,54,65535
2,3,62,60,1,0,0,55,65535
2,3,63,44,1,0,0,56,65535
2,3,64,63,1,0,0,57,65535
2,3,65,64,1,0,0,58,65535
2,3,66,65,1,0,0,59,65535
2,3,40,66,1,0,0,60,65535
2,3,67,37,1,0,0,61,65535
2,3,68,67,1,0,0,62,65535
2,3,36,69,1,0,0,63,65535
2,3,69,70,1,0,0,64,65535
2,3,70,71,1,0,0,65,65535
2,3,71,72,1,0,0,66,65535
2,3,73,74,1,0,0,67,65535
2,3,74,75,1,0,0,68,65535
2,3,76,68,1,0,0,69,65535
2,3,21,77,1,0,0,70,65535
2,3,78,22,1,0,0,71,65535
2,3,79,80,1,0,0,72,65535
2,3,81,82,17,0,0,73,65535
2,3,38,83,1,0,0,74,65535
2,3,84,35,1,0,0,75,65535
2,3,85,86,1,0,0,76,65535
2,3,86,87,1,0,0,77,65535
2,3,88,89,1,0,0,78,65535
2,3,90,88,1,0,0,79,65535
2,3,91,90,1,0,0,80,65535
2,3,87,92,1,0,0,81,65535
2,3,92,93,17,0,0,82,65535
2,3,94,95,17,0,0,83,65535
2,3,96,91,17,0,0,84,65535
2,3,97,98,17,0,0,85,65535
2,3,99,100,17,0,0,86,65535
2,3,101,99,17,0,0,87,65535
2,3,102,103,17,0,0,88,65535
2,3,104,105,17,0,0,89,65535
2,3,106,107,17,0,0,90,65535
2,3,108,109,17,0,0,91,65535
2,3,109,110,17,0,0,92,65535
2,3,110,111,17,0,0,93,65535
2,3,112,108,17,0,0,94,65535
2,3,113,114,17,0,0,95,65535
2,3,115,116,17,0,0,96,65535
2,3,116,117,17,0,0,97,65535
2,3,117,113,17,0,0,98,65535
2,3,118,119,17,0,0,99,65535
2,3,119,120,17,0,0,100,65535
2,3,120,121,17,0,0,101,65535
2,3,122,118,17,0,0,102,65535
2,3,123,124,17,0,0,103,65535
2,3,125,126,17,0,0,104,65535
2,3,126,127,17,0,0,105,65535
2,3,127,123,17,0,0,106,65535
2,3,128,129,17,0,0,107,65535
2,3,129,130,17,0,0,108,65535
2,3,130,131,17,0,0,109,65535
2,3,132,128,17,0,0,110,65535
2,3,133,134,17,0,0,111,65535
2,3,135,136,17,0,0,112,65535
2,3,136,137,17,0,0,113,65535
2,3,137,133,17,0,0,114,65535
2,3,91,92,28,87,1,115,116
2,3,107,101,28,87,1,117,118
2,3,107,138,1,0,0,119,65535
2,3,138,139,1,0,0,120,65535
2,3,139,140,1,0,0,121,65535
2,3,141,142,1,0,0,122,65535
2,3,142,143,1,0,0,123,65535
2,3,143,144,1,0,0,124,65535
2,3,144,145,1,0,0,125,65535
2,3,145,146,1,0,0,126,65535
2,3,147,148,1,0,0,127,65535
2,3,148,149,1,0,0,128,65535
2,3,149,101,1,0,0,129,65535
2,3,150,151,1,0,0,130,65535
2,3,152,150,1,0,0,131,65535
2,3,153,154,1,0,0,132,65535
2,3,155,156,1,0,0,133,65535
2,3,157,158,1,0,0,134,65535
2,3,158,159,1,0,0,135,65535
2,3,160,161,1,0,0,136,65535
2,3,162,163,1,0,0,137,65535
2,3,164,160,1,0,0,138,65535
2,3,165,164,1,0,0,139,65535
2,3,159,166,1,0,0,140,65535
2,3,167,168,1,0,0,141,65535
2,3,169,167,1,0,0,142,65535
2,3,170,169,1,0,0,143,65535
2,3,171,170,1,0,0,144,65535
2,3,172,171,1,0,0,145,65535
2,3,173,174,1,0,0,146,65535
2,3,174,175,1,0,0,147,65535
2,3,175,176,1,0,0,148,65535
2,3,176,177,1,0,0,149,65535
2,3,178,179,1,0,0,150,65535
2,3,180,178,1,0,0,151,65535
2,3,181,182,1,0,0,152,65535
2,3,177,183,1,0,0,153,65535
2,3,184,181,1,0,0,154,65535
2,3,182,185,1,0,0,155,65535
2,3,185,186,1,0,0,156,65535
2,3,186,187,1,0,0,157,65535
2,3,187,188,1,0,0,158,65535
2,3,189,190,1,0,0,159,65535
2,3,190,191,1,0,0,160,65535
2,3,192,193,1,0,0,161,65535
2,3,193,194,1,0,0,162,65535
2,3,195,196,17,0,0,163,65535
2,3,194,197,17,0,0,164,65535
2,3,198,195,1,0,0,165,65535
2,3,199,198,1,0,0,166,65535
2,3,200,199,1,0,0,167,65535
2,3,201,200,1,0,0,168,65535
2,3,197,202,1,0,0,169,65535
2,3,202,203,1,0,0,170,65535
2,3,203,204,1,0,0,171,65535
2,3,204,205,1,0,0,172,65535
2,3,205,206,1,0,0,173,65535
2,3,206,207,1,0,0,174,65535
2,3,207,208,1,0,0,175,65535
2,3,208,209,1,0,0,176,65535
2,3,209,210,1,0,0,177,65535
2,3,211,201,1,0,0,178,65535
2,3,212,211,1,0,0,179,65535
2,3,213,212,1,0,0,180,65535
2,3,214,213,1,0,0,181,65535
2,3,215,214,1,0,0,182,65535
2,3,216,215,1,0,0,183,65535
2,3,217,218,1,0,0,184,65535
2,3,218,216,1,0,0,185,65535
2,3,219,217,1,0,0,186,65535
2,3,220,221,1,0,0,187,65535
2,3,221,222,1,0,0,188,65535
2,3,222,223,1,0,0,189,65535
2,3,224,225,1,0,0,190,65535
2,3,225,180,17,0,0,191,65535
2,3,168,157,28,0,0,192,193
2,3,183,192,76,0,0,194,195
2,3,226,227,1,0,0,196,65535
2,3,227,228,1,0,0,197,65535
2,3,229,230,1,0,0,198,65535
2,3,231,232,1,0,0,199,65535
2,3,233,234,1,0,0,200,65535
2,3,163,155,76,0,0,201,202
2,3,235,236,1,0,0,203,65535
2,3,237,235,1,0,0,204,65535
2,3,238,237,1,0,0,205,65535
2,3,239,238,1,0,0,206,65535
2,3,240,239,1,0,0,207,65535
2,3,241,240,1,0,0,208,65535
2,3,242,241,1,0,0,209,65535
2,3,243,242,1,0,0,210,65535
2,3,244,243,1,0,0,211,65535
2,3,245,244,1,0,0,212,65535
2,3,246,245,1,0,0,213,65535
2,3,247,246,1,0,0,214,65535
2,3,248,247,1,0,0,215,65535
2,3,249,250,1,0,0,216,65535
2,3,251,249,1,0,0,217,65535
2,3,252,251,1,0,0,218,65535
2,3,253,252,1,0,0,219,65535
2,3,254,253,1,0,0,220,65535
2,3,255,254,1,0,0,221,65535
2,3,256,255,1,0,0,222,65535
2,3,257,256,1,0,0,223,65535
2,3,258,257,1,0,0,224,65535
2,3,259,258,1,0,0,225,65535
2,3,260,259,1,0,0,226,65535
2,3,261,260,1,0,0,227,65535
2,3,262,261,1,0,0,228,65535
2,3,72,263,1,0,0,229,65535
2,3,264,73,1,0,0,230,65535
2,3,265,266,1,0,0,231,65535
2,3,266,267,1,0,0,232,65535
2,3,268,269,1,0,0,233,65535
2,3,269,270,1,0,0,234,65535
2,3,270,271,1,0,0,235,65535
2,3,272,265,1,0,0,236,65535
2,3,273,274,1,0,0,237,65535
2,3,275,276,1,0,0,238,65535
2,3,277,278,1,0,0,239,65535
2,3,279,280,17,0,0,240,65535
2,3,281,275,17,0,0,241,65535
2,3,282,283,17,0,0,242,65535
2,3,284,285,17,0,0,243,65535
2,3,286,282,1,0,0,244,65535
2,3,287,286,1,0,0,245,65535
2,3,288,287,1,0,0,246,65535
2,3,289,288,9,0,0,247,65535
2,3,290,291,9,0,0,248,65535
2,3,292,290,1,0,0,249,65535
2,3,293,292,1,0,0,250,65535
2,3,285,293,1,0,0,251,65535
2,3,274,294,1,0,0,252,65535
2,3,294,295,1,0,0,253,65535
2,3,295,296,1,0,0,254,65535
2,3,297,298,1,0,0,255,65535
2,3,299,300,1,0,0,256,65535
2,3,301,302,1,0,0,257,65535
2,3,302,303,1,0,0,258,65535
2,3,303,304,1,0,0,259,65535
2,3,305,306,1,0,0,260,65535
2,3,307,308,1,0,0,261,65535
2,3,309,307,1,0,0,262,65535
2,3,310,309,1,0,0,263,65535
2,3,306,310,1,0,0,264,65535
2,3,311,312,1,0,0,265,65535
2,3,313,314,1,0,0,266,65535
2,3,315,316,1,0,0,267,65535
2,3,316,317,1,0,0,268,65535
2,3,318,319,1,0,0,269,65535
2,3,320,321,1,0,0,270,65535
2,3,311,322,76,0,0,271,272
2,3,321,322,1,0,0,273,65535
2,3,323,324,17,0,0,274,65535
2,3,325,326,17,0,0,275,65535
2,3,324,327,17,0,0,276,65535
2,3,327,328,17,0,0,277,65535
2,3,329,330,17,0,0,278,65535
2,3,330,325,17,0,0,279,65535
2,3,328,331,1,0,0,280,65535
2,3,332,333,1,0,0,281,65535
2,3,334,335,1,0,0,282,65535
2,3,336,334,1,0,0,283,65535
2,3,337,336,1,0,0,284,65535
2,3,338,339,1,0,0,285,65535
2,3,340,338,1,0,0,286,65535
2,3,333,341,1,0,0,287,65535
2,3,341,342,1,0,0,288,65535
2,3,342,343,1,0,0,289,65535
2,3,344,345,1,0,0,290,65535
2,3,345,346,1,0,0,291,65535
2,3,343,347,1,0,0,292,65535
2,3,347,348,1,0,0,293,65535
2,3,348,349,1,0,0,294,65535
2,3,349,350,1,0,0,295,65535
2,3,350,351,1,0,0,296,65535
2,3,351,352,1,0,0,297,65535
2,3,352,353,1,0,0,298,65535
2,3,353,354,1,0,0,299,65535
2,3,354,344,1,0,0,300,65535
2,3,339,355,1,0,0,301,65535
2,3,355,356,1,0,0,302,65535
2,3,356,357,1,0,0,303,65535
2,3,357,358,1,0,0,304,65535
2,3,358,359,1,0,0,305,65535
2,3,359,360,1,0,0,306,65535
2,3,360,361,1,0,0,307,65535
2,3,361,362,1,0,0,308,65535
2,3,362,337,1,0,0,309,65535
2,3,362,347,4,0,0,310,311
2,3,348,361,4,0,0,312,313
2,3,360,349,4,0,0,314,315
2,3,350,359,4,0,0,316,317
2,3,358,351,4,0,0,318,319
2,3,352,357,4,0,0,320,321
2,3,356,353,4,0,0,322,323
2,3,354,355,4,0,0,324,325
2,3,363,364,1,0,0,326,65535
2,3,365,366,1,0,0,327,65535
2,3,367,363,1,0,0,328,65535
2,3,366,368,1,0,0,329,65535
2,3,369,370,1,0,0,330,65535
2,3,370,371,1,0,0,331,65535
2,3,372,369,1,0,0,332,65535
2,3,373,372,1,0,0,333,65535
2,3,374,375,1,0,0,334,65535
2,3,376,374,1,0,0,335,65535
2,3,377,378,1,0,0,336,65535
2,3,379,377,1,0,0,337,65535
2,3,380,381,1,0,0,338,65535
2,3,276,273,76,89,1,339,340
2,3,371,376,76,0,0,341,342
2,3,375,373,76,0,0,343,344
2,3,73,72,4,0,0,345,346
2,3,381,382,1,0,0,347,65535
2,3,382,383,1,0,0,348,65535
2,3,383,384,1,0,0,349,65535
2,3,384,385,1,0,0,350,65535
2,3,385,386,1,0,0,351,65535
2,3,386,387,1,0,0,352,65535
2,3,387,388,1,0,0,353,65535
2,3,388,389,1,0,0,354,65535
2,3,390,379,1,0,0,355,65535
2,3,391,390,1,0,0,356,65535
2,3,392,391,1,0,0,357,65535
