episode,mission,x_position,y_position,direction,type,flags
2,9,128,-384,0,2,7
2,9,64,-320,90,1,7
2,9,0,-384,180,3,7
2,9,64,-448,270,4,7
2,9,512,64,225,3003,7
2,9,-384,64,315,3003,7
2,9,-384,-832,45,3003,7
2,9,512,-832,135,3003,7
2,9,960,-192,270,3005,7
2,9,1472,320,270,3005,7
2,9,1856,320,270,3005,7
2,9,960,-576,90,3005,7
2,9,1472,-1088,90,3005,7
2,9,1856,-1088,90,3005,7
2,9,2368,-192,180,3005,7
2,9,2368,-576,180,3005,7
2,9,1856,-192,225,3005,7
2,9,1856,-576,135,3005,7
2,9,1664,-384,0,2013,7
2,9,1664,128,0,2012,7
2,9,2176,-384,0,2012,7
2,9,1664,-896,0,2012,7
2,9,1152,-384,0,2012,7
2,9,656,-320,0,22,7
2,9,400,-384,0,22,7
2,9,304,-560,0,22,7
2,9,-32,-64,0,22,7
2,9,2528,-272,0,40,7
2,9,2464,-496,0,38,7
2,9,2672,-432,0,39,7
2,9,-832,-384,0,8,7
2,9,-448,128,0,2002,7
2,9,64,512,0,2004,7
2,9,576,128,0,2003,7
2,9,576,-896,0,2001,7
2,9,64,-1280,0,2005,7
2,9,-448,-896,0,2026,7
2,9,2368,-384,0,2047,0
2,9,1664,320,0,2048,7
2,9,1664,-1088,0,2048,7
2,9,1664,-192,0,2046,7
2,9,1664,-576,0,2046,7
2,9,1856,-384,0,2049,7
2,9,1472,-384,0,2049,7
2,9,64,-384,0,2019,7
2,9,128,-320,45,11,7
2,9,0,-320,135,11,7
2,9,0,-448,225,11,7
2,9,128,-448,315,11,7
2,9,1472,-192,315,11,7
2,9,1472,-576,45,11,7
2,9,1920,-448,180,11,7
2,9,1664,-128,270,11,7
