episode,mission,x_position,y_position,direction,type,flags
3,8,176,-1488,90,1,7
3,8,208,-1424,90,2,7
3,8,112,-1456,90,3,7
3,8,144,-1392,90,4,7
3,8,160,-1440,90,62,7
3,8,1600,-768,135,7,7
3,8,-1408,2112,315,3003,6
3,8,160,-448,135,2003,7
3,8,256,576,135,2004,7
3,8,-176,-272,135,2010,7
3,8,-448,-896,135,2010,7
3,8,-1664,-1088,135,2010,7
3,8,-1472,64,135,2010,7
3,8,-768,400,135,2010,7
3,8,-768,880,135,2010,7
3,8,-1472,1216,135,2010,7
3,8,-1664,2368,135,2010,7
3,8,-448,2176,135,2010,7
3,8,-112,1536,135,2010,7
3,8,432,1536,135,2010,7
3,8,1088,880,135,2010,7
3,8,1088,400,135,2010,7
3,8,496,-272,135,2010,7
3,8,768,2176,135,2010,7
3,8,1920,2368,135,2010,7
3,8,1728,1216,135,2010,7
3,8,1728,64,135,2010,7
3,8,1920,-1088,135,2010,7
3,8,768,-896,135,2010,7
3,8,160,1536,135,2047,7
3,8,-768,640,135,2047,7
3,8,1088,640,135,2047,7
3,8,-1408,-832,45,3005,7
3,8,1664,2112,225,3005,7
3,8,64,704,135,2019,7
3,8,-1584,1840,0,2010,0
3,8,-1136,2288,0,2010,0
3,8,1392,2288,0,2010,0
3,8,1840,1840,0,2010,0
3,8,1840,-592,0,2010,0
3,8,1424,-1008,0,2010,0
3,8,-1008,-976,0,2010,0
3,8,-1552,-496,0,2010,0
3,8,-1056,80,0,2010,0
3,8,-448,-576,0,2010,0
3,8,768,-512,0,2010,0
3,8,1408,64,0,2010,0
3,8,1408,1216,0,2010,0
3,8,768,1856,0,2010,0
3,8,-448,1856,0,2010,0
3,8,-1088,1216,0,2010,0
3,8,160,1312,0,2010,0
3,8,160,1376,0,2010,0
3,8,160,1440,0,2010,0
3,8,208,-1472,90,11,23
3,8,-1632,-832,0,11,23
3,8,-1424,2336,270,11,23
3,8,1648,2336,270,11,23
